ncaa_id,first_name,last_name,portal_name,institution,conference,division,transfer_date,update_date,status,year,sport,team_id,player_id_64a,player_id_ncaa_stats,matched_name,match_score,match_method,confidence,position,class_year,player_csv_team_id
2309113196,MADISON,ESPINOZA,Madison Espinoza,Texas A&M University-Corpus Christi,Southland Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1301,107044,3101184,Madison Espinoza,100.0,team+lastname,HIGH,3B,So,1301
2301772087,MADELENA,WACHTER,Madelena Wachter,Bryant University,America East Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1135,107350,3112649,Maddy Wachter,75.9,team+lastname_diff_first+confirmed,HIGH,P,So,1135
2301764894,MORGAN,LLOYD,Morgan Lloyd,Wichita State University,American Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1172,108202,3088273,Morgan Lloyd,100.0,team+lastname,HIGH,RF,Fr,1172
2410424343,HANA,WINTON,Hana Winton,"California State University, Fullerton",Big West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1107,140555,3218315,Hana Winton,100.0,team+lastname,HIGH,P,Fr,1107
2212736178,RILEY,OLEKSIK,Riley Oleksik,Eastern Kentucky University,Atlantic Sun Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1140,108501,3095604,Riley Oleksik,100.0,team+lastname,HIGH,RF,So,1140
2307957967,JOSSLIN,LAW,Josslin Law,Idaho State University,Big Sky Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1155,116187,3099921,Josslin Law,100.0,team+lastname,HIGH,P,So,1155
2306933801,KENDALL,KOTZMACHER,Kendall Kotzmacher,Western Michigan University,Mid-American Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1188,145959,3238845,Kendall Kotzmacher,100.0,team+lastname,HIGH,C,Fr,1188
2312179891,MORGAN,POOL,Morgan Pool,University of Maine,America East Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1378,115541,3092409,Morgan Pool,100.0,team+lastname,HIGH,C,So,1378
2103130694,FAITH,STEFFANY,Faith Steffany,"California State University, Bakersfield",Big West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1346,106375,3098146,Faith Steffany,100.0,team+lastname,HIGH,CF,Sr,1346
2401194633,BRYANA,PANTALION,Bryana Pantalion,Southeastern Louisiana University,Southland Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1090,144928,3226748,Breezy Pantalion,81.2,team+lastname_diff_first+confirmed,HIGH,CF,Fr,1090
2409410414,KAITLYN,TSO,Kaitlyn Tso,"California State University, Northridge",Big West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1241,140561,3239768,Kaitlyn Tso,100.0,team+lastname,HIGH,P,Fr,1241
2409415082,YASMIN,BURRELL,Yasmin Burrell,Coppin State University,Mid-Eastern Athletic Conf.,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1242,141217,3149075,Yasmin Burrell,100.0,team+lastname,HIGH,C,Fr,1242
2401198119,KATIE,SIMONKA,Katie Simonka,"Fairleigh Dickinson University, Metropolitan Campus",Northeast Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1368,141645,3227174,Katie Simonka,100.0,team+lastname,HIGH,P,Fr,1368
2208649679,GEORGIA,MOSS,Georgia Moss,Coastal Carolina University,Sun Belt Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1176,141041,3220967,Georgia Moss,100.0,team+lastname,HIGH,P,Fr,1176
2109322318,KYNDAL,SHIVELY,Kyndal Shively,Valparaiso University,Missouri Valley Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1363,108684,3099017,Kyndal Shively,100.0,team+lastname,HIGH,CF,So,1363
2408393667,PAIGE,SEEMON,Paige Seemon,Saint Peter's University,Metro Atlantic Athletic Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1196,145230,3230642,Paige Seemon,100.0,team+lastname,HIGH,CF,Fr,1196
2305912071,AARIANA,HARRISON,Aariana Harrison,"California State University, Bakersfield",Big West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1346,78454,2952687,Aariana Harrison,100.0,team+lastname,HIGH,LF,Jr,1346
2309116095,ZOE,LEVINE,Zoe Levine,DePaul University,BIG EAST Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1357,108486,3088479,Zoe Levine,100.0,team+lastname,HIGH,C,So,1357
2004847100,HANNAH,MESSER,Hannah Messer,DePaul University,BIG EAST Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1357,108489,3088502,Hannah Messer,100.0,team+lastname,HIGH,P,So,1357
2303799103,JORDYN,FERRANDINO,Jordyn Ferrandino,Alabama State University,Southwestern Athletic Conf.,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1164,88441,2966241,Jordyn Ferrandino,100.0,team+lastname,HIGH,RF,Jr,1164
2106208846,LILIANA,ARANA,Liliana Arana,Miami University (Ohio),Mid-American Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1087,91871,2949037,Liliana Arana,100.0,team+lastname,HIGH,P,Jr,1087
2301762563,VIOLET,MARTA,Violet Marta,Siena University,Metro Atlantic Athletic Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1264,106461,3091977,Violet Marta,100.0,team+lastname,HIGH,P,So,1264
2212743109,ADISON,HUISKENS,Adison Huiskens,Idaho State University,Big Sky Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1155,142321,3226786,Adison Huiskens,100.0,team+lastname,HIGH,OF,Fr,1155
1910709246,RYLEY,HARRISON,Ryley Harrison,University of South Alabama,Sun Belt Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1316,96885,2947119,Ryley Harrison,100.0,team+lastname,HIGH,P,Jr,1316
2210685503,OLIVIA,CHRISTIAN,Olivia Christian,The University of Southern Mississippi,Sun Belt Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1292,108033,3097743,Olivia Christian,100.0,team+fullname,HIGH,P,So,1292
2209678940,MORGAN,ROGERS,Morgan Rogers,DePaul University,BIG EAST Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1357,94980,2945910,Morgan Rogers,100.0,team+lastname,HIGH,CF,Jr,1357
2209667389,KAYLEIGH,SUTTON,Kayleigh Sutton,Bethune-Cookman University,Southwestern Athletic Conf.,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1203,140284,3236022,Kayleigh Sutton,100.0,team+lastname,HIGH,C,Fr,1203
2103127167,MACKENZIE,NICHOLSON,Mackenzie Nicholson,"University of Maryland, Baltimore County",America East Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1217,90528,2817656,Kenzie Nicholson,92.0,team+fullname+confirmed,HIGH,2B,Sr,1217
2505610196,MARANJALIE,JIMENEZ,Maranjalie Jimenez,Bellarmine University,Atlantic Sun Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,2051,140188,3241141,Mara Jimenez,80.0,team+lastname_diff_first+confirmed,HIGH,2B,Fr,2051
2307972788,ALAINA,FOREMAN,Alaina Foreman,University of North Dakota,The Summit League,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1373,106793,3092094,Alaina Foreman,100.0,team+lastname,HIGH,RF,So,1373
2309105123,PRICILLA,RAMIREZ,Pricilla Ramirez,Long Beach State University,Big West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1315,142838,3200114,Pricilla Ramirez,100.0,team+lastname,HIGH,P,Fr,1315
