ncaa_id,first_name,last_name,portal_name,institution,conference,division,transfer_date,update_date,status,year,sport,team_id,player_id_64a,player_id_ncaa_stats,matched_name,match_score,match_method,confidence,position,class_year,player_csv_team_id,hitting_sum,pitching_sum,has_hitting,has_pitching,hitting_sum_f,pitching_sum_f,hitting_rank,pitching_rank,stat_percentile,twp,conf_adjust,hs_adjust,mlb_adjust,fielding_rank,prod_term,sixty_four_rating_portal_player,portal_rank
2209663111,LILLIAN,SOTO,Lillian Soto,University of Louisiana at Lafayette,Sun Belt Conference,I,06/14/2026,06/14/2026,Active,2025-26,Softball,1102,91894,2949268,Lillian Soto,100.0,team+lastname,HIGH,1B,So,1102,0.541879,0.0,True,False,0.541879,0.0,0.6524,0.0,0.6524,0.0,0.135483,0.0,0.0,0.0,0.17865,0.9665,482
2307951012,KAIYA,FABELA,Kaiya Fabela,Brigham Young University,Big 12 Conference,I,06/08/2026,06/10/2026,Signed,2025-26,Softball,1100,140402,3224582,Kaiya Fabela,100.0,team+lastname,HIGH,C,Fr,1100,0.470271,0.0,True,False,0.470271,0.0,0.6241,0.0,0.6241,0.0,0.182742,0.093,0.0,0.0,0.0667,0.9665,483
2212739986,JOLEEANNA,HAIR,Joleeanna Hair,New Mexico State University,Conference USA,I,06/08/2026,07/18/2026,Signed,2025-26,Softball,1142,107863,3102503,Joleeanna Hair,100.0,team+lastname,HIGH,SS,So,1142,0.5729,0.0,True,False,0.5729,0.0,0.6653,0.0,0.6653,0.0,0.130644,0.0,0.0,0.0,0.16985,0.9658,484
2209667523,NATALIA,KENYATTA,Natalia Kenyatta,Michigan State University,Big Ten Conference,I,06/08/2026,07/21/2026,Signed,2025-26,Softball,1320,118169,3085377,Natalia Kenyatta,100.0,team+lastname,HIGH,3B,So,1320,0.51264,0.0,True,False,0.51264,0.0,0.6346,0.0,0.6346,0.0,0.180322,0.0,0.0,0.0,0.1478,0.9627,485
2307969465,MADISON,MCINTYRE,Madison Mcintyre,Appalachian State University,Sun Belt Conference,I,06/08/2026,06/13/2026,Signed,2025-26,Softball,1150,106299,3093972,Madison McIntyre,100.0,team+lastname,HIGH,1B,So,1150,0.862513,0.0,True,False,0.862513,0.0,0.7842,0.0,0.7842,0.0,0.135483,0.0,0.0,0.0,0.04275,0.9624,486
2310146315,LORELEI,SPRADLIN,Lorelei Spradlin,Carson-Newman University,South Atlantic Conference,II,05/11/2026,05/11/2026,Active,2025-26,Softball,1400,105232,3108431,Lorelai Spradlin,93.8,team+lastname+confirmed,HIGH,P,So,1400,0.0,1.155786,False,True,0.0,1.155786,0.0,0.7489,0.7489,0.0,0.058059,0.0,0.0,0.0,0.155175,0.9621,487
2205561048,PRESLEE,RAY,Preslee Ray,The University of Tulsa,American Conference,I,06/15/2026,07/06/2026,Signed,2025-26,Softball,1133,145607,3225030,Preslee Ray,100.0,team+lastname,HIGH,C,Fr,1133,0.406796,0.0,True,False,0.406796,0.0,0.5788,0.0,0.5788,0.0,0.137902,0.0,0.0,0.0,0.24525,0.962,488
2106198455,JILLIAN,GUTIERREZ,Jillian Gutierrez,University of the Incarnate Word,Southland Conference,I,05/29/2026,07/19/2026,Signed,2025-26,Softball,1109,88184,2801737,Jillian Gutierrez,100.0,team+lastname,HIGH,RF,Sr,1109,1.02104,0.0,True,False,1.02104,0.0,0.8278,0.0,0.8278,0.0,0.125805,0.0,0.0,0.0,0.0,0.9536,489
2004853998,VICTORIA,BRAZIL,Victoria Brazil,Oklahoma Christian University,Lone Star Conference,II,05/27/2026,06/13/2026,Signed,2025-26,Softball,1568,105872,3083169,Victoria Brazil,100.0,team+lastname,HIGH,DH,So,1568,0.832351,0.0,True,False,0.832351,0.0,0.7736,0.0,0.7736,0.0,0.055639,0.0,0.0,0.0,0.124275,0.9535,490
1909699552,CARMELLA,MUCCILLI,Carmella Muccilli,Nicholls State University,Southland Conference,I,06/15/2026,06/15/2026,Active,2025-26,Softball,1244,82793,2822024,Carmella Muccilli,100.0,team+lastname,HIGH,CF,Sr,1244,0.699824,0.0,True,False,0.699824,0.0,0.7308,0.0,0.7308,0.0,0.125805,0.0,0.0,0.0,0.09585,0.9525,491
