activity_date,activity_type,new_team_id,old_team_id,player_id
6/24/2026,Active,,429,132786
6/24/2026,Active,,681,123892
6/24/2026,Active,,790,102709
6/24/2026,Active,,852,147528
6/24/2026,Active,,1641,140937
6/23/2026,Active,,603,125351
6/23/2026,Active,,786,116576
6/23/2026,Active,,666,119334
6/23/2026,Active,,35,127447
6/24/2026,Committed,496,56,67082
6/24/2026,Committed,1142,1175,145509
6/24/2026,Committed,1167,1198,91315
