sport,division,team,date,opponent,result,runsFor,runsAgainst,teamYearId,opponentYearId
baseball,unknown,Middlebury,2026-04-04,Amherst,L 1-9,1.0,9.0,615263,615145.0
baseball,unknown,Middlebury,2026-04-17,Wesleyan (CT),W 7-6,7.0,6.0,615263,615382.0
baseball,unknown,Miles,2026-02-10,Morris,W 5-4 (8),5.0,4.0,615056,
baseball,unknown,Miles,2026-02-10,Morris,L 6-7,6.0,7.0,615056,
baseball,unknown,Miles,2026-02-13,LeMoyne-Owen,W 12-9,12.0,9.0,615056,615046.0
baseball,unknown,Miles,2026-02-13,LeMoyne-Owen,W 4-2,4.0,2.0,615056,615046.0
baseball,unknown,Miles,2026-02-14,LeMoyne-Owen,W 10-1,10.0,1.0,615056,615046.0
baseball,unknown,Miles,2026-03-09,Kentucky St.,L 2-12,2.0,12.0,615056,615042.0
baseball,unknown,Miles,2026-03-24,Stillman,L 0-13,0.0,13.0,615056,
baseball,unknown,Millersville,2026-03-07,Concord,W 16-1,16.0,1.0,615057,615111.0
baseball,unknown,Millersville,2026-03-07,Concord,W 2-0,2.0,0.0,615057,615111.0
baseball,unknown,Millikin,2026-02-20,"Webster @Millington , TN",W 8-1,8.0,1.0,615264,615380.0
baseball,unknown,Millikin,2026-02-22,"Benedictine (IL) @Millington , TN",W 7-4,7.0,4.0,615264,615228.0
baseball,unknown,Millikin,2026-02-28,Illinois Col.,W 5-4,5.0,4.0,615264,615229.0
baseball,unknown,Millikin,2026-03-18,Franklin,W 13-2,13.0,2.0,615264,615453.0
baseball,unknown,Millikin,2026-03-31,North Central (IL),W 2-1,2.0,1.0,615264,615303.0
baseball,unknown,Millikin,2026-04-03,Carthage,L 3-4 (11),3.0,4.0,615264,615171.0
baseball,unknown,Millikin,2026-04-03,Carthage,W 11-1,11.0,1.0,615264,615171.0
baseball,unknown,Millikin,2026-04-04,Carthage,W 8-0,8.0,0.0,615264,615171.0
baseball,unknown,Millsaps,2026-04-04,Oglethorpe,L 7-10,7.0,10.0,615265,615454.0
baseball,D1,Milwaukee,2026-03-31,UIC,L 5-12,5.0,12.0,614820,614625.0
baseball,unknown,Minn. Duluth,2026-04-13,Jamestown,W 5-4,5.0,4.0,615058,621463.0
baseball,unknown,Minn.-Crookston,2026-03-01,"Davis & Elkins @Winter Haven, FL",W 19-1,19.0,1.0,614948,615028.0
baseball,D1,Minnesota,2026-02-22,"Northeastern @Fort Myers, FL",W 15-5,15.0,5.0,614665,614692.0
baseball,unknown,Minnesota St.,2026-02-13,"UIndy @Joplin, MO",W 2-1,2.0,1.0,615051,615041.0
baseball,unknown,Misericordia,2026-04-17,Lebanon Valley,W 6-1,6.0,1.0,615476,615246.0
baseball,D1,Mississippi St.,2026-04-02,Georgia,L 9-10,9.0,10.0,614666,614615.0
baseball,D1,Mississippi Val.,2026-03-20,Texas Southern,L 8-16,8.0,16.0,614667,614790.0
baseball,D1,Mississippi Val.,2026-03-22,Texas Southern,L 3-9,3.0,9.0,614667,614790.0
baseball,D1,Mississippi Val.,2026-04-02,Alcorn,W 13-10,13.0,10.0,614667,614851.0
baseball,D1,Missouri,2026-03-06,UIC,W 13-12,13.0,12.0,614669,614625.0
baseball,unknown,Mitchell,2026-04-04,Norwich,L 7-8 (9),7.0,8.0,615499,615305.0
baseball,unknown,Mitchell,2026-04-04,Norwich,W 19-5,19.0,5.0,615499,615305.0
baseball,unknown,Mo. Southern St.,2026-03-07,Northwest Mo. St.,L 2-8,2.0,8.0,614926,615067.0
baseball,unknown,Mo. Southern St.,2026-03-08,Northwest Mo. St.,L 3-9,3.0,9.0,614926,615067.0
baseball,D1,Monmouth,2026-04-02,Northeastern,L 1-7,1.0,7.0,614670,614692.0
baseball,unknown,Monmouth (IL),2026-04-04,Beloit,L 1-13,1.0,13.0,615266,615154.0
baseball,unknown,Monmouth (IL),2026-04-11,Knox,L 7-8 (14),7.0,8.0,615266,615243.0
baseball,unknown,Montclair St.,2026-04-02,Wm. Paterson,W 8-0,8.0,0.0,615267,615394.0
baseball,unknown,Montclair St.,2026-04-04,Rowan,L 6-7,6.0,7.0,615267,615214.0
baseball,unknown,Montclair St.,2026-04-04,Rowan,W 4-2,4.0,2.0,615267,615214.0
baseball,unknown,Montclair St.,2026-04-17,New Jersey City,W 20-3,20.0,3.0,615267,615233.0
baseball,unknown,Moravian,2026-04-04,Susquehanna,L 3-7,3.0,7.0,615282,615360.0
baseball,unknown,Moravian,2026-04-04,Susquehanna,L 5-10,5.0,10.0,615282,615360.0
baseball,D1,Morehead St.,2026-02-27,Southern U.,L 3-5,3.0,5.0,614671,614745.0
baseball,D1,Morehead St.,2026-02-28,Southern U.,L 8-10,8.0,10.0,614671,614745.0
baseball,D1,Morehead St.,2026-03-01,Southern U.,W 8-7,8.0,7.0,614671,614745.0
baseball,D1,Morehead St.,2026-03-20,SIUE,L 8-23,8.0,23.0,614671,614744.0
baseball,D1,Morehead St.,2026-04-02,UT Martin,W 12-8,12.0,8.0,614671,614753.0
baseball,unknown,Morehouse,2026-02-06,"Southern-N.O. @New orleans, LA",L 7-8,7.0,8.0,615063,
baseball,unknown,Morehouse,2026-03-01,Savannah St.,L 2-10,2.0,10.0,615063,614997.0
baseball,unknown,Mount Aloysius,2026-03-01,Mary Baldwin,W 15-11,15.0,11.0,615494,615275.0
baseball,unknown,Mount Olive,2026-03-03,Dominican (NY),W 16-13,16.0,13.0,614889,614923.0
baseball,unknown,Mount Union,2026-02-27,"RIT @University Heights, OH",W 10-9,10.0,9.0,615284,615330.0
baseball,unknown,Mount Union,2026-04-17,Heidelberg,W 11-2,11.0,2.0,615284,615224.0
baseball,unknown,Mount Union,2026-04-17,Heidelberg,W 14-3,14.0,3.0,615284,615224.0
baseball,unknown,Mt. St. Joseph,2026-03-01,Huntingdon,L 4-7,4.0,7.0,615464,615426.0
baseball,unknown,Mt. St. Joseph,2026-04-04,Anderson (IN),W 12-6,12.0,6.0,615464,615410.0
baseball,unknown,Mt. St. Joseph,2026-04-12,Rose-Hulman,L 8-9,8.0,9.0,615464,615334.0
baseball,unknown,Mt. St. Joseph,2026-04-17,Bluffton,W 3-2,3.0,2.0,615464,615415.0
baseball,unknown,Mt. St. Joseph,2026-04-17,Bluffton,W 14-6,14.0,6.0,615464,615415.0
baseball,unknown,Muhlenberg,2026-04-04,Johns Hopkins,L 3-14,3.0,14.0,615285,615236.0
baseball,unknown,Muhlenberg,2026-04-04,Johns Hopkins,L 10-15,10.0,15.0,615285,615236.0
baseball,unknown,Muhlenberg,2026-04-17,Swarthmore,W 15-12,15.0,12.0,615285,615361.0
baseball,D1,Murray St.,2026-03-28,Bradley,W 11-0 (8),11.0,0.0,614673,614866.0
baseball,D1,Murray St.,2026-03-29,Bradley,W 14-3,14.0,3.0,614673,614866.0
baseball,D1,Murray St.,2026-04-02,Belmont,W 9-3,9.0,3.0,614673,614838.0
baseball,unknown,Muskingum,2026-03-14,Alma,L 5-8,5.0,8.0,615286,615144.0
baseball,unknown,Muskingum,2026-03-14,Alma,W 7-2,7.0,2.0,615286,615144.0
baseball,unknown,Muskingum,2026-03-15,Alma,L 7-13,7.0,13.0,615286,615144.0
baseball,unknown,Muskingum,2026-03-21,Heidelberg,W 4-3,4.0,3.0,615286,615224.0
baseball,unknown,Muskingum,2026-03-21,Heidelberg,L 3-4,3.0,4.0,615286,615224.0
baseball,unknown,Muskingum,2026-03-24,Pitt.-Greensburg,W 6-5,6.0,5.0,615286,615473.0
baseball,unknown,Muskingum,2026-03-29,Bethany (WV),W 23-2,23.0,2.0,615286,615156.0
baseball,unknown,Muskingum,2026-03-31,Wash. & Jeff.,W 7-0,7.0,0.0,615286,615376.0
baseball,unknown,Muskingum,2026-04-03,Ohio Northern,L 0-9,0.0,9.0,615286,615308.0
baseball,unknown,Muskingum,2026-04-03,Ohio Northern,L 2-6,2.0,6.0,615286,615308.0
baseball,unknown,Muskingum,2026-04-11,Baldwin Wallace,L 1-13,1.0,13.0,615286,615152.0
baseball,unknown,Muskingum,2026-04-11,Baldwin Wallace,W 5-4 (10),5.0,4.0,615286,615152.0
baseball,unknown,N.C. Wesleyan,2026-03-01,LaGrange,L 5-10,5.0,10.0,615302,615429.0
baseball,unknown,N.C. Wesleyan,2026-04-04,Southern Va.,L 9-11,9.0,11.0,615302,615132.0
baseball,unknown,N.C. Wesleyan,2026-04-04,Southern Va.,L 2-9,2.0,9.0,615302,615132.0
baseball,unknown,N.C. Wesleyan,2026-04-08,Randolph-Macon,W 6-4,6.0,4.0,615302,615323.0
baseball,unknown,N.M. Highlands,2026-02-15,Southwest (NM),L 2-5,2.0,5.0,614919,
baseball,unknown,N.M. Highlands,2026-02-15,Southwest (NM),W 14-5,14.0,5.0,614919,
baseball,unknown,N.M. Highlands,2026-02-16,Southwest (NM),W 6-0,6.0,0.0,614919,
baseball,D1,NC State,2026-04-02,Notre Dame,W 7-3,7.0,3.0,614689,614698.0
baseball,D1,NJIT,2026-03-15,Niagara,L 6-8,6.0,8.0,614682,614686.0
baseball,unknown,NYU,2026-04-04,WashU,L 5-23,5.0,23.0,615298,615379.0
baseball,unknown,NYU,2026-04-05,WashU,L 1-11,1.0,11.0,615298,615379.0
baseball,unknown,NYU,2026-04-17,CWRU,W 12-10,12.0,10.0,615298,615172.0
baseball,unknown,NYU,2026-04-17,CWRU,W 12-10,12.0,10.0,615298,615172.0
baseball,unknown,Neb. Wesleyan,2026-04-04,Wartburg,W 7-1,7.0,1.0,615294,615375.0
baseball,unknown,Neb. Wesleyan,2026-04-05,Wartburg,W 1-0,1.0,0.0,615294,615375.0
baseball,unknown,Neb. Wesleyan,2026-04-05,Wartburg,L 4-5,4.0,5.0,615294,615375.0
baseball,unknown,Neb. Wesleyan,2026-04-14,Buena Vista,L 6-7,6.0,7.0,615294,615164.0
baseball,unknown,Neb. Wesleyan,2026-04-14,Buena Vista,W 18-2,18.0,2.0,615294,615164.0
baseball,D1,Nebraska,2026-04-07,Kansas,L 3-5,3.0,5.0,614773,614636.0
baseball,unknown,Neumann,2026-03-06,"Delaware Valley @Myrtle Beach, S.C.",W 16-8,16.0,8.0,615438,615193.0
baseball,unknown,Neumann,2026-04-07,Marymount (VA),L 10-12,10.0,12.0,615438,615255.0
baseball,D1,Nevada,2026-04-02,Simpson (CA),W 18-7,18.0,7.0,614681,
baseball,unknown,New England Col.,2026-04-04,Dean,W 3-2,3.0,2.0,615295,615269.0
baseball,unknown,New England Col.,2026-04-04,Dean,L 6-8,6.0,8.0,615295,615269.0
baseball,D1,New Haven,2026-03-04,UConn,L 4-9,4.0,9.0,615065,614587.0
baseball,D1,New Haven,2026-04-02,Mercyhurst,L 3-12,3.0,12.0,615065,614783.0
baseball,unknown,New Jersey City,2026-04-02,Rutgers-Newark,L 3-9,3.0,9.0,615233,615336.0
baseball,unknown,New Jersey City,2026-04-04,Wm. Paterson,L 5-7,5.0,7.0,615233,615394.0
baseball,unknown,New Jersey City,2026-04-04,Wm. Paterson,L 1-10,1.0,10.0,615233,615394.0
baseball,unknown,New Jersey City,2026-04-17,Montclair St.,L 3-20,3.0,20.0,615233,615267.0
baseball,D1,New Mexico,2026-04-02,UNLV,L 10-15,10.0,15.0,614684,614680.0
baseball,D1,New Mexico St.,2026-04-02,Delaware,W 11-6,11.0,6.0,614683,614595.0
baseball,D1,New Orleans,2026-04-02,McNeese,L 3-4 (11),3.0,4.0,614685,614657.0
baseball,D1,Niagara,2026-03-15,NJIT,W 8-6,8.0,6.0,614686,614682.0
baseball,D1,Niagara,2026-04-02,Quinnipiac,W 8-6,8.0,6.0,614686,614715.0
baseball,D1,Nicholls,2026-04-02,Houston Christian,L 0-3,0.0,3.0,614774,614621.0
baseball,unknown,Nichols,2026-04-04,Gordon,W 7-0,7.0,0.0,615300,615421.0
baseball,unknown,Nichols,2026-04-04,Gordon,W 5-4,5.0,4.0,615300,615421.0
baseball,D1,Norfolk St.,2026-04-02,Coppin St.,W 7-6 (10),7.0,6.0,614687,614588.0
baseball,unknown,North Ala.,2026-04-02,Central Ark.,W 4-3,4.0,3.0,614843,614825.0
baseball,D1,North Carolina,2026-04-02,Boston College,L 1-6,1.0,6.0,614675,614864.0
baseball,unknown,North Central (IL),2026-02-28,Franklin,L 6-12,6.0,12.0,615303,615453.0
baseball,unknown,North Central (IL),2026-03-31,Millikin,L 1-2,1.0,2.0,615303,615264.0
baseball,D1,North Florida,2026-04-02,Queens (NC),L 3-7,3.0,7.0,614835,614757.0
baseball,unknown,North Greenville,2026-04-14,Lincoln Memorial,W 10-8,10.0,8.0,614929,614886.0
baseball,unknown,North Park,2026-02-27,"Hardin-Simmons @Pearl, MS",W 7-6,7.0,6.0,615304,615222.0
baseball,unknown,North Park,2026-04-06,Wheaton (IL),W 4-2,4.0,2.0,615304,615387.0
baseball,D1,Northeastern,2026-02-22,"Minnesota @Fort Myers, FL",L 5-15,5.0,15.0,614692,614665.0
baseball,D1,Northeastern,2026-04-02,Monmouth,W 7-1,7.0,1.0,614692,614670.0
baseball,D1,Northern Colo.,2026-03-27,South Dakota St.,W 9-6,9.0,6.0,614693,614739.0
baseball,D1,Northern Colo.,2026-03-28,South Dakota St.,L 10-21,10.0,21.0,614693,614739.0
baseball,D1,Northern Colo.,2026-04-02,Oral Roberts,L 1-3,1.0,3.0,614693,614776.0
baseball,D1,Northern Ky.,2026-04-02,Wright St.,L 5-9,5.0,9.0,614695,614821.0
baseball,unknown,Northwest Mo. St.,2026-03-07,Mo. Southern St.,W 8-2,8.0,2.0,615067,614926.0
baseball,unknown,Northwest Mo. St.,2026-03-08,Mo. Southern St.,W 9-3,9.0,3.0,615067,614926.0
baseball,unknown,Northwestern Okla.,2026-04-10,Henderson St.,L 4-5 (10),4.0,5.0,614981,614882.0
baseball,D1,Northwestern St.,2026-04-02,UTRGV,W 17-9,17.0,9.0,614696,614707.0
baseball,unknown,Northwestern-St. Paul,2026-04-16,Augsburg,W 18-5,18.0,5.0,615492,615147.0
baseball,unknown,Northwestern-St. Paul,2026-04-17,Bethel (MN),L 2-3,2.0,3.0,615492,615157.0
baseball,unknown,Norwich,2026-04-04,Mitchell,W 8-7 (9),8.0,7.0,615305,615499.0
baseball,unknown,Norwich,2026-04-04,Mitchell,L 5-19,5.0,19.0,615305,615499.0
baseball,D1,Notre Dame,2026-02-13,Fla. Atlantic,L 1-7,1.0,7.0,614698,614604.0
baseball,D1,Notre Dame,2026-04-02,NC State,L 3-7,3.0,7.0,614698,614689.0
baseball,unknown,Notre Dame (MD),2026-03-24,Penn St.-York,W 13-0,13.0,0.0,615125,
baseball,unknown,Notre Dame (MD),2026-04-12,Rosemont,W 13-12,13.0,12.0,615125,615276.0
baseball,unknown,Notre Dame (MD),2026-04-12,Rosemont,W 10-2,10.0,2.0,615125,615276.0
baseball,unknown,Oberlin,2026-03-31,Otterbein,W 9-7,9.0,7.0,615306,615314.0
baseball,unknown,Occidental,2026-04-04,Chapman,W 14-12,14.0,12.0,615307,615178.0
baseball,unknown,Occidental,2026-04-04,Chapman,L 3-5,3.0,5.0,615307,615178.0
baseball,unknown,Oglethorpe,2026-04-04,Millsaps,W 10-7,10.0,7.0,615454,615265.0
baseball,D1,Ohio,2026-04-02,Kent St.,L 5-11,5.0,11.0,614701,614637.0
baseball,unknown,Ohio Northern,2026-04-03,Muskingum,W 9-0,9.0,0.0,615308,615286.0
baseball,unknown,Ohio Northern,2026-04-03,Muskingum,W 6-2,6.0,2.0,615308,615286.0
baseball,unknown,Ohio Wesleyan,2026-04-02,John Carroll,W 3-2,3.0,2.0,615309,615234.0
baseball,D1,Oklahoma,2026-04-02,Alabama,L 7-10,7.0,10.0,614702,614848.0
baseball,D1,Oklahoma St.,2026-04-07,Oral Roberts,L 9-10,9.0,10.0,614775,614776.0
baseball,D1,Old Dominion,2026-04-02,Southern Miss.,L 4-10,4.0,10.0,614703,614780.0
baseball,D1,Ole Miss,2026-04-02,Florida,W 6-4,6.0,4.0,614668,614607.0
baseball,unknown,Olivet,2026-04-08,Trine,L 4-6,4.0,6.0,615311,615495.0
baseball,D1,Oral Roberts,2026-04-02,Northern Colo.,W 3-1,3.0,1.0,614776,614693.0
baseball,D1,Oral Roberts,2026-04-07,Oklahoma St.,W 10-9,10.0,9.0,614776,614775.0
baseball,D1,Oregon,2026-04-02,Michigan,L 0-10,0.0,10.0,614705,614663.0
baseball,D1,Oregon St.,2026-04-02,Lamar University,W 2-0,2.0,0.0,614704,614640.0
baseball,unknown,Oswego St.,2026-04-04,"Plattsburgh St. @Oneonta, NY",W 3-2,3.0,2.0,615313,615317.0
baseball,unknown,Oswego St.,2026-04-04,Plattsburgh St.,W 12-11,12.0,11.0,615313,615317.0
baseball,unknown,Otterbein,2026-03-31,Oberlin,L 7-9,7.0,9.0,615314,615306.0
baseball,unknown,Ouachita Baptist,2026-04-07,Henderson St.,L 4-13,4.0,13.0,614893,614882.0
baseball,unknown,Ozarks (AR),2026-04-02,Schreiner,L 6-9,6.0,9.0,615484,615445.0
baseball,unknown,Ozarks (AR),2026-04-02,Schreiner,L 4-6 (10),4.0,6.0,615484,615445.0
baseball,D1,Pacific,2026-04-02,Saint Mary's (CA),L 4-11,4.0,11.0,614706,614726.0
baseball,unknown,Pacific Lutheran,2026-04-04,Linfield,L 4-7,4.0,7.0,615440,615432.0
baseball,unknown,Palm Beach Atl.,2026-03-24,Lynn,L 3-12,3.0,12.0,614951,614944.0
baseball,D1,Penn,2026-03-31,Delaware St.,W 10-5,10.0,5.0,614777,614594.0
baseball,unknown,Penn St. Brandywine,2026-04-02,John Jay,W 17-7,17.0,7.0,615292,615235.0
baseball,unknown,Penn St. Brandywine,2026-04-04,Penn St.-Berks,W 11-9,11.0,9.0,615292,615500.0
baseball,unknown,Penn St. Brandywine,2026-04-04,Penn St.-Berks,L 2-3,2.0,3.0,615292,615500.0
baseball,unknown,Penn St. Harrisburg,2026-04-02,St. Mary's (MD),W 14-4,14.0,4.0,615505,615341.0
baseball,unknown,Penn St. Harrisburg,2026-04-04,Lancaster Bible,W 14-4,14.0,4.0,615505,615128.0
baseball,unknown,Penn St. Harrisburg,2026-04-04,Lancaster Bible,W 13-7,13.0,7.0,615505,615128.0
baseball,unknown,Penn St. Harrisburg,2026-04-12,Mary Washington,W 14-9,14.0,9.0,615505,615254.0
baseball,unknown,Penn St.-Abington,2026-03-07,"Lakeland @Auburndale, FL",W 13-5,13.0,5.0,615130,615431.0
baseball,unknown,Penn St.-Abington,2026-04-04,Wilson,W 10-4,10.0,4.0,615130,615270.0
baseball,unknown,Penn St.-Abington,2026-04-04,Wilson,L 3-6,3.0,6.0,615130,615270.0
baseball,unknown,Penn St.-Abington,2026-04-10,Rosemont,W 24-6,24.0,6.0,615130,615276.0
baseball,unknown,Penn St.-Abington,2026-04-15,Penn St.-Berks,W 10-6,10.0,6.0,615130,615500.0
baseball,unknown,Penn St.-Abington,2026-04-17,Rosemont,W 7-4,7.0,4.0,615130,615276.0
baseball,unknown,Penn St.-Abington,2026-04-17,Rosemont,W 7-5,7.0,5.0,615130,615276.0
baseball,unknown,Penn St.-Altoona,2026-04-12,Thiel,L 6-12,6.0,12.0,615488,615362.0
baseball,unknown,Penn St.-Behrend,2026-04-04,"Hilbert @Hamburg, NY",W 22-11,22.0,11.0,615316,615459.0
baseball,unknown,Penn St.-Behrend,2026-04-04,"Hilbert @Hamburg, NY",W 14-3,14.0,3.0,615316,615459.0
baseball,unknown,Penn St.-Berks,2026-04-01,Central Penn,L 6-9 (8),6.0,9.0,615500,
baseball,unknown,Penn St.-Berks,2026-04-01,Central Penn,L 2-7,2.0,7.0,615500,
baseball,unknown,Penn St.-Berks,2026-04-04,Penn St. Brandywine,L 9-11,9.0,11.0,615500,615292.0
baseball,unknown,Penn St.-Berks,2026-04-04,Valley Forge,W 10-0,10.0,0.0,615500,615134.0
baseball,unknown,Penn St.-Berks,2026-04-04,Valley Forge,W 8-3,8.0,3.0,615500,615134.0
baseball,unknown,Penn St.-Berks,2026-04-04,Penn St. Brandywine,W 3-2,3.0,2.0,615500,615292.0
baseball,unknown,Penn St.-Berks,2026-04-15,Penn St.-Abington,L 6-10,6.0,10.0,615500,615130.0
baseball,D1,Pepperdine,2026-04-02,Gonzaga,W 5-2,5.0,2.0,614709,614616.0
baseball,unknown,Pfeiffer,2026-04-04,Brevard,W 15-7,15.0,7.0,615280,615281.0
baseball,unknown,Pfeiffer,2026-04-04,Brevard,W 8-5,8.0,5.0,615280,615281.0
baseball,unknown,Pfeiffer,2026-04-17,Methodist,W 7-6 (10),7.0,6.0,615280,615262.0
baseball,unknown,Piedmont,2026-02-13,Rhodes,W 14-4,14.0,4.0,615480,615327.0
baseball,unknown,Piedmont,2026-04-02,Asbury,L 1-11,1.0,11.0,615480,615278.0
baseball,unknown,Piedmont,2026-04-04,Asbury,W 8-6,8.0,6.0,615480,615278.0
baseball,unknown,Piedmont,2026-04-17,LaGrange,L 6-7 (11),6.0,7.0,615480,615429.0
baseball,unknown,Pitt.-Bradford,2026-04-02,"Alfred St. @Houghton, NY",W 15-7,15.0,7.0,615442,615135.0
baseball,unknown,Pitt.-Bradford,2026-04-04,Alfred St.,L 1-2,1.0,2.0,615442,615135.0
baseball,unknown,Pitt.-Bradford,2026-04-04,Alfred St.,W 9-3,9.0,3.0,615442,615135.0
baseball,unknown,Pitt.-Bradford,2026-04-17,Hilbert,L 5-7,5.0,7.0,615442,615459.0
baseball,unknown,Pitt.-Greensburg,2026-03-06,"Calvin @Auburndale, FL",L 3-11,3.0,11.0,615473,615167.0
baseball,unknown,Pitt.-Greensburg,2026-03-06,"Calvin @Auburndale, FL",L 2-7,2.0,7.0,615473,615167.0
baseball,unknown,Pitt.-Greensburg,2026-03-07,"Chatham @Winter Haven, FL",L 2-8,2.0,8.0,615473,615471.0
baseball,unknown,Pitt.-Greensburg,2026-03-07,"Chatham @Winter Haven, FL",L 1-2,1.0,2.0,615473,615471.0
baseball,unknown,Pitt.-Greensburg,2026-03-08,"Albion @Auburndale, FL",L 11-12,11.0,12.0,615473,615140.0
baseball,unknown,Pitt.-Greensburg,2026-03-10,"Stockton @Winter Haven, FL",L 6-15,6.0,15.0,615473,615358.0
baseball,unknown,Pitt.-Greensburg,2026-03-11,"Drew @Auburndale, FL",L 0-9,0.0,9.0,615473,615196.0
baseball,unknown,Pitt.-Greensburg,2026-03-11,"Drew @Auburndale, FL",L 7-9,7.0,9.0,615473,615196.0
baseball,unknown,Pitt.-Greensburg,2026-03-24,Muskingum,L 5-6,5.0,6.0,615473,615286.0
baseball,unknown,Pitt.-Greensburg,2026-04-13,Bethany (WV),W 5-4,5.0,4.0,615473,615156.0
baseball,D1,Pittsburgh,2026-03-20,Georgia Tech,L 9-11,9.0,11.0,614710,614614.0
baseball,unknown,Plattsburgh St.,2026-04-04,"Oswego St. @Oneonta, NY",L 2-3,2.0,3.0,615317,615313.0
baseball,unknown,Plattsburgh St.,2026-04-04,Oswego St.,L 11-12,11.0,12.0,615317,615313.0
baseball,unknown,Pomona-Pitzer,2026-04-04,Lewis & Clark,L 8-9,8.0,9.0,615319,615482.0
baseball,unknown,Pomona-Pitzer,2026-04-04,Lewis & Clark,W 12-0,12.0,0.0,615319,615482.0
baseball,unknown,Pomona-Pitzer,2026-04-17,Caltech,W 14-0,14.0,0.0,615319,615165.0
baseball,D1,Portland,2026-04-02,Seattle U,L 1-5,1.0,5.0,614711,614833.0
baseball,D1,Prairie View,2026-03-27,Southern U.,L 1-9,1.0,9.0,614712,614745.0
baseball,D1,Prairie View,2026-03-28,Southern U.,W 6-3,6.0,3.0,614712,614745.0
baseball,D1,Prairie View,2026-03-29,Southern U.,L 8-9,8.0,9.0,614712,614745.0
baseball,D1,Prairie View,2026-04-02,Florida A&M,L 14-17,14.0,17.0,614712,614603.0
baseball,D1,Presbyterian,2026-04-02,Charleston So.,L 0-7,0.0,7.0,614832,614860.0
baseball,unknown,Principia,2026-04-04,Greenville,L 3-9,3.0,9.0,615320,615422.0
baseball,unknown,Principia,2026-04-14,UHSP,L 9-20,9.0,20.0,615320,
baseball,unknown,Principia,2026-04-16,Webster,L 13-15,13.0,15.0,615320,615380.0
baseball,unknown,Principia,2026-04-17,Webster,L 3-12,3.0,12.0,615320,615380.0
baseball,unknown,Principia,2026-04-17,Webster,L 3-11,3.0,11.0,615320,615380.0
baseball,unknown,Puget Sound,2026-04-04,George Fox,L 3-8,3.0,8.0,615321,615420.0
baseball,unknown,Purchase,2026-03-21,"NYU @Tampa, FL",W 11-5 (9),11.0,5.0,615491,615298.0
baseball,unknown,Purchase,2026-03-21,NYU,L 5-19,5.0,19.0,615491,615298.0
baseball,unknown,Purchase,2026-04-04,Merchant Marine,L 4-7,4.0,7.0,615491,615368.0
baseball,unknown,Purchase,2026-04-04,Merchant Marine,L 0-10,0.0,10.0,615491,615368.0
baseball,unknown,Purchase,2026-04-17,Yeshiva,W 30-2,30.0,2.0,615491,615407.0
baseball,unknown,Purchase,2026-04-17,Yeshiva,W 26-3,26.0,3.0,615491,615407.0
baseball,unknown,Purdue Northwest,2026-03-15,Fort Lauderdale,L 2-4,2.0,4.0,614993,
baseball,D1,Queens (NC),2026-04-02,North Florida,W 7-3,7.0,3.0,614757,614835.0
baseball,D1,Quinnipiac,2026-04-02,Niagara,L 6-8,6.0,8.0,614715,614686.0
baseball,unknown,RIT,2026-03-06,"SUNY Maritime @Auburndale, FL",W 5-4 (17),5.0,4.0,615330,615297.0
baseball,unknown,RIT,2026-04-04,"Ithaca @Auburn, N.Y.",W 12-11,12.0,11.0,615330,615232.0
baseball,unknown,RIT,2026-04-04,"Ithaca @Auburn, N.Y.",W 10-8,10.0,8.0,615330,615232.0
baseball,D1,Radford,2026-04-02,USC Upstate,W 6-4,6.0,4.0,614716,614837.0
baseball,unknown,Ramapo,2026-04-02,Kean,L 0-3,0.0,3.0,615322,615239.0
baseball,unknown,Ramapo,2026-04-04,TCNJ,W 21-9,21.0,9.0,615322,615363.0
baseball,unknown,Ramapo,2026-04-04,TCNJ,W 7-3,7.0,3.0,615322,615363.0
baseball,unknown,Ramapo,2026-04-07,Alvernia,W 17-15,17.0,15.0,615322,615409.0
baseball,unknown,Ramapo,2026-04-17,Wm. Paterson,W 6-1,6.0,1.0,615322,615394.0
baseball,unknown,Randolph-Macon,2026-03-19,Mary Washington,W 9-2,9.0,2.0,615323,615254.0
baseball,unknown,Randolph-Macon,2026-04-02,Chris. Newport,W 17-14,17.0,14.0,615323,615180.0
baseball,unknown,Randolph-Macon,2026-04-04,Bridgewater (VA),L 8-9,8.0,9.0,615323,615161.0
baseball,unknown,Randolph-Macon,2026-04-04,Bridgewater (VA),L 0-19,0.0,19.0,615323,615161.0
baseball,unknown,Randolph-Macon,2026-04-08,N.C. Wesleyan,L 4-6,4.0,6.0,615323,615302.0
baseball,unknown,Randolph-Macon,2026-04-14,Hampden-Sydney,W 12-7,12.0,7.0,615323,615221.0
baseball,unknown,Redlands,2026-04-04,Cal Lutheran,W 10-3,10.0,3.0,615324,615166.0
baseball,unknown,Redlands,2026-04-04,Cal Lutheran,L 6-7,6.0,7.0,615324,615166.0
baseball,unknown,Regent,2026-03-05,Hampden-Sydney,L 4-8,4.0,8.0,615587,615221.0
baseball,unknown,Regent,2026-03-06,Berea,W 10-3,10.0,3.0,615587,615136.0
baseball,unknown,Regent,2026-03-06,Berea,W 17-5,17.0,5.0,615587,615136.0
baseball,unknown,Regent,2026-03-07,Berea,W 6-1,6.0,1.0,615587,615136.0
baseball,unknown,Regent,2026-03-07,Berea,L 1-4,1.0,4.0,615587,615136.0
baseball,unknown,Regent,2026-03-13,Hilbert,W 5-4,5.0,4.0,615587,615459.0
