player_name,player_id,player_ncaa_season_id,team_id,games_played,home_runs,boxscore_hr,delta
Joie Economides,108066,9663990.0,1221,38,5,4,1
Logan Forman,92190,11211982.0,1325,41,12,11,1
Irianis Garcia,106987,9669281.0,1325,44,9,8,1
Jessica Hsu,116373,9655613.0,1911,31,3,2,1
Isabela Lipsky,145290,11229856.0,1911,32,7,6,1
Mya Morales,122013,9663625.0,2001,24,1,0,1
Lia Fong,121848,9664718.0,1763,28,2,1,1
Penelope Saenz,116385,9654463.0,1210,31,4,3,1
KateLynn Cooper,145457,11238354.0,1210,32,3,2,1
Jasmyn Burns,87673,11201903.0,1113,38,11,10,1
Ashley Allinger,106085,9659147.0,1625,31,1,0,1
Taryn Madlock,98652,9670970.0,1374,44,7,6,1
Alisha Fox,145532,11212890.0,2068,37,3,2,1
Ahstyn Elbe,119617,9663017.0,2068,42,1,0,1
Emma Fegan,119626,9654238.0,2068,34,1,0,1
Haylee Palmer,119623,9667279.0,2068,42,3,2,1
Maddie Goddard,122325,9658062.0,1711,22,1,0,1
Tyra Marcum,99300,9655357.0,1656,22,6,5,1
Natalie Summers,145586,11243619.0,1656,18,2,1,1
Hannah Flores,146709,11249802.0,1770,23,1,0,1
Katelyn Pilcher,145598,10809426.0,1544,40,4,3,1
Maci Cole,92359,11215893.0,1133,40,7,6,1
Hayden Reilly,123586,9666435.0,1986,21,1,0,1
Kenya Tatum,146299,11225119.0,1540,26,5,4,1
Ava Mearideth,81219,11228066.0,1540,24,2,1,1
Taylor Hamaker,98804,9658634.0,1602,30,1,0,1
Kayla Lyon,89862,9670634.0,1123,39,5,4,1
Maddeline Waddell,145696,11237447.0,1696,23,2,1,1
Krisley Arnold,106135,9665182.0,1430,40,2,1,1
Charlotte Phillips,106131,9666433.0,1430,29,5,4,1
Jayme Prandine,87780,9667953.0,1430,31,2,1,1
Saylor McNearney,97583,9670965.0,1430,40,12,11,1
Madison VanAllen,145705,11225010.0,1430,28,4,3,1
Mack Gallagher,92382,9654864.0,1363,41,8,7,1
Lexi Kobryn,107113,9670776.0,1254,35,2,1,1
Mylia Knight,95074,9658800.0,1388,19,2,1,1
Chloe DAWSON,106165,9664324.0,1616,25,1,0,1
Janiya Brown,146719,11249887.0,1616,32,5,4,1
Madison Hayes,146722,11249894.0,1616,30,2,1,1
Maci Smythe,92369,9660342.0,1533,22,2,1,1
Danielle Schlader,83775,9656027.0,1445,35,1,0,1
Kierra Goos,90623,11217653.0,1445,32,3,2,1
Jamie Kelly,145836,11247137.0,1914,32,4,3,1
Braylee Corbin,145832,11247134.0,1914,32,7,6,1
Taylor Coleman,98758,9668784.0,1637,40,5,4,1
Isabelle Loiben,145861,11233716.0,1743,28,2,1,1
Ava Reinecke,145865,11233722.0,1743,20,2,1,1
Ella Watson,106179,9667195.0,1480,39,11,10,1
Nicole Mergen,106186,9656191.0,1394,41,12,11,1
Trinity Kuntz,99221,9667350.0,1392,42,7,6,1
Emily Liskai,84756,9665706.0,1392,42,8,7,1
Emily Bechtel,115669,9655110.0,1635,33,1,0,1
Brooke Christian,145996,11247889.0,1635,22,1,0,1
Josi Fix,88507,9663282.0,1520,36,3,2,1
Reagan Winn,96355,11241446.0,1520,36,3,2,1
Kennedy Kemp,123740,9663591.0,1900,27,1,0,1
Mia Gonzales,146017,11233840.0,1719,26,6,5,1
Mackenzie Rooney,146042,10801088.0,1172,38,5,4,1
Catelyn Beckerley,107137,9662785.0,1172,10,1,0,1
Reagan Bennett,116400,9656043.0,1611,33,3,2,1
Emma Jane Ogle,108206,9658416.0,1611,38,4,3,1
Rylee Maloney,96833,9658785.0,1391,30,1,0,1
Maddie Vollmar,119650,9657714.0,1391,32,5,4,1
Brianna Greenlaw,146084,11233590.0,1391,22,1,0,1
Emilee Cohee,108207,9660982.0,1440,13,1,0,1
Aaliyah Rodriguez,108845,9669212.0,1458,10,2,1,1
Bryn Elsenpeter,82321,9659402.0,1405,46,8,7,1
Ava Smith,146120,11221089.0,1405,25,4,3,1
Alyssa Woelfel,80009,11221129.0,1405,46,8,7,1
Melissa Dietz,115041,9656061.0,1918,18,3,2,1
Sarah Wilkins,146215,11240828.0,1870,26,5,4,1
Kayla Drake,89822,,1881,27,1,0,1
Rebekah Giel,96397,,1881,30,1,0,1
Emma Lohri,150214,,1881,19,1,0,1
Bailey Tammaro,81504,9665928.0,1680,28,1,0,1
Kate Miller,121466,,1792,22,1,0,1
Bri McKeown,81873,,1792,23,1,0,1
Jaylene Riley,149815,,2041,11,1,0,1
Emily Chandler,84636,11229868.0,1349,19,2,1,1
Emma Smith,140917,11227901.0,1395,35,2,1,1
Emma Dunman,140906,11227908.0,1395,6,1,0,1
Maddie Entler,140909,11227920.0,1395,25,1,0,1
Jake Burns,116413,9704540.0,5,27,10,9,1
Jaxon McGuigan,101562,9695304.0,5,25,3,2,1
Brendan Willadsen,73944,9695920.0,5,26,3,2,1
Gabe Jones,146747,11251071.0,5,29,4,3,1
Kelton Phillips,117752,11216242.0,7,25,1,0,1
Easton Amundson,103887,11216256.0,7,26,6,5,1
Jason Torres,56831,9678322.0,8,38,4,3,1
Justin Osterhouse,71252,11245095.0,8,33,3,2,1
Bryan Walker,139150,11231888.0,9,26,1,0,1
NIguel Jenkins,70544,9682303.0,11,23,3,2,1
Kevin Hall Jr.,69283,11206493.0,805,32,5,4,1
Landon Beaver,101947,9686338.0,805,37,4,3,1
Ryan Brown,57091,11213194.0,12,23,1,0,1
Luke Addison,50243,11213198.0,12,37,11,10,1
David Cooper,139196,11213192.0,12,36,4,3,1
Aiden Payne,64240,11213200.0,12,34,4,3,1
Tyler Turner,77633,9704648.0,12,33,6,5,1
Isaiah Haygood,101284,9686348.0,12,32,4,3,1
Arin Chevers,99895,9691909.0,12,30,7,6,1
Jack LaPorte,139252,9679934.0,14,24,3,2,1
Evan Schuster,50282,9680184.0,14,26,5,4,1
Logan DeVos,125838,9694781.0,14,20,3,2,1
Brendan Welch,126338,9703168.0,14,4,1,0,1
Max Holser,139249,11230483.0,14,31,3,2,1
Gavin Caston,50300,9684131.0,16,24,2,1,1
Zach Young,62567,9687675.0,18,25,4,3,1
Frank Grad,117073,9702234.0,18,31,3,2,1
Max Gladke,139305,11241893.0,18,8,1,0,1
Will Woodring,73612,11248555.0,22,21,3,2,1
Cameron Bleasdale,50366,9687751.0,21,30,2,1,1
Charlie Martyn,66387,9696315.0,21,17,2,1,1
Kyler Warren,36765,11218714.0,21,27,1,0,1
Justin Diaz,139369,11218732.0,21,27,4,3,1
Josh Frometa,48400,11222163.0,23,32,2,1,1
Zander Carnahan,139399,11241491.0,24,20,3,2,1
Dylan Hogan,55913,9693847.0,25,30,4,3,1
Max Oswald,57260,9678522.0,30,29,11,10,1
Ashton Quiller,68924,9692475.0,37,36,6,5,1
Ryder Helfrick,67483,9693661.0,36,38,12,11,1
Aaron Beaman,72965,9693394.0,40,34,3,2,1
Avery Hare,72973,9687023.0,40,34,2,1,1
Hank Burns,101193,9703479.0,40,29,2,1,1
Sean Krueckeberg,103930,9693209.0,41,37,6,5,1
Gage Weaver,103922,9688671.0,41,16,1,0,1
Drew Stevens,127506,11231837.0,41,36,5,4,1
Christopher McNeill,127536,11213895.0,48,41,7,6,1
Luke Turner,127540,11213901.0,48,34,5,4,1
Eric Guevara,77489,9693179.0,43,35,7,6,1
Riley Hendren,115167,9692323.0,46,29,6,5,1
Kaileb Hackman,117076,9702807.0,46,29,6,5,1
Kyle Mack,119014,9682550.0,49,29,1,0,1
Joe Lukancic,75202,9684150.0,49,29,1,0,1
Tyler Patton,50827,9689967.0,49,26,9,8,1
Ethan Flores,148420,11254048.0,49,2,1,0,1
Sean Kolenich,37217,9683245.0,55,28,4,3,1
Maddox Tarquinio,119753,9699304.0,55,21,1,0,1
Colin West,76436,9694743.0,55,28,3,2,1
Dennis Ritlinger-Nirider,50903,9701656.0,55,27,9,8,1
Charlie Keller,127695,11214098.0,56,21,3,2,1
Tyce Armstrong,48610,11225991.0,62,36,14,13,1
Brady Janusek,127760,11226007.0,62,36,8,7,1
Austin Canale,116453,9677641.0,63,32,2,1,1
Brady Holbrook,127827,11237902.0,65,29,3,2,1
Drew Hanson,76319,9702154.0,67,25,1,0,1
Kent Johnson,71723,11247473.0,69,19,5,4,1
Colin Jones,127944,11247477.0,69,24,1,0,1
Mike Budorick,119757,9685512.0,70,24,6,5,1
Spencer Geake,148448,11252856.0,70,30,5,4,1
Carter Funk,148447,11252853.0,70,16,1,0,1
Austin Jetmore,66479,9702242.0,73,26,2,1,1
Tanaka Mukono,102926,9684145.0,73,29,2,1,1
Chaz Moore,100470,9689434.0,73,21,1,0,1
Devin Toothman,51168,9691028.0,74,27,3,2,1
Xander Meissner,119901,9692763.0,75,23,6,5,1
Gary Swann,119907,9688660.0,75,22,5,4,1
Seth Jones,75117,11254978.0,75,15,2,1,1
Harley Carney,77018,9687939.0,81,22,1,0,1
Jordan Kelly,101710,11253579.0,81,18,1,0,1
Nick Wang,41343,11218200.0,87,40,13,12,1
Ben Kuja,117099,9681824.0,91,26,2,1,1
Danny Tambascia,117101,9690457.0,91,26,3,2,1
Henry Aronwald,75903,9688472.0,91,25,3,2,1
Anthony Mitta,51791,10807337.0,89,31,4,3,1
Anthony Martinez,128071,11212438.0,90,35,4,3,1
Michael Quick,116870,11212445.0,90,37,2,1,1
Hayden Miller,52445,11212441.0,90,37,9,8,1
Davis Anders,64383,11232060.0,92,31,4,3,1
Logan Sawyer,51407,9693023.0,92,27,1,0,1
Jamie Luna,122899,9684504.0,95,20,3,2,1
Ashton Smith,66534,9687927.0,94,33,9,8,1
Chase Ford,119050,9702376.0,94,8,1,0,1
Chandler Valbak,66536,9684169.0,94,34,2,1,1
Luke Tomajczyk,51436,9697343.0,94,6,1,0,1
Ridge Erickson,116472,9698999.0,101,23,3,2,1
Cooper Jones,128111,11233850.0,101,13,2,1,1
Matt Mayer,74443,9678624.0,764,24,3,2,1
Cole Grazioplene,118788,9696289.0,764,21,2,1,1
Michael Norton,71279,11250618.0,764,26,3,2,1
Matthew Coon,74439,11250636.0,764,27,5,4,1
Will White,124539,11214393.0,100,19,2,1,1
AJ Ramirez,72515,11237905.0,103,28,1,0,1
Bryce McFeely,128263,11212981.0,116,37,11,10,1
Kai Caranto,66790,9701680.0,104,30,3,2,1
Zach Plasschaert,70848,10805128.0,280,18,3,2,1
Marcus Nolen,128399,11241083.0,280,34,5,4,1
Brady Hewitt,128395,11241062.0,280,34,3,2,1
Michael Boyd,128390,11241082.0,280,33,4,3,1
Paul Contreras,122905,9691310.0,109,32,8,7,1
Ty Thomas,128416,11232688.0,109,34,4,3,1
Matthew Pena,69809,9694970.0,190,33,13,12,1
Erick Dessens,128444,11224529.0,663,38,9,8,1
Rowan Felsch,102732,9705010.0,808,23,1,0,1
Landon Evans,124308,9692079.0,118,26,3,2,1
Zane Roos,103691,9687914.0,119,39,5,4,1
Wyatt Cunningham,103685,9698756.0,119,36,5,4,1
Jett Music,117115,9700679.0,120,31,7,6,1
Darnell Parker Jr.,69895,9702090.0,120,17,1,0,1
Eliezer Vazquez,74888,9681935.0,765,20,1,0,1
Derek Maldonado,60956,9699652.0,765,14,1,0,1
Eddie Synek,51854,9681802.0,124,28,1,0,1
Gabe Lee,51848,9682364.0,124,19,1,0,1
Leo Matuga,74549,9695498.0,124,32,3,2,1
Evan Becker,51840,9700797.0,124,30,4,3,1
Jimmy Williams,119768,9688126.0,124,31,5,4,1
Nathan Crick,77025,9694896.0,124,23,1,0,1
Cade McCubbin,119061,9679132.0,126,8,1,0,1
Zander Tubbs,51887,9694638.0,126,28,7,6,1
Michael Ossenfort,146816,11250763.0,126,26,8,7,1
Matt Trout,52847,9698080.0,194,27,1,0,1
Ethan Hopkins,128754,11243153.0,132,34,6,5,1
Vance Sartor,128768,11243160.0,132,34,2,1,1
Parker Gwyn,128783,11224624.0,135,37,3,2,1
Garrett Guenther,74741,9681027.0,134,29,3,2,1
Brock Luna,74744,9686005.0,134,19,3,2,1
Dom DeLaPaz,38385,11242984.0,134,29,9,8,1
Baylor Woodall,52087,9678069.0,141,27,3,2,1
Forrest Day,115180,9697957.0,141,27,3,2,1
Ben Prather,52083,9702523.0,141,16,6,5,1
Jamison Craig,115182,9691080.0,141,27,2,1,1
Josh Nowlin,72152,9696791.0,142,21,1,0,1
Andrew Powers,69762,9695894.0,142,18,1,0,1
Nick Molina,128935,11245147.0,142,30,5,4,1
Lucas Perez,128937,11245149.0,142,18,2,1,1
Blake Edgmon,116500,9686667.0,144,35,2,1,1
Michael Pascoe,73538,9691952.0,147,33,7,6,1
Matthew Sharkey,129018,11245071.0,147,31,2,1,1
Max Weisner,116082,9678289.0,814,27,2,1,1
Shahkai Matthews,52229,9700876.0,151,37,1,0,1
Ivan Zambrano,103751,9690726.0,151,39,4,3,1
Mikey Rodriquez,63051,11247953.0,151,27,2,1,1
Josh Reinhold,52217,9679349.0,150,25,1,0,1
Lukas Miller,129061,11246352.0,150,20,1,0,1
Quinton Coats,102645,9692776.0,152,39,22,21,1
Ryan Tyranski,102795,9697214.0,152,31,4,3,1
Christian Mitchelle,52021,9687019.0,152,32,4,3,1
Bryce Didrickson,52262,9681057.0,154,30,7,6,1
Rider Gordon,72229,9683794.0,154,29,6,5,1
Carter Bennett,115189,9697291.0,154,30,8,7,1
Randy Carlo,37828,9692591.0,155,33,13,12,1
Derek Smail,129123,11244398.0,155,27,2,1,1
Michael Salzillo,75284,9692275.0,156,27,4,3,1
Andrew Soares,52290,9703384.0,156,27,9,8,1
Dean Mihos,52384,9679038.0,163,36,5,4,1
Rex Watson,117726,11249980.0,163,34,11,10,1
Logan Firment,52390,9697338.0,164,23,3,2,1
Eli Elsbecker,122918,9681153.0,165,21,2,1,1
Ryan Thoreson,52415,9694077.0,165,26,4,3,1
Luke Schieltz,146870,11250787.0,165,26,1,0,1
Henry Silva,121502,9689678.0,168,25,2,1,1
Miguel Oropeza,139177,11231169.0,11,35,5,4,1
Tyler Genrich,63935,9677621.0,812,37,10,9,1
Bryce Peterson,103845,9695541.0,812,38,12,11,1
Brendan Killeen,129282,11234661.0,812,32,4,3,1
Taehyung Kim,106285,11203228.0,189,28,3,2,1
Korbin Bostic,51287,9703929.0,175,36,7,6,1
Atticus Goodson,129389,11226084.0,175,26,3,2,1
Makenzie Simon,93514,9665089.0,1524,30,2,1,1
Cam Buckley,119086,9698342.0,177,29,6,5,1
Aubree Davis,81009,9669124.0,1524,32,4,3,1
Louis Alonzo,129490,11235197.0,176,25,2,1,1
Samuel Ortiz,66315,9684325.0,176,32,1,0,1
Logan Smith,108308,9701651.0,176,33,3,2,1
Karsyn Malinich,121721,9666828.0,1733,26,5,4,1
Dylan Hein,129464,11228054.0,178,22,4,3,1
Evan Menzel,124189,11224172.0,816,36,2,1,1
Armando Hurtado,129534,11235575.0,181,29,6,5,1
Lucas Granger,118223,9679890.0,184,30,4,3,1
Jack McFerran,122930,9678643.0,184,30,4,3,1
Nick Plue,56314,9702045.0,184,21,2,1,1
Meghan Kowalyk,147532,11251018.0,1733,26,5,4,1
Ryan Martin,129647,11228896.0,201,37,12,11,1
Dylan Schlaegel,68505,9704294.0,201,28,7,6,1
Luke Gill,75514,9702817.0,195,28,8,7,1
Walker Alsobrooks,66293,9701571.0,195,31,2,1,1
Kenzie Beaudoin,90507,9664021.0,1783,18,2,1,1
Jett Walters,71667,9685527.0,199,15,1,0,1
Carter Boyd,115734,9696534.0,205,26,2,1,1
Owen Sherrill,138896,11199470.0,933,27,2,1,1
Jabril Bullock,115217,9686461.0,205,31,3,2,1
Caleb King,115220,9695023.0,205,26,2,1,1
Matteo Viola,129764,9701267.0,206,27,2,1,1
Gavin Migliori,52994,9689585.0,206,31,8,7,1
Bo Rock,103607,9684332.0,207,24,2,1,1
Erik Sundgren,53033,9678932.0,208,26,6,5,1
Kuyper Lashutka,53026,9687724.0,208,22,1,0,1
Kelly Crittenberger,67383,11248725.0,208,26,1,0,1
Grady Johnson,74511,9704226.0,209,29,5,4,1
Louis Florida,53039,9704128.0,209,29,5,4,1
Max Bond,74504,9686033.0,209,29,6,5,1
Connor Osborne,147868,11252354.0,209,15,3,2,1
Ryan Kramer,63306,9693069.0,933,24,13,12,1
Dominic Berretta,129790,11246132.0,210,25,1,0,1
Jaden Maia,76435,9678375.0,213,39,8,7,1
Nick Garbooshian,118562,9698981.0,214,10,1,0,1
Luke Rizzo,102105,9697117.0,933,26,5,4,1
Jake Lambdin,68607,11229042.0,217,38,8,7,1
Davin Whitaker,67723,9682188.0,220,37,4,3,1
Walker Barron,67710,9688123.0,220,35,2,1,1
Milan Desai,129941,11244730.0,219,11,1,0,1
Hank Penders,53290,11217125.0,226,28,5,4,1
Khaleel Pratt,101883,11222001.0,228,37,10,9,1
Dalton Rocke,53252,9678028.0,224,31,4,3,1
Aidan Miller,53250,9705330.0,224,30,2,1,1
Noah Sanderson,72754,9695876.0,224,31,2,1,1
Daniel McGinnis,72750,9699944.0,224,30,4,3,1
Jett Cabanban,72742,9689670.0,224,25,3,2,1
Tucker Cahoon,130053,11236441.0,224,3,1,0,1
Michael Duncan,130058,11236444.0,224,31,2,1,1
Trevor Harris,72273,9677569.0,225,25,1,0,1
Zack Barienbrock,73640,9688334.0,933,31,1,0,1
Louis Rodriguez,130158,11237525.0,234,27,3,2,1
Luis Nunez,103449,9695738.0,234,35,1,0,1
JP Peltier,70395,9677022.0,936,33,7,6,1
Joseph Di Cesare,130147,11237579.0,234,26,2,1,1
Calvin Scott,130159,11237581.0,234,25,1,0,1
David Woolley,53406,9687024.0,235,31,3,2,1
Patrick Fultz,63339,9693176.0,936,32,7,6,1
Manny Essley,130176,11243452.0,238,22,2,1,1
Raynel Rodriguez,130182,11243427.0,238,12,3,2,1
Ryan Price,148472,11254030.0,237,9,1,0,1
Jayden Rodriguez,65670,11221135.0,244,40,4,3,1
Brenden Walsh,75928,9694747.0,246,26,6,5,1
John Fusco,146907,11251587.0,246,22,1,0,1
Harrison Taubert,69858,11218952.0,250,21,3,2,1
TJ Schmalzle,53641,9689726.0,251,30,6,5,1
Richard Kline,124234,9682184.0,940,28,6,5,1
Hunter Ray,115239,9682636.0,254,35,18,17,1
Travis Stroh,115236,9694363.0,254,34,8,7,1
Jeremy Delamota,115453,11219254.0,254,35,5,4,1
Ethan Surowiec,118278,11211389.0,265,39,7,6,1
Cade Kurland,53842,9679088.0,265,26,2,1,1
Josue Figueroa,70173,9698553.0,266,34,2,1,1
Ian Collier,70486,11243535.0,262,24,7,6,1
Jaret Nelson,115753,9697619.0,258,34,8,7,1
Gabriel Roque,130536,11222981.0,268,37,7,6,1
Andrew Ildefonso,70715,9698749.0,261,36,5,4,1
Kam Seitz,120836,9679434.0,275,16,1,0,1
Brady Redman,120835,9693008.0,275,10,2,1,1
Brett Michael,63384,9690609.0,940,27,2,1,1
Grant Watkins,101171,9696510.0,2,36,18,17,1
Ben Rothenberg,130685,11195742.0,276,6,1,0,1
Landon Hallett,130680,11195736.0,276,27,1,0,1
Nick DiGiacomo,102420,9699059.0,276,29,2,1,1
Ryan Bouma,71541,9700200.0,281,33,2,1,1
Ryan Kennell,54152,9698276.0,286,35,2,1,1
Tre Phelps,68042,9693711.0,292,38,14,13,1
Drew Burress,68809,9678158.0,295,36,7,6,1
UNKNOWN Berg,120918,9705255.0,441,19,3,2,1
Jacob Herzberg,66631,9692196.0,912,25,1,0,1
Drew Rogers,116578,9692108.0,295,24,6,5,1
Xander Rodriguez,74813,9701707.0,930,26,9,8,1
Niko Brini,61645,9697309.0,932,37,5,4,1
Coleman Lewis,130877,11230378.0,295,11,1,0,1
Evan Wainman,104612,9695935.0,283,42,8,7,1
Caleb Gipson,130885,11237634.0,283,39,4,3,1
Sam Silas,69839,11223816.0,294,29,1,0,1
Will Stellato,72601,9679576.0,296,31,6,5,1
Mike Coleman,130969,11234486.0,296,28,3,2,1
Ashton Crace,118594,9680310.0,297,26,2,1,1
James Woody,69291,9685545.0,301,22,1,0,1
Aidan Lopez,131034,11242938.0,301,34,1,0,1
Charles Ashe III,131026,11242926.0,301,29,8,7,1
Julio Vasquez Sanzsole,131040,11242947.0,301,25,7,6,1
Trevor Schmidt,50546,10805903.0,302,19,6,5,1
Billy Scaldeferri,70467,9705108.0,302,34,6,5,1
Shane Garrett,72081,9685662.0,304,19,2,1,1
Matt Rocco,102208,9689492.0,305,30,1,0,1
Lucas Herman,54461,9695316.0,311,21,2,1,1
Alexander Hokenson,99797,9696585.0,312,26,1,0,1
Owen Giesen,54469,9702345.0,312,23,1,0,1
Chase Sanford,54494,9689994.0,313,24,2,1,1
Kennen Lewis,101864,11246981.0,313,28,1,0,1
Ben Timblin,115469,9687118.0,932,33,8,7,1
Laura Daniels,124664,9668317.0,2025,14,1,0,1
Karson Leatherwood,54525,9680699.0,316,15,1,0,1
Paul Samaripa,131264,11238926.0,316,28,6,5,1
Catcher Ridings,131261,11238935.0,316,28,4,3,1
Jeremy Mangiameli,54541,9677088.0,317,21,2,1,1
Cameron Boardman,54533,9681842.0,317,18,2,1,1
Zayn Godbee,76674,9701810.0,317,18,2,1,1
Nico DiGioia,124568,9688662.0,317,23,1,0,1
Brayden Tucker,54638,9690458.0,323,28,2,1,1
Grant Bomer,131350,11239974.0,323,28,3,2,1
Lauren Brakovec,91329,9660131.0,1456,35,6,5,1
Carson Hobbs,82891,9668131.0,1456,40,4,3,1
Hank Penfield,104143,9681790.0,324,12,2,1,1
Rocco Tenuta,71449,9677210.0,328,36,5,4,1
Jude Khoury,146928,11249941.0,327,26,1,0,1
Dakota Kennedy,83669,11211437.0,1195,41,14,13,1
Jackson Fowle,54744,9689672.0,330,9,1,0,1
Harrison Ludington,72522,9704117.0,334,16,1,0,1
Gabriel Melara,131493,11232255.0,331,28,3,2,1
Cade Seabaugh,74542,9691318.0,335,27,5,4,1
Anthony Devito,146948,11251418.0,335,14,3,2,1
Xavier Perez,61216,9704455.0,337,35,9,8,1
Riley Jackson,68258,9696424.0,337,32,7,6,1
Atalyia Rijo,81003,9662490.0,1195,41,7,6,1
Braden Franks,66241,9700531.0,339,24,2,1,1
Colby Chapman,120190,9689587.0,339,16,1,0,1
Jace MacKenzie,108331,9694885.0,339,31,1,0,1
Huston Cornish,131569,11243122.0,339,24,2,1,1
Destiney Madewell,139995,9663371.0,1596,35,3,2,1
Landon Prestage,54905,11243130.0,339,25,1,0,1
Aly White,105112,9661746.0,1596,38,4,3,1
Matt Holmes,76211,9691314.0,341,22,4,3,1
Hunter Curtis,54932,9694153.0,341,22,1,0,1
Anna Winkfield,80522,9668865.0,1596,40,8,7,1
Liam Kelley,131617,11230866.0,341,17,1,0,1
Cada Collins,105122,9665092.0,1582,6,1,0,1
Vidal Colon,69235,9677080.0,817,26,2,1,1
Gracie Suggs,107885,11214649.0,1387,28,1,0,1
Ashton Kampa,139664,11247723.0,817,27,6,5,1
Olivia Watkins,140050,11214642.0,1387,36,4,3,1
Emil Estrella,115280,9702253.0,351,36,8,7,1
Reese Cauley,105130,9661427.0,1387,27,4,3,1
Colin Sander,131738,11241313.0,351,19,4,3,1
Caleb Niehaus,60302,11241318.0,351,34,2,1,1
Ricardo Aponte,71561,9701329.0,350,36,7,6,1
Cayden Bender,100401,9694958.0,350,21,2,1,1
Miles Risley,102333,9700469.0,353,28,4,3,1
Kyle Alivo,101909,9691390.0,353,20,1,0,1
Jaixen Frost,67284,9690290.0,353,28,1,0,1
Kooper Schulte,101905,9702561.0,353,34,5,4,1
Joey Nerat,52914,11222312.0,353,34,3,2,1
Malachi Costello,102132,9686001.0,352,23,3,2,1
Jasmine Sneed,105129,9668925.0,1387,39,6,5,1
Ansley Gibson,80613,9663516.0,1565,37,5,4,1
Edwin Lemus Hudson Jr.,132128,11247532.0,355,32,1,0,1
Diego Melendez,132130,11247537.0,355,27,2,1,1
E. Fantel,120874,9691875.0,354,25,6,5,1
Sam Richardson,139673,11248096.0,357,20,4,3,1
Conner Spelman,71006,9684597.0,356,23,3,2,1
Clay Thompson,131845,11239760.0,358,35,4,3,1
Tony Otis,58596,9685819.0,963,42,16,15,1
Hunter Hirayama,46215,11222345.0,963,36,3,2,1
Landyn Plaut,131875,11222424.0,963,40,9,8,1
Eden Parker,140142,11247904.0,1565,29,4,3,1
Jacob Harris,55223,9693306.0,362,27,9,8,1
Kristyn Ezzo,111959,11247909.0,1565,22,1,0,1
Madi Bickell,140068,11192520.0,1815,20,5,4,1
Alexis Duke,118154,9670882.0,1815,20,2,1,1
Norah Christiansen,105139,9664754.0,1393,41,6,5,1
Kierra Lubovich,140081,11223924.0,1393,41,6,5,1
Jackson Cunnane,55237,9704933.0,363,20,2,1,1
Lily Komperda,91975,9656807.0,1657,24,6,5,1
A. Thelen,119190,9692027.0,363,14,2,1,1
R. Scott,120877,9685997.0,363,26,1,0,1
Matthew Koehler,131961,11223557.0,363,23,2,1,1
Max Soliz Jr.,36954,9694533.0,366,28,4,3,1
Tyson LeBlanc,131991,11218441.0,366,37,14,13,1
Tyson Owens,131998,11218446.0,366,31,5,4,1
Dylan Schlotterback,132000,11218447.0,366,37,2,1,1
Augusto Mungarrieta,131994,11218463.0,366,35,10,9,1
Dan Reistle,66580,9697223.0,368,28,2,1,1
Sawyer Solitaria,116640,9691335.0,371,35,10,9,1
Kelsey Oviatt,121734,9656157.0,1657,21,1,0,1
Kendall Garland,65819,9697546.0,373,29,1,0,1
Amber Toven,80148,9654841.0,1170,43,5,4,1
Niko Price,55398,9678316.0,374,22,2,1,1
Ben Russell,75379,9693380.0,374,15,4,3,1
Benny Hess,132107,11229224.0,376,23,4,3,1
Rueben Livingston,146472,11239302.0,949,28,6,5,1
Zachary Janczyk,132186,11246256.0,383,11,1,0,1
Travis Yankovich,65585,9678009.0,386,35,2,1,1
Bryce Backus,124187,9696779.0,387,24,1,0,1
Mikey Hernandez,148575,11253716.0,387,22,5,4,1
Donovan Boles,118626,9680092.0,389,18,3,2,1
Casey Laing,82921,9665588.0,1449,44,5,4,1
Madison Dolecki,108434,9657461.0,1269,36,6,5,1
Shane Stephan,74134,9690117.0,389,26,2,1,1
Malachi Sloane,74132,9690730.0,389,20,2,1,1
Jasmine Cadore,87642,9665906.0,1620,14,1,0,1
Logan Grimm,132266,11231165.0,389,15,1,0,1
Wilfredo Soto,132691,11229095.0,391,29,3,2,1
Gabriel Garza,105047,9685083.0,391,32,3,2,1
Desean Rogers,105048,9695521.0,391,33,4,3,1
Teagan Davies,132679,11229082.0,391,34,8,7,1
Myia Lambert,95062,11243744.0,1620,33,3,2,1
Declan Silva,75658,9691301.0,392,28,4,3,1
Adam Sullivan,55724,9690186.0,394,28,4,3,1
Jack Cannon,68630,9698247.0,394,28,3,2,1
Isaac Brozon,132317,11234240.0,394,24,1,0,1
Devin Kreger,75399,9679901.0,395,17,2,1,1
Lucien Burger,147908,11251963.0,395,24,1,0,1
Narrada Smith,104655,9678799.0,399,29,3,2,1
Mackenzie Howell,92447,9659478.0,2040,23,3,2,1
Rachel Carey,106349,9668401.0,1211,32,7,6,1
Cederic Poellnitz,55382,11251560.0,399,40,4,3,1
Sylas Boris,67244,11214245.0,400,39,12,11,1
Seth Christmas,117223,11210316.0,400,40,7,6,1
Dylan Lee,71883,9676768.0,404,23,2,1,1
Nick Barone,62682,9686390.0,405,35,8,7,1
Theresa Izenstark,140292,11224211.0,1211,18,2,1,1
Peyton Mullannix,104273,9696720.0,408,43,2,1,1
Kevin Fernandez,55910,9692769.0,408,37,4,3,1
Hunter Mitchell,103717,9683571.0,1083,31,5,4,1
Lillianna Garcia,91899,11216945.0,1559,41,9,8,1
Tim Fleming,132443,11238996.0,1083,31,6,5,1
Zane Hunter II,132449,11239003.0,1083,14,1,0,1
