gameId,sport,division,date,d
6568467,baseball,D3,2026-04-04,2026-04-04
6568468,baseball,D3,2026-04-04,2026-04-04
6568512,baseball,D3,2026-04-04,2026-04-04
6568547,baseball,D3,2026-04-04,2026-04-04
6568549,baseball,D3,2026-04-04,2026-04-04
6568552,baseball,D3,2026-04-04,2026-04-04
6568556,baseball,D3,2026-04-04,2026-04-04
6572545,baseball,D3,2026-04-08,2026-04-08
6572565,baseball,D3,2026-03-31,2026-03-31
6572574,baseball,D3,2026-04-09,2026-04-09
6572581,baseball,D3,2026-04-09,2026-04-09
6572587,baseball,D3,2026-04-09,2026-04-09
6573322,baseball,D3,2026-04-13,2026-04-13
6573902,baseball,D3,2026-04-16,2026-04-16
6573931,baseball,D3,2026-04-16,2026-04-16
6573991,baseball,D3,2026-04-15,2026-04-15
6574002,baseball,D3,2026-04-17,2026-04-17
6574065,baseball,D3,2026-04-17,2026-04-17
6574075,baseball,D3,2026-04-17,2026-04-17
6574097,baseball,D3,2026-04-17,2026-04-17
6574108,baseball,D3,2026-04-17,2026-04-17
6574114,baseball,D3,2026-04-17,2026-04-17
6574115,baseball,D3,2026-04-17,2026-04-17
6574116,baseball,D3,2026-04-17,2026-04-17
6574119,baseball,D3,2026-04-17,2026-04-17
6574121,baseball,D3,2026-04-17,2026-04-17
6574122,baseball,D3,2026-04-17,2026-04-17
6574128,baseball,D3,2026-04-17,2026-04-17
6574129,baseball,D3,2026-04-17,2026-04-17
6574152,baseball,D3,2026-04-17,2026-04-17
6574164,baseball,D3,2026-04-17,2026-04-17
6574168,baseball,D3,2026-04-17,2026-04-17
6574182,baseball,D3,2026-04-17,2026-04-17
6574187,baseball,D3,2026-04-17,2026-04-17
6574197,baseball,D3,2026-04-17,2026-04-17
6574199,baseball,D3,2026-04-17,2026-04-17
6574201,baseball,D3,2026-04-17,2026-04-17
6574203,baseball,D3,2026-04-17,2026-04-17
6574207,baseball,D3,2026-04-17,2026-04-17
6574218,baseball,D3,2026-04-17,2026-04-17
6574228,baseball,D3,2026-04-17,2026-04-17
6574231,baseball,D3,2026-04-17,2026-04-17
6574238,baseball,D3,2026-04-17,2026-04-17
6574244,baseball,D3,2026-04-17,2026-04-17
6574245,baseball,D3,2026-04-17,2026-04-17
6574257,baseball,D3,2026-04-17,2026-04-17
6574258,baseball,D3,2026-04-17,2026-04-17
6574264,baseball,D3,2026-04-17,2026-04-17
6574281,baseball,D3,2026-04-17,2026-04-17
6492622,softball,D1,2026-04-12,2026-04-12
6494234,softball,D1,2026-04-11,2026-04-11
6495047,softball,D1,2026-04-06,2026-04-06
6499584,softball,D1,2026-04-05,2026-04-05
6499716,softball,D1,2026-02-13,2026-02-13
6499728,softball,D1,2026-02-14,2026-02-14
6503298,softball,D1,2026-02-21,2026-02-21
6504331,softball,D1,2026-04-06,2026-04-06
6504861,softball,D1,2026-03-26,2026-03-26
6504863,softball,D1,2026-03-26,2026-03-26
6506443,softball,D1,2026-03-09,2026-03-09
6506453,softball,D1,2026-03-09,2026-03-09
6511005,softball,D1,2026-03-29,2026-03-29
6512733,softball,D1,2026-02-17,2026-02-17
6512740,softball,D1,2026-02-17,2026-02-17
6515013,softball,D1,2026-02-13,2026-02-13
6515398,softball,D1,2026-04-11,2026-04-11
6515399,softball,D1,2026-04-12,2026-04-12
6515528,softball,D1,2026-04-12,2026-04-12
6515796,softball,D1,2026-02-21,2026-02-21
6515797,softball,D1,2026-02-21,2026-02-21
6518848,softball,D1,2026-03-04,2026-03-04
6518853,softball,D1,2026-03-04,2026-03-04
6519278,softball,D1,2026-02-20,2026-02-20
6519282,softball,D1,2026-02-20,2026-02-20
6519287,softball,D1,2026-02-21,2026-02-21
6520052,softball,D1,2026-04-12,2026-04-12
6520230,softball,D1,2026-04-12,2026-04-12
6523159,softball,D1,2026-04-12,2026-04-12
6525728,softball,D1,2026-02-11,2026-02-11
6525744,softball,D1,2026-02-22,2026-02-22
6528462,softball,D1,2026-04-12,2026-04-12
6529946,softball,D1,2026-04-11,2026-04-11
6531437,softball,D1,2026-03-10,2026-03-10
6531446,softball,D1,2026-03-10,2026-03-10
6531654,softball,D1,2026-02-22,2026-02-22
6532497,softball,D1,2026-04-12,2026-04-12
6540535,softball,D1,2026-02-13,2026-02-13
6542425,softball,D1,2026-02-22,2026-02-22
6542671,softball,D1,2026-04-12,2026-04-12
6543351,softball,D1,2026-03-29,2026-03-29
6548874,softball,D1,2026-02-14,2026-02-14
6550989,softball,D1,2026-03-25,2026-03-25
6550990,softball,D1,2026-03-25,2026-03-25
6555887,softball,D1,2026-02-22,2026-02-22
6556034,softball,D1,2026-02-22,2026-02-22
6573074,softball,D1,2026-04-11,2026-04-11
6573075,softball,D1,2026-04-11,2026-04-11
6492380,softball,D2,2026-03-28,2026-03-28
6492382,softball,D2,2026-03-28,2026-03-28
6492850,softball,D2,2026-03-28,2026-03-28
6492852,softball,D2,2026-03-28,2026-03-28
6492881,softball,D2,2026-04-12,2026-04-12
6492894,softball,D2,2026-03-28,2026-03-28
6492895,softball,D2,2026-03-28,2026-03-28
6493469,softball,D2,2026-03-28,2026-03-28
6493471,softball,D2,2026-03-28,2026-03-28
6493480,softball,D2,2026-03-28,2026-03-28
6493484,softball,D2,2026-03-28,2026-03-28
6493621,softball,D2,2026-03-28,2026-03-28
6493624,softball,D2,2026-03-28,2026-03-28
6493748,softball,D2,2026-03-28,2026-03-28
6493749,softball,D2,2026-03-28,2026-03-28
6494527,softball,D2,2026-03-28,2026-03-28
6494531,softball,D2,2026-03-28,2026-03-28
6494991,softball,D2,2026-03-28,2026-03-28
6494997,softball,D2,2026-03-28,2026-03-28
6495106,softball,D2,2026-03-28,2026-03-28
6495109,softball,D2,2026-03-28,2026-03-28
6495188,softball,D2,2026-03-28,2026-03-28
6495190,softball,D2,2026-03-28,2026-03-28
6495593,softball,D2,2026-03-28,2026-03-28
6495595,softball,D2,2026-03-28,2026-03-28
6495845,softball,D2,2026-03-28,2026-03-28
6495849,softball,D2,2026-03-28,2026-03-28
6496257,softball,D2,2026-03-28,2026-03-28
6496259,softball,D2,2026-03-28,2026-03-28
6496316,softball,D2,2026-04-12,2026-04-12
6497479,softball,D2,2026-03-28,2026-03-28
6497481,softball,D2,2026-03-28,2026-03-28
6497558,softball,D2,2026-03-28,2026-03-28
6497564,softball,D2,2026-03-28,2026-03-28
6497749,softball,D2,2026-03-28,2026-03-28
6497753,softball,D2,2026-03-28,2026-03-28
6498038,softball,D2,2026-03-28,2026-03-28
6498039,softball,D2,2026-03-28,2026-03-28
6498706,softball,D2,2026-03-28,2026-03-28
6498707,softball,D2,2026-03-28,2026-03-28
6499218,softball,D2,2026-03-28,2026-03-28
6499226,softball,D2,2026-03-28,2026-03-28
6499759,softball,D2,2026-03-28,2026-03-28
6499760,softball,D2,2026-03-28,2026-03-28
6500108,softball,D2,2026-03-28,2026-03-28
6500112,softball,D2,2026-03-28,2026-03-28
6501295,softball,D2,2026-03-28,2026-03-28
6501298,softball,D2,2026-03-28,2026-03-28
6502685,softball,D2,2026-03-28,2026-03-28
6502686,softball,D2,2026-03-28,2026-03-28
6503199,softball,D2,2026-03-28,2026-03-28
6503201,softball,D2,2026-03-28,2026-03-28
6503684,softball,D2,2026-03-28,2026-03-28
6503685,softball,D2,2026-03-28,2026-03-28
6504003,softball,D2,2026-03-28,2026-03-28
6505488,softball,D2,2026-03-28,2026-03-28
6505489,softball,D2,2026-03-28,2026-03-28
6506045,softball,D2,2026-03-28,2026-03-28
6506046,softball,D2,2026-03-28,2026-03-28
6506548,softball,D2,2026-03-28,2026-03-28
6506555,softball,D2,2026-03-28,2026-03-28
6506630,softball,D2,2026-03-28,2026-03-28
6506634,softball,D2,2026-03-28,2026-03-28
6507354,softball,D2,2026-03-28,2026-03-28
6507355,softball,D2,2026-03-28,2026-03-28
6507700,softball,D2,2026-03-28,2026-03-28
6507701,softball,D2,2026-03-28,2026-03-28
6507841,softball,D2,2026-03-28,2026-03-28
6507843,softball,D2,2026-03-28,2026-03-28
6508091,softball,D2,2026-03-28,2026-03-28
6508092,softball,D2,2026-03-28,2026-03-28
6508170,softball,D2,2026-04-12,2026-04-12
6508272,softball,D2,2026-03-28,2026-03-28
6508275,softball,D2,2026-03-28,2026-03-28
6508303,softball,D2,2026-03-28,2026-03-28
6509164,softball,D2,2026-03-28,2026-03-28
6509167,softball,D2,2026-03-28,2026-03-28
6510700,softball,D2,2026-03-28,2026-03-28
6510702,softball,D2,2026-03-28,2026-03-28
6511045,softball,D2,2026-03-28,2026-03-28
6511580,softball,D2,2026-03-28,2026-03-28
6511582,softball,D2,2026-03-28,2026-03-28
6512186,softball,D2,2026-04-12,2026-04-12
6512385,softball,D2,2026-03-28,2026-03-28
6512387,softball,D2,2026-03-28,2026-03-28
6513029,softball,D2,2026-03-28,2026-03-28
6513030,softball,D2,2026-03-28,2026-03-28
6513348,softball,D2,2026-03-28,2026-03-28
6513349,softball,D2,2026-03-28,2026-03-28
6513526,softball,D2,2026-03-28,2026-03-28
6513527,softball,D2,2026-03-28,2026-03-28
6513969,softball,D2,2026-03-28,2026-03-28
6513970,softball,D2,2026-03-28,2026-03-28
6514145,softball,D2,2026-03-28,2026-03-28
6514146,softball,D2,2026-03-28,2026-03-28
6514501,softball,D2,2026-03-28,2026-03-28
6514502,softball,D2,2026-03-28,2026-03-28
6514936,softball,D2,2026-03-28,2026-03-28
6514938,softball,D2,2026-03-28,2026-03-28
6515351,softball,D2,2026-03-28,2026-03-28
6515352,softball,D2,2026-03-28,2026-03-28
6516173,softball,D2,2026-03-29,2026-03-29
6516539,softball,D2,2026-04-12,2026-04-12
6517106,softball,D2,2026-03-29,2026-03-29
6517138,softball,D2,2026-04-12,2026-04-12
6518868,softball,D2,2026-03-28,2026-03-28
6518869,softball,D2,2026-03-28,2026-03-28
6519219,softball,D2,2026-03-28,2026-03-28
6519220,softball,D2,2026-03-28,2026-03-28
6519662,softball,D2,2026-03-28,2026-03-28
6520253,softball,D2,2026-03-28,2026-03-28
6520257,softball,D2,2026-03-28,2026-03-28
6520926,softball,D2,2026-03-28,2026-03-28
6520937,softball,D2,2026-03-28,2026-03-28
6520939,softball,D2,2026-03-28,2026-03-28
6520942,softball,D2,2026-03-28,2026-03-28
6521428,softball,D2,2026-03-28,2026-03-28
6521430,softball,D2,2026-03-28,2026-03-28
6521946,softball,D2,2026-03-28,2026-03-28
6521948,softball,D2,2026-03-28,2026-03-28
6522270,softball,D2,2026-03-28,2026-03-28
6522272,softball,D2,2026-03-28,2026-03-28
6523472,softball,D2,2026-03-28,2026-03-28
6523478,softball,D2,2026-03-28,2026-03-28
6524331,softball,D2,2026-03-28,2026-03-28
6524337,softball,D2,2026-03-28,2026-03-28
6524731,softball,D2,2026-03-28,2026-03-28
6524736,softball,D2,2026-03-28,2026-03-28
6524794,softball,D2,2026-04-12,2026-04-12
6524801,softball,D2,2026-03-28,2026-03-28
6524814,softball,D2,2026-03-28,2026-03-28
6524928,softball,D2,2026-03-28,2026-03-28
6524934,softball,D2,2026-03-28,2026-03-28
6524985,softball,D2,2026-04-12,2026-04-12
6525584,softball,D2,2026-03-28,2026-03-28
6525586,softball,D2,2026-03-28,2026-03-28
6525632,softball,D2,2026-03-28,2026-03-28
6525637,softball,D2,2026-03-28,2026-03-28
6525643,softball,D2,2026-03-29,2026-03-29
6525815,softball,D2,2026-03-28,2026-03-28
6525817,softball,D2,2026-03-28,2026-03-28
6525861,softball,D2,2026-03-28,2026-03-28
6525862,softball,D2,2026-03-28,2026-03-28
6525955,softball,D2,2026-04-12,2026-04-12
6525956,softball,D2,2026-04-12,2026-04-12
6526222,softball,D2,2026-03-28,2026-03-28
6526223,softball,D2,2026-03-28,2026-03-28
6526240,softball,D2,2026-04-12,2026-04-12
6526483,softball,D2,2026-03-28,2026-03-28
6526492,softball,D2,2026-03-28,2026-03-28
6526554,softball,D2,2026-03-28,2026-03-28
6526557,softball,D2,2026-03-28,2026-03-28
6526574,softball,D2,2026-03-28,2026-03-28
6526577,softball,D2,2026-03-28,2026-03-28
6526687,softball,D2,2026-03-29,2026-03-29
6527617,softball,D2,2026-03-28,2026-03-28
6527619,softball,D2,2026-03-28,2026-03-28
6527704,softball,D2,2026-03-28,2026-03-28
6527706,softball,D2,2026-03-28,2026-03-28
6527793,softball,D2,2026-03-28,2026-03-28
6527796,softball,D2,2026-03-28,2026-03-28
6528394,softball,D2,2026-03-28,2026-03-28
6528397,softball,D2,2026-03-28,2026-03-28
6528879,softball,D2,2026-03-28,2026-03-28
6528881,softball,D2,2026-03-28,2026-03-28
6529095,softball,D2,2026-03-28,2026-03-28
6529098,softball,D2,2026-03-28,2026-03-28
6529123,softball,D2,2026-03-28,2026-03-28
6529128,softball,D2,2026-03-28,2026-03-28
6530285,softball,D2,2026-03-28,2026-03-28
6530286,softball,D2,2026-03-28,2026-03-28
6530444,softball,D2,2026-03-28,2026-03-28
6530445,softball,D2,2026-03-28,2026-03-28
6530815,softball,D2,2026-03-28,2026-03-28
6530824,softball,D2,2026-03-28,2026-03-28
6531335,softball,D2,2026-03-28,2026-03-28
6531337,softball,D2,2026-03-28,2026-03-28
6531582,softball,D2,2026-03-28,2026-03-28
6531586,softball,D2,2026-03-28,2026-03-28
6531780,softball,D2,2026-03-28,2026-03-28
6531929,softball,D2,2026-03-28,2026-03-28
6531930,softball,D2,2026-03-28,2026-03-28
6532687,softball,D2,2026-03-28,2026-03-28
6532690,softball,D2,2026-03-28,2026-03-28
6534060,softball,D2,2026-03-28,2026-03-28
6534067,softball,D2,2026-03-28,2026-03-28
6535652,softball,D2,2026-03-28,2026-03-28
6535653,softball,D2,2026-03-28,2026-03-28
6536541,softball,D2,2026-03-28,2026-03-28
6536548,softball,D2,2026-03-28,2026-03-28
6538049,softball,D2,2026-03-28,2026-03-28
6538052,softball,D2,2026-03-28,2026-03-28
6541148,softball,D2,2026-03-28,2026-03-28
6541149,softball,D2,2026-03-28,2026-03-28
6541574,softball,D2,2026-03-28,2026-03-28
6541577,softball,D2,2026-03-28,2026-03-28
6549825,softball,D2,2026-03-28,2026-03-28
6549826,softball,D2,2026-03-28,2026-03-28
6550100,softball,D2,2026-03-28,2026-03-28
6550101,softball,D2,2026-03-28,2026-03-28
6562754,softball,D2,2026-03-29,2026-03-29
6566332,softball,D2,2026-03-28,2026-03-28
6566333,softball,D2,2026-03-28,2026-03-28
6566397,softball,D2,2026-03-28,2026-03-28
6566398,softball,D2,2026-03-28,2026-03-28
6566802,softball,D2,2026-03-28,2026-03-28
6566803,softball,D2,2026-03-28,2026-03-28
6566828,softball,D2,2026-03-28,2026-03-28
6566830,softball,D2,2026-03-28,2026-03-28
6566840,softball,D2,2026-03-28,2026-03-28
6566871,softball,D2,2026-03-28,2026-03-28
6566901,softball,D2,2026-03-28,2026-03-28
6566943,softball,D2,2026-03-28,2026-03-28
6567173,softball,D2,2026-03-28,2026-03-28
6567177,softball,D2,2026-03-28,2026-03-28
6568759,softball,D2,2026-04-17,2026-04-17
6568760,softball,D2,2026-04-17,2026-04-17
6572557,softball,D2,2026-04-01,2026-04-01
6572576,softball,D2,2026-04-01,2026-04-01
6573192,softball,D2,2026-04-11,2026-04-11
6573379,softball,D2,2026-04-11,2026-04-11
6491510,softball,D3,2026-04-06,2026-04-06
6492074,softball,D3,2026-03-31,2026-03-31
6492463,softball,D3,2026-04-01,2026-04-01
6492607,softball,D3,2026-03-31,2026-03-31
6492611,softball,D3,2026-03-31,2026-03-31
6495171,softball,D3,2026-03-31,2026-03-31
6495173,softball,D3,2026-03-31,2026-03-31
6495451,softball,D3,2026-03-31,2026-03-31
6495580,softball,D3,2026-03-31,2026-03-31
6495687,softball,D3,2026-03-31,2026-03-31
6495689,softball,D3,2026-03-31,2026-03-31
6496060,softball,D3,2026-03-31,2026-03-31
6496061,softball,D3,2026-03-31,2026-03-31
6497857,softball,D3,2026-03-31,2026-03-31
6497859,softball,D3,2026-03-31,2026-03-31
6499313,softball,D3,2026-04-06,2026-04-06
6499521,softball,D3,2026-03-31,2026-03-31
6501540,softball,D3,2026-04-06,2026-04-06
6502807,softball,D3,2026-04-11,2026-04-11
6503382,softball,D3,2026-03-31,2026-03-31
6504067,softball,D3,2026-03-31,2026-03-31
6504069,softball,D3,2026-03-31,2026-03-31
6504459,softball,D3,2026-04-01,2026-04-01
6504968,softball,D3,2026-03-31,2026-03-31
6504969,softball,D3,2026-03-31,2026-03-31
6504978,softball,D3,2026-04-11,2026-04-11
6504982,softball,D3,2026-04-16,2026-04-16
6505447,softball,D3,2026-04-04,2026-04-04
6506096,softball,D3,2026-03-31,2026-03-31
6506097,softball,D3,2026-03-31,2026-03-31
6506729,softball,D3,2026-03-31,2026-03-31
6506745,softball,D3,2026-03-31,2026-03-31
6508604,softball,D3,2026-03-31,2026-03-31
6508605,softball,D3,2026-03-31,2026-03-31
6509456,softball,D3,2026-03-31,2026-03-31
6509459,softball,D3,2026-03-31,2026-03-31
6510220,softball,D3,2026-04-11,2026-04-11
6510544,softball,D3,2026-03-31,2026-03-31
6510547,softball,D3,2026-03-31,2026-03-31
6511268,softball,D3,2026-03-31,2026-03-31
6511271,softball,D3,2026-03-31,2026-03-31
6511862,softball,D3,2026-04-01,2026-04-01
6511871,softball,D3,2026-04-06,2026-04-06
6511903,softball,D3,2026-03-31,2026-03-31
6511904,softball,D3,2026-03-31,2026-03-31
6513655,softball,D3,2026-03-31,2026-03-31
6513656,softball,D3,2026-03-31,2026-03-31
6516781,softball,D3,2026-03-31,2026-03-31
6516782,softball,D3,2026-03-31,2026-03-31
6518005,softball,D3,2026-03-31,2026-03-31
6518006,softball,D3,2026-03-31,2026-03-31
6518223,softball,D3,2026-03-31,2026-03-31
6518226,softball,D3,2026-03-31,2026-03-31
6519392,softball,D3,2026-04-01,2026-04-01
6522098,softball,D3,2026-03-31,2026-03-31
6522102,softball,D3,2026-03-31,2026-03-31
6522159,softball,D3,2026-03-31,2026-03-31
6522161,softball,D3,2026-03-31,2026-03-31
6522623,softball,D3,2026-03-31,2026-03-31
6522624,softball,D3,2026-03-31,2026-03-31
6523168,softball,D3,2026-03-31,2026-03-31
6523169,softball,D3,2026-03-31,2026-03-31
6525212,softball,D3,2026-03-31,2026-03-31
6525216,softball,D3,2026-03-31,2026-03-31
6525915,softball,D3,2026-04-04,2026-04-04
6526497,softball,D3,2026-03-31,2026-03-31
6526501,softball,D3,2026-03-31,2026-03-31
6527008,softball,D3,2026-03-31,2026-03-31
6527012,softball,D3,2026-03-31,2026-03-31
6529657,softball,D3,2026-03-31,2026-03-31
6529658,softball,D3,2026-03-31,2026-03-31
6529762,softball,D3,2026-03-31,2026-03-31
6529871,softball,D3,2026-03-31,2026-03-31
6530510,softball,D3,2026-03-31,2026-03-31
6530511,softball,D3,2026-03-31,2026-03-31
6532466,softball,D3,2026-03-31,2026-03-31
6532468,softball,D3,2026-03-31,2026-03-31
6534252,softball,D3,2026-03-31,2026-03-31
6534255,softball,D3,2026-03-31,2026-03-31
6535057,softball,D3,2026-03-31,2026-03-31
6535060,softball,D3,2026-03-31,2026-03-31
6536228,softball,D3,2026-03-31,2026-03-31
6536238,softball,D3,2026-03-31,2026-03-31
6539431,softball,D3,2026-04-01,2026-04-01
6540797,softball,D3,2026-04-06,2026-04-06
6541704,softball,D3,2026-04-04,2026-04-04
6542205,softball,D3,2026-04-01,2026-04-01
6542872,softball,D3,2026-03-31,2026-03-31
6542873,softball,D3,2026-03-31,2026-03-31
6542914,softball,D3,2026-04-04,2026-04-04
6543332,softball,D3,2026-03-31,2026-03-31
6543333,softball,D3,2026-03-31,2026-03-31
6543780,softball,D3,2026-03-31,2026-03-31
6543781,softball,D3,2026-03-31,2026-03-31
6544015,softball,D3,2026-03-31,2026-03-31
6544016,softball,D3,2026-03-31,2026-03-31
6544569,softball,D3,2026-03-31,2026-03-31
6544570,softball,D3,2026-03-31,2026-03-31
6545343,softball,D3,2026-03-31,2026-03-31
6545344,softball,D3,2026-03-31,2026-03-31
6545438,softball,D3,2026-03-31,2026-03-31
6545439,softball,D3,2026-03-31,2026-03-31
6545809,softball,D3,2026-04-04,2026-04-04
6546107,softball,D3,2026-03-31,2026-03-31
6546108,softball,D3,2026-03-31,2026-03-31
6546842,softball,D3,2026-03-31,2026-03-31
6546843,softball,D3,2026-03-31,2026-03-31
6546882,softball,D3,2026-03-31,2026-03-31
6546883,softball,D3,2026-03-31,2026-03-31
6546922,softball,D3,2026-03-31,2026-03-31
6546923,softball,D3,2026-03-31,2026-03-31
6547236,softball,D3,2026-03-31,2026-03-31
6547238,softball,D3,2026-03-31,2026-03-31
6547956,softball,D3,2026-03-31,2026-03-31
6547957,softball,D3,2026-03-31,2026-03-31
6547962,softball,D3,2026-04-07,2026-04-07
6549353,softball,D3,2026-04-06,2026-04-06
6549391,softball,D3,2026-03-31,2026-03-31
6549392,softball,D3,2026-03-31,2026-03-31
6549971,softball,D3,2026-03-31,2026-03-31
6557846,softball,D3,2026-03-31,2026-03-31
6557847,softball,D3,2026-03-31,2026-03-31
6567773,softball,D3,2026-03-31,2026-03-31
6567791,softball,D3,2026-03-31,2026-03-31
6567810,softball,D3,2026-03-31,2026-03-31
6567813,softball,D3,2026-03-31,2026-03-31
6567815,softball,D3,2026-03-31,2026-03-31
6567829,softball,D3,2026-03-31,2026-03-31
6567948,softball,D3,2026-04-01,2026-04-01
6568220,softball,D3,2026-04-03,2026-04-03
6568222,softball,D3,2026-04-03,2026-04-03
6568229,softball,D3,2026-03-30,2026-03-30
6568294,softball,D3,2026-04-03,2026-04-03
6568335,softball,D3,2026-04-03,2026-04-03
6568342,softball,D3,2026-04-03,2026-04-03
6568343,softball,D3,2026-04-03,2026-04-03
6568358,softball,D3,2026-04-03,2026-04-03
6568373,softball,D3,2026-04-03,2026-04-03
6568381,softball,D3,2026-04-03,2026-04-03
6568389,softball,D3,2026-04-03,2026-04-03
6568412,softball,D3,2026-04-03,2026-04-03
6568438,softball,D3,2026-04-04,2026-04-04
6568442,softball,D3,2026-04-04,2026-04-04
6568446,softball,D3,2026-04-04,2026-04-04
6568462,softball,D3,2026-04-04,2026-04-04
6568470,softball,D3,2026-04-04,2026-04-04
6568495,softball,D3,2026-04-04,2026-04-04
6568506,softball,D3,2026-04-04,2026-04-04
6568542,softball,D3,2026-04-04,2026-04-04
6568557,softball,D3,2026-04-04,2026-04-04
6568558,softball,D3,2026-04-04,2026-04-04
6568562,softball,D3,2026-04-04,2026-04-04
6572677,softball,D3,2026-04-08,2026-04-08
6572697,softball,D3,2026-04-10,2026-04-10
6572703,softball,D3,2026-04-10,2026-04-10
6572741,softball,D3,2026-04-10,2026-04-10
6572813,softball,D3,2026-04-11,2026-04-11
6572923,softball,D3,2026-04-11,2026-04-11
6573552,softball,D3,2026-04-02,2026-04-02
6573657,softball,D3,2026-04-15,2026-04-15
6573664,softball,D3,2026-04-15,2026-04-15
6573665,softball,D3,2026-04-15,2026-04-15
6573669,softball,D3,2026-04-15,2026-04-15
6573671,softball,D3,2026-04-15,2026-04-15
6573674,softball,D3,2026-04-15,2026-04-15
6573676,softball,D3,2026-04-15,2026-04-15
6573682,softball,D3,2026-04-15,2026-04-15
6573691,softball,D3,2026-04-15,2026-04-15
6573693,softball,D3,2026-04-15,2026-04-15
6573695,softball,D3,2026-04-15,2026-04-15
6573696,softball,D3,2026-04-11,2026-04-11
6573697,softball,D3,2026-04-15,2026-04-15
6573701,softball,D3,2026-04-15,2026-04-15
6573704,softball,D3,2026-04-15,2026-04-15
6573706,softball,D3,2026-04-15,2026-04-15
6573707,softball,D3,2026-04-15,2026-04-15
6573709,softball,D3,2026-04-15,2026-04-15
6573710,softball,D3,2026-04-15,2026-04-15
6573711,softball,D3,2026-04-15,2026-04-15
6573712,softball,D3,2026-04-15,2026-04-15
6573713,softball,D3,2026-04-15,2026-04-15
6573714,softball,D3,2026-04-15,2026-04-15
6573715,softball,D3,2026-04-15,2026-04-15
6573717,softball,D3,2026-04-15,2026-04-15
6573726,softball,D3,2026-04-15,2026-04-15
6573731,softball,D3,2026-04-15,2026-04-15
6573733,softball,D3,2026-04-15,2026-04-15
6573734,softball,D3,2026-04-15,2026-04-15
6573738,softball,D3,2026-04-15,2026-04-15
6573742,softball,D3,2026-04-15,2026-04-15
6573743,softball,D3,2026-04-15,2026-04-15
6573745,softball,D3,2026-04-15,2026-04-15
6573826,softball,D3,2026-04-16,2026-04-16
6573843,softball,D3,2026-04-16,2026-04-16
6573852,softball,D3,2026-04-16,2026-04-16
6573875,softball,D3,2026-04-16,2026-04-16
