year,sport,snapshot_date,is_selection,rank,yearId,name,w,l,wp,owp,oowp,rpi
2023,baseball,2023-02-20,False,237.0,548099,Bryant,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,237.0,548100,Bucknell,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,141.0,548101,Butler,2,2,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,86.0,548103,CSU Bakersfield,3,1,0.61765,0.5,0.75,0.59191
2023,baseball,2023-02-20,False,3.0,548107,CSUN,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,101.0,548102,Cal Poly,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,208.0,548105,Cal St. Fullerton,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,64.0,548110,California,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,64.0,548073,California Baptist,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,101.0,548115,Campbell,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,,548116,Canisius,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,101.0,548051,Central Ark.,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,,548117,Central Conn. St.,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,64.0,548119,Central Mich.,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,237.0,548090,Charleston So.,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,86.0,548219,Charlotte,3,1,0.61765,0.5,0.75,0.59191
2023,baseball,2023-02-20,False,131.0,548120,Cincinnati,2,2,0.65,0.5,0.5,0.5375
2023,baseball,2023-02-20,False,3.0,548122,Clemson,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,136.0,548123,Coastal Carolina,2,1,0.51852,0.5,0.51852,0.50926
2023,baseball,2023-02-20,False,208.0,548053,Col. of Charleston,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,,548124,Columbia,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,3.0,548126,Coppin St.,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,,548127,Cornell,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,64.0,548128,Creighton,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,3.0,548054,DBU,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,,548129,Dartmouth,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,208.0,548130,Davidson,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,237.0,548131,Dayton,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,237.0,548133,Delaware,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,237.0,548132,Delaware St.,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,101.0,548134,Duke,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,101.0,548136,ETSU,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,3.0,548135,East Carolina,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548137,Eastern Ill.,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,60.0,548138,Eastern Ky.,3,1,0.825,0.625,0.50694,0.64549
2023,baseball,2023-02-20,False,191.0,548139,Eastern Mich.,1,2,0.33333,0.5,0.33333,0.41667
2023,baseball,2023-02-20,False,208.0,548055,Elon,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,237.0,548140,Evansville,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,141.0,548142,FDU,2,2,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,3.0,548070,FGCU,4,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,208.0,548145,FIU,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,150.0,548141,Fairfield,1,2,0.37037,0.5,0.48148,0.46296
2023,baseball,2023-02-20,False,3.0,548144,Fla. Atlantic,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548147,Florida,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548143,Florida A&M,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,3.0,548146,Florida St.,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548148,Fordham,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,136.0,548104,Fresno St.,1,2,0.33333,0.61111,0.48148,0.50926
2023,baseball,2023-02-20,False,101.0,548152,Ga. Southern,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,230.0,548056,Gardner-Webb,1,3,0.15217,0.5,0.25,0.35054
2023,baseball,2023-02-20,False,64.0,548149,George Mason,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,237.0,548150,George Washington,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,91.0,548151,Georgetown,2,1,0.66667,0.5,0.66667,0.58333
2023,baseball,2023-02-20,False,101.0,548155,Georgia,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,153.0,548153,Georgia St.,2,2,0.35,0.5,0.5,0.4625
2023,baseball,2023-02-20,False,3.0,548154,Georgia Tech,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548156,Gonzaga,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,188.0,548157,Grambling,1,2,0.33333,0.5,0.44444,0.44444
2023,baseball,2023-02-20,False,136.0,548057,Grand Canyon,2,1,0.62963,0.44444,0.51852,0.50926
2023,baseball,2023-02-20,False,,548158,Hartford,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,,548159,Harvard,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,86.0,548160,Hawaii,3,1,0.61765,0.5,0.75,0.59191
2023,baseball,2023-02-20,False,3.0,548067,High Point,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548161,Hofstra,0,4,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,227.0,548162,Holy Cross,1,3,0.25,0.5,0.25,0.375
2023,baseball,2023-02-20,False,208.0,548164,Houston,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,237.0,548163,Houston Christian,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,135.0,548166,Illinois,2,2,0.58824,0.5,0.5,0.52206
2023,baseball,2023-02-20,False,64.0,548165,Illinois St.,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,157.0,548169,Indiana,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,141.0,548168,Indiana St.,1,1,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,157.0,548171,Iona,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,84.0,548172,Iowa,3,0,1.0,0.33333,0.72222,0.59722
2023,baseball,2023-02-20,False,83.0,548173,Jackson St.,2,1,0.66667,0.66667,0.44444,0.61111
2023,baseball,2023-02-20,False,208.0,548175,Jacksonville,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,157.0,548174,Jacksonville St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548176,James Madison,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,91.0,548178,Kansas,2,1,0.66667,0.5,0.66667,0.58333
2023,baseball,2023-02-20,False,3.0,548177,Kansas St.,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,101.0,548058,Kennesaw St.,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,64.0,548179,Kent St.,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,64.0,548180,Kentucky,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,237.0,548185,LIU,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,208.0,548191,LMU (CA),1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,3.0,548187,LSU,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548181,Lafayette,0,4,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,3.0,548182,Lamar University,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,157.0,548183,Lehigh,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548184,Liberty,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,157.0,548409,Lindenwood,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,101.0,548069,Lipscomb,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,101.0,548086,Little Rock,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,101.0,548106,Long Beach St.,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,237.0,548186,Longwood,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,64.0,548299,Louisiana,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,208.0,548188,Louisiana Tech,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,3.0,548189,Louisville,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,91.0,548192,Maine,2,1,0.66667,0.5,0.66667,0.58333
2023,baseball,2023-02-20,False,237.0,548193,Manhattan,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,237.0,548194,Marist,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,3.0,548195,Marshall,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,64.0,548197,Maryland,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,,548199,Massachusetts,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,208.0,548200,McNeese,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,101.0,548201,Memphis,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,101.0,548202,Mercer,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,,548052,Merrimack,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,101.0,548204,Miami (FL),2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,237.0,548203,Miami (OH),0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,141.0,548206,Michigan,2,2,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,97.0,548205,Michigan St.,2,1,0.66667,0.55556,0.51852,0.57407
2023,baseball,2023-02-20,False,150.0,548207,Middle Tenn.,1,2,0.37037,0.5,0.48148,0.46296
2023,baseball,2023-02-20,False,64.0,548046,Milwaukee,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,287.0,548208,Minnesota,0,3,0.0,0.16667,0.2963,0.15741
2023,baseball,2023-02-20,False,101.0,548209,Mississippi St.,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,206.0,548210,Mississippi Val.,1,2,0.33333,0.33333,0.55556,0.38889
2023,baseball,2023-02-20,False,141.0,548212,Missouri,2,1,0.66667,0.33333,0.66667,0.5
2023,baseball,2023-02-20,False,157.0,548297,Missouri St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548213,Monmouth,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,3.0,548214,Morehead St.,4,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548215,Mount St. Mary's,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,157.0,548216,Murray St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,3.0,548233,N.C. A&T,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548234,NC State,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548239,NIU,0,4,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,64.0,548226,NJIT,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,229.0,547916,Navy,0,3,0.0,0.5,0.44444,0.36111
2023,baseball,2023-02-20,False,237.0,548222,Nebraska,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,157.0,548225,Nevada,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,1.0,548228,New Mexico,2,1,0.66667,1.0,0.37037,0.75926
2023,baseball,2023-02-20,False,237.0,548227,New Mexico St.,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,157.0,548229,New Orleans,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,,548230,Niagara,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,101.0,548231,Nicholls,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,237.0,548232,Norfolk St.,0,4,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,208.0,548072,North Ala.,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,101.0,548218,North Carolina,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,199.0,548235,North Dakota St.,1,3,0.38235,0.5,0.25,0.40809
2023,baseball,2023-02-20,False,101.0,548062,North Florida,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,64.0,548237,Northeastern,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,98.0,548238,Northern Colo.,2,1,0.78788,0.5,0.5,0.57197
2023,baseball,2023-02-20,False,91.0,548240,Northern Ky.,2,1,0.66667,0.5,0.66667,0.58333
2023,baseball,2023-02-20,False,237.0,548242,Northwestern,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,234.0,548241,Northwestern St.,0,3,0.0,0.44444,0.47222,0.34028
2023,baseball,2023-02-20,False,157.0,548243,Notre Dame,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548244,Oakland,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,150.0,548246,Ohio,1,2,0.37037,0.5,0.48148,0.46296
2023,baseball,2023-02-20,False,191.0,548245,Ohio St.,1,2,0.33333,0.5,0.33333,0.41667
2023,baseball,2023-02-20,False,208.0,548248,Oklahoma,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,141.0,548247,Oklahoma St.,1,2,0.33333,0.66667,0.33333,0.5
2023,baseball,2023-02-20,False,101.0,548249,Old Dominion,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,3.0,548211,Ole Miss,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548223,Omaha,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,3.0,548250,Oral Roberts,4,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548252,Oregon,4,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,54.0,548251,Oregon St.,2,1,0.66667,0.66667,0.66667,0.66667
2023,baseball,2023-02-20,False,237.0,548253,Pacific,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,,548256,Penn,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,157.0,548255,Penn St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,208.0,548257,Pepperdine,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,191.0,548258,Pittsburgh,1,2,0.33333,0.5,0.33333,0.41667
2023,baseball,2023-02-20,False,57.0,548259,Portland,3,1,0.84783,0.5,0.75,0.64946
2023,baseball,2023-02-20,False,206.0,548260,Prairie View,1,2,0.33333,0.33333,0.55556,0.38889
2023,baseball,2023-02-20,False,191.0,548059,Presbyterian,1,2,0.33333,0.5,0.33333,0.41667
2023,baseball,2023-02-20,False,,548261,Princeton,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,62.0,548262,Purdue,3,1,0.75,0.5,0.75,0.625
2023,baseball,2023-02-20,False,199.0,548170,Purdue Fort Wayne,1,3,0.38235,0.5,0.25,0.40809
2023,baseball,2023-02-20,False,237.0,548435,Queens (NC),0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,204.0,548263,Quinnipiac,0,3,0.0,0.66667,0.27778,0.40278
2023,baseball,2023-02-20,False,101.0,548264,Radford,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,157.0,548265,Rhode Island,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,208.0,548266,Rice,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,237.0,548267,Richmond,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,57.0,548268,Rider,3,1,0.84783,0.5,0.75,0.64946
2023,baseball,2023-02-20,False,157.0,548269,Rutgers,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548301,SFA,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,64.0,548294,SIUE,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,86.0,548108,Sacramento St.,3,1,0.61765,0.5,0.75,0.59191
2023,baseball,2023-02-20,False,237.0,548270,Sacred Heart,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,157.0,548273,Saint Joseph's,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548274,Saint Louis,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,230.0,548275,Saint Mary's (CA),1,3,0.15217,0.5,0.25,0.35054
2023,baseball,2023-02-20,False,237.0,548276,Saint Peter's,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,101.0,548277,Sam Houston,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,157.0,548278,Samford,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,3.0,548280,San Diego,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,548279,San Diego St.,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,101.0,548281,San Francisco,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,64.0,548282,San Jose St.,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,101.0,548283,Santa Clara,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,237.0,548060,Seattle U,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,157.0,548284,Seton Hall,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,237.0,548285,Siena,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,85.0,548286,South Alabama,3,1,0.61765,0.625,0.50694,0.59365
2023,baseball,2023-02-20,False,3.0,548287,South Carolina,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,157.0,548288,South Dakota St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,208.0,548289,South Fla.,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,157.0,548290,Southeast Mo. St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,3.0,548291,Southeastern La.,4,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548292,Southern California,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,236.0,548293,Southern Ill.,2,2,0.62162,0.0,0.59375,0.30384
2023,baseball,2023-02-20,False,62.0,548531,Southern Ind.,3,1,0.75,0.5,0.75,0.625
2023,baseball,2023-02-20,False,3.0,548295,Southern Miss.,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,52.0,548296,Southern U.,3,0,1.0,0.66667,0.55556,0.72222
2023,baseball,2023-02-20,False,,548271,St. Bonaventure,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,157.0,548272,St. John's (NY),1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,199.0,547857,St. Thomas (MN),1,3,0.38235,0.5,0.25,0.40809
2023,baseball,2023-02-20,False,64.0,548300,Stanford,2,1,0.78788,0.5,0.66667,0.61364
2023,baseball,2023-02-20,False,3.0,548302,Stetson,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,,548532,Stonehill,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,237.0,548303,Stony Brook,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,54.0,547862,TCU,2,1,0.66667,0.83333,0.33333,0.66667
2023,baseball,2023-02-20,False,157.0,547858,Tarleton St.,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,157.0,548305,Tennessee,1,2,0.37037,0.5,0.44444,0.4537
2023,baseball,2023-02-20,False,101.0,548304,Tennessee Tech,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,235.0,547866,Texas,0,3,0.0,0.5,0.33333,0.33333
2023,baseball,2023-02-20,False,3.0,547861,Texas A&M,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,188.0,547863,Texas Southern,1,2,0.33333,0.5,0.44444,0.44444
2023,baseball,2023-02-20,False,3.0,548298,Texas St.,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,547864,Texas Tech,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548121,The Citadel,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,157.0,547868,Toledo,1,2,0.48148,0.5,0.33333,0.4537
2023,baseball,2023-02-20,False,286.0,547869,Towson,0,4,0.0,0.33333,0.125,0.19792
2023,baseball,2023-02-20,False,3.0,547872,Troy,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,237.0,547879,Tulane,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,190.0,548078,UAB,1,2,0.37037,0.44444,0.50926,0.44213
2023,baseball,2023-02-20,False,,548079,UAlbany,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,153.0,548111,UC Davis,2,2,0.35,0.5,0.5,0.4625
2023,baseball,2023-02-20,False,3.0,548112,UC Irvine,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,136.0,548114,UC Riverside,1,2,0.33333,0.66667,0.37037,0.50926
2023,baseball,2023-02-20,False,205.0,548308,UC San Diego,1,2,0.33333,0.38889,0.48148,0.39815
2023,baseball,2023-02-20,False,191.0,548109,UC Santa Barbara,2,1,0.66667,0.16667,0.66667,0.41667
2023,baseball,2023-02-20,False,3.0,548118,UCF,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,3.0,548113,UCLA,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,91.0,548125,UConn,2,1,0.66667,0.5,0.66667,0.58333
2023,baseball,2023-02-20,False,57.0,548167,UIC,3,1,0.84783,0.5,0.75,0.64946
2023,baseball,2023-02-20,False,208.0,548063,UIW,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,101.0,548236,ULM,2,1,0.51852,0.5,0.66667,0.5463
2023,baseball,2023-02-20,False,,548196,UMBC,0,0,0.5,0.5,0.5,0.5
2023,baseball,2023-02-20,False,237.0,548198,UMES,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,237.0,548190,UMass Lowell,0,3,0.0,0.5,0.0,0.25
2023,baseball,2023-02-20,False,3.0,548217,UNC Asheville,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,208.0,548220,UNC Greensboro,1,2,0.21212,0.5,0.33333,0.38636
2023,baseball,2023-02-20,False,136.0,548221,UNCW,2,1,0.51852,0.5,0.51852,0.50926
2023,baseball,2023-02-20,False,3.0,548224,UNLV,3,0,1.0,0.5,1.0,0.75
2023,baseball,2023-02-20,False,149.0,548065,USC Upstate,3,0,1.0,0.0,0.875,0.46875
