year,team,rpi_rank,in_tournament,is_host,w,l,q1_w,q1_l,q2_w,q2_l,q1q2_w,q1q2_g,q1q2_pct,note
2016,Florida,1,True,True,47,13,18,11,9,2,27,40,0.675,
2016,Louisville,2,True,True,47,12,20,12,2,0,22,34,0.6471,
2016,Miami (FL),3,True,True,45,11,19,10,2,0,21,31,0.6774,
2016,Texas A&M,4,True,True,45,14,16,9,10,4,26,39,0.6667,
2016,Ole Miss,5,True,True,43,17,14,15,7,2,21,38,0.5526,
2016,Clemson,6,True,True,42,18,15,14,11,2,26,42,0.619,
2016,LSU,7,True,True,42,18,11,12,12,2,23,37,0.6216,
2016,Vanderbilt,8,True,True,43,17,7,12,11,4,18,34,0.5294,
2016,South Carolina,9,True,True,42,15,13,14,0,1,13,28,0.4643,
2016,Mississippi St.,10,True,True,41,16,12,12,6,3,18,33,0.5455,
2016,NC State,11,True,True,35,20,14,14,8,5,22,41,0.5366,
2016,Coastal Carolina,12,True,False,44,15,5,9,10,1,15,25,0.6,
2016,Florida St.,13,True,True,37,20,15,14,4,3,19,36,0.5278,
2016,Texas Tech,14,True,True,41,16,10,4,13,6,23,33,0.697,
2016,Louisiana,15,True,True,41,19,6,10,15,5,21,36,0.5833,
2016,TCU,16,True,True,42,15,7,5,15,3,22,30,0.7333,
2016,Southern Miss.,17,True,False,40,18,12,11,7,4,19,34,0.5588,
2016,Virginia,18,True,True,37,20,14,15,7,3,21,39,0.5385,
2016,North Carolina,19,False,False,34,21,9,16,8,1,17,34,0.5,
2016,Georgia Tech,20,True,False,36,23,13,17,5,4,18,39,0.4615,
2016,DBU,21,True,False,41,17,7,4,7,6,14,24,0.5833,
2016,Arizona,22,True,False,38,20,8,6,10,10,18,34,0.5294,
2016,UC Santa Barbara,23,True,False,37,18,5,2,13,11,18,31,0.5806,
2016,Fla. Atlantic,24,True,False,38,17,8,8,4,3,12,23,0.5217,
2016,Rice,25,True,False,35,22,10,13,7,3,17,33,0.5152,
2016,Bryant,26,True,False,47,10,2,4,2,1,4,9,0.4444,
2016,Duke,27,True,False,33,22,11,16,5,2,16,34,0.4706,
2016,Wake Forest,28,True,False,34,25,14,17,3,4,17,38,0.4474,
2016,Louisiana Tech,29,True,False,40,18,10,7,2,2,12,21,0.5714,
2016,Tulane,30,True,False,39,19,9,4,5,9,14,27,0.5185,
2016,Gonzaga,31,True,False,35,19,4,8,10,5,14,27,0.5185,
2016,Oklahoma St.,32,True,False,36,20,6,11,13,7,19,37,0.5135,
2016,Ohio St.,33,True,False,43,18,7,10,9,2,16,28,0.5714,
2016,Sam Houston,34,True,False,41,20,4,10,8,3,12,25,0.48,
2016,Southeastern La.,35,True,False,39,19,9,8,7,6,16,30,0.5333,
2016,UNCW,36,True,False,39,17,3,8,7,1,10,19,0.5263,
2016,Michigan,37,False,False,36,21,6,12,4,5,10,27,0.3704,
2016,Oral Roberts,38,True,False,38,19,4,2,3,4,7,13,0.5385,
2016,East Carolina,39,True,False,34,21,9,8,7,3,16,27,0.5926,
2016,Wright St.,40,True,False,44,15,2,5,4,3,6,14,0.4286,
2016,Boston College,41,True,False,31,20,11,11,3,6,14,31,0.4516,
2016,Creighton,42,False,False,38,17,2,3,2,9,4,16,0.25,
2016,Minnesota,43,True,False,34,20,4,3,11,11,15,29,0.5172,
2016,South Alabama,44,True,False,40,20,5,4,2,5,7,16,0.4375,
2016,Georgia,45,False,False,27,30,7,17,8,6,15,38,0.3947,
2016,Northwestern St.,46,False,False,33,24,2,12,11,10,13,35,0.3714,
2016,Oregon St.,47,False,False,35,19,1,6,13,4,14,24,0.5833,
2016,Cal St. Fullerton,48,True,False,35,21,6,4,7,12,13,29,0.4483,
2016,Southeast Mo. St.,49,True,False,39,19,0,5,8,6,8,19,0.4211,
2016,Arizona St.,50,True,False,34,21,6,7,11,5,17,29,0.5862,
2016,Nebraska,51,True,False,37,20,7,10,7,5,14,29,0.4828,
2016,New Mexico,52,True,False,38,21,1,8,2,1,3,12,0.25,
2016,UConn,53,True,False,37,23,4,7,9,7,13,27,0.4815,
2016,Illinois,54,False,False,28,23,5,10,8,9,13,32,0.4062,
2016,Long Beach St.,55,True,False,36,20,5,4,7,6,12,22,0.5455,
2016,BYU,56,False,False,37,17,1,4,8,8,9,21,0.4286,
2016,Houston,57,False,False,36,23,11,14,3,3,14,31,0.4516,
2016,Maryland,58,False,False,30,27,11,11,10,7,21,39,0.5385,
2016,Washington,59,True,False,32,21,7,5,9,7,16,28,0.5714,
2016,Saint Mary's (CA),60,True,False,33,23,4,6,10,8,14,28,0.5,
2016,Alabama,61,False,False,32,26,8,17,9,5,17,39,0.4359,
2016,Iowa,62,False,False,30,26,4,8,12,14,16,38,0.4211,
2016,West Virginia,63,False,False,36,22,4,8,7,2,11,21,0.5238,
2016,Marshall,64,False,False,34,21,4,10,5,5,9,24,0.375,
2016,Hartford,65,False,False,37,18,4,3,2,3,6,12,0.5,
2016,North Florida,66,False,False,39,19,0,2,7,7,7,16,0.4375,
2016,Indiana St.,67,False,False,35,21,4,7,7,7,11,25,0.44,
2016,Kent St.,68,False,False,44,14,0,2,5,3,5,10,0.5,
2016,Col. of Charleston,69,False,False,31,26,7,8,4,5,11,24,0.4583,
2016,Lamar University,70,False,False,35,19,3,3,7,7,10,20,0.5,
2016,California,71,False,False,32,21,3,8,8,9,11,28,0.3929,
2016,Kentucky,72,False,False,32,25,7,12,4,4,11,27,0.4074,
2016,Oklahoma,73,False,False,30,27,4,11,7,9,11,31,0.3548,
2016,VCU,74,False,False,38,19,4,5,2,3,6,14,0.4286,
2016,Michigan St.,75,False,False,36,20,2,6,9,5,11,22,0.5,
2016,Stanford,76,False,False,31,23,5,9,8,8,13,30,0.4333,
2016,Missouri St.,77,False,False,38,21,1,6,15,7,16,29,0.5517,
2016,UNC Greensboro,78,False,False,38,21,2,5,4,3,6,14,0.4286,
2016,New Orleans,79,False,False,31,26,4,11,9,6,13,30,0.4333,
2016,Pittsburgh,80,False,False,25,26,6,16,5,7,11,34,0.3235,
2016,Xavier,81,True,False,30,28,2,11,2,7,4,22,0.1818,
2016,Old Dominion,82,False,False,32,24,6,14,4,2,10,26,0.3846,
2016,Southern California,83,False,False,28,28,10,8,12,13,22,43,0.5116,
2016,Jacksonville St.,84,False,False,34,24,1,4,5,9,6,19,0.3158,
2016,Nevada,85,False,False,37,24,3,5,2,9,5,19,0.2632,
2016,Ga. Southern,86,False,False,36,24,7,11,7,2,14,27,0.5185,
2016,Tennessee,87,False,False,29,28,8,16,2,6,10,32,0.3125,
2016,Oregon,88,False,False,29,26,8,11,5,11,13,35,0.3714,
2016,Jacksonville,89,False,False,33,22,4,7,5,2,9,18,0.5,
2016,Pepperdine,90,False,False,29,24,5,10,6,5,11,26,0.4231,
2016,Fresno St.,91,False,False,36,22,1,7,5,3,6,16,0.375,
2016,Troy,92,False,False,32,26,3,6,8,6,11,23,0.4783,
2016,Austin Peay,93,False,False,34,23,0,3,6,12,6,21,0.2857,
2016,Utah,94,True,False,25,27,7,8,7,7,14,29,0.4828,
2016,Mercer,95,False,False,38,23,2,4,4,6,6,16,0.375,
2016,FIU,96,False,False,29,29,6,10,3,5,9,24,0.375,
2016,Notre Dame,97,False,False,27,27,6,17,5,2,11,30,0.3667,
2016,Bradley,98,False,False,29,21,3,2,9,10,12,24,0.5,
2016,McNeese,99,False,False,31,25,6,5,8,7,14,26,0.5385,
2016,Indiana,100,False,False,32,24,5,9,11,8,16,33,0.4848,
2016,Seattle U,101,False,False,37,21,1,6,6,5,7,18,0.3889,
2016,William & Mary,102,True,False,29,29,4,8,1,11,5,24,0.2083,
2016,Binghamton,103,True,False,30,23,0,0,4,1,4,5,0.8,
2016,UT Arlington,104,False,False,30,28,4,14,5,3,9,26,0.3462,
2016,SFA,105,False,False,30,30,5,11,3,8,8,27,0.2963,
2016,Central Ark.,106,False,False,29,27,2,14,7,5,9,28,0.3214,
2016,Western Caro.,107,True,False,30,29,0,10,6,4,6,20,0.3,
2016,UCLA,108,False,False,25,31,5,15,8,7,13,35,0.3714,
2016,Morehead St.,109,False,False,32,27,0,11,3,2,3,16,0.1875,
2016,FGCU,110,False,False,27,32,2,7,5,13,7,27,0.2593,
2016,Princeton,111,True,False,24,19,0,3,1,5,1,9,0.1111,
2016,Rutgers,112,False,False,27,28,4,14,3,6,7,27,0.2593,
2016,High Point,113,False,False,32,24,3,7,3,1,6,14,0.4286,
2016,Rhode Island,114,True,False,30,25,1,8,2,5,3,16,0.1875,
2016,Arkansas St.,115,False,False,29,29,2,9,4,6,6,21,0.2857,
2016,Arkansas,116,False,False,26,29,5,20,3,5,8,33,0.2424,
2016,Liberty,117,False,False,31,28,1,9,9,6,10,25,0.4,
2016,Baylor,118,False,False,24,29,9,11,3,9,12,32,0.375,
2016,LMU (CA),119,False,False,26,27,2,9,8,9,10,28,0.3571,
2016,Southern Ill.,119,False,False,31,25,1,4,12,8,13,25,0.52,
2016,Milwaukee,121,False,False,32,26,3,7,2,8,5,20,0.25,
2016,UC Irvine,122,False,False,31,25,2,4,8,7,10,21,0.4762,
2016,Alabama St.,123,True,False,38,15,0,4,3,3,3,10,0.3,
2016,Cincinnati,124,False,False,26,30,4,12,4,8,8,28,0.2857,
2016,Penn St.,125,False,False,28,27,4,14,6,9,10,33,0.303,
2016,Utah Valley,126,True,False,37,21,2,3,4,2,6,11,0.5455,
2016,Cal Poly,127,False,False,32,25,3,4,3,4,6,14,0.4286,
2016,Samford,128,False,False,35,26,1,3,5,6,6,15,0.4,
2016,Missouri,129,False,False,26,30,1,18,5,6,6,30,0.2,
2016,Kansas St.,130,False,False,26,31,6,14,3,6,9,29,0.3103,
2016,Florida A&M,131,False,False,31,21,0,4,4,3,4,11,0.3636,
2016,San Diego,132,False,False,27,29,3,7,7,10,10,27,0.3704,
2016,Valparaiso,133,False,False,30,28,2,8,2,8,4,20,0.2,
2016,Navy,134,True,False,42,14,0,0,0,0,0,0,0.0,
2016,Evansville,135,False,False,29,27,1,9,2,4,3,16,0.1875,
2016,Furman,136,False,False,29,30,2,8,2,4,4,16,0.25,
2016,Western Ky.,137,False,False,24,30,4,14,1,10,5,29,0.1724,
2016,New Mexico St.,138,False,False,34,23,1,4,3,2,4,10,0.4,
2016,St. John's (NY),139,False,False,28,26,1,7,4,8,5,20,0.25,
2016,Texas,140,False,False,25,32,8,12,4,12,12,36,0.3333,
2016,Little Rock,141,False,False,26,28,3,6,4,8,7,21,0.3333,
2016,Saint Joseph's,142,False,False,31,23,0,3,1,2,1,6,0.1667,
2016,Auburn,143,False,False,23,33,4,17,6,10,10,37,0.2703,
2016,Seton Hall,144,False,False,38,20,1,4,4,5,5,14,0.3571,
2016,UNLV,145,False,False,24,32,4,5,6,13,10,28,0.3571,
2016,San Francisco,146,False,False,22,34,2,10,7,14,9,33,0.2727,
2016,CSUN,147,False,False,33,22,0,6,6,4,6,16,0.375,
2016,Delaware,148,False,False,32,22,0,4,4,5,4,13,0.3077,
2016,Texas St.,149,False,False,31,28,1,7,8,7,9,23,0.3913,
2016,Stetson,150,True,False,29,29,0,9,4,6,4,19,0.2105,
2016,Holy Cross,151,False,False,30,27,1,2,2,9,3,14,0.2143,
2016,UCF,152,False,False,26,33,3,20,1,5,4,29,0.1379,
2016,ULM,153,False,False,20,35,2,14,7,10,9,33,0.2727,
2016,North Dakota St.,154,False,False,29,25,4,5,3,2,7,14,0.5,
2016,UC Riverside,155,False,False,26,29,3,5,7,8,10,23,0.4348,
2016,Omaha,156,False,False,28,28,0,5,3,3,3,11,0.2727,
2016,Oakland,157,False,False,23,27,3,2,3,11,6,19,0.3158,
2016,UAB,158,False,False,21,34,6,17,2,5,8,30,0.2667,
2016,Stony Brook,159,False,False,27,27,2,7,1,7,3,17,0.1765,
2016,Longwood,160,False,False,32,27,1,10,2,3,3,16,0.1875,
2016,Sacred Heart,161,False,False,30,28,2,7,0,3,2,12,0.1667,
2016,Gardner-Webb,162,False,False,37,21,0,7,0,1,0,8,0.0,
2016,Bethune-Cookman,163,True,False,29,25,0,7,1,5,1,13,0.0769,
2016,Charlotte,164,False,False,23,32,5,13,2,6,7,26,0.2692,
2016,Campbell,165,False,False,26,27,1,6,1,4,2,12,0.1667,
2016,Kennesaw St.,166,False,False,29,27,1,2,7,7,8,17,0.4706,
2016,Miami (OH),167,False,False,27,29,1,3,0,7,1,11,0.0909,
2016,Sacramento St.,168,False,False,30,28,2,5,1,3,3,11,0.2727,
2016,UMBC,169,False,False,28,23,0,4,3,1,3,8,0.375,
2016,Middle Tenn.,170,False,False,20,35,5,12,2,6,7,25,0.28,
2016,Purdue Fort Wayne,171,False,False,33,26,1,3,2,3,3,9,0.3333,
2016,Georgetown,172,False,False,25,29,2,5,1,2,3,10,0.3,
2016,Northeastern,173,False,False,31,27,3,6,4,2,7,15,0.4667,
2016,Air Force,174,False,False,30,27,0,3,3,8,3,14,0.2143,
2016,UIC,175,False,False,25,30,0,10,5,8,5,23,0.2174,
2016,Nicholls,176,False,False,26,30,5,11,2,7,7,25,0.28,
2016,Davidson,177,False,False,28,26,0,6,2,1,2,9,0.2222,
2016,Ball St.,178,False,False,32,26,1,5,1,4,2,11,0.1818,
2016,South Fla.,179,False,False,24,33,4,9,3,10,7,26,0.2692,
2016,Winthrop,180,False,False,28,27,0,3,2,4,2,9,0.2222,
2016,Hawaii,181,False,False,23,30,2,7,4,12,6,25,0.24,
2016,Wichita St.,182,False,False,21,37,2,15,6,13,8,36,0.2222,
2016,Fairfield,183,True,False,32,24,0,6,0,1,0,7,0.0,
2016,Monmouth,184,False,False,30,27,3,6,1,1,4,11,0.3636,
2016,James Madison,185,False,False,24,31,2,7,2,2,4,13,0.3077,
2016,Washington St.,185,False,False,19,35,3,4,6,15,9,28,0.3214,
2016,Tennessee Tech,187,False,False,31,24,0,0,2,6,2,8,0.25,
2016,Columbia,188,False,False,17,24,1,5,3,8,4,17,0.2353,
2016,Belmont,189,False,False,33,27,2,2,2,6,4,12,0.3333,
2016,Lipscomb,190,False,False,31,27,1,10,1,1,2,13,0.1538,
2016,Houston Christian,191,False,False,24,29,0,7,3,8,3,18,0.1667,
2016,Murray St.,192,False,False,27,29,1,4,1,11,2,17,0.1176,
2016,Santa Clara,193,False,False,23,29,2,7,4,7,6,20,0.3,
2016,San Diego St.,194,False,False,21,38,2,11,6,9,8,28,0.2857,
2016,UTSA,195,False,False,17,34,4,10,6,10,10,30,0.3333,
2016,Kansas,196,False,False,20,35,1,12,6,18,7,37,0.1892,
2016,Eastern Mich.,197,False,False,23,36,1,11,2,7,3,21,0.1429,
2016,Wofford,198,False,False,30,28,0,2,3,6,3,11,0.2727,
2016,Richmond,199,False,False,28,24,2,4,0,1,2,7,0.2857,
2016,Canisius,200,False,False,32,27,3,4,0,4,3,11,0.2727,
2016,Virginia Tech,201,False,False,19,36,5,20,2,1,7,28,0.25,
2016,Fordham,202,False,False,29,29,0,3,0,3,0,6,0.0,
2016,Central Conn. St.,203,False,False,23,34,2,9,3,4,5,18,0.2778,
2016,Grand Canyon,204,False,False,25,28,0,3,4,7,4,14,0.2857,
2016,Radford,205,False,False,19,39,0,8,2,17,2,27,0.0741,
2016,Memphis,206,False,False,22,39,3,7,7,15,10,32,0.3125,
2016,Yale,207,False,False,19,28,0,5,1,4,1,10,0.1,
2016,South Dakota St.,208,False,False,22,35,1,11,1,4,2,17,0.1176,
2016,NIU,209,False,False,24,32,0,7,3,6,3,16,0.1875,
2016,UAlbany,210,False,False,23,30,1,5,0,5,1,11,0.0909,
2016,Eastern Ky.,211,False,False,24,31,2,4,3,8,5,17,0.2941,
2016,Toledo,212,False,False,19,38,2,11,2,11,4,26,0.1538,
2016,Elon,213,False,False,25,29,1,5,1,9,2,16,0.125,
2016,Presbyterian,214,False,False,27,30,0,5,0,5,0,10,0.0,
2016,George Washington,215,False,False,24,33,2,6,1,6,3,15,0.2,
2016,Manhattan,216,False,False,24,31,0,3,1,5,1,9,0.1111,
2016,Western Mich.,217,True,False,22,32,1,4,2,4,3,11,0.2727,
2016,Abilene Christian,218,False,False,16,37,1,17,0,9,1,27,0.037,
2016,Central Mich.,219,False,False,24,37,0,3,3,16,3,22,0.1364,
2016,Illinois St.,220,False,False,17,37,2,9,3,13,5,27,0.1852,
2016,St. Bonaventure,221,False,False,26,22,0,3,0,3,0,6,0.0,
2016,UMass Lowell,222,False,False,20,32,0,6,1,3,1,10,0.1,
2016,A&M-Corpus Christi,223,False,False,19,32,0,7,3,11,3,21,0.1429,
2016,Dartmouth,224,False,False,18,25,0,5,0,5,0,10,0.0,
2016,Quinnipiac,225,False,False,21,31,2,2,2,4,4,10,0.4,
2016,Georgia St.,226,False,False,24,31,0,5,4,7,4,16,0.25,
2016,Maine,227,False,False,20,35,1,6,1,2,2,10,0.2,
2016,USC Upstate,228,False,False,22,30,0,8,0,0,0,8,0.0,
2016,Towson,229,False,False,20,35,0,6,3,3,3,12,0.25,
2016,UC Davis,230,False,False,17,36,2,8,2,7,4,19,0.2105,
2016,Lehigh,231,False,False,25,29,0,3,1,4,1,8,0.125,
2016,Pacific,232,False,False,22,30,2,4,3,11,5,20,0.25,
2016,Portland,233,False,False,17,37,1,3,4,17,5,25,0.2,
2016,Saint Louis,234,False,False,25,31,1,6,0,6,1,13,0.0769,
2016,Northern Ky.,235,False,False,20,34,2,2,4,11,6,19,0.3158,
2016,Ohio,236,False,False,23,29,1,0,3,5,4,9,0.4444,
2016,Penn,237,False,False,19,22,1,2,1,3,2,7,0.2857,
2016,Ark.-Pine Bluff,238,False,False,22,25,0,2,0,10,0,12,0.0,
2016,Dayton,239,False,False,19,36,1,4,1,7,2,13,0.1538,
2016,Buffalo,240,False,False,21,31,0,6,0,1,0,7,0.0,
2016,Brown,241,False,False,15,24,0,5,0,2,0,7,0.0,
2016,San Jose St.,242,False,False,17,39,1,6,4,10,5,21,0.2381,
2016,App State,243,False,False,18,36,1,7,2,6,3,16,0.1875,
2016,Villanova,244,False,False,20,32,0,5,1,11,1,17,0.0588,
2016,Harvard,245,False,False,17,24,1,3,0,3,1,7,0.1429,
2016,Charleston So.,246,False,False,19,34,1,9,2,5,3,17,0.1765,
2016,Siena,247,False,False,25,32,1,2,0,2,1,5,0.2,
2016,FDU,248,False,False,28,28,1,4,0,0,1,5,0.2,
2016,ETSU,249,False,False,27,30,0,3,4,3,4,10,0.4,
2016,Marist,250,False,False,24,27,0,3,1,3,1,7,0.1429,
2016,Texas Southern,250,False,False,24,26,0,6,1,2,1,9,0.1111,
2016,Jackson St.,252,False,False,34,26,0,1,0,5,0,6,0.0,
2016,UT Martin,253,False,False,19,35,0,3,2,10,2,15,0.1333,
2016,Western Ill.,254,False,False,14,36,0,4,1,12,1,17,0.0588,
2016,Massachusetts,255,False,False,18,27,0,2,2,3,2,7,0.2857,
2016,Hofstra,256,False,False,15,37,0,9,3,2,3,14,0.2143,
2016,Grambling,257,False,False,22,27,0,7,0,3,0,10,0.0,
2016,Army West Point,258,False,False,16,32,0,3,0,4,0,7,0.0,
2016,Cornell,259,False,False,14,24,0,0,1,1,1,2,0.5,
2016,CSU Bakersfield,260,False,False,19,37,1,3,0,18,1,22,0.0455,
2016,LIU,261,False,False,19,35,1,8,0,0,1,9,0.1111,
2016,Youngstown St.,262,False,False,14,38,0,5,3,14,3,22,0.1364,
2016,Northwestern,263,False,False,15,39,2,5,4,19,6,30,0.2,
2016,Bucknell,264,False,False,18,34,0,1,2,7,2,10,0.2,
2016,Wagner,265,False,False,19,33,0,9,0,0,0,9,0.0,
2016,VMI,266,False,False,21,35,0,3,2,7,2,12,0.1667,
2016,Bowling Green,267,False,False,17,37,1,4,0,7,1,12,0.0833,
2016,Eastern Ill.,268,False,False,15,39,0,8,1,11,1,20,0.05,
2016,The Citadel,269,False,False,17,42,0,6,1,6,1,13,0.0769,
2016,NJIT,270,False,False,17,36,0,0,0,11,0,11,0.0,
2016,Northern Colo.,271,False,False,16,34,0,3,1,5,1,9,0.1111,
2016,Lafayette,272,False,False,14,29,0,0,0,1,0,1,0.0,
2016,Norfolk St.,273,False,False,29,21,0,2,0,2,0,4,0.0,
2016,Butler,274,False,False,14,40,1,5,0,8,1,14,0.0714,
2016,UIW,275,False,False,13,38,0,7,3,15,3,25,0.12,
2016,Rider,276,False,False,18,33,0,0,0,3,0,3,0.0,
2016,UTRGV,277,False,False,21,28,1,3,1,5,2,10,0.2,
2016,Niagara,278,False,False,16,37,0,8,1,8,1,17,0.0588,
2016,Purdue,279,False,False,10,44,1,8,1,19,2,29,0.069,
2016,George Mason,280,False,False,19,35,1,4,0,1,1,6,0.1667,
2016,New York Tech,281,False,False,17,26,0,0,0,2,0,2,0.0,
2016,N.C. Central,282,False,False,25,30,0,2,0,3,0,5,0.0,
2016,La Salle,283,False,False,15,39,0,0,0,5,0,5,0.0,
2016,SIUE,284,False,False,9,40,0,6,0,5,0,11,0.0,
2016,Alcorn,285,False,False,16,36,0,6,0,8,0,14,0.0,
2016,Southern U.,286,False,False,14,32,1,6,0,1,1,8,0.125,
2016,Iona,287,False,False,11,39,0,3,0,1,0,4,0.0,
2016,UNC Asheville,288,False,False,16,38,1,0,1,4,2,6,0.3333,
2016,North Dakota,289,False,False,8,37,0,6,4,2,4,12,0.3333,
2016,N.C. A&T,290,False,False,13,41,0,3,0,3,0,6,0.0,
2016,Savannah St.,291,False,False,12,40,0,2,1,6,1,9,0.1111,
2016,Chicago St.,292,False,False,13,42,0,1,0,5,0,6,0.0,
2016,Mount St. Mary's,293,False,False,11,37,0,5,0,3,0,8,0.0,
2016,Delaware St.,294,False,False,13,37,0,0,0,2,0,2,0.0,
2016,Prairie View,295,False,False,10,32,0,7,0,0,0,7,0.0,
2016,Alabama A&M,296,False,False,13,44,0,1,1,5,1,7,0.1429,
2016,UMES,297,False,False,16,32,0,1,1,2,1,4,0.25,
2016,Saint Peter's,298,False,False,10,42,0,1,0,2,0,3,0.0,
2016,Mississippi Val.,299,False,False,6,36,0,3,0,6,0,9,0.0,
2016,Coppin St.,300,False,False,14,38,0,0,0,0,0,0,0.0,
2017,Oregon St.,1,True,True,49,4,13,1,16,1,29,31,0.9355,
2017,North Carolina,2,True,True,47,12,15,4,17,6,32,42,0.7619,
2017,Florida,3,True,True,42,16,15,11,13,4,28,43,0.6512,
2017,LSU,4,True,True,43,17,12,9,13,6,25,40,0.625,
2017,Texas Tech,5,True,True,43,15,16,10,13,3,29,42,0.6905,
2017,Louisville,6,True,True,47,10,12,8,7,1,19,28,0.6786,
2017,TCU,7,True,True,42,16,16,10,13,2,29,41,0.7073,
2017,Kentucky,8,True,True,39,20,17,14,6,3,23,40,0.575,
2017,Stanford,9,True,True,40,14,12,9,16,4,28,41,0.6829,
2017,Florida St.,10,True,True,39,20,13,16,9,2,22,40,0.55,
2017,Southern Miss.,11,True,True,48,14,11,5,16,6,27,38,0.7105,
2017,Clemson,12,True,True,39,19,8,13,11,3,19,35,0.5429,
2017,Arkansas,13,True,True,42,17,18,13,4,3,22,38,0.5789,
2017,Long Beach St.,14,True,True,37,17,9,7,3,5,12,24,0.5,
2017,Virginia,15,True,False,42,14,6,7,10,4,16,27,0.5926,
2017,Wake Forest,16,True,True,39,18,8,9,8,3,16,28,0.5714,
2017,Houston,17,True,True,40,19,10,9,9,7,19,35,0.5429,
2017,Texas,18,True,False,37,22,12,17,10,4,22,43,0.5116,
2017,Baylor,19,True,False,34,21,20,14,3,3,23,40,0.575,
2017,West Virginia,20,True,False,34,24,15,17,8,6,23,46,0.5,
2017,UCF,21,True,False,40,20,8,10,13,7,21,38,0.5526,
2017,South Fla.,22,True,False,41,17,9,8,8,5,17,30,0.5667,
2017,Arizona,23,True,False,37,19,4,10,11,6,15,31,0.4839,
2017,Oklahoma,24,True,False,34,22,11,17,4,4,15,36,0.4167,
2017,Vanderbilt,25,True,False,33,22,10,12,10,5,20,37,0.5405,
2017,Missouri St.,26,True,False,40,17,5,7,6,3,11,21,0.5238,
2017,Indiana,27,True,False,33,22,4,7,12,9,16,32,0.5,
2017,Southeastern La.,28,True,False,36,20,6,7,10,5,16,28,0.5714,
2017,Mississippi St.,29,True,False,36,24,14,14,8,7,22,43,0.5116,
2017,South Alabama,30,True,False,39,19,4,12,4,4,8,24,0.3333,
2017,NC State,31,True,False,34,23,8,10,8,8,16,34,0.4706,
2017,South Carolina,32,False,False,35,25,13,19,4,0,17,36,0.4722,
2017,St. John's (NY),33,True,False,42,11,2,0,7,4,9,13,0.6923,
2017,FGCU,34,True,False,42,18,5,4,5,6,10,20,0.5,
2017,Michigan,35,True,False,42,15,7,7,8,2,15,24,0.625,
2017,Maryland,36,True,False,37,21,5,9,7,4,12,25,0.48,
2017,McNeese,37,False,False,37,20,4,12,5,2,9,23,0.3913,
2017,Ole Miss,38,False,False,32,25,9,19,4,3,13,35,0.3714,
2017,Miami (FL),39,False,False,31,27,7,15,9,4,16,35,0.4571,
2017,UConn,40,False,False,33,25,6,12,8,4,14,30,0.4667,
2017,Oklahoma St.,41,True,False,30,25,14,16,5,2,19,37,0.5135,
2017,Rice,42,True,False,31,29,14,16,4,5,18,39,0.4615,
2017,Texas A&M,43,True,False,36,21,10,15,6,5,16,36,0.4444,
2017,Nebraska,44,True,False,35,20,5,6,10,7,15,28,0.5357,
2017,Cal St. Fullerton,45,True,False,34,21,6,8,10,5,16,29,0.5517,
2017,Yale,46,True,False,32,16,0,2,2,6,2,10,0.2,
2017,Louisiana Tech,47,False,False,36,20,7,11,8,4,15,30,0.5,
2017,Auburn,48,True,False,35,24,11,11,8,3,19,33,0.5758,
2017,Sam Houston,49,True,False,40,20,8,5,4,10,12,27,0.4444,
2017,DBU,50,True,False,40,19,4,10,6,4,10,24,0.4167,
2017,Old Dominion,51,False,False,37,21,5,7,13,6,18,31,0.5806,
2017,Gonzaga,52,False,False,33,20,4,8,13,8,17,33,0.5152,
2017,Missouri,53,False,False,36,23,9,15,4,5,13,33,0.3939,
2017,Binghamton,54,False,False,30,13,0,3,5,2,5,10,0.5,
2017,UCLA,55,True,False,30,25,6,9,15,7,21,37,0.5676,
2017,San Diego,56,False,False,35,18,6,10,6,4,12,26,0.4615,
2017,BYU,57,True,False,37,19,4,6,9,4,13,23,0.5652,
2017,Fla. Atlantic,58,False,False,35,21,5,10,9,5,14,29,0.4828,
2017,Coastal Carolina,59,False,False,37,19,2,7,4,2,6,15,0.4,
2017,Charlotte,60,False,False,34,24,6,7,10,11,16,34,0.4706,
2017,Kansas,61,False,False,30,28,11,17,4,4,15,36,0.4167,
2017,Oral Roberts,62,True,False,42,14,3,4,3,4,6,14,0.4286,
2017,Jacksonville,63,False,False,36,24,6,13,4,3,10,26,0.3846,
2017,Louisiana,64,False,False,35,21,10,9,5,4,15,28,0.5357,
2017,Tennessee,65,False,False,27,25,6,11,5,9,11,31,0.3548,
2017,California,66,False,False,25,29,5,21,4,4,9,34,0.2647,
2017,LMU (CA),67,False,False,38,18,3,3,10,8,13,24,0.5417,
2017,Minnesota,68,False,False,36,21,9,7,4,3,13,23,0.5652,
2017,Utah,69,False,False,27,24,6,9,4,6,10,25,0.4,
2017,Iowa,70,True,False,38,20,7,5,4,3,11,19,0.5789,
2017,Michigan St.,70,False,False,29,23,1,10,2,7,3,20,0.15,
2017,Rhode Island,72,False,False,31,22,2,5,6,4,8,17,0.4706,
2017,New Mexico,73,False,False,30,27,4,12,6,6,10,28,0.3571,
2017,Xavier,74,True,False,32,25,4,12,5,5,9,26,0.3462,
2017,Saint Mary's (CA),75,False,False,37,20,4,7,4,5,8,20,0.4,
2017,Bethune-Cookman,76,True,False,33,23,2,8,4,6,6,20,0.3,
2017,Mercer,77,False,False,39,17,0,0,7,4,7,11,0.6364,
