year,sport,national_seed,host_city,host_state,host_team,regional_seed,team
2022,softball,7,Stillwater,OK,Oklahoma State,2,Nebraska
2022,softball,7,Stillwater,OK,Oklahoma State,3,North Texas
2022,softball,7,Stillwater,OK,Oklahoma State,4,Clemson
2022,softball,8,Tempe,AZ,Arizona State,1,Arizona State
2022,softball,8,Tempe,AZ,Arizona State,2,San Diego State
2022,softball,8,Tempe,AZ,Arizona State,3,Cal State Fullerton
2022,softball,8,Tempe,AZ,Arizona State,4,Northwestern
2022,softball,9,Knoxville,TN,Tennessee,1,Tennessee
2022,softball,9,Knoxville,TN,Tennessee,2,Indiana
2022,softball,9,Knoxville,TN,Tennessee,3,Ohio State
2022,softball,9,Knoxville,TN,Tennessee,4,Campbell
2022,softball,10,Gainesville,FL,Florida,1,Florida
2022,softball,10,Gainesville,FL,Florida,2,Georgia Tech
2022,softball,10,Gainesville,FL,Florida,3,Wisconsin
2022,softball,10,Gainesville,FL,Florida,4,Canisius
2022,softball,11,Baton Rouge,LA,LSU,1,LSU
2022,softball,11,Baton Rouge,LA,LSU,2,Louisiana
2022,softball,11,Baton Rouge,LA,LSU,3,McNeese
2022,softball,11,Baton Rouge,LA,LSU,4,UL Monroe
2022,softball,12,Austin,TX,Texas,1,Texas
2022,softball,12,Austin,TX,Texas,2,Baylor
2022,softball,12,Austin,TX,Texas,3,Texas State
2022,softball,12,Austin,TX,Texas,4,Saint Francis (PA)
2022,softball,13,Seattle,WA,Washington,1,Washington
2022,softball,13,Seattle,WA,Washington,2,Michigan
2022,softball,13,Seattle,WA,Washington,3,Portland State
2022,softball,13,Seattle,WA,Washington,4,Weber State
2022,softball,14,Durham,NC,Duke,1,Duke
2022,softball,14,Durham,NC,Duke,2,UCF
2022,softball,14,Durham,NC,Duke,3,Georgia
2022,softball,14,Durham,NC,Duke,4,UMBC
2022,softball,15,Columbia,SC,South Carolina,1,South Carolina
2022,softball,15,Columbia,SC,South Carolina,2,Clemson
2022,softball,15,Columbia,SC,South Carolina,3,Auburn
2022,softball,15,Columbia,SC,South Carolina,4,Monmouth
2022,softball,16,Starkville,MS,Mississippi State,1,Mississippi State
2022,softball,16,Starkville,MS,Mississippi State,2,Arizona
2022,softball,16,Starkville,MS,Mississippi State,3,BYU
2022,softball,16,Starkville,MS,Mississippi State,4,UTEP
2021,softball,1,Norman,OK,Oklahoma,1,Oklahoma
2021,softball,1,Norman,OK,Oklahoma,2,Wichita State
2021,softball,1,Norman,OK,Oklahoma,3,Texas A&M
2021,softball,1,Norman,OK,Oklahoma,4,Morgan State
2021,softball,2,Los Angeles,CA,UCLA,1,UCLA
2021,softball,2,Los Angeles,CA,UCLA,2,Fresno State
2021,softball,2,Los Angeles,CA,UCLA,3,Minnesota
2021,softball,2,Los Angeles,CA,UCLA,4,Long Beach State
2021,softball,3,Tuscaloosa,AL,Alabama,1,Alabama
2021,softball,3,Tuscaloosa,AL,Alabama,2,Clemson
2021,softball,3,Tuscaloosa,AL,Alabama,3,Troy
2021,softball,3,Tuscaloosa,AL,Alabama,4,Alabama State
2021,softball,4,Gainesville,FL,Florida,1,Florida
2021,softball,4,Gainesville,FL,Florida,2,South Alabama
2021,softball,4,Gainesville,FL,Florida,3,Baylor
2021,softball,4,Gainesville,FL,Florida,4,South Florida
2021,softball,5,Stillwater,OK,Oklahoma State,1,Oklahoma State
2021,softball,5,Stillwater,OK,Oklahoma State,2,Mississippi State
2021,softball,5,Stillwater,OK,Oklahoma State,3,Campbell
2021,softball,5,Stillwater,OK,Oklahoma State,4,Boston University
2021,softball,6,Fayetteville,AR,Arkansas,1,Arkansas
2021,softball,6,Fayetteville,AR,Arkansas,2,Stanford
2021,softball,6,Fayetteville,AR,Arkansas,3,South Dakota State
2021,softball,6,Fayetteville,AR,Arkansas,4,Manhattan
2021,softball,7,Baton Rouge,LA,LSU,1,LSU
2021,softball,7,Baton Rouge,LA,LSU,2,Louisiana
2021,softball,7,Baton Rouge,LA,LSU,3,McNeese State
2021,softball,7,Baton Rouge,LA,LSU,4,George Washington
2021,softball,8,Columbia,MO,Missouri,1,Missouri
2021,softball,8,Columbia,MO,Missouri,2,Iowa State
2021,softball,8,Columbia,MO,Missouri,3,Northern Iowa
2021,softball,8,Columbia,MO,Missouri,4,UIC
2021,softball,9,Knoxville,TN,Tennessee,1,Tennessee
2021,softball,9,Knoxville,TN,Tennessee,2,James Madison
2021,softball,9,Knoxville,TN,Tennessee,3,Liberty
2021,softball,9,Knoxville,TN,Tennessee,4,Eastern Kentucky
2021,softball,10,Tallahassee,FL,Florida State,1,Florida State
2021,softball,10,Tallahassee,FL,Florida State,2,UCF
2021,softball,10,Tallahassee,FL,Florida State,3,Auburn
2021,softball,10,Tallahassee,FL,Florida State,4,Kennesaw State
2021,softball,11,Tucson,AZ,Arizona,1,Arizona
2021,softball,11,Tucson,AZ,Arizona,2,Ole Miss
2021,softball,11,Tucson,AZ,Arizona,3,Villanova
2021,softball,11,Tucson,AZ,Arizona,4,UMBC
2021,softball,12,Austin,TX,Texas,1,Texas
2021,softball,12,Austin,TX,Texas,2,Texas State
2021,softball,12,Austin,TX,Texas,3,Oregon
2021,softball,12,Austin,TX,Texas,4,Saint Francis (PA)
2021,softball,13,Athens,GA,Duke,1,Duke
2021,softball,13,Athens,GA,Duke,2,Georgia
2021,softball,13,Athens,GA,Duke,3,Western Kentucky
2021,softball,13,Athens,GA,Duke,4,UNC Greensboro
2021,softball,14,Lexington,KY,Kentucky,1,Kentucky
2021,softball,14,Lexington,KY,Kentucky,2,Northwestern
2021,softball,14,Lexington,KY,Kentucky,3,Notre Dame
2021,softball,14,Lexington,KY,Kentucky,4,Miami (OH)
2021,softball,15,Tempe,AZ,Arizona State,1,Arizona State
2021,softball,15,Tempe,AZ,Arizona State,2,Virginia Tech
2021,softball,15,Tempe,AZ,Arizona State,3,BYU
2021,softball,15,Tempe,AZ,Arizona State,4,Southern Illinois
2021,softball,16,Seattle,WA,Washington,1,Washington
2021,softball,16,Seattle,WA,Washington,2,Michigan
2021,softball,16,Seattle,WA,Washington,3,Seattle
2021,softball,16,Seattle,WA,Washington,4,Portland State
