year,team_rpi_name,team_canonical,rpi_rank,rpi_value,w,l,in_tournament,is_host,host_seed
2013,North Carolina,North Carolina,1,0.64152,52,8,True,True,1.0
2013,Vanderbilt,Vanderbilt,2,0.63253,51,9,True,True,2.0
2013,Virginia,Virginia,3,0.63026,47,10,True,True,6.0
2013,LSU,LSU,4,0.62211,52,9,True,True,4.0
2013,Oregon St.,Oregon State,5,0.61772,45,10,True,True,3.0
2013,Cal St. Fullerton,Cal State Fullerton,6,0.61597,48,8,True,True,5.0
2013,NC State,NC State,7,0.60882,44,14,True,True,10.0
2013,Florida St.,Florida State,8,0.60658,44,15,True,True,7.0
2013,Oregon,Oregon,9,0.6052,45,14,True,True,8.0
2013,Mississippi St.,Mississippi State,10,0.5994,43,17,True,True,14.0
2013,Virginia Tech,Virginia Tech,11,0.59448,38,20,True,True,12.0
2013,Indiana,Indiana,12,0.59101,43,14,True,True,15.0
2013,South Carolina,South Carolina,13,0.58818,39,18,True,True,9.0
2013,Clemson,Clemson,14,0.58475,39,20,True,False,
2013,UCLA,UCLA,15,0.58274,39,17,True,True,11.0
2013,Louisville,Louisville,16,0.58189,46,12,True,True,16.0
2013,Miami (FL),Miami (FL),17,0.58075,36,23,True,False,
2013,Kansas St.,Kansas State,18,0.58071,41,17,True,True,13.0
2013,South Alabama,South Alabama,19,0.57995,42,18,True,False,
2013,Ole Miss,Ole Miss,20,0.57711,37,22,True,False,
2013,Arizona St.,Arizona State,21,0.56866,35,20,True,False,
2013,Louisiana,Louisiana-Lafayette,22,0.56854,41,18,True,False,
2013,Austin Peay,Austin Peay,23,0.56774,45,13,True,False,
2013,Georgia Tech,Georgia Tech,24,0.56773,34,25,True,False,
2013,Fla. Atlantic,Florida Atlantic,25,0.56315,39,20,True,False,
2013,Cal Poly,Cal Poly,26,0.56306,39,17,True,False,
2013,Alabama,Alabama,27,0.56218,34,26,True,False,
2013,Mercer,Mercer,28,0.55713,43,16,True,False,
2013,Arkansas,Arkansas,29,0.55702,37,20,True,False,
2013,UNCW,UNC Wilmington,30,0.5564,37,21,True,False,
2013,Oklahoma,Oklahoma,31,0.55598,40,19,True,False,
2013,Texas A&M,Texas A&M,32,0.55563,32,27,True,False,
2013,Illinois,Illinois,33,0.55516,34,18,True,False,
2013,Nebraska,Nebraska,34,0.55515,29,30,False,False,
2013,Notre Dame,Notre Dame,35,0.55476,34,24,False,False,
2013,Rice,Rice,36,0.55452,41,17,True,False,
2013,Michigan St.,Michigan State,37,0.5539,33,17,False,False,
2013,Auburn,Auburn,38,0.55208,33,23,False,False,
2013,Florida,Florida,39,0.55193,29,28,True,False,
2013,Seton Hall,Seton Hall,40,0.55184,37,19,False,False,
2013,Maryland,Maryland,41,0.55182,30,25,False,False,
2013,Troy,Troy,42,0.55158,40,18,True,False,
2013,Campbell,Campbell,43,0.55153,49,10,False,False,
2013,Sam Houston,Sam Houston,44,0.55098,37,20,True,False,
2013,Bryant,Bryant,45,0.5509,44,16,True,False,
2013,San Diego,San Diego,46,0.54999,35,23,True,False,
2013,William & Mary,William & Mary,47,0.54944,37,22,True,False,
2013,Kentucky,Kentucky,48,0.5474,30,25,False,False,
2013,Oklahoma St.,Oklahoma State,49,0.54731,39,17,True,False,
2013,Southeastern La.,Southeastern Louisiana,50,0.54701,36,24,False,False,
2013,San Francisco,San Francisco,51,0.5469,34,22,True,False,
2013,Illinois St.,Illinois State,52,0.54686,39,19,False,False,
2013,Creighton,Creighton,53,0.54652,30,18,False,False,
2013,New Mexico,New Mexico,54,0.54619,37,20,True,False,
2013,Coastal Carolina,Coastal Carolina,55,0.54599,37,21,True,False,
2013,Liberty,Liberty,56,0.54483,34,27,True,False,
2013,Central Ark.,Central Arkansas,57,0.54389,39,20,True,False,
2013,BYU,BYU,58,0.54281,32,21,False,False,
2013,Kansas,Kansas,59,0.54274,34,25,False,False,
2013,Western Caro.,Western Carolina,60,0.54202,39,20,False,False,
2013,UC Santa Barbara,UC Santa Barbara,61,0.54137,34,23,True,False,
2013,Wake Forest,Wake Forest,62,0.54059,28,27,False,False,
2013,Ohio St.,Ohio State,63,0.54001,35,23,False,False,
2013,Arizona,Arizona,64,0.53991,34,21,False,False,
2013,Saint Louis,Saint Louis,65,0.53986,41,19,True,False,
2013,Pittsburgh,Pittsburgh,66,0.53961,42,17,False,False,
2013,Houston,Houston,67,0.53773,36,22,False,False,
2013,North Florida,North Florida,68,0.53739,40,19,False,False,
2013,Rutgers,Rutgers,69,0.53737,28,30,False,False,
2013,Stanford,Stanford,70,0.53652,32,22,False,False,
2013,Texas,Texas,71,0.53637,27,24,False,False,
2013,Lamar University,Lamar University,72,0.53629,39,20,False,False,
2013,Belmont,Belmont,73,0.53568,38,20,False,False,
2013,Long Beach St.,Long Beach State,74,0.53526,29,27,False,False,
2013,South Fla.,South Florida,75,0.53476,36,22,False,False,
2013,A&M-Corpus Christi,A&M-Corpus Christi,76,0.53412,33,24,False,False,
2013,Duke,Duke,77,0.53339,26,29,False,False,
2013,Tennessee Tech,Tennessee Tech,78,0.53291,40,17,False,False,
2013,The Citadel,The Citadel,79,0.53277,35,25,False,False,
2013,Elon,Elon,80,0.53256,32,28,True,False,
2013,Baylor,Baylor,81,0.53224,27,28,False,False,
2013,West Virginia,West Virginia,82,0.53171,33,26,False,False,
2013,UNLV,UNLV,83,0.53167,37,20,False,False,
2013,UC Irvine,UC Irvine,84,0.53053,33,22,False,False,
2013,Wichita St.,Wichita State,85,0.53043,39,26,True,False,
2013,Kent St.,Kent State,86,0.5298,36,23,False,False,
2013,ETSU,East Tennessee State,87,0.52912,36,22,True,False,
2013,East Carolina,East Carolina,88,0.52906,31,26,False,False,
2013,Canisius,Canisius,89,0.52849,42,15,True,False,
2013,UConn,Connecticut,90,0.5283,34,26,True,False,
2013,FGCU,Florida Gulf Coast,91,0.52791,37,20,False,False,
2013,Towson,Towson,92,0.52778,29,28,True,False,
2013,App State,Appalachian State,93,0.52741,30,24,False,False,
2013,Memphis,Memphis,94,0.52718,35,24,False,False,
2013,San Diego St.,San Diego State,95,0.5267,31,29,True,False,
2013,Middle Tenn.,Middle Tenn.,96,0.52663,28,28,False,False,
2013,CSU Bakersfield,Cal State Bakersfield,97,0.52634,37,22,False,False,
2013,Delaware,Delaware,98,0.5259,33,22,False,False,
2013,Minnesota,Minnesota,99,0.52539,32,22,False,False,
2013,Washington,Washington,100,0.52528,24,32,False,False,
2013,Milwaukee,Milwaukee,101,0.52494,29,21,False,False,
2013,Bethune-Cookman,Bethune-Cookman,102,0.52487,34,25,False,False,
2013,Columbia,Columbia,103,0.52471,27,19,True,False,
2013,CSUN,CSUN,104,0.52375,31,26,False,False,
2013,Col. of Charleston,College of Charleston,105,0.52374,31,26,False,False,
2013,Oral Roberts,Oral Roberts,106,0.52341,25,32,False,False,
2013,TCU,TCU,107,0.52319,29,28,False,False,
2013,UTSA,UTSA,108,0.52235,35,23,True,False,
2013,Xavier,Xavier,109,0.52215,32,26,False,False,
2013,Southern Miss.,Southern Miss,110,0.52188,30,27,False,False,
2013,Charlotte,Charlotte,111,0.52158,37,23,False,False,
2013,Texas Tech,Texas Tech,111,0.52158,26,30,False,False,
2013,Gonzaga,Gonzaga,113,0.52091,32,21,False,False,
2013,Northeastern,Northeastern,114,0.52062,31,26,False,False,
2013,Old Dominion,Old Dominion,115,0.52052,30,24,False,False,
2013,Hofstra,Hofstra,116,0.52047,26,27,False,False,
2013,Pepperdine,Pepperdine,117,0.51815,27,24,False,False,
2013,Western Ky.,Western Kentucky,118,0.51779,28,29,False,False,
2013,Rhode Island,Rhode Island,119,0.51761,35,24,False,False,
2013,Jacksonville St.,Jacksonville State,120,0.51685,32,26,False,False,
2013,Dartmouth,Dartmouth,121,0.51666,32,9,False,False,
2013,California,California,122,0.51506,23,31,False,False,
2013,Missouri St.,Missouri State,123,0.5149,31,23,False,False,
2013,LMU (CA),Loyola Marymount,124,0.51488,24,27,False,False,
2013,Tennessee,Tennessee,125,0.51484,22,30,False,False,
2013,Furman,Furman,126,0.51442,32,25,False,False,
2013,South Dakota St.,South Dakota State,127,0.51431,35,22,True,False,
2013,SFA,Stephen F. Austin,128,0.514,28,29,False,False,
2013,Maine,Maine,129,0.51326,37,22,False,False,
2013,Texas St.,Texas State,130,0.51302,29,29,False,False,
2013,Georgia St.,Georgia St.,131,0.51291,35,21,False,False,
2013,Iowa,Iowa,132,0.51242,22,27,False,False,
2013,Tulane,Tulane,133,0.51204,30,28,False,False,
2013,High Point,High Point,134,0.51184,29,29,False,False,
2013,VCU,VCU,135,0.51172,28,26,False,False,
2013,Southern California,USC,136,0.51113,20,36,False,False,
2013,Presbyterian,Presbyterian,137,0.51005,24,32,False,False,
2013,Arkansas St.,Arkansas St.,138,0.50993,28,31,False,False,
2013,Monmouth,Monmouth,139,0.50991,30,24,False,False,
2013,Georgia,Georgia,140,0.50986,21,32,False,False,
2013,Radford,Radford,141,0.50963,30,26,False,False,
2013,Rider,Rider,142,0.50954,35,22,False,False,
2013,Kennesaw St.,Kennesaw State,143,0.50934,30,30,False,False,
2013,Missouri,Missouri,144,0.50766,18,32,False,False,
2013,Little Rock,Arkansas-Little Rock,145,0.50757,28,28,False,False,
2013,James Madison,James Madison,146,0.50679,25,30,False,False,
2013,UT Arlington,UT Arlington,147,0.50678,31,27,False,False,
2013,Longwood,Longwood,148,0.50545,26,28,False,False,
2013,Nicholls,Nicholls,149,0.50519,26,29,False,False,
2013,UCF,UCF,150,0.50507,29,30,False,False,
2013,Ga. Southern,Georgia Southern,151,0.50476,27,32,False,False,
2013,Michigan,Michigan,152,0.50436,29,27,False,False,
2013,Utah,Utah,153,0.50353,21,31,False,False,
2013,Omaha,Omaha,154,0.50323,27,22,False,False,
2013,Indiana St.,Indiana State,155,0.50319,26,25,False,False,
2013,FIU,Florida International,156,0.50169,26,32,False,False,
2013,Sacramento St.,Sacramento State,157,0.50143,34,25,False,False,
2013,Sacred Heart,Sacred Heart,158,0.50138,34,24,False,False,
2013,DBU,Dallas Baptist,159,0.50027,30,30,False,False,
2013,Washington St.,Washington State,160,0.49835,23,32,False,False,
2013,Butler,Butler,161,0.49828,25,27,False,False,
2013,St. John's (NY),St. John's,162,0.49826,23,35,False,False,
2013,Northwestern,Northwestern,163,0.49705,22,26,False,False,
2013,Valparaiso,Valparaiso,164,0.49695,31,26,True,False,
2013,Buffalo,Buffalo,165,0.49655,33,24,False,False,
2013,Richmond,Richmond,166,0.49627,31,24,False,False,
2013,UC Riverside,UC Riverside,167,0.4962,22,32,False,False,
2013,Siena,Siena,168,0.4955,27,30,False,False,
2013,Saint Joseph's,Saint Joseph's,169,0.49547,26,26,False,False,
2013,Eastern Ill.,Eastern Illinois,170,0.49525,22,27,False,False,
2013,New Mexico St.,New Mexico State,171,0.49271,29,28,False,False,
2013,Binghamton,Binghamton,172,0.49194,30,23,True,False,
2013,Marist,Marist,173,0.49153,27,24,False,False,
2013,UAB,UAB,174,0.4894,23,36,False,False,
2013,Evansville,Evansville,175,0.48912,24,34,False,False,
2013,Gardner-Webb,Gardner-Webb,176,0.4889,29,27,False,False,
2013,Boston College,Boston College,177,0.48673,12,40,False,False,
2013,Cornell,Cornell,178,0.48657,23,17,False,False,
2013,UAlbany,Albany,179,0.48637,23,25,False,False,
2013,Northern Colo.,Northern Colo.,180,0.48636,33,24,False,False,
2013,Southern Ill.,Southern Ill.,181,0.48577,25,33,False,False,
2013,Hawaii,Hawaii,182,0.48532,16,35,False,False,
2013,Ball St.,Ball State,183,0.48478,31,24,False,False,
2013,Houston Christian,Houston Christian,184,0.48477,34,24,False,False,
2013,Miami (OH),Miami (OH),185,0.4834,26,30,False,False,
2013,Toledo,Toledo,186,0.4831,25,33,False,False,
2013,North Dakota,North Dakota,187,0.48298,25,22,False,False,
2013,Savannah St.,Savannah State,188,0.48172,33,21,True,False,
2013,North Dakota St.,North Dakota State,189,0.48168,26,27,False,False,
2013,Central Mich.,Central Michigan,190,0.48019,25,32,False,False,
2013,Stetson,Stetson,191,0.48013,26,31,False,False,
2013,UTRGV,UT Rio Grande Valley,192,0.4796,28,30,False,False,
2013,Texas Southern,Texas Southern,193,0.47955,22,29,False,False,
2013,Eastern Mich.,Eastern Michigan,194,0.47937,26,28,False,False,
2013,Holy Cross,Holy Cross,195,0.47906,28,25,False,False,
2013,Delaware St.,Delaware St.,196,0.47874,33,15,False,False,
2013,Eastern Ky.,Eastern Kentucky,196,0.47874,23,34,False,False,
2013,Lipscomb,Lipscomb,198,0.47764,25,34,False,False,
2013,Bowling Green,Bowling Green,199,0.47741,24,29,True,False,
2013,Charleston So.,Charleston So.,200,0.47726,22,34,False,False,
2013,Army West Point,Army,201,0.47709,29,21,True,False,
2013,VMI,VMI,202,0.47655,20,35,False,False,
2013,Samford,Samford,203,0.47642,27,30,False,False,
2013,UIC,UIC,204,0.47541,27,28,False,False,
2013,Central Conn. St.,Central Connecticut State,205,0.47493,28,25,False,False,
2013,Portland,Portland,206,0.47477,18,36,False,False,
2013,USC Upstate,USC Upstate,207,0.47471,28,30,False,False,
2013,Wright St.,Wright State,208,0.47296,25,30,False,False,
2013,Purdue,Purdue,209,0.47149,17,34,False,False,
2013,McNeese,McNeese State,210,0.47067,23,31,False,False,
2013,Princeton,Princeton,211,0.47065,14,28,False,False,
2013,Southeast Mo. St.,Southeast Missouri State,212,0.46989,26,33,False,False,
2013,Davidson,Davidson,213,0.46969,18,31,False,False,
2013,UNC Asheville,UNC Asheville,214,0.46928,16,35,False,False,
2013,Nevada,Nevada,215,0.46923,25,32,False,False,
2013,Manhattan,Manhattan,216,0.46899,24,28,False,False,
2013,Georgetown,Georgetown,217,0.46845,25,28,False,False,
2013,Fresno St.,Fresno State,218,0.46829,23,33,False,False,
2013,Penn,Penn,219,0.46791,22,21,False,False,
2013,UNC Greensboro,UNC Greensboro,220,0.46737,24,31,False,False,
2013,Oakland,Oakland,221,0.46681,20,35,False,False,
2013,Stony Brook,Stony Brook,222,0.4665,25,34,False,False,
2013,Bradley,Bradley,223,0.46612,17,32,False,False,
2013,NIU,NIU,224,0.46605,22,34,False,False,
2013,Winthrop,Winthrop,225,0.46554,21,33,False,False,
2013,ULM,ULM,226,0.46508,18,36,False,False,
2013,Marshall,Marshall,227,0.46506,20,34,False,False,
2013,Seattle U,Seattle U,228,0.46462,20,33,False,False,
2013,Western Ill.,Western Ill.,229,0.46406,19,37,False,False,
2013,La Salle,La Salle,230,0.46377,24,29,False,False,
2013,Penn St.,Penn State,231,0.46228,14,36,False,False,
2013,Hartford,Hartford,232,0.46114,17,36,False,False,
2013,Utah Valley,Utah Valley,233,0.46105,24,30,False,False,
2013,Niagara,Niagara,234,0.46094,16,38,False,False,
2013,Jacksonville,Jacksonville,235,0.46085,17,38,False,False,
2013,Cincinnati,Cincinnati,236,0.46065,24,32,False,False,
2013,Alabama St.,Alabama State,237,0.46064,32,25,False,False,
2013,Jackson St.,Jackson State,238,0.4604,34,20,True,False,
2013,Northwestern St.,Northwestern State,239,0.46029,16,40,False,False,
2013,Navy,Navy,240,0.46014,28,23,False,False,
2013,George Mason,George Mason,241,0.46006,18,35,False,False,
2013,Southern U.,Southern University,242,0.4594,21,23,False,False,
2013,Wagner,Wagner,243,0.4588,24,31,False,False,
2013,George Washington,George Washington,244,0.4547,26,32,False,False,
2013,Fairfield,Fairfield,245,0.45391,20,29,False,False,
2013,Prairie View,Prairie View,246,0.45375,27,27,False,False,
2013,UC Davis,UC Davis,247,0.45364,19,37,False,False,
2013,LIU,LIU,248,0.45238,21,33,False,False,
2013,Akron,Akron,249,0.45187,15,37,False,False,
2013,Pacific,Pacific,250,0.45152,15,39,False,False,
2013,N.C. Central,N.C. Central,251,0.45108,27,29,False,False,
2013,St. Bonaventure,St. Bonaventure,252,0.45094,19,28,False,False,
2013,Ark.-Pine Bluff,Ark.-Pine Bluff,253,0.45053,21,32,False,False,
2013,Wofford,Wofford,254,0.45013,20,36,False,False,
2013,Temple,Temple,255,0.44862,18,28,False,False,
2013,Villanova,Villanova,256,0.44814,14,40,False,False,
2013,Western Mich.,Western Michigan,257,0.44766,16,38,False,False,
2013,Louisiana Tech,Louisiana Tech,258,0.44614,19,37,False,False,
2013,Yale,Yale,259,0.44576,13,25,False,False,
2013,Air Force,Air Force,260,0.4442,15,39,False,False,
2013,Purdue Fort Wayne,Purdue Fort Wayne,261,0.44403,22,32,False,False,
2013,SIUE,SIUE,262,0.44402,16,35,False,False,
2013,Murray St.,Murray State,263,0.44341,21,33,False,False,
2013,Quinnipiac,Quinnipiac,264,0.44301,17,36,False,False,
2013,Saint Mary's (CA),Saint Mary's,265,0.44293,21,34,False,False,
2013,Morehead St.,Morehead State,266,0.44273,16,40,False,False,
2013,Bucknell,Bucknell,267,0.44261,16,33,False,False,
2013,Youngstown St.,Youngstown State,268,0.4411,14,43,False,False,
2013,San Jose St.,San Jose State,269,0.43813,17,41,False,False,
2013,Saint Peter's,Saint Peter's,270,0.43706,17,34,False,False,
2013,Fordham,Fordham,271,0.43693,22,32,False,False,
2013,UMBC,UMBC,272,0.43568,18,30,False,False,
2013,Harvard,Harvard,273,0.43544,10,31,False,False,
2013,New Orleans,New Orleans,274,0.43422,7,44,False,False,
2013,Norfolk St.,Norfolk State,275,0.43273,19,29,False,False,
2013,Massachusetts,Massachusetts,276,0.42999,14,31,False,False,
2013,Grambling,Grambling State,277,0.42983,18,30,False,False,
2013,Santa Clara,Santa Clara,278,0.42774,14,39,False,False,
2013,NJIT,NJIT,279,0.42547,20,34,False,False,
2013,N.C. A&T,North Carolina A&T,280,0.42449,16,38,False,False,
2013,Ohio,Ohio,281,0.42308,14,39,False,False,
2013,Lehigh,Lehigh,282,0.42267,18,29,False,False,
2013,Florida A&M,Florida A&M,283,0.4219,7,47,False,False,
2013,Dayton,Dayton,284,0.42075,11,39,False,False,
2013,Northern Ky.,Northern Kentucky,285,0.4171,8,47,False,False,
2013,UT Martin,Tennessee-Martin,286,0.41624,11,40,False,False,
2013,Brown,Brown,287,0.41014,7,33,False,False,
2013,Alcorn,Alcorn,288,0.40659,16,41,False,False,
2013,FDU,FDU,289,0.40563,12,36,False,False,
2013,Coppin St.,Coppin State,290,0.40236,18,33,False,False,
2013,Lafayette,Lafayette,291,0.40167,10,40,False,False,
2013,Iona,Iona,292,0.39182,8,43,False,False,
2013,Chicago St.,Chicago St.,293,0.38588,10,45,False,False,
2013,New York Tech,New York Tech,294,0.38417,10,47,False,False,
2013,Mount St. Mary's,Mount St. Mary's,295,0.38234,11,37,False,False,
2013,Alabama A&M,Alabama A&M,296,0.38065,8,41,False,False,
2013,Mississippi Val.,Mississippi Val.,297,0.36727,5,44,False,False,
2013,UMES,UMES,298,0.3505,8,45,False,False,
2014,Indiana,Indiana,1,0.60624,42,13,True,True,4.0
2014,Virginia,Virginia,2,0.6055,44,13,True,True,3.0
2014,Florida St.,Florida State,3,0.60268,43,15,True,True,5.0
2014,Florida,Florida,4,0.60255,40,21,True,True,2.0
2014,Louisiana,Louisiana-Lafayette,5,0.60191,53,7,True,True,6.0
2014,Oregon St.,Oregon State,6,0.59572,42,12,True,True,1.0
2014,LSU,LSU,7,0.59506,44,14,True,True,8.0
2014,Rice,Rice,8,0.59396,41,18,True,False,
2014,Houston,Houston,9,0.59253,44,15,True,True,10.0
2014,Vanderbilt,Vanderbilt,10,0.59242,41,18,True,True,12.0
2014,TCU,TCU,11,0.59225,42,15,True,True,7.0
2014,Texas,Texas,12,0.59095,38,18,True,False,
2014,Ole Miss,Ole Miss,13,0.5857,41,18,True,True,15.0
2014,Texas Tech,Texas Tech,14,0.58558,40,18,True,False,
2014,South Carolina,South Carolina,15,0.58547,42,16,True,True,16.0
2014,Miami (FL),Miami (FL),16,0.5849,41,17,True,True,13.0
2014,Cal Poly,Cal Poly,17,0.58409,45,10,True,True,14.0
2014,Oklahoma St.,Oklahoma State,18,0.58147,45,16,True,True,9.0
2014,Kentucky,Kentucky,19,0.57611,35,23,True,False,
2014,Louisville,Louisville,20,0.57601,45,15,True,True,11.0
2014,Indiana St.,Indiana State,21,0.57201,35,16,True,False,
2014,Washington,Washington,22,0.56686,39,15,True,False,
2014,Alabama,Alabama,23,0.56678,34,22,True,False,
2014,Oregon,Oregon,24,0.5665,42,18,True,False,
2014,Nebraska,Nebraska,25,0.56574,40,19,True,False,
2014,DBU,Dallas Baptist,26,0.56556,40,19,True,False,
2014,Maryland,Maryland,27,0.56334,36,21,True,False,
2014,UNLV,UNLV,28,0.56102,35,23,True,False,
2014,Sam Houston,Sam Houston,29,0.56065,41,17,True,False,
2014,Columbia,Columbia,30,0.56041,29,18,True,False,
2014,Long Beach St.,Long Beach State,31,0.55947,32,24,True,False,
2014,Liberty,Liberty,32,0.55933,41,16,True,False,
2014,Arkansas,Arkansas,33,0.55913,38,23,True,False,
2014,Georgia Tech,Georgia Tech,34,0.55886,36,25,True,False,
2014,Pepperdine,Pepperdine,35,0.55863,39,16,True,False,
2014,Mississippi St.,Mississippi State,36,0.55809,37,22,True,False,
2014,Old Dominion,Old Dominion,37,0.55752,36,24,True,False,
2014,San Diego St.,San Diego State,38,0.55721,42,19,True,False,
2014,Texas A&M,Texas A&M,39,0.55666,33,24,True,False,
2014,Arizona St.,Arizona State,40,0.55545,33,22,True,False,
2014,West Virginia,West Virginia,41,0.55425,28,26,False,False,
2014,North Carolina,North Carolina,42,0.55301,34,25,True,False,
2014,Bryant,Bryant,43,0.55217,42,14,True,False,
2014,Mercer,Mercer,44,0.55185,38,17,False,False,
2014,Kansas,Kansas,45,0.55155,34,24,True,False,
2014,UC Irvine,UC Irvine,46,0.55088,35,22,True,False,
2014,Stanford,Stanford,47,0.55029,30,23,True,False,
2014,Clemson,Clemson,48,0.54911,36,23,True,False,
2014,UCF,UCF,49,0.54867,36,23,False,False,
2014,UC Santa Barbara,UC Santa Barbara,50,0.54773,34,17,False,False,
2014,Ball St.,Ball State,51,0.54697,39,18,False,False,
2014,Tennessee,Tennessee,52,0.54643,31,23,False,False,
2014,Western Caro.,Western Carolina,53,0.54585,37,18,False,False,
2014,Col. of Charleston,College of Charleston,54,0.54554,41,17,True,False,
2014,Illinois,Illinois,55,0.54509,32,21,False,False,
2014,Cal St. Fullerton,Cal State Fullerton,56,0.54424,32,22,True,False,
2014,Kennesaw St.,Kennesaw State,57,0.54145,37,21,True,False,
2014,Southern California,USC,58,0.54056,29,24,False,False,
2014,California,California,59,0.54043,26,27,False,False,
2014,Creighton,Creighton,60,0.53986,32,17,False,False,
2014,NC State,NC State,61,0.53982,32,23,False,False,
2014,New Mexico,New Mexico,62,0.53963,37,20,False,False,
2014,High Point,High Point,63,0.53881,33,22,False,False,
2014,Southern Miss.,Southern Miss,64,0.53834,35,25,False,False,
2014,Georgia,Georgia,65,0.53788,26,29,False,False,
2014,Illinois St.,Illinois State,66,0.53682,33,22,False,False,
2014,San Diego,San Diego,67,0.53586,34,20,False,False,
2014,Campbell,Campbell,68,0.53535,40,19,True,False,
2014,Canisius,Canisius,69,0.53529,40,16,False,False,
2014,Southeastern La.,Southeastern Louisiana,70,0.5347,37,23,True,False,
2014,William & Mary,William & Mary,71,0.53353,34,22,False,False,
2014,Southeast Mo. St.,Southeast Missouri State,72,0.53299,37,20,False,False,
2014,East Carolina,East Carolina,73,0.53226,33,26,False,False,
2014,Wichita St.,Wichita State,74,0.53224,31,28,False,False,
2014,FIU,Florida International,75,0.53194,36,20,False,False,
2014,Samford,Samford,76,0.53164,35,25,False,False,
2014,Arkansas St.,Arkansas St.,77,0.53142,32,27,False,False,
2014,Evansville,Evansville,78,0.53139,34,21,False,False,
2014,Baylor,Baylor,79,0.53094,26,31,False,False,
2014,UAB,UAB,80,0.53044,35,21,False,False,
2014,Duke,Duke,81,0.53008,33,25,False,False,
2014,Wake Forest,Wake Forest,82,0.52988,30,26,False,False,
2014,FGCU,Florida Gulf Coast,83,0.52986,39,22,False,False,
2014,Auburn,Auburn,84,0.52982,28,28,False,False,
2014,Middle Tenn.,Middle Tenn.,85,0.52907,31,27,False,False,
2014,Oklahoma,Oklahoma,86,0.52856,29,29,False,False,
2014,Jacksonville St.,Jacksonville State,87,0.52849,36,25,True,False,
2014,UC Riverside,UC Riverside,88,0.52731,26,28,False,False,
2014,Rutgers,Rutgers,89,0.52717,30,25,False,False,
2014,Oral Roberts,Oral Roberts,90,0.52715,30,26,False,False,
2014,VCU,VCU,91,0.52712,37,20,False,False,
2014,Ga. Southern,Georgia Southern,92,0.52681,39,21,True,False,
2014,UT Arlington,UT Arlington,93,0.5265,33,26,False,False,
2014,Xavier,Xavier,94,0.52646,29,27,True,False,
2014,Texas St.,Texas State,95,0.52603,30,28,False,False,
2014,Fla. Atlantic,Florida Atlantic,96,0.5256,28,25,False,False,
2014,Saint Joseph's,Saint Joseph's,97,0.52516,35,16,False,False,
2014,UTSA,UTSA,98,0.52476,35,26,False,False,
2014,St. John's (NY),St. John's,99,0.52457,35,20,False,False,
2014,Michigan St.,Michigan State,100,0.5243,31,26,False,False,
2014,Radford,Radford,101,0.52384,33,23,False,False,
2014,UNCW,UNC Wilmington,102,0.52308,30,27,False,False,
2014,Seton Hall,Seton Hall,103,0.52304,38,15,False,False,
2014,Missouri St.,Missouri State,104,0.52162,26,31,False,False,
2014,Kansas St.,Kansas State,105,0.52153,25,30,False,False,
2014,Michigan,Michigan,106,0.52117,30,29,False,False,
2014,A&M-Corpus Christi,A&M-Corpus Christi,107,0.52111,31,27,False,False,
2014,Central Ark.,Central Arkansas,108,0.52103,32,22,False,False,
2014,Iowa,Iowa,109,0.52011,30,23,False,False,
2014,Davidson,Davidson,110,0.52002,29,19,False,False,
2014,Minnesota,Minnesota,111,0.51975,27,24,False,False,
2014,UCLA,UCLA,112,0.51925,25,30,False,False,
2014,Bucknell,Bucknell,113,0.51888,30,19,True,False,
2014,Stony Brook,Stony Brook,114,0.51873,35,18,False,False,
2014,Northwestern St.,Northwestern State,115,0.51848,33,26,False,False,
2014,Miami (OH),Miami (OH),116,0.51808,30,27,False,False,
2014,Fresno St.,Fresno State,117,0.51746,28,29,False,False,
2014,Tennessee Tech,Tennessee Tech,118,0.51745,40,19,False,False,
2014,George Mason,George Mason,119,0.51423,34,20,True,False,
2014,Wright St.,Wright State,120,0.51406,35,22,False,False,
2014,Kent St.,Kent State,121,0.51337,36,21,True,False,
2014,Memphis,Memphis,122,0.51324,30,29,False,False,
2014,Hartford,Hartford,123,0.51252,31,23,False,False,
2014,Central Mich.,Central Michigan,124,0.5125,35,23,False,False,
2014,VMI,VMI,125,0.51235,25,23,False,False,
2014,Central Conn. St.,Central Connecticut State,126,0.51226,27,22,False,False,
2014,LMU (CA),Loyola Marymount,127,0.51176,32,24,False,False,
2014,Ohio St.,Ohio State,128,0.51139,30,28,False,False,
2014,Nicholls,Nicholls,129,0.51068,32,26,False,False,
2014,Western Ky.,Western Kentucky,130,0.51014,29,28,False,False,
2014,Nevada,Nevada,131,0.50966,31,27,False,False,
2014,Penn,Penn,132,0.5095,24,17,False,False,
2014,Sacramento St.,Sacramento State,133,0.50806,39,22,True,False,
2014,Grand Canyon,Grand Canyon,134,0.50762,30,23,False,False,
2014,Sacred Heart,Sacred Heart,135,0.50759,29,28,False,False,
2014,UConn,Connecticut,136,0.5063,27,31,False,False,
2014,McNeese,McNeese State,137,0.50591,29,28,False,False,
2014,Bowling Green,Bowling Green,138,0.50518,25,27,False,False,
2014,Washington St.,Washington State,139,0.50503,24,30,False,False,
2014,Towson,Towson,140,0.50437,22,25,False,False,
2014,South Fla.,South Florida,141,0.50337,27,31,False,False,
2014,Tulane,Tulane,142,0.50282,23,29,False,False,
2014,Missouri,Missouri,143,0.50227,20,33,False,False,
