year,team_rpi_name,team_canonical,rpi_rank,rpi_value,w,l,in_tournament,is_host,host_seed
2018,Princeton,Princeton,275,0.42798,10,27,False,False,
2018,Brown,Brown,276,0.42791,11,26,False,False,
2018,Western Ill.,Western Ill.,277,0.42721,17,31,False,False,
2018,Towson,Towson,278,0.42469,13,42,False,False,
2018,St. Bonaventure,St. Bonaventure,279,0.42159,10,33,False,False,
2018,Presbyterian,Presbyterian,280,0.42123,15,39,False,False,
2018,Bowling Green,Bowling Green,281,0.41405,11,39,False,False,
2018,Omaha,Omaha,282,0.4135,15,35,False,False,
2018,Villanova,Villanova,283,0.41323,9,39,False,False,
2018,La Salle,La Salle,284,0.40957,14,41,False,False,
2018,Alabama A&M,Alabama A&M,285,0.40751,12,37,False,False,
2018,Alcorn,Alcorn,286,0.40434,13,39,False,False,
2018,Southern U.,Southern University,287,0.40142,9,33,False,False,
2018,Rider,Rider,288,0.40019,12,35,False,False,
2018,Prairie View,Prairie View,289,0.39905,14,40,False,False,
2018,Mississippi Val.,Mississippi Val.,290,0.38765,11,35,False,False,
2018,Purdue Fort Wayne,Purdue Fort Wayne,291,0.38524,11,37,False,False,
2018,Norfolk St.,Norfolk State,292,0.38447,19,30,False,False,
2018,Savannah St.,Savannah State,293,0.3837,7,34,False,False,
2018,FDU,FDU,294,0.37214,10,37,False,False,
2018,Saint Peter's,Saint Peter's,295,0.35479,2,42,False,False,
2018,UMES,UMES,296,0.34185,12,41,False,False,
2018,Delaware St.,Delaware St.,297,0.3112,9,35,False,False,
2019,Vanderbilt,Vanderbilt,1,0.63813,49,10,True,True,2.0
2019,UCLA,UCLA,2,0.63676,47,8,True,True,1.0
2019,Georgia,Georgia,3,0.6191,44,15,True,True,4.0
2019,Mississippi St.,Mississippi State,4,0.61309,46,13,True,True,6.0
2019,East Carolina,East Carolina,5,0.60446,43,15,True,True,10.0
2019,Arkansas,Arkansas,6,0.60315,41,17,True,True,5.0
2019,Oklahoma St.,Oklahoma State,7,0.60142,36,18,True,True,9.0
2019,Georgia Tech,Georgia Tech,8,0.59934,41,17,True,True,3.0
2019,Louisville,Louisville,9,0.59562,43,15,True,True,7.0
2019,Stanford,Stanford,10,0.59396,41,11,True,True,11.0
2019,Texas Tech,Texas Tech,11,0.5923,39,17,True,True,8.0
2019,North Carolina,North Carolina,12,0.5914,42,17,True,True,14.0
2019,West Virginia,West Virginia,13,0.59073,37,20,True,True,15.0
2019,Tennessee,Tennessee,14,0.58952,38,19,True,False,
2019,Texas A&M,Texas A&M,15,0.58642,37,21,True,False,
2019,Auburn,Auburn,16,0.58481,33,25,True,False,
2019,Miami (FL),Miami (FL),17,0.58445,39,18,True,False,
2019,LSU,LSU,18,0.58382,37,24,True,True,13.0
2019,NC State,NC State,19,0.58222,42,17,True,False,
2019,Ole Miss,Ole Miss,20,0.58208,37,25,True,True,12.0
2019,Oregon St.,Oregon State,21,0.58084,36,18,True,True,16.0
2019,Indiana St.,Indiana State,22,0.57768,41,16,True,False,
2019,Creighton,Creighton,23,0.57756,38,11,True,False,
2019,UC Santa Barbara,UC Santa Barbara,24,0.57663,45,9,True,False,
2019,DBU,Dallas Baptist,25,0.57402,41,18,True,False,
2019,Illinois St.,Illinois State,26,0.57325,34,24,True,False,
2019,Illinois,Illinois,27,0.57323,36,19,True,False,
2019,Florida,Florida,28,0.57153,33,24,True,False,
2019,UConn,Connecticut,29,0.571,37,23,True,False,
2019,Missouri,Missouri,30,0.56921,34,22,False,False,
2019,California,California,31,0.56867,32,18,True,False,
2019,Baylor,Baylor,32,0.56846,34,17,True,False,
2019,Liberty,Liberty,33,0.56426,42,19,True,False,
2019,Arizona St.,Arizona State,34,0.56295,37,17,True,False,
2019,Indiana,Indiana,35,0.56294,36,21,True,False,
2019,Nebraska,Nebraska,36,0.56222,31,22,True,False,
2019,Fresno St.,Fresno State,37,0.56183,38,14,True,False,
2019,Alabama,Alabama,38,0.56105,30,26,False,False,
2019,Fla. Atlantic,Florida Atlantic,39,0.55923,40,19,True,False,
2019,Michigan,Michigan,40,0.55767,41,18,True,False,
2019,Clemson,Clemson,41,0.55754,34,24,True,False,
2019,Oklahoma,Oklahoma,42,0.55323,33,23,False,False,
2019,Houston,Houston,43,0.55322,32,24,False,False,
2019,Duke,Duke,44,0.55282,31,25,True,False,
2019,BYU,BYU,45,0.55214,36,17,False,False,
2019,UCF,UCF,46,0.55098,36,22,False,False,
2019,Southern Miss.,Southern Miss,47,0.55093,38,19,True,False,
2019,Arizona,Arizona,48,0.55031,32,24,False,False,
2019,Virginia,Virginia,49,0.54993,32,24,False,False,
2019,Florida St.,Florida State,50,0.54976,36,21,True,False,
2019,Texas St.,Texas State,51,0.54821,36,20,False,False,
2019,Kentucky,Kentucky,52,0.54748,26,29,False,False,
2019,Boston College,Boston College,53,0.54682,31,27,False,False,
2019,Campbell,Campbell,54,0.54594,35,19,True,False,
2019,UC Irvine,UC Irvine,55,0.54587,37,17,False,False,
2019,Wake Forest,Wake Forest,56,0.54559,31,26,False,False,
2019,Minnesota,Minnesota,57,0.54557,29,27,False,False,
2019,Jacksonville,Jacksonville,58,0.54385,32,27,False,False,
2019,VCU,VCU,59,0.54354,39,19,False,False,
2019,Louisiana Tech,Louisiana Tech,60,0.543,34,24,False,False,
2019,TCU,TCU,61,0.5428,32,26,True,False,
2019,Kansas,Kansas,62,0.54084,32,26,False,False,
2019,Central Mich.,Central Michigan,63,0.54045,46,12,True,False,
2019,Samford,Samford,64,0.54039,41,19,False,False,
2019,Oregon,Oregon,65,0.53976,27,29,False,False,
2019,Southern California,USC,66,0.53951,25,29,False,False,
2019,Ga. Southern,Georgia Southern,67,0.53949,35,24,False,False,
2019,Texas,Texas,68,0.53889,27,27,False,False,
2019,Jacksonville St.,Jacksonville State,69,0.53823,37,21,True,False,
2019,Pepperdine,Pepperdine,70,0.53797,24,25,False,False,
2019,Xavier,Xavier,71,0.53771,27,31,False,False,
2019,Virginia Tech,Virginia Tech,72,0.53744,26,27,False,False,
2019,Maryland,Maryland,73,0.53727,29,29,False,False,
2019,Coastal Carolina,Coastal Carolina,74,0.53682,35,24,True,False,
2019,Washington,Washington,75,0.53659,28,24,False,False,
2019,Sam Houston,Sam Houston,76,0.53584,31,25,False,False,
2019,Saint Mary's (CA),Saint Mary's,77,0.53576,35,22,False,False,
2019,Bradley,Bradley,78,0.53521,31,19,False,False,
2019,Morehead St.,Morehead State,79,0.53427,40,21,False,False,
2019,San Diego St.,San Diego State,80,0.53422,32,25,False,False,
2019,Old Dominion,Old Dominion,81,0.534,35,21,False,False,
2019,Wright St.,Wright State,82,0.53349,42,17,False,False,
2019,Southeastern La.,Southeastern Louisiana,83,0.5334,33,27,False,False,
2019,South Carolina,South Carolina,84,0.53327,28,28,False,False,
2019,McNeese,McNeese State,85,0.53318,35,24,True,False,
2019,William & Mary,William & Mary,86,0.53152,33,22,False,False,
2019,Gonzaga,Gonzaga,87,0.53105,31,24,False,False,
2019,Evansville,Evansville,88,0.52897,24,29,False,False,
2019,LMU (CA),Loyola Marymount,89,0.52876,32,23,True,False,
2019,Col. of Charleston,College of Charleston,90,0.52851,36,21,False,False,
2019,UNC Greensboro,UNC Greensboro,91,0.52847,34,20,False,False,
2019,Wichita St.,Wichita State,91,0.52847,28,32,False,False,
2019,UT Arlington,UT Arlington,93,0.52714,32,26,False,False,
2019,Bryant,Bryant,94,0.52656,40,20,False,False,
2019,Troy,Troy,95,0.5256,31,29,False,False,
2019,Iowa,Iowa,96,0.52527,31,24,False,False,
2019,Little Rock,Arkansas-Little Rock,97,0.52473,29,28,False,False,
2019,Cincinnati,Cincinnati,98,0.52471,30,29,True,False,
2019,Tulane,Tulane,99,0.5239,32,26,False,False,
2019,North Florida,North Florida,100,0.52368,32,25,False,False,
2019,Kansas St.,Kansas State,101,0.52335,25,33,False,False,
2019,UIW,UIW,102,0.52274,37,22,False,False,
2019,San Diego,San Diego,103,0.52266,32,21,False,False,
2019,Elon,Elon,104,0.5223,33,24,False,False,
2019,Ball St.,Ball State,105,0.52022,38,19,False,False,
2019,Notre Dame,Notre Dame,106,0.51984,24,30,False,False,
2019,Harvard,Harvard,107,0.51949,27,14,True,False,
2019,South Alabama,South Alabama,108,0.51948,30,26,False,False,
2019,Mercer,Mercer,109,0.51894,35,27,True,False,
2019,Northwestern St.,Northwestern State,110,0.51717,30,25,False,False,
2019,Winthrop,Winthrop,111,0.51643,34,23,False,False,
2019,FGCU,Florida Gulf Coast,112,0.51616,34,21,False,False,
2019,Cal St. Fullerton,Cal State Fullerton,113,0.51556,27,26,False,False,
2019,Austin Peay,Austin Peay,114,0.51539,32,25,False,False,
2019,Northwestern,Northwestern,115,0.51474,24,27,False,False,
2019,South Fla.,South Florida,116,0.51427,26,27,False,False,
2019,St. John's (NY),St. John's,117,0.51418,31,23,False,False,
2019,Grand Canyon,Grand Canyon,118,0.51398,36,24,False,False,
2019,New Mexico St.,New Mexico State,119,0.5139,38,17,False,False,
2019,Memphis,Memphis,120,0.51303,27,28,False,False,
2019,Ohio St.,Ohio State,121,0.5128,35,25,True,False,
2019,Central Ark.,Central Arkansas,122,0.51222,32,27,False,False,
2019,Air Force,Air Force,123,0.51209,26,26,False,False,
2019,UTRGV,UT Rio Grande Valley,124,0.51123,34,21,False,False,
2019,Cal Poly,Cal Poly,125,0.51009,28,28,False,False,
2019,Sacramento St.,Sacramento State,126,0.50987,39,23,True,False,
2019,Milwaukee,Milwaukee,127,0.50898,35,21,False,False,
2019,San Francisco,San Francisco,128,0.50892,30,26,False,False,
2019,Radford,Radford,129,0.50877,30,27,False,False,
2019,Nevada,Nevada,130,0.50797,30,26,False,False,
2019,UNLV,UNLV,131,0.50729,29,29,False,False,
2019,ULM,ULM,132,0.50712,27,31,False,False,
2019,Louisiana,Louisiana-Lafayette,133,0.50652,28,31,False,False,
2019,UAB,UAB,134,0.5057,27,29,False,False,
2019,Dayton,Dayton,135,0.50554,32,26,False,False,
2019,Kent St.,Kent State,136,0.50544,30,24,False,False,
2019,Wofford,Wofford,137,0.50505,36,25,False,False,
2019,Davidson,Davidson,138,0.50433,29,22,False,False,
2019,UTSA,UTSA,139,0.50376,28,30,False,False,
2019,A&M-Corpus Christi,A&M-Corpus Christi,140,0.50289,31,26,False,False,
2019,Stony Brook,Stony Brook,141,0.50226,31,21,True,False,
2019,High Point,High Point,142,0.50224,27,27,False,False,
2019,Northeastern,Northeastern,143,0.50203,28,29,False,False,
2019,UNCW,UNC Wilmington,144,0.50117,32,29,True,False,
2019,ETSU,East Tennessee State,145,0.50077,34,21,False,False,
2019,Gardner-Webb,Gardner-Webb,146,0.50067,25,26,False,False,
2019,Lipscomb,Lipscomb,147,0.50051,30,25,False,False,
2019,Rhode Island,Rhode Island,148,0.49954,24,29,False,False,
2019,Rice,Rice,149,0.49925,26,33,False,False,
2019,Miami (OH),Miami (OH),150,0.49921,37,19,False,False,
2019,Fordham,Fordham,151,0.49824,38,22,True,False,
2019,New Orleans,New Orleans,152,0.4981,29,27,False,False,
2019,Kennesaw St.,Kennesaw State,153,0.49796,27,29,False,False,
2019,Missouri St.,Missouri State,154,0.49768,20,36,False,False,
2019,Presbyterian,Presbyterian,155,0.49739,30,29,False,False,
2019,South Dakota St.,South Dakota State,156,0.49717,28,22,False,False,
2019,Southern Ill.,Southern Ill.,157,0.49687,26,29,False,False,
2019,Yale,Yale,158,0.49621,18,23,False,False,
2019,Navy,Navy,159,0.49588,39,17,False,False,
2019,Army West Point,Army,160,0.49474,35,24,True,False,
2019,Marist,Marist,161,0.49403,27,26,False,False,
2019,Michigan St.,Michigan State,162,0.49312,20,34,False,False,
2019,Eastern Ill.,Eastern Illinois,163,0.49306,26,30,False,False,
2019,Arkansas St.,Arkansas St.,164,0.49267,26,29,False,False,
2019,Western Ky.,Western Kentucky,165,0.49249,26,29,False,False,
2019,Columbia,Columbia,166,0.49244,19,23,False,False,
2019,James Madison,James Madison,167,0.49241,31,26,False,False,
2019,Richmond,Richmond,168,0.49232,28,25,False,False,
2019,UT Martin,Tennessee-Martin,169,0.49178,25,31,False,False,
2019,SFA,Stephen F. Austin,170,0.49094,25,33,False,False,
2019,FIU,Florida International,171,0.4906,23,32,False,False,
2019,Portland,Portland,172,0.49031,25,27,False,False,
2019,Furman,Furman,173,0.49014,26,31,False,False,
2019,Massachusetts,Massachusetts,174,0.49012,18,27,False,False,
2019,Pacific,Pacific,175,0.48999,23,26,False,False,
2019,New Mexico,New Mexico,176,0.48763,23,28,False,False,
2019,Nicholls,Nicholls,177,0.4869,27,28,False,False,
2019,UIC,UIC,178,0.48677,29,21,True,False,
2019,Quinnipiac,Quinnipiac,179,0.48663,29,27,True,False,
2019,Utah,Utah,180,0.48648,16,33,False,False,
2019,Southern U.,Southern University,181,0.48632,32,22,True,False,
2019,Abilene Christian,Abilene Christian,182,0.48559,26,26,False,False,
2019,Eastern Ky.,Eastern Kentucky,183,0.48518,32,27,False,False,
2019,Omaha,Omaha,184,0.48512,31,22,True,False,
2019,Fairfield,Fairfield,185,0.48462,35,25,False,False,
2019,Marshall,Marshall,186,0.48439,29,28,False,False,
2019,San Jose St.,San Jose State,187,0.48397,20,34,False,False,
2019,Murray St.,Murray State,188,0.48301,24,30,False,False,
2019,Binghamton,Binghamton,189,0.48251,26,24,False,False,
2019,Penn St.,Penn State,190,0.48191,22,27,False,False,
2019,Rutgers,Rutgers,191,0.48185,20,31,False,False,
2019,App State,Appalachian State,192,0.48141,22,31,False,False,
2019,N.C. A&T,North Carolina A&T,193,0.48135,29,24,False,False,
2019,Penn,Penn,194,0.481,23,18,False,False,
2019,Seton Hall,Seton Hall,195,0.48098,25,28,False,False,
2019,Holy Cross,Holy Cross,196,0.48065,22,32,False,False,
2019,Pittsburgh,Pittsburgh,197,0.48034,21,34,False,False,
2019,Stetson,Stetson,198,0.48022,27,32,False,False,
2019,Belmont,Belmont,199,0.48009,27,30,False,False,
2019,Oral Roberts,Oral Roberts,200,0.47777,29,26,False,False,
2019,Canisius,Canisius,201,0.47771,24,29,False,False,
2019,Central Conn. St.,Central Connecticut State,202,0.47536,30,21,True,False,
2019,Hofstra,Hofstra,203,0.47524,18,31,False,False,
2019,Saint Louis,Saint Louis,204,0.47411,25,30,False,False,
2019,CSUN,CSUN,205,0.47314,23,32,False,False,
2019,Grambling,Grambling State,206,0.47301,27,25,False,False,
2019,Hartford,Hartford,207,0.47149,23,34,False,False,
2019,Western Caro.,Western Carolina,208,0.47127,21,32,False,False,
2019,Purdue,Purdue,209,0.47017,20,34,False,False,
2019,NJIT,NJIT,210,0.47016,17,27,False,False,
2019,Lamar University,Lamar University,211,0.46993,18,36,False,False,
2019,UAlbany,Albany,212,0.46908,28,23,False,False,
2019,UMass Lowell,UMass Lowell,213,0.46907,20,36,False,False,
2019,Lafayette,Lafayette,214,0.46786,19,33,False,False,
2019,Cornell,Cornell,215,0.46782,14,24,False,False,
2019,Charlotte,Charlotte,216,0.46779,21,31,False,False,
2019,Maine,Maine,217,0.46778,15,34,False,False,
2019,Jackson St.,Jackson State,218,0.46691,31,24,False,False,
2019,Houston Christian,Houston Christian,219,0.46685,18,35,False,False,
2019,George Washington,George Washington,220,0.46635,30,24,False,False,
2019,Ohio,Ohio,221,0.46257,20,34,False,False,
2019,UC Riverside,UC Riverside,222,0.46169,20,36,False,False,
2019,Western Mich.,Western Michigan,223,0.46167,18,31,False,False,
2019,Delaware,Delaware,224,0.46031,21,33,False,False,
2019,Texas Southern,Texas Southern,225,0.46022,20,34,False,False,
2019,Saint Joseph's,Saint Joseph's,226,0.45976,21,28,False,False,
2019,Tennessee Tech,Tennessee Tech,227,0.45975,22,32,False,False,
2019,Middle Tenn.,Middle Tenn.,228,0.45966,18,37,False,False,
2019,Washington St.,Washington State,229,0.45954,11,42,False,False,
2019,Florida A&M,Florida A&M,230,0.45769,27,32,True,False,
2019,Alabama St.,Alabama State,231,0.45673,28,26,False,False,
2019,Butler,Butler,232,0.45667,26,26,False,False,
2019,NIU,NIU,233,0.45663,20,36,False,False,
2019,SIUE,SIUE,234,0.45601,19,32,False,False,
2019,Manhattan,Manhattan,235,0.45589,26,33,False,False,
2019,Georgia St.,Georgia St.,236,0.45585,15,41,False,False,
2019,Brown,Brown,237,0.4558,12,27,False,False,
2019,Long Beach St.,Long Beach State,238,0.45565,14,41,False,False,
2019,Western Ill.,Western Ill.,239,0.45441,22,31,False,False,
2019,USC Upstate,USC Upstate,240,0.453,23,30,False,False,
2019,Princeton,Princeton,241,0.45243,14,26,False,False,
2019,North Dakota St.,North Dakota State,242,0.45114,19,24,False,False,
2019,UC Davis,UC Davis,243,0.45094,19,31,False,False,
2019,CSU Bakersfield,Cal State Bakersfield,244,0.45066,24,35,False,False,
2019,Monmouth,Monmouth,245,0.44991,27,29,False,False,
2019,Southeast Mo. St.,Southeast Missouri State,246,0.4488,23,32,False,False,
2019,Charleston So.,Charleston So.,247,0.44753,23,36,False,False,
2019,Georgetown,Georgetown,248,0.44738,22,34,False,False,
2019,Hawaii,Hawaii,249,0.44664,20,30,False,False,
2019,Siena,Siena,250,0.44544,18,33,False,False,
2019,Toledo,Toledo,251,0.44543,17,36,False,False,
2019,Wagner,Wagner,252,0.44452,19,32,False,False,
2019,Sacred Heart,Sacred Heart,253,0.44448,19,34,False,False,
2019,Valparaiso,Valparaiso,254,0.44418,14,36,False,False,
2019,VMI,VMI,255,0.44374,17,41,False,False,
2019,Towson,Towson,256,0.44372,14,39,False,False,
2019,La Salle,La Salle,257,0.44263,25,31,False,False,
2019,LIU,LIU,258,0.44258,20,33,False,False,
2019,UMBC,UMBC,259,0.44196,22,31,False,False,
2019,Norfolk St.,Norfolk State,260,0.44104,24,26,False,False,
2019,UNC Asheville,UNC Asheville,261,0.44,16,36,False,False,
2019,Dartmouth,Dartmouth,262,0.43894,15,26,False,False,
2019,George Mason,George Mason,263,0.4386,19,35,False,False,
2019,Oakland,Oakland,264,0.43717,11,37,False,False,
2019,Bethune-Cookman,Bethune-Cookman,265,0.43698,17,38,False,False,
2019,Coppin St.,Coppin State,266,0.43575,24,24,False,False,
2019,The Citadel,The Citadel,267,0.43552,12,43,False,False,
2019,Lehigh,Lehigh,268,0.43341,21,28,False,False,
2019,N.C. Central,N.C. Central,269,0.43205,21,28,False,False,
2019,Utah Valley,Utah Valley,270,0.43156,15,41,False,False,
2019,Delaware St.,Delaware St.,271,0.43127,20,25,False,False,
2019,St. Bonaventure,St. Bonaventure,272,0.4259,13,32,False,False,
2019,Bowling Green,Bowling Green,273,0.42532,16,33,False,False,
2019,Youngstown St.,Youngstown State,274,0.42369,13,41,False,False,
2019,Northern Ky.,Northern Kentucky,275,0.42337,15,42,False,False,
2019,Santa Clara,Santa Clara,276,0.42029,12,40,False,False,
2019,Seattle U,Seattle U,277,0.41827,13,39,False,False,
2019,Prairie View,Prairie View,278,0.41552,18,35,False,False,
2019,Villanova,Villanova,279,0.41467,13,38,False,False,
2019,Niagara,Niagara,280,0.41363,15,33,False,False,
2019,Bucknell,Bucknell,281,0.41293,14,33,False,False,
2019,Iona,Iona,282,0.40952,14,38,False,False,
2019,Savannah St.,Savannah State,283,0.40899,13,27,False,False,
2019,Alabama A&M,Alabama A&M,284,0.40813,16,35,False,False,
2019,Rider,Rider,285,0.40791,17,36,False,False,
2019,Eastern Mich.,Eastern Michigan,286,0.40365,11,43,False,False,
2019,Alcorn,Alcorn,287,0.40078,14,31,False,False,
2019,Northern Colo.,Northern Colo.,288,0.39664,12,35,False,False,
2019,Ark.-Pine Bluff,Ark.-Pine Bluff,289,0.39647,8,42,False,False,
2019,Chicago St.,Chicago St.,290,0.39226,10,41,False,False,
2019,Longwood,Longwood,291,0.39208,11,41,False,False,
2019,Mississippi Val.,Mississippi Val.,292,0.38793,8,27,False,False,
2019,FDU,FDU,293,0.37915,15,37,False,False,
2019,Mount St. Mary's,Mount St. Mary's,294,0.37551,15,35,False,False,
2019,Purdue Fort Wayne,Purdue Fort Wayne,295,0.3704,7,45,False,False,
2019,UMES,UMES,296,0.36098,10,44,False,False,
2019,Saint Peter's,Saint Peter's,297,0.35345,5,46,False,False,
2021,Arkansas,Arkansas,1,0.63418,46,10,True,True,1.0
2021,Texas,Texas,2,0.59503,42,15,True,True,2.0
2021,Vanderbilt,Vanderbilt,3,0.5926,40,15,True,True,4.0
2021,TCU,TCU,4,0.59224,40,17,True,True,6.0
2021,Arizona,Arizona,5,0.59041,40,15,True,True,5.0
2021,Tennessee,Tennessee,6,0.5889,45,16,True,True,3.0
2021,Mississippi St.,Mississippi State,7,0.58875,40,15,True,True,7.0
2021,Old Dominion,Old Dominion,8,0.58832,42,14,True,True,11.0
2021,Fairfield,Fairfield,9,0.58717,37,3,True,False,
2021,Notre Dame,Notre Dame,10,0.58621,30,11,True,True,10.0
2021,Texas Tech,Texas Tech,11,0.58555,36,15,True,True,8.0
2021,Stanford,Stanford,12,0.58413,33,14,True,True,9.0
2021,East Carolina,East Carolina,13,0.58409,41,15,True,True,13.0
2021,Oregon,Oregon,14,0.58209,37,14,True,True,14.0
2021,Oklahoma St.,Oklahoma State,15,0.579,35,17,True,False,
2021,Ole Miss,Ole Miss,16,0.57864,41,19,True,True,12.0
2021,South Carolina,South Carolina,17,0.57664,33,21,True,False,
2021,Florida,Florida,18,0.57334,38,20,True,True,15.0
2021,UCLA,UCLA,19,0.57216,35,18,True,False,
2021,Oregon St.,Oregon State,20,0.57169,34,22,True,False,
2021,Wright St.,Wright State,21,0.57018,35,11,True,False,
2021,Duke,Duke,22,0.56992,32,20,True,False,
2021,UConn,Connecticut,23,0.56863,33,17,True,False,
2021,UC Irvine,UC Irvine,24,0.56825,40,16,True,False,
2021,Gonzaga,Gonzaga,25,0.56759,33,17,True,False,
2021,Miami (FL),Miami (FL),26,0.56598,32,19,True,False,
2021,Charlotte,Charlotte,27,0.56569,39,19,True,False,
2021,VCU,VCU,28,0.56568,37,14,True,False,
2021,Southern Miss.,Southern Miss,29,0.56532,37,19,True,False,
2021,LSU,LSU,30,0.5643,34,22,True,False,
2021,Liberty,Liberty,31,0.56184,39,14,True,False,
2021,Northeastern,Northeastern,32,0.56047,36,10,True,False,
2021,Louisiana Tech,Louisiana Tech,33,0.56045,40,18,True,True,16.0
2021,NC State,NC State,34,0.55874,30,17,True,False,
2021,Alabama,Alabama,35,0.55746,31,24,True,False,
2021,Indiana St.,Indiana State,36,0.55732,30,19,True,False,
2021,Nevada,Nevada,37,0.55721,25,18,True,False,
2021,Arizona St.,Arizona State,38,0.55423,32,20,True,False,
2021,Ball St.,Ball State,39,0.55313,38,18,False,False,
2021,Campbell,Campbell,40,0.55253,35,16,True,False,
2021,Nebraska,Nebraska,41,0.55219,31,12,True,False,
2021,Virginia,Virginia,42,0.55011,29,23,True,False,
2021,Central Mich.,Central Michigan,43,0.54831,40,16,True,False,
2021,UC Santa Barbara,UC Santa Barbara,44,0.54788,39,18,True,False,
2021,Baylor,Baylor,45,0.54656,31,20,False,False,
2021,DBU,Dallas Baptist,46,0.54631,37,15,True,False,
2021,North Carolina,North Carolina,47,0.54618,27,25,True,False,
2021,Georgia,Georgia,48,0.54592,31,25,False,False,
2021,Georgia Tech,Georgia Tech,49,0.54583,29,23,True,False,
2021,USC Upstate,USC Upstate,50,0.54566,37,16,False,False,
2021,Florida St.,Florida State,51,0.54499,30,22,True,False,
2021,Pittsburgh,Pittsburgh,52,0.54157,23,20,False,False,
2021,UNLV,UNLV,53,0.54076,20,13,False,False,
2021,South Alabama,South Alabama,54,0.53829,33,20,True,False,
2021,Air Force,Air Force,55,0.53755,26,22,False,False,
2021,San Diego,San Diego,56,0.53729,33,12,False,False,
2021,FGCU,Florida Gulf Coast,57,0.53649,28,20,False,False,
2021,Samford,Samford,58,0.53619,35,22,True,False,
2021,Kansas,Kansas,59,0.53508,30,27,False,False,
2021,Maryland,Maryland,60,0.53507,28,16,True,False,
2021,Fla. Atlantic,Florida Atlantic,61,0.53328,32,25,False,False,
2021,San Diego St.,San Diego State,62,0.53251,30,16,False,False,
2021,Mercer,Mercer,63,0.53195,35,22,False,False,
2021,Wofford,Wofford,64,0.53191,36,21,False,False,
2021,Long Beach St.,Long Beach State,65,0.53131,28,15,False,False,
2021,Clemson,Clemson,66,0.53103,25,27,False,False,
2021,Oklahoma,Oklahoma,67,0.53082,27,28,False,False,
2021,Kentucky,Kentucky,68,0.53008,29,23,False,False,
2021,Virginia Tech,Virginia Tech,69,0.52992,27,25,False,False,
2021,Iowa,Iowa,70,0.52949,26,18,False,False,
2021,Louisville,Louisville,71,0.529,28,22,False,False,
2021,Rhode Island,Rhode Island,72,0.52811,28,26,False,False,
2021,Southern Ill.,Southern Ill.,73,0.52751,40,20,False,False,
2021,Ga. Southern,Georgia Southern,74,0.5275,34,23,False,False,
2021,Washington St.,Washington State,75,0.52725,26,23,False,False,
2021,UNCW,UNC Wilmington,76,0.52611,32,22,False,False,
2021,Michigan,Michigan,77,0.52571,27,17,True,False,
2021,Tulane,Tulane,78,0.52568,31,24,False,False,
2021,Monmouth,Monmouth,79,0.5255,24,13,False,False,
2021,Southeast Mo. St.,Southeast Missouri State,80,0.52528,30,20,True,False,
2021,Cincinnati,Cincinnati,81,0.52518,29,26,False,False,
2021,California,California,82,0.5247,29,26,False,False,
2021,Texas A&M,Texas A&M,83,0.52456,29,27,False,False,
2021,Western Caro.,Western Carolina,84,0.52455,28,21,False,False,
2021,UTSA,UTSA,85,0.52377,22,26,False,False,
2021,Grand Canyon,Grand Canyon,86,0.52329,39,19,True,False,
2021,Wake Forest,Wake Forest,87,0.52249,20,27,False,False,
2021,UCF,UCF,88,0.52237,31,30,False,False,
2021,Kansas St.,Kansas State,89,0.52215,34,23,False,False,
2021,West Virginia,West Virginia,90,0.52159,25,27,False,False,
2021,Coastal Carolina,Coastal Carolina,91,0.52122,27,24,False,False,
2021,North Dakota St.,North Dakota State,92,0.52116,41,17,True,False,
2021,Villanova,Villanova,93,0.52096,21,14,False,False,
2021,Stony Brook,Stony Brook,94,0.51998,31,18,False,False,
2021,Wichita St.,Wichita State,95,0.51988,31,23,False,False,
2021,Bryant,Bryant,96,0.51987,27,14,False,False,
2021,Ohio St.,Ohio State,97,0.51926,22,20,False,False,
2021,Abilene Christian,Abilene Christian,98,0.51805,36,21,False,False,
2021,Southern California,USC,99,0.51778,25,26,False,False,
2021,UNC Greensboro,UNC Greensboro,100,0.51775,27,25,False,False,
2021,Rider,Rider,101,0.51762,23,16,True,False,
2021,California Baptist,California Baptist,102,0.51673,40,16,False,False,
2021,Indiana,Indiana,103,0.51668,26,18,False,False,
2021,Auburn,Auburn,104,0.51622,25,27,False,False,
2021,UIC,UIC,105,0.51612,30,18,False,False,
2021,Jackson St.,Jackson State,106,0.51594,34,9,False,False,
2021,Xavier,Xavier,107,0.51392,28,26,False,False,
2021,South Fla.,South Florida,108,0.51361,28,27,True,False,
2021,Louisiana,Louisiana-Lafayette,109,0.51297,32,23,False,False,
2021,Sam Houston,Sam Houston,110,0.51228,30,25,False,False,
2021,Gardner-Webb,Gardner-Webb,111,0.51149,29,23,False,False,
2021,Boston College,Boston College,112,0.50952,21,28,False,False,
2021,NJIT,NJIT,113,0.50903,26,22,True,False,
2021,Bradley,Bradley,114,0.50839,20,22,False,False,
2021,Creighton,Creighton,115,0.50714,24,15,False,False,
2021,Elon,Elon,116,0.50676,22,22,False,False,
2021,Canisius,Canisius,117,0.50632,20,16,False,False,
2021,ULM,ULM,118,0.50631,26,26,False,False,
2021,San Francisco,San Francisco,119,0.50599,25,28,False,False,
2021,Dayton,Dayton,120,0.50591,24,27,False,False,
2021,Oral Roberts,Oral Roberts,121,0.50579,31,23,False,False,
