team_id,team_name,sport,division,ncaa_school,primary_metric_name,primary_metric_value,fgr,primary_percentile,fgr_percentile,education_percentile
781,Texas,Baseball,D1,University of North Texas,GSR,83.0,58.0,0.11224489795918367,0.1702127659574468,0.14122883195831523
537,Nicholls,Baseball,D1,Nicholls State University,GSR,84.0,57.0,0.13877551020408163,0.13617021276595745,0.13747286148501953
505,Morehead St.,Baseball,D1,Morehead State University,GSR,79.0,59.0,0.053061224489795916,0.21063829787234042,0.13184976118106817
722,Southern Miss.,Baseball,D1,The University of Southern Mississippi,GSR,84.0,56.0,0.13877551020408163,0.10638297872340426,0.12257924446374294
533,New Orleans,Baseball,D1,University of New Orleans,GSR,86.0,51.0,0.20408163265306123,0.04042553191489362,0.12225358228397742
301,Grambling,Baseball,D1,Grambling State University,GSR,80.0,58.0,0.07346938775510205,0.1702127659574468,0.12184107685627443
420,Louisiana Tech,Baseball,D1,Louisiana Tech University,GSR,85.0,54.0,0.17346938775510204,0.06595744680851064,0.11971341728180634
786,Texas Tech,Baseball,D1,Texas Tech University,GSR,85.0,54.0,0.17346938775510204,0.06595744680851064,0.11971341728180634
144,Charleston So.,Baseball,D1,Charleston Southern University,GSR,81.0,57.0,0.09183673469387756,0.13617021276595745,0.11400347372991751
832,UNLV,Baseball,D1,"University of Nevada, Las Vegas",GSR,80.0,57.0,0.07346938775510205,0.13617021276595745,0.10481980026052976
541,Norfolk St.,Baseball,D1,Norfolk State University,GSR,79.0,57.0,0.053061224489795916,0.13617021276595745,0.09461571862787668
688,San Jose St.,Baseball,D1,San Jose State University,GSR,80.0,55.0,0.07346938775510205,0.0851063829787234,0.07928788536691272
784,Texas Southern,Baseball,D1,Texas Southern University,GSR,81.0,52.0,0.09183673469387756,0.04680851063829787,0.06932262266608771
697,SFA,Baseball,D1,Stephen F. Austin State University,GSR,79.0,55.0,0.053061224489795916,0.0851063829787234,0.06908380373425965
11,Alabama St.,Baseball,D1,Alabama State University,GSR,79.0,54.0,0.053061224489795916,0.06595744680851064,0.059509335649153276
388,Lamar,Baseball,D1,Lamar University,GSR,79.0,54.0,0.053061224489795916,0.06595744680851064,0.059509335649153276
181,Coppin St.,Baseball,D1,Coppin State University,GSR,81.0,43.0,0.09183673469387756,0.01276595744680851,0.052301346070343036
266,Florida A&M,Baseball,D1,Florida A&M University,GSR,70.0,55.0,0.00816326530612245,0.0851063829787234,0.046634824142422926
9,Alabama A&M,Baseball,D1,Alabama A&M University,GSR,77.0,48.0,0.0326530612244898,0.023404255319148935,0.028028658271819367
773,Tarleton St.,Baseball,D1,Tarleton State University,GSR,73.0,51.0,0.012244897959183673,0.04042553191489362,0.026335214937038647
205,Delaware St.,Baseball,D1,Delaware State University,GSR,74.0,50.0,0.018367346938775512,0.031914893617021274,0.025141120277898395
710,South Carolina,Baseball,D1,South Carolina State University,GSR,76.0,48.0,0.026530612244897958,0.023404255319148935,0.024967433782023447
77,Bethune-Cookman,Baseball,D1,Bethune-Cookman University,GSR,78.0,39.0,0.03877551020408163,0.00425531914893617,0.0215154146765089
489,Mississippi Val.,Baseball,D1,Mississippi Valley State University,GSR,74.0,41.0,0.018367346938775512,0.00851063829787234,0.013438992618323927
842,Utah Tech,Baseball,D1,Utah Tech University,GSR,69.0,46.0,0.004081632653061225,0.01702127659574468,0.010551454624402953
1225,Northwestern,Softball,D1,Northwestern University,GSR,99.0,94.0,0.9879032258064516,0.9979166666666667,0.9929099462365591
1256,Columbia,Softball,D1,Columbia University-Barnard College,GSR,99.0,,0.9879032258064516,,0.9879032258064516
1220,Cornell,Softball,D1,Cornell University,GSR,99.0,,0.9879032258064516,,0.9879032258064516
1110,Harvard,Softball,D1,Harvard University,GSR,99.0,,0.9879032258064516,,0.9879032258064516
1237,Yale,Softball,D1,Yale University,GSR,99.0,,0.9879032258064516,,0.9879032258064516
1158,Notre Dame,Softball,D1,University of Notre Dame,GSR,99.0,90.0,0.9879032258064516,0.9833333333333333,0.9856182795698925
1266,Colgate,Softball,D1,Colgate University,GSR,98.0,92.0,0.9637096774193549,0.9916666666666667,0.9776881720430108
1186,Princeton,Softball,D1,Princeton University,GSR,98.0,,0.9637096774193549,,0.9637096774193549
1254,Villanova,Softball,D1,Villanova University,GSR,98.0,84.0,0.9637096774193549,0.95625,0.9599798387096774
1221,Stanford,Softball,D1,Stanford University,GSR,97.0,94.0,0.9153225806451613,0.9979166666666667,0.9566196236559139
1344,Bucknell,Softball,D1,Bucknell University,GSR,97.0,87.0,0.9153225806451613,0.9729166666666667,0.944119623655914
1306,Holy Cross,Softball,D1,College of the Holy Cross,GSR,97.0,87.0,0.9153225806451613,0.9729166666666667,0.944119623655914
1098,Duke,Softball,D1,Duke University,GSR,97.0,86.0,0.9153225806451613,0.9666666666666667,0.9409946236559139
1353,Georgetown,Softball,D1,Georgetown University,GSR,97.0,85.0,0.9153225806451613,0.9625,0.9389112903225807
1111,Marist,Softball,D1,Marist University,GSR,97.0,84.0,0.9153225806451613,0.95625,0.9357862903225806
1184,Fordham,Softball,D1,Fordham University,GSR,97.0,81.0,0.9153225806451613,0.9354166666666667,0.9253696236559139
1379,Lafayette,Softball,D1,Lafayette College,GSR,97.0,81.0,0.9153225806451613,0.9354166666666667,0.9253696236559139
1257,Brown,Softball,D1,Brown University,GSR,97.0,,0.9153225806451613,,0.9153225806451613
1198,Dartmouth,Softball,D1,Dartmouth College,GSR,97.0,,0.9153225806451613,,0.9153225806451613
1131,Lehigh,Softball,D1,Lehigh University,GSR,96.0,91.0,0.842741935483871,0.9875,0.9151209677419355
1239,Elon,Softball,D1,Elon University,GSR,97.0,80.0,0.9153225806451613,0.9145833333333333,0.9149529569892473
2064,UC San Diego,Softball,D1,"University of California, San Diego",GSR,96.0,89.0,0.842741935483871,0.9791666666666666,0.9109543010752688
1197,Seton Hall,Softball,D1,Seton Hall University,GSR,98.0,76.0,0.9637096774193549,0.8541666666666666,0.9089381720430108
1310,Fairfield,Softball,D1,Fairfield University,GSR,96.0,81.0,0.842741935483871,0.9354166666666667,0.8890793010752689
1324,Boston College,Softball,D1,Boston College,GSR,97.0,76.0,0.9153225806451613,0.8541666666666666,0.884744623655914
1136,George Washington,Softball,D1,George Washington University,GSR,97.0,76.0,0.9153225806451613,0.8541666666666666,0.884744623655914
1200,Maryland,Softball,D1,Loyola University Maryland,GSR,96.0,80.0,0.842741935483871,0.9145833333333333,0.8786626344086022
1289,Quinnipiac,Softball,D1,Quinnipiac University,GSR,96.0,80.0,0.842741935483871,0.9145833333333333,0.8786626344086022
1135,Bryant,Softball,D1,Bryant University,GSR,96.0,78.0,0.842741935483871,0.8875,0.8651209677419355
1269,Belmont,Softball,D1,Belmont University,GSR,97.0,74.0,0.9153225806451613,0.8083333333333333,0.8618279569892473
1145,Niagara,Softball,D1,Niagara University,GSR,96.0,77.0,0.842741935483871,0.875,0.8588709677419355
1283,Canisius,Softball,D1,Canisius University,GSR,97.0,72.0,0.9153225806451613,0.7458333333333333,0.8305779569892473
1280,Furman,Softball,D1,Furman University,GSR,96.0,74.0,0.842741935483871,0.8083333333333333,0.8255376344086022
1336,Drexel,Softball,D1,Drexel University,GSR,94.0,80.0,0.7318548387096774,0.9145833333333333,0.8232190860215054
1294,Loyola Chicago,Softball,D1,Loyola University Chicago,GSR,95.0,76.0,0.7842741935483871,0.8541666666666666,0.8192204301075269
1214,Butler,Softball,D1,Butler University,GSR,94.0,79.0,0.7318548387096774,0.9,0.8159274193548387
1262,Wisconsin,Softball,D1,University of Wisconsin-Madison,GSR,94.0,79.0,0.7318548387096774,0.9,0.8159274193548387
1341,Hofstra,Softball,D1,Hofstra University,GSR,98.0,70.0,0.9637096774193549,0.6666666666666666,0.8151881720430108
1087,Miami (OH),Softball,D1,Miami University (Ohio),GSR,95.0,75.0,0.7842741935483871,0.83125,0.8077620967741936
1211,Binghamton,Softball,D1,Binghamton University,GSR,93.0,81.0,0.6633064516129032,0.9354166666666667,0.7993615591397849
1363,Valparaiso,Softball,D1,Valparaiso University,GSR,93.0,81.0,0.6633064516129032,0.9354166666666667,0.7993615591397849
1313,Evansville,Softball,D1,University of Evansville,GSR,95.0,74.0,0.7842741935483871,0.8083333333333333,0.7963037634408603
1144,Clemson,Softball,D1,Clemson University,GSR,96.0,72.0,0.842741935483871,0.7458333333333333,0.7942876344086022
1212,Saint Louis,Softball,D1,Saint Louis University,GSR,96.0,72.0,0.842741935483871,0.7458333333333333,0.7942876344086022
1300,Bradley,Softball,D1,Bradley University,GSR,97.0,70.0,0.9153225806451613,0.6666666666666666,0.790994623655914
1201,Providence,Softball,D1,Providence College,GSR,95.0,73.0,0.7842741935483871,0.7791666666666667,0.7817204301075269
1153,Delaware,Softball,D1,University of Delaware,GSR,93.0,79.0,0.6633064516129032,0.9,0.7816532258064517
1170,Baylor,Softball,D1,Baylor University,GSR,94.0,75.0,0.7318548387096774,0.83125,0.7815524193548387
1179,Samford,Softball,D1,Samford University,GSR,97.0,69.0,0.9153225806451613,0.6354166666666666,0.775369623655914
1228,Ball St.,Softball,D1,Ball State University,GSR,94.0,74.0,0.7318548387096774,0.8083333333333333,0.7700940860215053
1139,Ohio St.,Softball,D1,The Ohio State University,GSR,93.0,77.0,0.6633064516129032,0.875,0.7691532258064516
1265,Penn,Softball,D1,Pennsylvania State University,GSR,93.0,77.0,0.6633064516129032,0.875,0.7691532258064516
1192,Drake,Softball,D1,Drake University,GSR,93.0,76.0,0.6633064516129032,0.8541666666666666,0.758736559139785
1277,Liberty,Softball,D1,Liberty University,GSR,94.0,73.0,0.7318548387096774,0.7791666666666667,0.755510752688172
1329,Rhode Island,Softball,D1,University of Rhode Island,GSR,94.0,73.0,0.7318548387096774,0.7791666666666667,0.755510752688172
1246,San Diego,Softball,D1,University of San Diego,GSR,94.0,73.0,0.7318548387096774,0.7791666666666667,0.755510752688172
1308,Alabama,Softball,D1,University of Alabama,GSR,96.0,70.0,0.842741935483871,0.6666666666666666,0.7547043010752688
1137,Minnesota,Softball,D1,"University of Minnesota, Twin Cities",GSR,93.0,75.0,0.6633064516129032,0.83125,0.7472782258064516
1352,Manhattan,Softball,D1,Manhattan University,GSR,93.0,74.0,0.6633064516129032,0.8083333333333333,0.7358198924731183
1238,Saint Joseph's,Softball,D1,Saint Joseph's University,GSR,92.0,78.0,0.5826612903225806,0.8875,0.7350806451612903
1338,UC Davis,Softball,D1,"University of California, Davis",GSR,91.0,83.0,0.5020161290322581,0.95,0.7260080645161291
1227,Iowa St.,Softball,D1,Iowa State University,GSR,95.0,70.0,0.7842741935483871,0.6666666666666666,0.7254704301075269
1380,St. Bonaventure,Softball,D1,St. Bonaventure University,GSR,96.0,68.0,0.842741935483871,0.6020833333333333,0.7224126344086022
1104,UCLA,Softball,D1,"University of California, Los Angeles",GSR,92.0,76.0,0.5826612903225806,0.8541666666666666,0.7184139784946236
1202,Ohio,Softball,D1,Ohio University,GSR,92.0,76.0,0.5826612903225806,0.8541666666666666,0.7184139784946236
1190,Creighton,Softball,D1,Creighton University,GSR,97.0,66.0,0.9153225806451613,0.51875,0.7170362903225806
1123,Utah,Softball,D1,University of Utah,GSR,95.0,69.0,0.7842741935483871,0.6354166666666666,0.7098454301075269
1157,UC Santa Barbara,Softball,D1,"University of California, Santa Barbara",GSR,92.0,75.0,0.5826612903225806,0.83125,0.7069556451612904
1208,Louisville,Softball,D1,University of Louisville,GSR,96.0,67.0,0.842741935483871,0.5604166666666667,0.7015793010752689
1264,Siena,Softball,D1,Siena University,GSR,94.0,70.0,0.7318548387096774,0.6666666666666666,0.699260752688172
1253,LIU,Softball,D1,Long Island University,GSR,97.0,65.0,0.9153225806451613,0.46875,0.6920362903225806
1271,UNI,Softball,D1,American University,GSR,93.0,71.0,0.6633064516129032,0.70625,0.6847782258064516
1358,Wofford,Softball,D1,Wofford College,GSR,93.0,71.0,0.6633064516129032,0.70625,0.6847782258064516
1092,Grand Canyon,Softball,D1,Grand Canyon University,GSR,94.0,69.0,0.7318548387096774,0.6354166666666666,0.683635752688172
1320,Michigan St.,Softball,D1,Michigan State University,GSR,90.0,81.0,0.4274193548387097,0.9354166666666667,0.6814180107526882
1350,North Dakota St.,Softball,D1,North Dakota State University,GSR,92.0,73.0,0.5826612903225806,0.7791666666666667,0.6809139784946237
1366,Wagner,Softball,D1,Wagner College,GSR,96.0,66.0,0.842741935483871,0.51875,0.6807459677419355
1189,Dayton,Softball,D1,University of Dayton,GSR,95.0,67.0,0.7842741935483871,0.5604166666666667,0.6723454301075269
1351,Massachusetts,Softball,D1,University of Massachusetts Lowell,GSR,95.0,67.0,0.7842741935483871,0.5604166666666667,0.6723454301075269
1127,Seattle U,Softball,D1,Seattle University,GSR,94.0,68.0,0.7318548387096774,0.6020833333333333,0.6669690860215054
1112,Indiana,Softball,D1,"Indiana University, Bloomington",GSR,92.0,72.0,0.5826612903225806,0.7458333333333333,0.664247311827957
1118,California,Softball,D1,California Polytechnic State University,GSR,90.0,78.0,0.4274193548387097,0.8875,0.6574596774193548
2067,West Virginia,Softball,D1,West Virginia University,GSR,96.0,65.0,0.842741935483871,0.46875,0.6557459677419355
1255,North Florida,Softball,D1,University of North Florida,GSR,95.0,66.0,0.7842741935483871,0.51875,0.6515120967741936
1311,Sacred Heart,Softball,D1,Sacred Heart University,GSR,91.0,73.0,0.5020161290322581,0.7791666666666667,0.6405913978494624
1232,Rider,Softball,D1,Rider University,GSR,95.0,65.0,0.7842741935483871,0.46875,0.6265120967741935
1258,Illinois St.,Softball,D1,Illinois State University,GSR,92.0,70.0,0.5826612903225806,0.6666666666666666,0.6246639784946236
1125,Boise St.,Softball,D1,Boise State University,GSR,96.0,63.0,0.842741935483871,0.40208333333333335,0.6224126344086022
1215,Santa Clara,Softball,D1,Santa Clara University,GSR,90.0,74.0,0.4274193548387097,0.8083333333333333,0.6178763440860215
1121,Toledo,Softball,D1,University of Toledo,GSR,93.0,67.0,0.6633064516129032,0.5604166666666667,0.6118615591397849
1361,Green Bay,Softball,D1,University of Wisconsin-Green Bay,GSR,93.0,67.0,0.6633064516129032,0.5604166666666667,0.6118615591397849
1134,Rutgers,Softball,D1,"Rutgers, The State University of New Jersey, New Brunswick",GSR,92.0,69.0,0.5826612903225806,0.6354166666666666,0.6090389784946236
1180,Syracuse,Softball,D1,Syracuse University,GSR,92.0,69.0,0.5826612903225806,0.6354166666666666,0.6090389784946236
1339,UIC,Softball,D1,University of Illinois Chicago,GSR,91.0,71.0,0.5020161290322581,0.70625,0.6041330645161291
1245,Oakland,Softball,D1,Oakland University,GSR,91.0,71.0,0.5020161290322581,0.70625,0.6041330645161291
1342,Lipscomb,Softball,D1,Lipscomb University,GSR,91.0,71.0,0.5020161290322581,0.70625,0.6041330645161291
1314,Iona,Softball,D1,Iona University,GSR,90.0,73.0,0.4274193548387097,0.7791666666666667,0.6032930107526882
1340,South Carolina,Softball,D1,"University of South Carolina, Columbia",GSR,94.0,65.0,0.7318548387096774,0.46875,0.6003024193548387
2089,San Francisco,Softball,D1,University of San Francisco,GSR,99.0,59.0,0.9879032258064516,0.20416666666666666,0.5960349462365592
1183,Abilene Christian,Softball,D1,Abilene Christian University,GSR,92.0,68.0,0.5826612903225806,0.6020833333333333,0.5923723118279569
1327,UAB,Softball,D1,University of Alabama at Birmingham,GSR,92.0,68.0,0.5826612903225806,0.6020833333333333,0.5923723118279569
1146,Nebraska,Softball,D1,University of Nebraska-Lincoln,GSR,92.0,68.0,0.5826612903225806,0.6020833333333333,0.5923723118279569
1167,Stony Brook,Softball,D1,Stony Brook University,GSR,92.0,68.0,0.5826612903225806,0.6020833333333333,0.5923723118279569
1370,Mount St. Mary's,Softball,D1,Mount St. Mary's University,GSR,93.0,66.0,0.6633064516129032,0.51875,0.5910282258064516
1343,South Dakota,Softball,D1,University of South Dakota,GSR,90.0,72.0,0.4274193548387097,0.7458333333333333,0.5866263440860215
1260,UConn,Softball,D1,University of Connecticut,GSR,91.0,70.0,0.5020161290322581,0.6666666666666666,0.5843413978494624
1334,Jacksonville,Softball,D1,Jacksonville University,GSR,95.0,62.0,0.7842741935483871,0.35,0.5671370967741935
1126,Kent St.,Softball,D1,Kent State University,GSR,90.0,71.0,0.4274193548387097,0.70625,0.5668346774193549
1191,Arizona St.,Softball,D1,Arizona State University,GSR,93.0,65.0,0.6633064516129032,0.46875,0.5660282258064516
1226,Cleveland St.,Softball,D1,Cleveland State University,GSR,93.0,65.0,0.6633064516129032,0.46875,0.5660282258064516
1234,Mercer,Softball,D1,Mercer University,GSR,93.0,65.0,0.6633064516129032,0.46875,0.5660282258064516
1371,Merrimack,Softball,D1,Merrimack College,GSR,89.0,72.0,0.36693548387096775,0.7458333333333333,0.5563844086021505
1335,Monmouth,Softball,D1,Monmouth University,GSR,89.0,72.0,0.36693548387096775,0.7458333333333333,0.5563844086021505
1303,Auburn,Softball,D1,Auburn University,GSR,92.0,66.0,0.5826612903225806,0.51875,0.5507056451612904
1088,North Carolina,Softball,D1,University of North Carolina Asheville,GSR,92.0,66.0,0.5826612903225806,0.51875,0.5507056451612904
1114,James Madison,Softball,D1,James Madison University,GSR,90.0,70.0,0.4274193548387097,0.6666666666666666,0.5470430107526881
1298,Purdue,Softball,D1,Purdue University,GSR,90.0,70.0,0.4274193548387097,0.6666666666666666,0.5470430107526881
1196,Saint Peter's,Softball,D1,Saint Peter's University,GSR,95.0,61.0,0.7842741935483871,0.29791666666666666,0.5410954301075269
2051,Bellarmine,Softball,D1,Bellarmine University,GSR,87.0,74.0,0.2661290322580645,0.8083333333333333,0.5372311827956989
1285,Iowa,Softball,D1,University of Iowa,GSR,89.0,71.0,0.36693548387096775,0.70625,0.5365927419354839
1156,Campbell,Softball,D1,Campbell University,GSR,93.0,63.0,0.6633064516129032,0.40208333333333335,0.5326948924731183
1206,Kansas,Softball,D1,Kansas State University,GSR,93.0,63.0,0.6633064516129032,0.40208333333333335,0.5326948924731183
1247,Austin Peay,Softball,D1,Austin Peay State University,GSR,91.0,67.0,0.5020161290322581,0.5604166666666667,0.5312163978494624
1369,Bowling Green,Softball,D1,Bowling Green State University,GSR,91.0,67.0,0.5020161290322581,0.5604166666666667,0.5312163978494624
1124,Saint Francis,Softball,D1,Saint Francis University,GSR,91.0,67.0,0.5020161290322581,0.5604166666666667,0.5312163978494624
1374,UTSA,Softball,D1,University of Texas at San Antonio,GSR,92.0,65.0,0.5826612903225806,0.46875,0.5257056451612903
1138,Mississippi St.,Softball,D1,Mississippi State University,GSR,96.0,59.0,0.842741935483871,0.20416666666666666,0.5234543010752688
1326,Towson,Softball,D1,Towson University,GSR,90.0,68.0,0.4274193548387097,0.6020833333333333,0.5147513440860215
1171,UAlbany,Softball,D1,University at Albany,GSR,88.0,71.0,0.3165322580645161,0.70625,0.5113911290322581
1168,San Diego St.,Softball,D1,San Diego State University,GSR,88.0,71.0,0.3165322580645161,0.70625,0.5113911290322581
1150,App State,Softball,D1,Appalachian State University,GSR,91.0,66.0,0.5020161290322581,0.51875,0.5103830645161291
1377,Detroit Mercy,Softball,D1,University of Detroit Mercy,GSR,91.0,66.0,0.5020161290322581,0.51875,0.5103830645161291
1297,St. John's (NY),Softball,D1,St. John's University (New York),GSR,93.0,62.0,0.6633064516129032,0.35,0.5066532258064516
1330,Army West Point,Softball,D1,U.S. Military Academy,GSR,91.0,,0.5020161290322581,,0.5020161290322581
1222,Michigan,Softball,D1,Central Michigan University,GSR,89.0,69.0,0.36693548387096775,0.6354166666666666,0.5011760752688172
1130,UCF,Softball,D1,University of Central Florida,GSR,94.0,60.0,0.7318548387096774,0.2520833333333333,0.49196908602150535
1328,Pittsburgh,Softball,D1,University of Pittsburgh,GSR,94.0,60.0,0.7318548387096774,0.2520833333333333,0.49196908602150535
1357,DePaul,Softball,D1,DePaul University,GSR,86.0,72.0,0.22580645161290322,0.7458333333333333,0.4858198924731183
1094,Florida St.,Softball,D1,Florida State University,GSR,91.0,65.0,0.5020161290322581,0.46875,0.48538306451612906
1373,North Dakota,Softball,D1,University of North Dakota,GSR,91.0,65.0,0.5020161290322581,0.46875,0.48538306451612906
1097,Colorado St.,Softball,D1,Colorado State University,GSR,89.0,68.0,0.36693548387096775,0.6020833333333333,0.4845094086021505
1323,Pacific,Softball,D1,University of the Pacific,GSR,93.0,61.0,0.6633064516129032,0.29791666666666666,0.4806115591397849
1119,Oklahoma St.,Softball,D1,Oklahoma State University,GSR,92.0,62.0,0.5826612903225806,0.35,0.4663306451612903
1261,Robert Morris,Softball,D1,Robert Morris University,GSR,91.0,63.0,0.5020161290322581,0.40208333333333335,0.45204973118279573
1321,Virginia,Softball,D1,Virginia Military Institute,GSR,84.0,71.0,0.15524193548387097,0.70625,0.4307459677419355
1312,Buffalo,Softball,D1,"University at Buffalo, the State University of New York",GSR,90.0,64.0,0.4274193548387097,0.43125,0.4293346774193548
1325,Stetson,Softball,D1,Stetson University,GSR,91.0,62.0,0.5020161290322581,0.35,0.42600806451612905
1356,Oregon St.,Softball,D1,Oregon State University,GSR,89.0,65.0,0.36693548387096775,0.46875,0.4178427419354839
1230,UT Arlington,Softball,D1,University of Texas at Arlington,GSR,89.0,65.0,0.36693548387096775,0.46875,0.4178427419354839
1286,Houston Christian,Softball,D1,Houston Christian University,GSR,88.0,66.0,0.3165322580645161,0.51875,0.4176411290322581
1106,Marshall,Softball,D1,Marshall University,GSR,92.0,60.0,0.5826612903225806,0.2520833333333333,0.417372311827957
1355,Murray St.,Softball,D1,Murray State University,GSR,92.0,60.0,0.5826612903225806,0.2520833333333333,0.417372311827957
1133,Tulsa,Softball,D1,The University of Tulsa,GSR,90.0,63.0,0.4274193548387097,0.40208333333333335,0.41475134408602155
1204,South Dakota St.,Softball,D1,South Dakota State University,GSR,87.0,67.0,0.2661290322580645,0.5604166666666667,0.4132728494623656
1100,BYU,Softball,D1,Brigham Young University,GSR,80.0,72.0,0.07661290322580645,0.7458333333333333,0.4112231182795699
1316,South Alabama,Softball,D1,University of South Alabama,GSR,89.0,63.0,0.36693548387096775,0.40208333333333335,0.38450940860215055
1378,Maine,Softball,D1,University of Maine,GSR,84.0,68.0,0.15524193548387097,0.6020833333333333,0.37866263440860215
1332,Georgia St.,Softball,D1,Georgia State University,GSR,88.0,64.0,0.3165322580645161,0.43125,0.3738911290322581
1120,Texas A&M,Softball,D1,"Texas A&M University, College Station",GSR,86.0,66.0,0.22580645161290322,0.51875,0.37227822580645165
1217,UMBC,Softball,D1,"University of Maryland, Baltimore County",GSR,87.0,65.0,0.2661290322580645,0.46875,0.36743951612903225
1267,Montana,Softball,D1,University of Montana,GSR,87.0,65.0,0.2661290322580645,0.46875,0.36743951612903225
1165,Utah Valley,Softball,D1,Utah Valley University,GSR,90.0,61.0,0.4274193548387097,0.29791666666666666,0.3626680107526882
1093,Howard,Softball,D1,Howard University,GSR,83.0,68.0,0.11895161290322581,0.6020833333333333,0.36051747311827953
1148,Illinois,Softball,D1,Eastern Illinois University,GSR,89.0,62.0,0.36693548387096775,0.35,0.35846774193548386
1096,Arizona,Softball,D1,University of Arizona,GSR,92.0,57.0,0.5826612903225806,0.12708333333333333,0.354872311827957
1376,Memphis,Softball,D1,University of Memphis,GSR,91.0,59.0,0.5020161290322581,0.20416666666666666,0.3530913978494624
1348,Presbyterian,Softball,D1,Presbyterian College,GSR,91.0,59.0,0.5020161290322581,0.20416666666666666,0.3530913978494624
1276,Indiana St.,Softball,D1,Indiana State University,GSR,87.0,64.0,0.2661290322580645,0.43125,0.34868951612903226
1268,Longwood,Softball,D1,Longwood University,GSR,87.0,64.0,0.2661290322580645,0.43125,0.34868951612903226
1095,Florida,Softball,D1,Florida Atlantic University,GSR,90.0,60.0,0.4274193548387097,0.2520833333333333,0.3397513440860215
1105,California Baptist,Softball,D1,California Baptist University,GSR,90.0,60.0,0.4274193548387097,0.2520833333333333,0.3397513440860215
1173,Youngstown St.,Softball,D1,Youngstown State University,GSR,83.0,67.0,0.11895161290322581,0.5604166666666667,0.33968413978494627
1195,Arkansas,Softball,D1,Arkansas State University,GSR,87.0,63.0,0.2661290322580645,0.40208333333333335,0.3341061827956989
1307,Winthrop,Softball,D1,Winthrop University,GSR,87.0,63.0,0.2661290322580645,0.40208333333333335,0.3341061827956989
1318,George Mason,Softball,D1,George Mason University,GSR,88.0,62.0,0.3165322580645161,0.35,0.33326612903225805
1296,Missouri St.,Softball,D1,Southeast Missouri State University,GSR,88.0,62.0,0.3165322580645161,0.35,0.33326612903225805
1152,Utah St.,Softball,D1,Utah State University,GSR,88.0,62.0,0.3165322580645161,0.35,0.33326612903225805
1122,East Carolina,Softball,D1,East Carolina University,GSR,89.0,61.0,0.36693548387096775,0.29791666666666666,0.3324260752688172
1205,Gardner-Webb,Softball,D1,Gardner-Webb University,GSR,90.0,59.0,0.4274193548387097,0.20416666666666666,0.3157930107526882
1290,Radford,Softball,D1,Radford University,GSR,91.0,57.0,0.5020161290322581,0.12708333333333333,0.3145497311827957
1109,UIW,Softball,D1,University of the Incarnate Word,GSR,86.0,63.0,0.22580645161290322,0.40208333333333335,0.3139448924731183
1102,Louisiana,Softball,D1,Louisiana State University,GSR,88.0,61.0,0.3165322580645161,0.29791666666666666,0.3072244623655914
1086,Oklahoma,Softball,D1,University of Oklahoma,GSR,86.0,62.0,0.22580645161290322,0.35,0.2879032258064516
1270,Hawaii,Softball,D1,"University of Hawaii, Manoa",GSR,87.0,61.0,0.2661290322580645,0.29791666666666666,0.28202284946236555
1301,A&M-Corpus Christi,Softball,D1,Texas A&M University-Corpus Christi,GSR,91.0,53.0,0.5020161290322581,0.04791666666666667,0.2749663978494624
1219,Tennessee St.,Softball,D1,East Tennessee State University,GSR,85.0,62.0,0.19556451612903225,0.35,0.2727822580645161
1284,Sam Houston,Softball,D1,Sam Houston State University,GSR,85.0,62.0,0.19556451612903225,0.35,0.2727822580645161
1154,Texas St.,Softball,D1,Texas State University,GSR,85.0,62.0,0.19556451612903225,0.35,0.2727822580645161
1252,Purdue Fort Wayne,Softball,D1,Purdue University Fort Wayne,GSR,89.0,58.0,0.36693548387096775,0.1625,0.26471774193548386
1172,Wichita St.,Softball,D1,Wichita State University,GSR,89.0,58.0,0.36693548387096775,0.1625,0.26471774193548386
1194,Kentucky,Softball,D1,Eastern Kentucky University,GSR,90.0,56.0,0.4274193548387097,0.1,0.26370967741935486
1155,Idaho St.,Softball,D1,Idaho State University,GSR,87.0,60.0,0.2661290322580645,0.2520833333333333,0.2591061827956989
1360,Kennesaw St.,Softball,D1,Kennesaw State University,GSR,87.0,60.0,0.2661290322580645,0.2520833333333333,0.2591061827956989
1209,Portland St.,Softball,D1,Portland State University,GSR,90.0,55.0,0.4274193548387097,0.08125,0.25433467741935484
1149,Houston,Softball,D1,University of Houston,GSR,82.0,63.0,0.10483870967741936,0.40208333333333335,0.25346102150537636
1216,Weber St.,Softball,D1,Weber State University,GSR,84.0,62.0,0.15524193548387097,0.35,0.2526209677419355
1233,Jackson St.,Softball,D1,Jackson State University,GSR,88.0,58.0,0.3165322580645161,0.1625,0.23951612903225805
1129,Troy,Softball,D1,Troy University,GSR,86.0,60.0,0.22580645161290322,0.2520833333333333,0.2389448924731183
1319,Hampton,Softball,D1,Hampton University,GSR,83.0,62.0,0.11895161290322581,0.35,0.2344758064516129
1176,Coastal Carolina,Softball,D1,Coastal Carolina University,GSR,89.0,56.0,0.36693548387096775,0.1,0.23346774193548386
1218,Akron,Softball,D1,University of Akron,GSR,84.0,61.0,0.15524193548387097,0.29791666666666666,0.2265793010752688
1117,Oregon,Softball,D1,University of Oregon,GSR,88.0,57.0,0.3165322580645161,0.12708333333333333,0.22180779569892473
1274,Jacksonville St.,Softball,D1,Jacksonville State University,GSR,86.0,59.0,0.22580645161290322,0.20416666666666666,0.21498655913978493
