id,player_name,position,classification,transferred,previous_team,recruited_rank,sixty_four_draft_ranking,team_id,player_id_ncaa,secondary_position,utility,height,bat,throw,hometown
27644,Jackson Duke,DH,,FALSE,,0,0,716,2458323,,FALSE,73,,,"Grand Prairie, TX"
27645,Cameron Duncan,P,,TRUE,716,0,0,33,2458325,,,,,,
27646,Wyatt Fain,INF,,FALSE,,0,0,716,2303917,,,,,,
27647,Dakota Frachiseur,P,,FALSE,,0,0,716,2303877,,,,,,
27648,Kade Garmany,P,,FALSE,,0,0,716,2303904,,,,,,
27649,Brandon Gonzalez,P,,TRUE,716,0,0,751,2458322,,,,,,
27650,Isaiah Haynes,P,,FALSE,,0,0,716,2458321,,FALSE,71,,,"Katy, TX"
27651,Ayden Heard,C,,FALSE,,0,0,716,2303918,,,,,,
27652,Chase Hodges,OF,,FALSE,,0,0,716,2303914,,,,,,
27653,James Janco,P,,FALSE,,0,0,716,2458320,,,,,,
27654,Cooper King,INF,,FALSE,,0,0,716,2123728,,,,,,
27655,Riley Klober,P,,FALSE,,0,0,716,2458326,,,,,,
27656,Matt Kortendick,P,,FALSE,,0,0,716,2123757,,,,,,
27657,Jack Liddell,P,,FALSE,,0,0,716,2303916,,,,,,
27658,Chris Lyles,CF,,FALSE,,0,0,716,2303852,,FALSE,70,,,"Wake Village, TX"
27659,Ty Manning,OF,,FALSE,,0,0,716,2303867,,,,,,
27660,Jacob Martinez,OF,,FALSE,,0,0,716,2303872,,,,,,
27661,Brett Mcgee,C,,FALSE,,0,0,716,2123765,,,,,,
27662,Kobe Morris,INF,,FALSE,,0,0,716,2121006,,,,,,
27663,Ben Muldoon,C,,FALSE,,0,0,716,2458327,,FALSE,73,,,"Hot Springs, AR"
27664,Zach Muldoon,C,,FALSE,,0,0,716,1765454,,,,,,
27665,Riley Orr,INF,,FALSE,,0,0,716,1987091,,,,,,
27666,Reed Osborn,P,,FALSE,,0,0,716,2349382,,,,,,
27667,Jd Padgett,OF,,FALSE,,0,0,716,2458328,,,,,,
27668,Mason Peterson,INF,,FALSE,,0,0,716,2123751,,,,,,
27669,Trent Pierce,P,,FALSE,,0,0,716,2123768,,,,,,
27670,Cameron Poston,OF,,FALSE,,0,0,716,2123770,,,,,,
27671,Bryson Rhodes,INF,,FALSE,,0,0,716,2458329,,,,,,
27672,Will Richardson,1B,,FALSE,,0,0,716,2458317,,FALSE,75,,,"Rison, AR"
27673,Grant Sanders,P,,FALSE,,0,0,716,2303933,,,,,,
27674,Kris Shumaker,C,,FALSE,,0,0,716,2303923,,,,,,
27675,Jake Smith,INF,,FALSE,,0,0,716,2458176,,,,,,
27676,Zach Smith,P,,FALSE,,0,0,716,2140064,,,,,,
27677,Trevor Smith,P,,FALSE,,0,0,716,2122534,,,,,,
27678,Maddox Solomon,UT,,FALSE,,0,0,716,2458175,,,,,,
27679,Santos Sosa,P,,FALSE,,0,0,716,2458177,,,,,,
27680,Chris Sutton,2B,,FALSE,,0,0,716,2303899,SS,FALSE,68,,,"Wake Village, TX"
27681,Blake Taylor,P,,FALSE,,0,0,716,2458319,,,,,,
27682,Josh Walker,INF,,FALSE,,0,0,716,2123752,,,,,,
27683,Jacob Womack,P,,FALSE,,0,0,716,2303890,,,,,,
27684,Charles Acker,P,,FALSE,,0,0,717,2335635,,,,,,
27685,Jaden Agassi,P,,FALSE,,337,0,717,2494053,,,,,,
27686,Joey Bell,OF,,FALSE,,0,0,717,2494054,,,,,,
27687,Chandler Champlain,P,,FALSE,,0,0,717,2138295,,,,,,
27688,Connor Cirillo,INF,,FALSE,,0,0,717,2335647,,,,,,
27689,Garrett Clarke,P,,FALSE,,0,0,717,2494056,,,,,,
27690,Nate Clow,P,,TRUE,717,153,0,805,2494055,,,72,L,R,"Federal Way, WA"
27691,Adrian Colon-Rosado,OF,,FALSE,,0,0,717,2335637,,,,,,
27692,Alex Cornwell,P,,FALSE,,0,0,717,1993560,,,,,,
27693,Gus Culpo,P,,TRUE,717,0,0,640,2138325,,,,,,
27694,Isaac Esqueda,P,,FALSE,,0,0,717,1993585,,,,,,
27695,Ethan Firestone,C,,FALSE,,0,0,717,2494057,,,,,,
27696,Garrett Guillemette,C,,TRUE,717,0,0,781,2494058,,,,,,
27697,Brian Gursky,P,,TRUE,717,0,0,856,1993606,,,,,,
27698,Trevor Halsema,OF,,FALSE,,0,0,717,1993632,,,,,,
27699,Ethan Hoopingarner,P,,FALSE,,0,0,717,2335638,,,,,,
27700,Patrick Hubbs,P,,FALSE,,0,0,717,2138303,,,,,,
27701,Charlie Hurley,P,,TRUE,717,459,0,781,2494059,,FALSE,80,,,"Sacramento, CA"
27702,Taylor Johnson,C,,FALSE,,0,0,717,2335639,,,,,,
27703,Riley Lamb,P,,TRUE,717,0,0,672,1993589,,,,,,
27704,Carson Lambert,P,,TRUE,717,0,0,782,2138300,,,,,,
27705,Jeriah Lewis,CF,,TRUE,717,0,0,688,2494060,DH,FALSE,73,L,R,"Alameda, CA"
27706,Quentin Longrie,P,,FALSE,,0,0,717,1758563,,,,,,
27707,Tyler Lozano,C,,TRUE,717,0,0,186,2138323,,,,,,
27708,Jamal O'Guinn,OF,,FALSE,,0,0,717,1993558,,,,,,
27709,Johnny Olmstead,INF,,FALSE,,0,0,717,2335640,,,,,,
27710,Clay Owens,INF,,FALSE,,0,0,717,2138298,,,,,,
27711,Tyler Pritchard,INF,,FALSE,,0,0,717,1868698,,,,,,
27712,Ben Ramirez,INF,,FALSE,,0,0,717,1993574,,,,,,
27713,Ethan Reed,P,,FALSE,,0,0,717,2138297,,,,,,
27714,Alex Rodriguez,SS,,TRUE,685,0,0,547,2494061,,FALSE,73,R,R,"Upland, CA"
27715,Miko Rodriguez,OF,,TRUE,717,0,0,197,2119859,,,,,,
27716,Emilio Rosas,INF,,FALSE,,0,0,717,2138296,,,,,,
27717,Brady Shockey,OF,,FALSE,,0,0,717,1868701,,,,,,
27718,D'Andre Smith,INF,,FALSE,,0,0,717,2494062,,,,,,
27719,Toby Spach,P,,FALSE,,0,0,717,2494063,,,,,,
27720,Jason Starrels,P,,FALSE,,0,0,717,2335641,,,,,,
27721,Tyler Stromsborg,P,,FALSE,,0,0,717,2494064,,FALSE,76,,,"Newport Beach, CA"
27722,Rhylan Thomas,OF,,FALSE,,0,0,717,2335642,,,,,,
27723,John Thomas,INF,,FALSE,,0,0,717,1868702,,,,,,
27724,Tyresse Turner,INF,,FALSE,,0,0,717,2335643,,,,,,
27725,Carson Wells,LF,,FALSE,,0,0,717,2494065,RF,FALSE,73,,,"Henderson, NV"
27726,Bart West,INF,,TRUE,717,0,0,190,1993595,,,,,,
27727,Malikai Wickley,INF,,FALSE,,0,0,717,2494066,,,,,,
27728,Kyle Wisch,P,,FALSE,,0,0,717,2334689,,,,,,
27729,Zach Bedryzcuk,P,,FALSE,,0,0,718,2346648,,,,,,
27730,John Bucci,P,,FALSE,,0,0,718,2139805,,FALSE,,,,
27731,Mike Demartino,C,,FALSE,,0,0,718,1777820,,,,,,
27732,Tyshaun Diaz,P,,FALSE,,0,0,718,2346649,SS,TRUE,,,,
27733,Jack Drewry,1B,,FALSE,,0,0,718,2346650,,FALSE,,,,
27734,Brendan Ebert,P,,FALSE,,0,0,718,1886273,,,,,,
27735,Andrew Eng,OF,,FALSE,,0,0,718,1990215,,,,,,
27736,Peyton Farina,OF,,FALSE,,0,0,718,2346651,,,,,,
27737,Chad Fedeli,2B,,FALSE,,0,0,718,2522953,DH,TRUE,,,,
27738,Mike Ferrett,INF,,FALSE,,0,0,718,2139806,,,,,,
27739,Spencer Fox,P,,FALSE,,0,0,718,2346652,,FALSE,,,,
27740,Zack Healy,INF,,FALSE,,0,0,718,2346694,,,,,,
27741,Tommy Hughes,P,,TRUE,718,0,0,640,2139808,,FALSE,74,R,R,"Newington, CT"
27742,Derrick Jagello,3B,,FALSE,,0,0,718,2522954,DH,TRUE,,,,
27743,Kevin Lucey,C,,FALSE,,0,0,718,2346653,,,,,,
27744,Roan Moran,P,,FALSE,,0,0,718,2346654,,,,,,
27745,Joe Nemchek,P,,TRUE,718,0,0,93,2139828,,,,,,
27746,Cameron O'Toole,C,,FALSE,,0,0,718,2000684,,,,,,
27747,Steve Phillips,P,,FALSE,,0,0,718,2527087,,FALSE,,,,
27748,Peter Phillips,P,,TRUE,718,0,0,251,2527079,,FALSE,73,,,"Simsbury, CT"
27749,Zach Ridger,P,,FALSE,,0,0,718,2360682,,,,,,
27750,Zach Rodgers,P,,TRUE,718,0,0,823,1985014,,,,,,
27751,Eric Ross,INF,,FALSE,,0,0,718,2139824,,,,,,
27752,Mike Shepa,P,,FALSE,,0,0,718,2346695,,,,,,
27753,Jared Smith,OF,,FALSE,,0,0,718,2139825,,,,,,
27754,Billy Sullivan,C,,TRUE,718,0,0,251,2346655,,FALSE,70,R,R,"Valley Cottage, NY"
27755,Mike Szturma,P,,TRUE,718,0,0,145,2522959,,FALSE,75,R,R,"Beacon Falls, CT"
27756,Izaiah Walker,CF,,FALSE,,0,0,718,2346656,P,TRUE,71,R,L,"Yonkers, NY"
27757,Jeffrey Walsh,P,,FALSE,,0,0,718,2000688,,,,,,
27758,Patrick Webler,P,,FALSE,,0,0,718,2000663,,,,,,
27759,Josh Wettemann,C,,FALSE,,0,0,718,2522955,,FALSE,,,,
27760,Brandon White,P,,TRUE,718,0,0,723,2139827,,,,,,
27761,Anthony Zambito,INF,,FALSE,,0,0,718,2000692,,,,,,
27762,Philip Archer,INF,,FALSE,,0,0,719,2119945,,,,,,
27763,Braden Babcock,P,,TRUE,719,0,0,869,2467330,,,,,,
27764,Kyle Back,P,,FALSE,,0,0,719,2310242,,,,,,
27765,Nick Blubaugh,OF,,FALSE,,0,0,719,2467309,,,,,,
27766,Adam Bunnell,P,,FALSE,,0,0,719,2310265,,,,,,
27767,Cade Carter,C,,FALSE,,0,0,719,2477763,,,69,R,R,"Fairfield, IL"
27768,Ben Chapman,P,,FALSE,,0,0,719,2467323,,,,,,
27769,Cody Cleveland,INF,,FALSE,,0,0,719,2467331,,,,,,
27770,Kyle Dixon,P,,TRUE,719,0,0,705,2310262,,,,,,
27771,Grey Epps,INF,,FALSE,,0,0,719,1974697,,,,,,
27772,Noah Farmer,P,,FALSE,,0,0,719,1974768,,,,,,
27773,Dylan Givens,P,,FALSE,,0,0,719,1974769,,,,,,
27774,Bubba Hall,P,,TRUE,719,0,0,201,2467327,,,,,,
27775,Mike Hansell,P,,FALSE,,0,0,719,2467325,,FALSE,76,R,R,"Seattle, WA"
27776,Brad Harrison,UT,,FALSE,,0,0,719,1879343,,,,,,
27777,Brad Hudson,OF,,FALSE,,0,0,719,1974761,,,,,,
27778,Mitchell Jackson,P,,FALSE,,0,0,719,2310254,,,,,,
27779,Brodie Lenon,P,,FALSE,,0,0,719,2467333,,,,,,
27780,Tanner Lewis,P,,FALSE,,0,0,719,2467328,,,,,,
27781,Evan Martin,OF,,FALSE,,0,0,719,2119944,,,,,,
27782,Vinni Massaglia,OF,,FALSE,,0,0,719,2467322,,,,,,
27783,Trey Mcdaniel,P,,FALSE,,0,0,719,1974770,,,,,,
27784,Nick Neville,INF,,FALSE,,0,0,719,2310233,,,,,,
27785,Gage O'Brien,P,,FALSE,,0,0,719,2467332,,,,,,
27786,Tristan Peters,OF,,FALSE,,0,0,719,2467320,,,,,,
27787,Tony Rask,C,,FALSE,,0,0,719,2310236,,,,,,
27788,Bennett Shoptaw,P,,FALSE,,0,0,719,2310263,,,,,,
27789,Matthew Steidl,P,,FALSE,,0,0,719,2119942,,,,,,
27790,Austin Ulick,C,,FALSE,,0,0,719,1974765,,,,,,
27791,Ian Walters,INF,,FALSE,,0,0,719,2119943,,,,,,
27792,J.T. Weber,OF,,FALSE,,0,0,719,1974766,,,,,,
27793,Cory Anderson,P,,FALSE,,0,0,720,2461827,,FALSE,70,R,R,"Linton, IN"
27794,Alex Archuleta,INF,,FALSE,,0,0,720,2303518,,,,,,
27795,Sammy Barnett,P,,FALSE,,0,0,720,2116510,,,,,,
27796,Nick Belcher,P,,FALSE,,0,0,720,2461828,,,,,,
27797,Sam Boese,C,,FALSE,,0,0,720,2461829,,,,,,
27798,Jacob Bowles,INF,,FALSE,,0,0,720,1868103,,,,,,
27799,Brady Bowling,P,,FALSE,,0,0,720,2303557,,,,,,
27800,Blake Ciuffetelli,P,,TRUE,720,0,0,65,2461830,,FALSE,71,R,L,"Newburgh, IN"
27801,Michael Conner,INF,,FALSE,,0,0,720,2303578,,,,,,
27802,Nolan Cook,2B,,FALSE,,0,0,720,2461831,3B,FALSE,73,R,R,"Evansville, IN"
27803,Wyatt Daly,C,,FALSE,,0,0,720,1868129,,,,,,
27804,Aaron Euler,OF,,FALSE,,0,0,720,1979850,,,,,,
27805,Austin Gossmann,P,,FALSE,,0,0,720,1992579,,,,,,
27806,Tyler Hagedorn,P,,FALSE,,0,0,720,1868128,,,,,,
27807,Ethan Hunter,INF,,FALSE,,0,0,720,1979840,,,,,,
27808,Tyler Kapust,C,,FALSE,,0,0,720,2461832,DH,FALSE,70,R,R,"Sellersburg, IN"
27809,Jordan Kelly,P,,FALSE,,0,0,720,1868105,,,,,,
27810,Bryce Krizan,OF,,FALSE,,0,0,720,1979842,,,,,,
27811,Daniel Lopez,INF,,FALSE,,0,0,720,2306396,,,,,,
27812,Manny Lopez,OF,,FALSE,,0,0,720,1770171,,,,,,
27813,Gavin Mclarty,INF,,FALSE,,0,0,720,2461833,,,,,,
27814,Lucas Mcnew,OF,,FALSE,,0,0,720,2115720,,,,,,
27815,Steven Molinet,OF,,FALSE,,0,0,720,2303513,,,,,,
27816,Austin Moody,OF,,FALSE,,0,0,720,2303543,,,,,,
27817,Sam Mudd,P,,FALSE,,0,0,720,2115716,,,,,,
27818,Paul Perez,P,,FALSE,,0,0,720,2115710,,,,,,
27819,Trent Robinson,P,,FALSE,,0,0,720,2303534,LF,TRUE,71,R,R,"Louisville, KY"
27820,Chase Rudy,P,,FALSE,,0,0,720,2115713,,,,,,
27821,Carter Stamm,P,,FALSE,,0,0,720,2461834,,FALSE,73,R,R,"Jasper, IN"
27822,Kobe Stephens,INF,,FALSE,,0,0,720,2115712,,,,,,
27823,Brice Stuteville,P,,FALSE,,0,0,720,2461835,,,,,,
27824,Drew Taylor,OF,,FALSE,,0,0,720,2303515,,,,,,
27825,Garrett Welch,P,,FALSE,,0,0,720,2115711,,,,,,
27826,A.J. Wheeler,C,,FALSE,,0,0,720,2461836,,,,,,
27827,Tyler Wheeler,UT,,FALSE,,0,0,720,2303510,,,,,,
27828,Adam Wildeman,INF,,FALSE,,0,0,720,2303565,,,,,,
27829,Bryce Afthim,P,,FALSE,,0,0,721,2355861,,FALSE,74,R,R,
27830,Gavin Arsenault,P,,FALSE,,0,0,721,1872748,,,,,,
27831,Billy Barnard,INF,,FALSE,,0,0,721,2498803,,,,,,
27832,Rodney Bean,INF,,FALSE,,0,0,721,2355863,,,,,,
27833,Cody Braga,P,,FALSE,,0,0,721,1992723,,,,,,
27834,Ethan Brown,P,,FALSE,,0,0,721,2355864,,,,,,
27835,Matt Burnett,P,,FALSE,,0,0,721,2355865,DH,TRUE,76,R,R,
27836,Liam Cooledge,C,,FALSE,,0,0,721,2498804,,,,,,
27837,Colby Dexter,INF,,FALSE,,0,0,721,2147618,,,,,,
27838,Gage Feeney,P,,FALSE,,0,0,721,1892517,,,,,,
27839,Lucas Francis,3B,,FALSE,,0,0,721,2355866,P,TRUE,73,R,R,
27840,Dylan Hapworth,OF,,FALSE,,0,0,721,1892519,,,,,,
27841,Andrew Hillier,INF,,FALSE,,0,0,721,1777510,,,,,,
27842,Joshua Joy,P,,FALSE,,0,0,721,1992745,,,,,,
27843,Jason Komulainen,C,,FALSE,,0,0,721,1992747,,,,,,
27844,Ben Lambert,P,,FALSE,,0,0,721,1992748,,,,,,
27845,Colton Lawrence,P,,FALSE,,0,0,721,1892520,,,,,,
27846,Janek Luksza,INF,,FALSE,,0,0,721,2355869,,,,,,
27847,Dylan Miner,P,,FALSE,,0,0,721,2355852,,FALSE,77,L,R,
27848,Ryan Norris,P,,FALSE,,0,0,721,2355872,,,,,,
27849,Andrew Olszak,INF,,FALSE,,0,0,721,1892524,,,,,,
27850,Arlo Pike,INF,,FALSE,,0,0,721,2147620,,,,,,
27851,Nick Polizonis,UT,,FALSE,,0,0,721,2498805,,,,,,
27852,Brogan Searle-Belanger,OF,,FALSE,,0,0,721,2133937,,,,,,
27853,Cam Seymour,C,,TRUE,721,0,0,30,2355873,1B,FALSE,70,L,R,
27854,Christian Siciliano,DH,,FALSE,,0,0,721,2498806,C,FALSE,68,R,R,
27855,James Sinclair,P,,FALSE,,0,0,721,1992732,,,,,,
27856,Cameron Slicer,OF,,FALSE,,0,0,721,2355874,,,,,,
27857,Donato Tocci,OF,,FALSE,,0,0,721,2355876,,,,,,
27858,Sam Troiano,OF,,FALSE,,0,0,721,1992752,,,,,,
27859,Tom Vesosky,OF,,FALSE,,0,0,721,2147621,,,,,,
27860,Wyatt Williamson,C,,FALSE,,0,0,721,2498807,,,,,,
27861,Jonathan Wilson,UT,,FALSE,,0,0,721,2147602,,,,,,
27862,Matt Adams,P,,FALSE,,0,0,722,2303199,,FALSE,71,R,R,"Pearland, TX"
27863,Chandler Best,P,,FALSE,,232,0,722,2303237,,FALSE,73,L,L,"Mobile, AL"
27864,Drew Boyd,P,,FALSE,,0,0,722,1981802,,,,,,
27865,Cody Carroll,P,,FALSE,,0,0,722,1865953,,,,,,
27866,Cade Crosby,3B,,TRUE,722,0,0,537,2473860,2B,FALSE,71,L,R,"Long Beach, MS"
27867,Dustin Dickerson,INF,,FALSE,,0,0,722,2303216,,,,,,
27868,Ben Ethridge,P,,FALSE,,0,0,722,2303224,,,,,,
27869,Reece Ewing,OF,,FALSE,,0,0,722,2473857,,,,,,
27870,Brady Faust,C,,FALSE,,0,0,722,2303203,,FALSE,71,L,R,"New Orleans, LA"
27871,Charlie Fischer,INF,,TRUE,722,0,0,525,2127745,,,,,,
27872,Billy Garrity,OF,,FALSE,,491,0,722,2303213,,,,,,
27873,Aubrey Gillentine,P,,TRUE,722,0,0,145,2127741,,,,,,
27874,Tanner Hall,P,,FALSE,,0,0,722,2473852,,,,,,
27875,Blake Johnson,C,,FALSE,,0,0,722,2473851,,,,,,
27876,Tyler Lantz,P,,FALSE,,0,0,722,2303220,,,,,,
27877,Michael Latulas,DH,,TRUE,722,418,0,725,2473850,1B,FALSE,75,L,L,"New Iberia, LA"
27878,Danny Lynch,INF,,FALSE,,0,0,722,2127751,,,,,,
27879,Will Mcgillis,INF,,TRUE,722,0,0,710,1981791,,,,,,
27880,Gabriel Montenegro,OF,,FALSE,,0,0,722,1865942,,,,,,
27881,Fisher Norris,INF,,FALSE,,0,0,722,2127727,,,,,,
27882,Ryan Och,P,,FALSE,,0,0,722,1981800,,,,,,
27883,Carson Paetow,RF,,FALSE,,0,0,722,2473856,,FALSE,75,L,L,"Vancleave, MS"
27884,Walker Powell,P,,FALSE,,0,0,722,1760122,,,,,,
27885,Garrett Ramsey,P,,FALSE,,0,0,722,2473853,,,,,,
27886,Isaiah Rhodes,P,,TRUE,722,0,0,786,2303215,,FALSE,74,R,R,"Mc Kinney, TX"
27887,Christopher Sargent,UT,,FALSE,,0,0,722,2473858,,,,,,
27888,Gabe Shepard,P,,FALSE,,0,0,722,2127723,,,,,,
27889,Hunter Stanley,P,,FALSE,,0,0,722,2127721,,,,,,
27890,Andrew Stanley,C,,FALSE,,0,0,722,2303217,,,,,,
27891,Justin Storm,P,,FALSE,,0,0,722,2473854,,,,,,
27892,Tyler Stuart,P,,FALSE,,0,0,722,2127744,,,,,,
27893,Reed Trimble,INF,,FALSE,,0,0,722,2303200,,,,,,
27894,Sean Tweedy,P,,FALSE,,0,0,722,1865958,,,,,,
27895,Will Tynes,P,,TRUE,722,0,0,802,2473861,,,,,,
27896,Hurston Waldrep,P,,TRUE,722,0,0,265,2473859,,,,,,
27897,Blake Wehunt,P,,FALSE,,0,0,722,2303214,,,,,,
27898,Michael Wein,INF,,FALSE,,0,0,722,2130539,,,,,,
27899,Slade Wilks,DH,,FALSE,,55,0,722,2473848,RF,FALSE,74,L,R,"Columbia, MS"
27900,Ricky Alexy,P,,FALSE,,0,0,723,1993411,,,,,,
27901,Trevor Anibal,P,,TRUE,723,0,0,145,2522072,,FALSE,71,R,R,"Bedford, NH"
27902,Nick Artymowicz,P,,FALSE,,0,0,723,1892299,,,,,,
27903,Nick Assad,P,,FALSE,,0,0,723,2154434,,,,,,
27904,Ryan Baumann,OF,,FALSE,,0,0,723,2525248,,,,,,
27905,Connor Burgess,C,Sr,TRUE,723,0,0,721,2525290,,FALSE,74,R,R,"Halifax, MA"
27906,Cam Caraher,RF,,TRUE,723,0,0,87,2525251,,FALSE,68,L,R,"Plymouth, MA"
27907,John Chacho,UT,,FALSE,,0,0,723,2350374,,,,,,
27908,Marcus Chavez,C,,FALSE,,0,0,723,1871480,,,,,,
27909,Jacob Cortazzo,P,,FALSE,,0,0,723,2525268,,,,,,
27910,Matthew Crisci,OF,,TRUE,723,0,0,603,2146833,,,,,,
27911,Ryan Deo,C,,TRUE,723,0,0,676,2525274,P,TRUE,,,,
27912,Kieran Dowd,INF,,FALSE,,0,0,723,2116595,,,,,,
27913,Tyler Fitzgerald,P,,FALSE,,0,0,723,1892878,,,,,,
27914,Alex George,C,,FALSE,,0,0,723,2525271,,,,,,
27915,Griffin Gilbert,P,,FALSE,,0,0,723,2137487,,FALSE,76,R,R,"Concord, NH"
27916,Joshua Goldstein,INF,,FALSE,,0,0,723,1892287,,,,,,
27917,Alex Gomes,P,,FALSE,,0,0,723,1894741,,,,,,
27918,Parker Hansen,P,,FALSE,,0,0,723,2310598,,FALSE,75,R,R,"Granby, CT"
27919,Sam Henrie,UT,,FALSE,,0,0,723,2002571,,,,,,
27920,Sam Howard,P,Sr,TRUE,723,0,0,447,2525286,,FALSE,,,,
27921,Jacob Hunt,OF,,FALSE,,0,0,723,2154411,,,,,,
27922,Alex Kennedy,OF,,FALSE,,0,0,723,2153204,,,,,,
27923,Oluwasayo Kintunde,P,,FALSE,,0,0,723,2350239,,,,,,
27924,Mike Larocca,INF,,FALSE,,0,0,723,2350078,,,,,,
27925,Taylor Lepard,P,,FALSE,,0,0,723,2522936,,,,,,
27926,Cristian Mercedes,UT,,FALSE,,0,0,723,2350081,,,,,,
27927,Jake Molloy,UT,,FALSE,,0,0,723,2525272,,,,,,
27928,William Morales,P,,FALSE,,0,0,723,2525247,,,,,,
27929,Dakota Mulcay,C,,FALSE,,0,0,723,2001445,,,,,,
27930,Dylan O'Sullivan,1B,,FALSE,,0,0,723,2525273,DH,FALSE,71,R,L,"Manchester, NH"
27931,Daniel Owens,P,,FALSE,,0,0,723,2364866,,,,,,
27932,Anthony Poole,CF,,TRUE,723,0,0,721,2525285,,FALSE,73,R,R,"S Portland, ME"
27933,Jeffrey Praml,P,,FALSE,,0,0,723,2003002,,,,,,
27934,Bryce Reagan,INF,,FALSE,,0,0,723,2117856,,,,,,
27935,Danniel Rivera,3B,,TRUE,723,0,0,367,2354248,DH,FALSE,69,R,R,"New Britain, CT"
27936,Nick Sheehan,2B,Sr,TRUE,723,0,0,653,2525289,,FALSE,67,L,R,"Medway, MA"
27937,Patrick Stanton,P,,FALSE,,0,0,723,2525287,,,,,,
27938,Andrew Tache,P,,FALSE,,0,0,723,2350100,,,,,,
27939,Idelson Taveras,OF,,FALSE,,0,0,723,2002568,,,,,,
27940,John Tellier,P,,FALSE,,0,0,723,2525284,,,,,,
27941,Wesley Tobin,P,,FALSE,,0,0,723,2002710,,,,,,
27942,Owen Tonkin,P,,FALSE,,0,0,723,2525288,,,,,,
27943,Conner Wagstaff,P,,TRUE,723,0,0,341,2350240,,,,,,
27944,Scott Webster,P,,FALSE,,0,0,723,1894739,,,,,,
27945,Brady Wildes,P,,FALSE,,0,0,723,2525276,,,,,,
27946,Tanner Bare,RF,,FALSE,,0,0,724,2471106,LF,FALSE,,,,
27947,Zach Birkle,P,,FALSE,,0,0,724,1876264,,,,,,
27948,Elijah Brady,INF,,FALSE,,0,0,724,2126888,,,,,,
27949,Brian Brown,INF,,FALSE,,0,0,724,2322846,,,,,,
27950,Tyler Broyles,C,,FALSE,,0,0,724,2322863,,,,,,
27951,L. Cotter,P,,FALSE,,0,0,724,2529679,,,,,,
27952,Caleb Desouza,INF,,FALSE,,0,0,724,2322844,,,,,,
27953,Noah Ellis,C,,FALSE,,0,0,724,2471102,,,,,,
27954,Cole Embrey,OF,,FALSE,,0,0,724,2471093,,,,,,
27955,Colby Entwistle,C,,FALSE,,0,0,724,2471099,SS,FALSE,,,,
27956,Adrian Flores,P,,FALSE,,0,0,724,2322841,,,,,,
27957,Austin Glock,C,,FALSE,,0,0,724,2322843,,,,,,
27958,Triston Graves,P,,FALSE,,0,0,724,1983362,,,,,,
27959,Eric Gutierrez,INF,,FALSE,,0,0,724,2322838,,,,,,
27960,Dylan Haynes,OF,,FALSE,,0,0,724,2530356,,,,,,
27961,Travis Herriott,P,,FALSE,,0,0,724,2471125,,,,,,
27962,Patrick Hine,P,,FALSE,,0,0,724,2471114,,FALSE,,,,
27963,Kasen Jackson,P,,FALSE,,0,0,724,2471110,,,,,,
27964,Jacob Johnson,INF,,FALSE,,0,0,724,2361522,,,,,,
27965,Clay Lockett,INF,,FALSE,,0,0,724,2322832,,,,,,
27966,Payne Maga,P,,FALSE,,0,0,724,2471107,,,,,,
27967,Jacob Owen,P,,FALSE,,0,0,724,2510361,,,,,,
27968,Connor Pasby,OF,,FALSE,,0,0,724,2322865,,,,,,
27969,Jarrett Phillips,INF,,FALSE,,0,0,724,2126899,,,,,,
27970,Brett Rexroad,P,,FALSE,,0,0,724,2322845,,,,,,
27971,Brandon Rezek,P,,FALSE,,0,0,724,2126877,,,,,,
27972,Dylan Scalice,INF,,FALSE,,0,0,724,2322837,,,,,,
27973,Jake Schow,P,,FALSE,,0,0,724,2525181,,FALSE,,,,
27974,Austin Slate,INF,,FALSE,,0,0,724,2322840,,,,,,
27975,Ej Taylor,INF,,FALSE,,0,0,724,2471128,,,,,,
27976,Peyton Vinyard,OF,,FALSE,,0,0,724,2322839,,,,,,
27977,Landon Walker,P,,FALSE,,0,0,724,1876244,,,,,,
27978,Isaiah Adams,OF,,FALSE,,0,0,725,2500524,,,,,,
27979,Wilhelm Allen,P,,FALSE,,0,0,725,1866985,,,,,,
27980,Jaylen Armstrong,OF,,FALSE,,0,0,725,2494414,,,,,,
27981,Joseph Battaglia III,P,,FALSE,,0,0,725,2346367,,,,,,
27982,Jerome Bohannon II,P,,FALSE,,0,0,725,2129436,,,,,,
27983,Markaylon Boyd,P,,FALSE,,0,0,725,1866987,,,,,,
27984,O'Neill Burgos,OF,,FALSE,,0,0,725,2494761,,,,,,
27985,Jerry Burkett II,P,,FALSE,,0,0,725,2504796,,FALSE,74,L,L,"Hattiesburg, MS"
27986,James Caillouet,C,,FALSE,,0,0,725,2531696,,,,,,
27987,Brendon Davis,UT,,FALSE,,0,0,725,2142717,,,,,,
27988,Christian Davis,P,,FALSE,,0,0,725,2494762,,,,,,
27989,Jovante Dorris,UT,,FALSE,,0,0,725,2346348,,,,,,
27990,Jonathon Evans,OF,,FALSE,,0,0,725,2504797,,,,,,
27991,Colton Frank,INF,,FALSE,,0,0,725,2138994,,,,,,
27992,Dimitri Frank,P,,FALSE,,0,0,725,2349671,,,,,,
27993,Brandon Green,C,,FALSE,,0,0,725,2349681,,,,,,
27994,John Guienze,P,,FALSE,,0,0,725,1866991,,,,,,
27995,Austin Haensel,P,,FALSE,,0,0,725,1981983,,,,,,
