id,name,class_ranking,current_rpi,academics,conference_id,team_id_ncaa,sport,logo_url,state_id
522,Navy,0.0,259.0,,36.0,726.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/522.png,20.0
523,NC State,0.0,52.0,,72.0,490.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/523.png,33.0
524,Neb. Wesleyan,0.0,,,78.0,462.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/524.png,27.0
525,Nebraska,0.0,26.0,,114.0,463.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/525.png,27.0
526,Neumann,0.0,,,83.0,1254.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/526.png,38.0
527,Nevada,0.0,136.0,,9.0,466.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/527.png,28.0
528,New England Col.,0.0,,,15.0,467.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/528.png,29.0
529,New Haven,0.0,302.0,,77.0,470.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/529.png,7.0
530,New Jersey City,0.0,,,115.0,319.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/530.png,30.0
531,New Mexico,0.0,180.0,,9.0,473.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/531.png,31.0
532,New Mexico St.,0.0,194.0,,99.0,472.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/532.png,31.0
533,New Orleans,0.0,205.0,,1.0,474.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/533.png,18.0
534,Newberry,0.0,,,28.0,1257.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/534.png,40.0
535,Newman,0.0,,,96.0,30054.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/535.png,16.0
536,Niagara,0.0,207.0,,88.0,482.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/536.png,32.0
537,Nicholls,0.0,132.0,,1.0,483.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/537.png,18.0
538,Nichols,0.0,,,30.0,484.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/538.png,21.0
539,NIU,0.0,83.0,,10.0,503.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/539.png,13.0
540,NJIT,0.0,288.0,,67.0,471.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/540.png,30.0
541,Norfolk St.,0.0,300.0,,77.0,485.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/541.png,46.0
542,North Ala.,0.0,157.0,,48.0,487.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/542.png,1.0
543,North Carolina,0.0,10.0,,72.0,457.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/543.png,33.0
544,North Central (IL),0.0,,,41.0,492.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/544.png,13.0
545,North Central (MN),0.0,,,65.0,30039.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/545.png,23.0
546,North Dakota St.,0.0,273.0,,92.0,493.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/546.png,34.0
547,North Florida,0.0,154.0,,48.0,2711.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/547.png,9.0
548,North Georgia,0.0,,,40.0,30052.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/548.png,10.0
549,North Greenville,0.0,,,29.0,9223.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/549.png,40.0
550,North Park,0.0,,,41.0,496.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/550.png,13.0
551,Northeastern,0.0,166.0,,101.0,500.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/551.png,21.0
552,Northeastern St.,0.0,,,96.0,12810.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/552.png,36.0
553,Northern Colo.,0.0,297.0,,92.0,502.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/553.png,6.0
554,Northern Ky.,0.0,230.0,,81.0,505.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/554.png,17.0
555,Northern St.,0.0,,,42.0,1266.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/555.png,41.0
556,Northland,0.0,,,65.0,1267.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/556.png,49.0
557,Northwest Mo. St.,0.0,,,96.0,507.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/557.png,25.0
558,Northwest Nazarene,0.0,,,97.0,1274.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/558.png,12.0
559,Northwestern,0.0,104.0,,114.0,509.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/559.png,13.0
560,Northwestern Okla.,0.0,,,35.0,30178.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/560.png,36.0
561,Northwestern St.,0.0,105.0,,1.0,508.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/561.png,18.0
562,Northwestern-St. Paul,0.0,,,65.0,30031.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/562.png,23.0
563,Northwood,0.0,,,18.0,510.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/563.png,22.0
564,Norwich,0.0,,,15.0,511.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/564.png,45.0
565,Notre Dame,0.0,75.0,,72.0,513.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/565.png,14.0
566,Notre Dame (OH),0.0,,,17.0,30126.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/566.png,35.0
567,Nova Southeastern,0.0,,,55.0,24639.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/567.png,9.0
568,NYU,0.0,,,74.0,479.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/568.png,32.0
569,Oakland,0.0,219.0,,81.0,514.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/569.png,22.0
570,Oberlin,0.0,,,22.0,515.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/570.png,35.0
571,Occidental,0.0,,,85.0,516.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/571.png,5.0
572,Oglethorpe,0.0,,,64.0,2713.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/572.png,10.0
573,Ohio,0.0,271.0,,10.0,519.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/573.png,35.0
574,Ohio Dominican,0.0,,,18.0,30119.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/574.png,35.0
575,Ohio Northern,0.0,,,53.0,517.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/575.png,35.0
576,Ohio St.,0.0,89.0,,114.0,518.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/576.png,35.0
577,Ohio Wesleyan,0.0,,,22.0,520.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/577.png,35.0
578,Okla. Baptist,0.0,,,35.0,30202.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/578.png,36.0
579,Okla. Christian,0.0,,,3.0,30179.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/579.png,36.0
580,Oklahoma,0.0,18.0,,11.0,522.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/580.png,36.0
581,Oklahoma St.,0.0,44.0,,59.0,521.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/581.png,36.0
582,Old Dominion,0.0,159.0,,31.0,523.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/582.png,46.0
583,Old Westbury,0.0,,,93.0,524.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/583.png,32.0
584,Ole Miss,0.0,9.0,,11.0,433.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/584.png,24.0
585,Olivet,0.0,,,8.0,525.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/585.png,22.0
586,Omaha,0.0,224.0,,92.0,464.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/586.png,27.0
587,Oral Roberts,0.0,137.0,,92.0,527.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/587.png,36.0
588,Oregon,0.0,32.0,,114.0,529.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/588.png,37.0
589,Oregon St.,0.0,7.0,,112.0,528.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/589.png,37.0
590,Oswego St.,0.0,,,103.0,530.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/590.png,32.0
591,Otterbein,0.0,,,53.0,531.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/591.png,35.0
592,Ouachita Baptist,0.0,,,35.0,1289.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/592.png,4.0
593,Ozarks (AR),0.0,,,46.0,23008.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/593.png,4.0
594,Pace,0.0,,,6.0,533.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/594.png,32.0
595,Pacific,0.0,281.0,,82.0,534.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/595.png,5.0
596,Pacific (OR),0.0,,,111.0,2751.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/596.png,37.0
597,Pacific Lutheran,0.0,,,111.0,1297.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/597.png,47.0
598,Palm Beach Atl.,0.0,,,55.0,30045.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/598.png,9.0
599,Penn,0.0,197.0,,76.0,540.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/599.png,38.0
600,Penn College,0.0,,,84.0,30190.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/600.png,38.0
601,Penn St.,0.0,190.0,,114.0,539.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/601.png,38.0
602,Penn St. Harrisburg,0.0,,,84.0,30081.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/602.png,38.0
603,Penn St.-Abington,0.0,,,84.0,30114.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/603.png,38.0
604,Penn St.-Altoona,0.0,,,20.0,25719.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/604.png,38.0
605,Penn St.-Behrend,0.0,,,20.0,538.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/605.png,38.0
606,Penn St.-Berks,0.0,,,84.0,30044.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/606.png,38.0
607,Pepperdine,0.0,236.0,,82.0,541.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/607.png,5.0
608,Pfeiffer,0.0,,,51.0,542.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/608.png,33.0
609,Piedmont,0.0,,,60.0,21830.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/609.png,10.0
610,Pitt.-Bradford,0.0,,,20.0,1315.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/610.png,38.0
611,Pitt.-Greensburg,0.0,,,20.0,11839.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/611.png,38.0
612,Pitt.-Johnstown,0.0,,,70.0,546.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/612.png,38.0
613,Pittsburg St.,0.0,,,96.0,1314.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/613.png,16.0
614,Pittsburgh,0.0,74.0,,72.0,545.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/614.png,38.0
615,Plattsburgh St.,0.0,,,103.0,547.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/615.png,32.0
616,Plymouth St.,0.0,,,108.0,548.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/616.png,29.0
617,Point Loma,0.0,,,4.0,30149.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/617.png,5.0
618,Pomona-Pitzer,0.0,,,85.0,549.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/618.png,5.0
619,Portland,0.0,71.0,,82.0,551.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/619.png,37.0
620,Post,0.0,,,23.0,1318.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/620.png,7.0
621,Prairie View,0.0,299.0,,12.0,553.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/621.png,43.0
622,Presbyterian,0.0,269.0,,68.0,1320.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/622.png,40.0
623,Princeton,0.0,201.0,,76.0,554.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/623.png,30.0
624,Principia,0.0,,,69.0,555.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/624.png,13.0
625,Puget Sound,0.0,,,111.0,557.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/625.png,47.0
626,Purchase,0.0,,,93.0,30029.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/626.png,32.0
627,Purdue,0.0,63.0,,114.0,559.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/627.png,14.0
628,Purdue Fort Wayne,0.0,,,81.0,308.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/628.png,14.0
629,Purdue Northwest,0.0,,,38.0,30222.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/629.png,14.0
630,Queens (NC),0.0,247.0,,48.0,11504.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/630.png,33.0
631,Queens (NY),0.0,,,7.0,560.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/631.png,32.0
632,Quincy,0.0,,,61.0,561.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/632.png,13.0
633,Quinnipiac,0.0,232.0,,88.0,562.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/633.png,7.0
634,Radford,0.0,122.0,,68.0,563.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/634.png,46.0
635,Ramapo,0.0,,,115.0,564.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/635.png,30.0
636,Randolph-Macon,0.0,,,50.0,565.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/636.png,46.0
637,Redlands,0.0,,,85.0,567.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/637.png,5.0
638,Regis (CO),0.0,,,5.0,568.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/638.png,6.0
639,Rensselaer,0.0,,,54.0,570.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/639.png,32.0
640,Rhode Island,0.0,142.0,,80.0,572.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/640.png,39.0
641,Rhode Island Col.,0.0,,,108.0,571.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/641.png,39.0
642,Rhodes,0.0,,,64.0,573.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/642.png,42.0
643,Rice,0.0,53.0,,73.0,574.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/643.png,43.0
644,Richmond,0.0,155.0,,80.0,575.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/644.png,46.0
645,Rider,0.0,145.0,,88.0,576.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/645.png,30.0
646,Ripon,0.0,,,63.0,577.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/646.png,49.0
647,RIT,0.0,,,54.0,580.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/647.png,32.0
648,Rivier,0.0,,,15.0,18422.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/648.png,29.0
649,Roanoke,0.0,,,50.0,578.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/649.png,46.0
650,Rochester (NY),0.0,,,54.0,581.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/650.png,32.0
651,Rockford,0.0,,,44.0,582.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/651.png,13.0
652,Rockhurst,0.0,,,61.0,1328.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/652.png,25.0
653,Roger Williams,0.0,,,30.0,583.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/653.png,39.0
654,Rogers St.,0.0,,,96.0,30180.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/654.png,36.0
655,Rollins,0.0,,,55.0,584.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/655.png,9.0
656,Rose-Hulman,0.0,,,27.0,585.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/656.png,14.0
657,Rosemont,0.0,,,84.0,15882.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/657.png,38.0
658,Rowan,0.0,,,115.0,259.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/658.png,30.0
659,Russell Sage,0.0,,,109.0,11036.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/659.png,32.0
660,Rutgers,0.0,138.0,,114.0,587.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/660.png,30.0
661,Rutgers-Camden,0.0,,,115.0,588.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/661.png,30.0
662,Rutgers-Newark,0.0,,,115.0,589.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/662.png,30.0
663,Sacramento St.,0.0,178.0,,2.0,102.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/663.png,5.0
664,Sacred Heart,0.0,221.0,,88.0,590.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/664.png,7.0
665,Saginaw Valley,0.0,,,38.0,591.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/665.png,22.0
666,Saint Elizabeth,0.0,,,83.0,9684.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/666.png,30.0
667,Saint John's (MN),0.0,,,39.0,602.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/667.png,23.0
668,Saint Joseph's,0.0,36.0,,80.0,606.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/668.png,38.0
669,Saint Leo,0.0,,,55.0,608.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/669.png,9.0
670,Saint Louis,0.0,233.0,,80.0,609.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/670.png,25.0
671,Saint Martin's,0.0,,,97.0,1343.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/671.png,47.0
672,Saint Mary's (CA),0.0,111.0,,82.0,610.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/672.png,5.0
673,Saint Mary's (MN),0.0,,,39.0,612.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/673.png,23.0
674,Saint Michael's,0.0,,,6.0,613.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/674.png,45.0
675,Saint Peter's,0.0,308.0,,88.0,617.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/675.png,30.0
676,Saint Rose,0.0,,,,1347.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/676.png,
677,Saint Vincent,0.0,,,21.0,30064.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/677.png,38.0
678,Salem (WV),0.0,,,71.0,19117.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/678.png,48.0
679,Salem St.,0.0,,,75.0,621.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/679.png,21.0
680,Salisbury,0.0,,,90.0,622.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/680.png,20.0
681,Salve Regina,0.0,,,52.0,623.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/681.png,39.0
682,Sam Houston,0.0,193.0,,99.0,624.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/682.png,43.0
683,Samford,0.0,125.0,,32.0,625.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/683.png,1.0
684,San Diego,0.0,164.0,,82.0,627.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/684.png,5.0
685,San Diego St.,0.0,130.0,,9.0,626.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/685.png,5.0
686,San Fran. St.,0.0,,,87.0,628.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/686.png,5.0
687,San Francisco,0.0,240.0,,82.0,629.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/687.png,5.0
688,San Jose St.,0.0,189.0,,9.0,630.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/688.png,5.0
689,Santa Clara,0.0,225.0,,82.0,631.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/689.png,5.0
690,Savannah St.,0.0,,,14.0,632.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/690.png,10.0
691,Schreiner,0.0,,,46.0,1355.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/691.png,43.0
692,Scranton,0.0,,,89.0,633.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/692.png,38.0
693,Seattle U,0.0,252.0,,82.0,1356.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/693.png,47.0
694,Seton Hall,0.0,246.0,,79.0,635.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/694.png,30.0
695,Seton Hill,0.0,,,70.0,30063.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/695.png,38.0
696,Sewanee,0.0,,,64.0,652.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/696.png,42.0
697,SFA,0.0,147.0,,1.0,676.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/697.png,43.0
698,Shenandoah,0.0,,,50.0,637.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/698.png,46.0
699,Shepherd,0.0,,,70.0,10870.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/699.png,48.0
700,Shippensburg,0.0,,,70.0,638.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/700.png,38.0
701,Shorter,0.0,,,29.0,30151.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/701.png,10.0
702,Siena,0.0,261.0,,88.0,639.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/702.png,32.0
703,Simpson,0.0,,,78.0,641.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/703.png,15.0
704,Sioux Falls,0.0,,,42.0,30128.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/704.png,41.0
705,SIUE,0.0,172.0,,49.0,660.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/705.png,13.0
706,Skidmore,0.0,,,54.0,642.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/706.png,32.0
707,Slippery Rock,0.0,,,70.0,643.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/707.png,38.0
708,Sonoma St.,0.0,,,87.0,645.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/708.png,5.0
709,South Alabama,0.0,77.0,,31.0,646.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/709.png,1.0
710,South Carolina,0.0,76.0,,11.0,648.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/710.png,40.0
711,South Dakota St.,0.0,213.0,,92.0,649.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/711.png,41.0
712,South Fla.,0.0,62.0,,73.0,651.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/712.png,9.0
713,Southeast Mo. St.,0.0,60.0,,49.0,654.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/713.png,25.0
714,Southeastern La.,0.0,81.0,,1.0,655.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/714.png,18.0
715,Southeastern Okla.,0.0,,,35.0,1371.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/715.png,36.0
716,Southern Ark.,0.0,,,35.0,1376.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/716.png,4.0
717,Southern California,0.0,13.0,,114.0,657.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/717.png,5.0
718,Southern Conn. St.,0.0,,,6.0,658.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/718.png,7.0
719,Southern Ill.,0.0,253.0,,62.0,659.0,Baseball,https://64-analytics-team-logos.s3.us-east-1.amazonaws.com/2026/719.png,13.0
