id,name,position,bio,tenure_at_school,team_id,wins,loss,ties,win_perc
1721,Val Silvestrini,Head Coach,,17,1562,454,334,1,0.576
1722,Randy Simkins,Head Coach,,17,2066,556,292,0,0.656
1723,Dawn Simmons,Head Coach,,28,1846,750,399,2,0.652
1724,Meghan Simons,Head Coach,,10,1662,247,139,2,0.639
1725,Steve Singleton,Head Coach,,1,1118,8,14,0,0.364
1726,Bekah Slattery,Head Coach,,5,1976,45,112,0,0.287
1727,Gabby Smart,Head Coach,,0,1690,0,0,0,0
1728,Taylor Smartt,Head Coach,,3,1327,66,62,0,0.516
1729,Jameshia Smith,Head Coach,,5,1388,71,55,0,0.563
1730,Hillary Smith,Head Coach,,8,1289,99,180,0,0.355
1731,Mitch Smith,Head Coach,,3,1424,55,64,0,0.462
1732,Megan Smith Lyon,Head Coach,,18,1088,569,332,0,0.632
1733,Jamie Smyth,Head Coach,,28,1729,629,445,0,0.586
1734,Sally Snover,Head Coach,,6,1859,79,90,2,0.468
1735,Ben Sorden,Head Coach,,4,1185,88,95,0,0.481
1736,Jared Sotelo,Head Coach,,0,1822,0,0,0,0
1737,Siera Spahiu,Head Coach,,3,1741,39,50,0,0.438
1738,Tom Spencer,Head Coach,,27,1768,543,501,2,0.52
1739,Lena Springer,Head Coach,,2,1856,35,38,0,0.479
1740,Claudia Stabile,Head Coach,,44,1478,890,855,4,0.51
1741,Angie Stackhouse,Head Coach,,7,1344,142,70,0,0.67
1742,Sara Stafford,Head Coach,,8,2021,61,157,0,0.28
1743,Kassie Stanfill,Head Coach,,8,1247,202,150,0,0.574
1744,Shonda Stanton,Head Coach,,28,1112,865,622,2,0.582
1745,Jen Starek,Head Coach,,23,1317,548,404,3,0.575
1746,Jeff Staton,Head Coach,,7,1799,122,104,0,0.54
1747,Dawn Stearns,Head Coach,,17,1517,336,387,1,0.465
1748,Jen Steele,Head Coach,,15,1153,364,291,1,0.556
1749,Jamie Stefani,Head Coach,,6,1777,62,121,1,0.34
1750,Chris Stelma,Head Coach,,10,1245,122,284,0,0.3
1751,Theresa Stephens,Head Coach,,6,1642,45,209,1,0.178
1752,Jordan Stevens,Head Coach,,17,1373,365,484,1,0.43
1753,Kimberly Stiles,Head Coach,,16,1378,353,404,1,0.466
1754,Daniel Stockdale,Head Coach,,5,1251,53,120,0,0.306
1755,Kiki Stokes O'Connor,Head Coach,,5,1322,69,157,0,0.305
1756,Heather Stone,Head Coach,,24,1890,517,452,3,0.533
1757,Meagan Stone,Head Coach,,8,1992,62,132,0,0.32
1758,Leigh Streetman,Head Coach,,2,1397,47,27,1,0.633
1759,Brianna Strickland,Head Coach,,2,1737,35,15,0,0.7
1760,Crissy Strimple,Head Coach,,7,1133,140,152,1,0.48
1761,Brittany Stroop,Head Coach,,15,2087,140,348,1,0.287
1762,Rebecca Stryker,Head Coach,,16,1926,191,350,2,0.354
1763,Vann Stuedeman,Head Coach,,11,1374,324,277,0,0.539
1764,Sydney Sturner,Head Coach,,4,1494,68,100,0,0.405
1765,Claire Sua-Amundson,Head Coach,,10,1593,219,244,0,0.473
1766,Aisha Sueda,Head Coach,,5,1594,94,91,0,0.508
1767,Ryan Sullivan,Head Coach,,21,1686,460,296,3,0.608
1768,Kristen Sullivan,Head Coach,,12,1502,233,247,0,0.485
1769,Tripp Swisher,Head Coach,,10,2168,169,253,0,0.4
1770,Heather Tarr,Head Coach,,22,1101,870,339,1,0.719
1771,Heather Tarter,Head Coach,,6,1497,154,118,0,0.566
1772,Cat Tarvin,Head Coach,,6,1319,83,182,0,0.313
1773,Alisa Tasler,Head Coach,,14,1507,320,324,1,0.497
1774,Venus Taylor,Head Coach,,10,1907,181,204,0,0.47
1775,Josh Taylor,Head Coach,,10,1259,268,207,0,0.564
1776,Jennifer Teague,Head Coach,,16,1256,263,399,0,0.397
1777,Brandon Telesco,Head Coach,,2,1105,54,20,0,0.73
1778,Naomi Tellez,Head Coach,,5,1467,109,117,0,0.482
1779,Tara Tembey,Head Coach,,2,1220,5,11,0,0.313
1780,Panita Thanatharn,Head Coach,,1,1270,8,10,0,0.444
1781,Windy Thees,Head Coach,,21,1276,555,503,0,0.525
1782,Kaitlin Thibodeau-Corey,Head Coach,,2,1880,18,40,1,0.314
1783,Bonnie Tholl,Head Coach,,4,1222,125,70,0,0.641
1784,Nicole Thomas,Head Coach,,1,2228,8,13,0,0.381
1785,Robert Thompson,Head Coach,,17,2048,51,431,0,0.106
1786,Nicole Thompson,Head Coach,,10,1545,262,196,0,0.572
1787,Cody Thomson,Head Coach,,5,1165,96,127,0,0.43
1788,Erin Thorpe,Head Coach,,23,1338,478,588,1,0.448
1789,McKinsey Thorpe,Head Coach,,1,2163,3,18,0,0.143
1790,Brady Tillotson,Head Coach,,1,2034,2,24,0,0.077
1791,Nicole Tines,Head Coach,,5,1470,74,129,0,0.365
1792,Shalise Tolentino,Head Coach,,7,1554,51,187,0,0.214
1793,Randie Torgalski,Head Coach,,5,1973,69,98,1,0.414
1794,Beth Torina,Head Coach,,19,1159,724,368,0,0.663
1795,Melissa Torres,Head Coach,,7,1736,54,99,1,0.354
1796,Jamie Trachsel,Head Coach,,16,1243,546,306,1,0.641
1797,Mo Triner,Head Coach,,6,1619,76,157,0,0.326
1798,Madison Trotman,Head Coach,,3,1764,95,34,0,0.736
1799,Fran Troyan,Head Coach,,31,1131,975,558,8,0.635
1800,John Tschida,Head Coach,,32,1682,1137,249,1,0.82
1801,Amy Tudor,Head Coach,,22,1143,603,445,4,0.575
1802,Heather Turnquist,Head Coach,,1,1972,1,3,0,0.25
1803,Rachel Turoscy,Head Coach,,28,1841,447,513,1,0.466
1804,Ben Tyree,Head Coach,,18,1437,581,258,2,0.692
1805,Tori Tyson,Head Coach,,8,1093,160,159,0,0.502
1806,Tammy Utley,Head Coach,,9,2006,116,157,1,0.425
1807,Skania Valencia,Head Coach,,3,1745,45,39,1,0.535
1808,Laura Valentino,Head Coach,,7,1260,180,116,0,0.608
1809,Garrett Valis,Head Coach,,8,1284,162,213,0,0.432
1810,Stacey Vallee,Head Coach,,22,1426,669,384,1,0.635
1811,Lisa Van Ackeren,Head Coach,,14,1186,258,256,3,0.502
1812,Grace Van Horn,Head Coach,,1,1944,13,23,0,0.361
1813,Alison Van Scyoc,Head Coach,,10,1404,247,170,0,0.592
1814,Annie Van Wetzinga,Head Coach,,19,1385,584,380,0,0.606
1815,Marcella Vanlandingham,Head Coach,,31,1503,875,704,1,0.554
1816,Jexx Varner,Head Coach,,11,1261,185,249,0,0.426
1817,Bill Vasko,Head Coach,,11,1124,199,246,0,0.447
1818,Jackson Vaughan,Head Coach,,25,1661,897,209,2,0.81
1819,Andrea Vaughn,Head Coach,,11,1495,376,181,1,0.675
1820,Angela Vecchione,Head Coach,,1,1869,19,18,0,0.514
1821,Laura Villagrana,Head Coach,,3,1852,24,59,0,0.289
1822,Jessica Villegas,Head Coach,,1,1498,1,4,0,0.2
1823,Dan Vitale,Head Coach,,3,1377,19,82,0,0.188
1824,Brenda Volk,Head Coach,,26,1838,800,324,5,0.711
1825,Zadaisha Waddell,Head Coach,,4,1589,47,88,0,0.348
1826,Beth Wade,Head Coach,,5,1474,118,102,0,0.536
1827,Ashley Wade,Head Coach,,4,1309,93,81,0,0.534
1828,Rich Wagner,Head Coach,,14,1561,315,315,0,0.5
1829,Robert Wagner,Head Coach,,11,1343,239,303,1,0.441
1830,Lakyn Wagoner,Head Coach,,2,1870,18,26,0,0.409
1831,Kelsy Waite,Head Coach,,1,2016,0,31,0,0
1832,Justin Walker,Head Coach,,6,1318,121,143,0,0.458
1833,Kyrin Walker,Head Coach,,5,1531,62,88,0,0.413
1834,Steve Wallace,Head Coach,,3,1648,20,62,0,0.244
1835,Jordyn Walter,Head Coach,,2,1931,12,22,0,0.353
1836,Tim Walton,Head Coach,,24,1095,1176,320,0,0.786
1837,Juleah Wanner,Head Coach,,10,1650,124,142,0,0.466
1838,George Wares,Head Coach,,42,1806,1294,464,3,0.736
1839,Steve Warner,Head Coach,,34,1520,1224,522,2,0.701
1840,Megan Warren,Head Coach,,8,1692,116,128,2,0.476
1841,Ashley Waters,Head Coach,,11,1099,371,165,1,0.692
1842,Laura Watten,Head Coach,,28,1203,825,750,0,0.524
1843,Amy Weaver,Head Coach,,29,1685,761,384,1,0.664
1844,Carrie Webber,Head Coach,,19,1513,529,367,0,0.59
1845,Karen Weekly,Head Coach,,30,1161,1375,454,2,0.752
1846,Taylor Welch,Head Coach,,2,1395,46,24,0,0.657
1847,Luke Wesneski,Head Coach,,10,1710,246,140,2,0.637
1848,Samantha West,Head Coach,,1,1449,7,11,0,0.389
1849,Mary Karen Wheat,Head Coach,,2,1988,22,50,0,0.306
1850,Tara Wheeler,Head Coach,,6,1521,85,132,2,0.393
1851,Mike White,Head Coach,,17,1085,771,205,4,0.789
1852,Cody White,Head Coach,,13,1273,508,184,0,0.734
1853,Samantha Whiting,Head Coach,,3,1800,43,52,0,0.453
1854,Bailey Wigness,Head Coach,,8,1205,185,163,0,0.532
1855,Jess Wilcox,Head Coach,,0,1860,0,0,0,0
1856,Michelle Wiley,Head Coach,,8,1401,171,122,0,0.584
1857,Scottie Wilkes,Head Coach,,4,1387,140,49,0,0.741
1858,Kallee Wilkins,Head Coach,,3,2038,18,60,0,0.231
1859,David Williams,Head Coach,,21,1348,487,505,4,0.491
1860,Brittney Williams,Head Coach,,5,1287,76,127,0,0.374
1861,Don Don Williams,Head Coach,,7,1213,82,186,0,0.306
1862,Art Williams,Head Coach,,14,1751,251,211,0,0.543
1863,Jennifer Williams,Head Coach,,16,1198,259,253,1,0.506
1864,Kim Wilson,Head Coach,,35,1725,1032,364,2,0.739
1865,Marlee Wilson,Head Coach,,3,1188,50,64,0,0.439
1866,Wade Wilson,Head Coach,,15,1660,511,98,0,0.839
1867,Casey Wilson,Head Coach,,3,1782,68,27,0,0.716
1868,Randi Wimpy,Head Coach,,4,2261,83,35,0,0.703
1869,Shane Winkler,Head Coach,,18,1122,493,491,3,0.501
1870,Ashley Winter,Head Coach,,17,2023,263,293,1,0.473
1871,Bailey Wittenauer,Head Coach,,7,1770,151,105,0,0.59
1872,Jaime Wohlbach,Head Coach,,19,1435,460,409,2,0.529
1873,Kristle Wolcott,Head Coach,,1,1423,4,10,0,0.286
1874,Krista Wood,Head Coach,,20,1190,602,409,0,0.595
1875,Ricci Woodard,Head Coach,,26,1154,891,529,2,0.627
1876,Jane Worthington,Head Coach,,34,1140,954,804,0,0.543
1877,Joel Worthington,Head Coach,,6,1509,145,93,0,0.609
1878,Autum Wyatt,Head Coach,,1,1586,5,15,0,0.25
1879,Merritt Yackey,Head Coach,,17,1945,142,468,0,0.233
1880,Kent Yamaguchi,Head Coach,,21,1574,253,627,0,0.288
1881,Madelyn Yannetti,Head Coach,,0,1778,0,0,0,0
1882,Joe Yegge,Head Coach,,5,1543,116,107,0,0.52
1883,Margaret Yerdon-Grange,Head Coach,,16,2015,374,253,0,0.596
1884,Codee Yeske,Head Coach,,4,2065,75,96,0,0.439
1885,Marissa Young,Head Coach,,9,1098,318,133,0,0.705
1886,Van Zanic,Head Coach,,23,1786,564,384,0,0.595
1887,Kim Zarling,Head Coach,,31,1847,494,855,0,0.366
1888,Jessica Zavolta,Head Coach,,2,1888,18,22,1,0.451
1889,Morgan Zerkle,Head Coach,,3,1106,69,59,0,0.539
1890,Glenn Zinsmeister,Head Coach,,8,1843,103,178,2,0.367
1891,Alicia du'Monceaux,Head Coach,,18,1659,339,332,0,0.505
