id,team_id,total_attendance,average_attendance,capacity,capacity_percent,games,park_factor
453,415,2134,126,0,0,17,0
454,359,2129,93,0,0,23,0
455,242,2093,100,0,0,21,0
456,652,2092,84,500,0.167,25,0
457,701,2085,99,200,0.496,21,0
458,535,2004,77,500,0.154,26,0
459,256,1990,87,0,0,23,0
460,259,1979,116,500,0.233,17,0
461,230,1968,86,400,0.214,23,0
462,638,1964,82,1200,0.068,24,0
463,380,1939,97,500,0.194,20,0
464,297,1938,61,1000,0.061,32,0
465,493,1922,101,500,0.202,19,0
466,690,1921,74,0,0,26,0
467,875,1894,90,0,0,21,0
468,277,1876,125,1000,0.125,15,0
469,143,1847,60,700,0.085,31,0
470,12,1832,83,400,0.208,22,0
471,83,1818,101,0,0,18,0
472,896,1794,82,750,0.109,22,0
473,865,1793,105,500,0.211,17,0
474,149,1791,100,0,0,18,0
475,350,1790,85,500,0.171,21,0
476,578,1790,112,300,0.373,16,0
477,699,1780,89,300,0.297,20,0
478,197,1768,111,750,0.147,16,0
479,631,1756,76,600,0.127,23,0
480,23,1733,96,500,0.193,18,0
481,579,1724,69,300,0.23,25,0
482,737,1668,185,2000,0.093,9,0
483,285,1626,90,2500,0.036,18,0
484,247,1611,90,0,0,18,0
485,108,1585,53,200,0.264,30,0
486,166,1560,65,500,0.13,24,0
487,381,1542,73,600,0.122,21,0
488,752,1535,96,6362,0.015,16,0
489,594,1527,66,200,0.332,23,0
490,465,1502,83,0,0,18,0
491,836,1465,73,0,0,20,0
492,874,1460,81,500,0.162,18,0
493,82,1453,81,0,0,18,0
494,71,1430,95,1700,0.056,15,0
495,430,1418,89,0,0,16,0
496,686,1414,59,750,0.079,24,0
497,671,1399,67,0,0,21,0
498,140,1394,66,500,0.133,21,0
499,924,1390,77,7000,0.011,18,0
500,620,1374,57,3000,0.019,24,0
501,391,1373,92,250,0.366,15,0
502,491,1337,56,0,0,24,0
503,475,1332,58,5000,0.012,23,0
504,155,1295,72,0,0,18,0
505,199,1295,68,0,0,19,0
506,153,1251,70,3200,0.022,18,0
507,566,1250,78,5000,0.016,16,0
508,213,1246,69,0,0,18,0
509,252,1235,73,500,0.145,17,0
510,343,1207,55,1000,0.055,22,0
511,485,1201,109,2000,0.055,11,0
512,244,1180,69,250,0.278,17,0
513,728,1160,43,0,0,27,0
514,678,1142,36,500,0.071,32,0
515,902,1130,75,500,0.151,15,0
516,68,1122,160,250,0.641,7,0
517,735,1093,73,350,0.208,15,0
518,408,1072,49,750,0.065,22,0
519,729,1052,150,500,0.301,7,0
520,427,1030,37,1000,0.037,28,0
521,464,1014,56,500,0.113,18,0
522,4,1011,46,500,0.092,22,0
523,113,995,66,500,0.133,15,0
524,407,964,46,0,0,21,0
525,914,953,68,400,0.17,14,0
526,281,938,72,0,0,13,0
527,147,917,46,1000,0.046,20,0
528,84,913,42,0,0,22,0
529,333,891,52,0,0,17,0
530,804,885,35,350,0.101,25,0
531,373,882,63,0,0,14,0
532,676,862,66,1000,0.066,13,0
533,234,833,40,1500,0.026,21,0
534,322,830,29,2200,0.013,29,0
535,3,829,69,500,0.138,12,0
536,800,796,32,500,0.064,25,0
537,665,789,66,346,0.19,12,0
538,386,761,48,7000,0.007,16,0
539,442,755,63,2000,0.032,12,0
540,480,748,83,0,0,9,0
541,674,735,92,0,0,8,0
542,704,720,55,4500,0.012,13,0
543,93,703,41,1000,0.041,17,0
544,484,678,62,450,0.137,11,0
545,218,675,40,0,0,17,0
546,598,604,20,500,0.04,30,0
547,887,530,24,300,0.08,22,0
548,521,473,24,500,0.047,20,0
549,399,428,29,0,0,15,0
550,69,320,17,0,0,19,0
551,180,300,75,2500,0.03,4,0
552,157,263,13,500,0.026,20,0
553,555,206,103,0,0,2,0
554,20,141,9,6000,0.002,16,0
555,506,100,5,0,0,19,0
556,17,24,2,500,0.003,16,0
557,223,8809,245,500,0.489,36,0
558,926,8497,500,0,0,17,0
559,698,8489,265,1500,0.177,32,0
560,437,7455,324,1500,0.216,23,0
561,30,7101,296,200,1.479,24,0
562,636,7076,262,0,0,27,0
563,339,6565,298,500,0.597,22,0
564,520,6269,232,1000,0.232,27,0
565,426,5875,235,300,0.783,25,0
566,142,5653,195,1000,0.195,29,0
567,316,5319,266,1000,0.266,20,0
568,141,5107,165,250,0.659,31,0
569,662,5093,268,0,0,19,0
570,61,4900,408,0,0,12,0
571,28,4870,271,1000,0.271,18,0
572,55,4846,285,0,0,17,0
573,895,4806,300,500,0.601,16,0
574,184,4775,177,600,0.295,27,0
575,80,4569,152,1000,0.152,30,0
576,692,4555,228,400,0.569,20,0
577,649,4535,197,6300,0.031,23,0
578,571,4529,189,400,0.472,24,0
579,150,4491,195,1000,0.195,23,0
580,904,4485,173,300,0.575,26,0
581,922,4463,203,3350,0.061,22,0
582,602,4457,194,0,0,23,0
583,362,4424,158,260,0.608,28,0
584,639,4364,156,0,0,28,0
585,246,4342,189,600,0.315,23,0
586,642,4300,159,0,0,27,0
587,703,4295,239,500,0.477,18,0
588,383,4239,146,600,0.244,29,0
589,618,4064,163,1000,0.163,25,0
590,930,4023,237,1061,0.223,17,0
591,50,3954,165,500,0.33,24,0
592,680,3924,164,500,0.327,24,0
593,67,3888,169,500,0.338,23,0
594,641,3753,156,2000,0.078,24,0
595,444,3647,243,750,0.324,15,0
596,656,3621,165,900,0.183,22,0
597,696,3611,150,300,0.502,24,0
598,609,3586,189,1000,0.189,19,0
599,770,3523,252,300,0.839,14,0
600,751,3496,159,0,0,22,0
601,801,3453,192,125,1.535,18,0
602,867,3412,148,500,0.297,23,0
603,495,3390,161,0,0,21,0
604,691,3314,195,0,0,17,0
605,424,3277,252,500,0.504,13,0
606,940,3263,204,1200,0.17,16,0
607,901,3252,155,300,0.516,21,0
608,176,3224,134,1000,0.134,24,0
609,447,3146,175,0,0,18,0
610,95,3125,149,500,0.298,21,0
611,395,3114,164,500,0.328,19,0
612,798,3109,130,0,0,24,0
613,75,3107,194,2000,0.097,16,0
614,368,3096,107,700,0.153,29,0
615,783,3060,146,600,0.243,21,0
616,92,3058,146,300,0.485,21,0
617,787,3043,169,0,0,18,0
618,608,2983,149,250,0.597,20,0
619,210,2975,165,1000,0.165,18,0
620,899,2971,149,0,0,20,0
621,730,2949,128,500,0.256,23,0
622,341,2940,140,3000,0.047,21,0
623,468,2894,116,700,0.165,25,0
624,912,2894,126,0,0,23,0
625,467,2889,152,200,0.76,19,0
626,54,2875,180,400,0.449,16,0
627,456,2868,143,0,0,20,0
628,907,2864,191,200,0.955,15,0
629,486,2850,150,0,0,19,0
630,667,2844,167,750,0.223,17,0
631,734,2825,177,0,0,16,0
632,219,2813,128,300,0.426,22,0
633,908,2808,156,0,0,18,0
634,208,2803,165,0,0,17,0
635,517,2781,155,0,0,18,0
636,929,2743,137,0,0,20,0
637,474,2736,228,0,0,12,0
638,132,2734,137,500,0.273,20,0
639,243,2700,113,1250,0.09,24,0
640,52,2682,141,1500,0.094,19,0
641,478,2677,149,750,0.198,18,0
642,118,2644,240,100,2.404,11,0
643,128,2639,155,250,0.621,17,0
644,797,2624,146,0,0,18,0
645,104,2538,98,611,0.16,26,0
646,5,2536,149,1000,0.149,17,0
647,168,2535,149,200,0.746,17,0
648,73,2523,140,500,0.28,18,0
649,363,2523,140,500,0.28,18,0
650,325,2520,97,300,0.323,26,0
651,313,2496,156,292,0.534,16,0
652,183,2475,146,0,0,17,0
653,385,2449,106,500,0.213,23,0
654,57,2419,173,600,0.288,14,0
655,821,2388,140,500,0.281,17,0
656,194,2380,170,1000,0.17,14,0
657,830,2369,118,3000,0.04,20,0
658,572,2340,123,2000,0.062,19,0
659,49,2338,130,0,0,18,0
660,276,2335,234,1000,0.234,10,0
661,449,2315,101,500,0.201,23,0
662,873,2258,103,500,0.205,22,0
663,216,2224,139,400,0.348,16,0
664,154,2218,139,500,0.277,16,0
665,585,2210,221,200,1.105,10,0
666,85,2200,147,1000,0.147,15,0
667,706,2195,146,400,0.366,15,0
668,794,2190,91,6994,0.013,24,0
669,897,2168,145,300,0.482,15,0
670,443,2144,119,0,0,18,0
671,591,2132,152,0,0,14,0
672,323,2131,125,2000,0.063,17,0
673,344,2130,152,500,0.304,14,0
674,650,2124,152,500,0.303,14,0
675,74,2120,101,500,0.202,21,0
676,593,2120,106,200,0.53,20,0
677,94,2104,88,500,0.175,24,0
678,211,2094,123,2000,0.062,17,0
679,378,2079,130,200,0.65,16,0
680,880,2072,148,500,0.296,14,0
681,909,2059,114,0,0,18,0
682,393,2050,171,500,0.342,12,0
683,721,2013,155,500,0.31,13,0
684,681,2012,101,1500,0.067,20,0
685,365,1997,117,312,0.377,17,0
686,133,1993,80,0,0,25,0
687,334,1992,91,300,0.302,22,0
688,257,1992,95,200,0.474,21,0
689,732,1992,117,2000,0.059,17,0
690,46,1987,99,500,0.199,20,0
691,224,1974,99,0,0,20,0
692,226,1960,103,1500,0.069,19,0
693,255,1959,98,400,0.245,20,0
694,915,1946,139,250,0.556,14,0
695,402,1946,114,300,0.382,17,0
696,916,1925,96,0,0,20,0
