id,games_played,games_started,games_appeared,putouts,assists,total_chances,errors,fielding_percentage,catchers_interference,passed_balls,stolen_bases_allowed,caught_stealing_by,double_plays_turned,range_factor,player_id,year,team_id
318,22,18,22,16,0,16,0,1.0,0,0,0,0,0,0.73,50547,2023,31.0
319,20,0,20,1,1,2,0,1.0,0,0,6,0,0,0.1,3807,2023,31.0
320,18,4,18,0,10,11,1,0.909,0,0,1,4,0,0.56,36888,2023,31.0
321,17,15,17,7,16,23,0,1.0,0,0,8,3,3,1.35,50549,2023,31.0
322,17,8,17,3,9,13,1,0.923,0,0,6,2,0,0.71,1214,2023,31.0
323,16,16,16,2,9,13,2,0.846,0,0,15,1,1,0.69,50540,2023,31.0
324,13,7,13,2,8,10,0,1.0,0,0,3,2,0,0.77,36894,2023,31.0
325,13,9,13,2,1,3,0,1.0,0,0,5,2,0,0.23,20278,2023,31.0
326,12,0,12,0,0,1,1,0.0,0,0,0,0,0,0.0,1182,2023,31.0
327,11,3,11,1,2,3,0,1.0,0,0,0,0,0,0.27,50541,2023,31.0
328,9,1,9,7,0,7,0,1.0,0,0,0,0,0,0.78,50543,2023,31.0
329,7,0,7,2,0,3,1,0.667,0,0,0,0,0,0.29,1200,2023,31.0
330,6,0,6,1,1,2,0,1.0,0,0,0,0,0,0.33,50544,2023,31.0
331,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,36890,2023,31.0
332,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,50539,2023,31.0
333,1,0,1,0,1,1,0,1.0,0,0,0,0,0,1.0,50542,2023,31.0
334,55,55,55,109,143,260,8,0.969,0,0,0,0,29,4.58,26424,2023,32.0
335,54,54,54,343,31,375,1,0.997,0,0,0,0,28,6.93,36907,2023,32.0
336,54,54,54,78,148,241,15,0.938,0,0,0,0,26,4.19,50556,2023,32.0
337,53,51,53,124,1,129,4,0.969,0,0,0,0,0,2.36,50558,2023,32.0
338,53,50,53,52,0,53,1,0.981,0,0,0,0,0,0.98,6379,2023,32.0
339,53,53,53,31,82,121,8,0.934,0,0,0,0,9,2.13,50552,2023,32.0
340,44,44,44,293,26,322,3,0.991,0,6,38,8,1,7.25,36898,2023,32.0
341,39,28,39,76,4,80,0,1.0,0,0,0,0,0,2.05,50563,2023,32.0
342,34,24,34,21,2,25,2,0.92,0,0,1,0,0,0.68,36905,2023,32.0
343,27,0,27,3,1,4,0,1.0,0,0,1,1,0,0.15,1258,2023,32.0
344,26,3,26,2,4,6,0,1.0,0,0,5,2,0,0.23,26443,2023,32.0
345,26,0,26,0,2,2,0,1.0,0,0,0,0,0,0.08,1257,2023,32.0
346,25,0,25,1,0,2,1,0.5,0,0,1,0,0,0.04,32962,2023,32.0
347,23,23,23,40,5,45,0,1.0,0,0,0,0,1,1.96,48292,2023,32.0
348,22,3,22,3,3,7,1,0.857,0,0,1,1,0,0.27,50560,2023,32.0
349,20,9,20,1,4,6,1,0.833,0,0,12,3,0,0.25,10097,2023,32.0
350,19,14,19,1,1,2,0,1.0,0,0,0,0,0,0.11,20387,2023,32.0
351,18,7,18,3,4,8,1,0.875,0,0,5,3,1,0.39,22756,2023,32.0
352,17,4,17,1,4,5,0,1.0,0,0,7,1,0,0.29,35013,2023,32.0
353,16,0,16,2,2,4,0,1.0,0,0,5,0,0,0.25,8680,2023,32.0
354,15,12,15,77,10,88,1,0.989,0,2,10,3,1,5.8,50559,2023,32.0
355,15,14,15,11,4,16,1,0.938,0,0,10,2,1,1.0,30178,2023,32.0
356,15,15,15,2,5,13,6,0.538,0,0,16,4,0,0.47,10166,2023,32.0
357,14,11,14,99,6,106,1,0.991,0,5,17,3,1,7.5,2609,2023,32.0
358,12,5,12,8,2,10,0,1.0,0,0,0,0,2,0.83,11537,2023,32.0
359,12,12,12,62,2,66,2,0.97,0,0,0,0,7,5.33,1248,2023,32.0
360,12,4,12,3,0,3,0,1.0,0,0,0,0,0,0.25,50550,2023,32.0
361,11,0,11,0,1,1,0,1.0,0,0,1,0,0,0.09,1230,2023,32.0
362,9,0,9,0,0,0,0,0.0,0,0,0,0,0,0.0,50557,2023,32.0
363,8,0,8,0,1,1,0,1.0,0,0,0,0,0,0.13,50553,2023,32.0
364,7,1,7,6,7,13,0,1.0,0,0,0,0,1,1.86,36958,2023,32.0
365,6,0,6,0,1,1,0,1.0,0,0,1,0,0,0.17,50561,2023,32.0
366,5,0,5,0,1,1,0,1.0,0,0,0,0,0,0.2,20383,2023,32.0
367,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,50554,2023,32.0
368,60,60,60,92,3,98,3,0.969,0,0,0,0,1,1.58,22390,2023,36.0
369,58,57,58,35,0,37,2,0.946,0,0,0,0,0,0.6,36948,2023,36.0
370,58,54,58,384,24,409,1,0.998,0,0,0,0,39,7.03,1421,2023,36.0
371,52,51,52,130,7,137,0,1.0,0,0,0,0,5,2.63,14027,2023,36.0
372,51,51,51,61,130,199,8,0.96,0,0,0,0,28,3.75,1977,2023,36.0
373,51,46,51,29,84,119,6,0.95,0,0,0,0,10,2.22,50608,2023,36.0
374,46,42,46,374,35,410,1,0.998,0,1,31,11,4,8.89,1470,2023,36.0
375,43,42,43,78,0,78,0,1.0,0,0,0,0,0,1.81,7095,2023,36.0
376,38,38,38,75,90,168,3,0.982,0,0,0,0,26,4.34,36955,2023,36.0
377,32,19,32,28,36,65,1,0.985,0,0,0,0,9,2.0,50610,2023,36.0
378,31,19,31,28,37,67,2,0.97,0,0,0,0,10,2.1,50615,2023,36.0
379,29,21,29,21,5,27,1,0.963,0,0,0,0,2,0.9,50619,2023,36.0
380,26,19,26,166,6,173,1,0.994,0,5,16,3,0,6.62,22414,2023,36.0
381,26,8,26,2,4,6,0,1.0,0,0,7,2,0,0.23,22545,2023,36.0
382,23,0,23,3,2,6,1,0.833,0,0,8,1,0,0.22,50623,2023,36.0
383,21,10,21,2,4,8,2,0.75,0,0,7,5,0,0.29,1410,2023,36.0
384,20,13,20,15,9,25,1,0.96,0,0,0,0,3,1.2,50618,2023,36.0
385,19,5,19,16,1,18,1,0.944,0,0,0,0,1,0.89,32784,2023,36.0
386,19,7,19,15,0,16,1,0.938,0,0,0,0,0,0.79,50620,2023,36.0
387,18,11,18,3,3,6,0,1.0,0,0,4,2,0,0.33,36953,2023,36.0
388,18,1,18,1,4,6,1,0.833,0,0,5,0,0,0.28,1413,2023,36.0
389,17,15,17,3,7,12,2,0.833,0,0,5,1,1,0.59,50614,2023,36.0
390,16,0,16,3,3,6,0,1.0,0,0,0,1,0,0.38,36947,2023,36.0
391,15,0,15,0,2,3,1,0.667,0,0,2,1,0,0.13,36950,2023,36.0
392,15,7,15,2,0,2,0,1.0,0,0,1,2,0,0.13,50607,2023,36.0
393,15,3,15,2,6,9,1,0.889,0,0,2,1,0,0.53,50609,2023,36.0
394,14,0,14,1,1,2,0,1.0,0,0,2,0,0,0.14,50613,2023,36.0
395,14,5,14,22,5,27,0,1.0,0,0,0,0,2,1.93,50621,2023,36.0
396,10,6,10,0,1,2,1,0.5,0,0,4,0,0,0.1,36957,2023,36.0
397,6,0,6,1,2,3,0,1.0,0,0,1,0,0,0.5,20178,2023,36.0
398,3,0,3,0,1,1,0,1.0,0,0,0,0,0,0.33,50612,2023,36.0
399,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,50611,2023,36.0
400,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,36949,2023,36.0
401,51,51,51,66,124,197,7,0.964,0,0,0,0,26,3.73,36966,2023,37.0
402,51,51,51,248,26,278,4,0.986,0,0,0,0,23,5.37,1455,2023,37.0
403,51,51,51,58,108,186,20,0.892,0,0,0,0,25,3.25,36177,2023,37.0
404,48,46,48,88,7,98,3,0.969,0,0,0,0,1,1.98,36970,2023,37.0
405,47,47,47,125,2,128,1,0.992,0,0,0,0,0,2.7,50626,2023,37.0
406,46,45,46,40,62,109,7,0.936,0,0,0,0,4,2.22,36961,2023,37.0
407,45,41,45,88,0,89,1,0.989,0,0,0,0,0,1.96,50635,2023,37.0
408,43,17,43,19,2,22,1,0.955,0,0,0,0,0,0.49,50629,2023,37.0
409,37,28,37,161,18,183,4,0.978,0,5,41,5,5,4.84,50631,2023,37.0
410,33,13,33,117,11,128,0,1.0,0,8,29,2,0,3.88,1458,2023,37.0
411,29,17,29,16,12,29,1,0.966,0,0,8,4,1,0.97,36962,2023,37.0
412,25,12,25,44,3,47,0,1.0,0,0,0,0,3,1.88,1473,2023,37.0
413,24,12,24,66,9,76,1,0.987,0,0,0,0,7,3.13,50628,2023,37.0
414,23,0,23,3,8,12,1,0.917,0,0,6,0,2,0.48,50627,2023,37.0
415,23,4,23,16,0,16,0,1.0,0,0,4,0,0,0.7,50642,2023,37.0
416,20,0,20,1,2,3,0,1.0,0,0,1,0,1,0.15,1444,2023,37.0
417,20,14,20,123,17,142,2,0.986,0,5,20,8,0,7.0,50640,2023,37.0
418,19,9,19,6,0,6,0,1.0,0,0,0,0,0,0.32,21020,2023,37.0
419,18,1,18,0,1,1,0,1.0,0,0,6,1,0,0.06,1439,2023,37.0
420,17,1,17,0,0,0,0,0.0,0,0,5,1,0,0.0,50634,2023,37.0
421,16,14,16,2,8,11,1,0.909,0,0,5,2,0,0.63,50632,2023,37.0
422,16,8,16,3,1,5,1,0.8,0,0,18,1,0,0.25,1462,2023,37.0
423,16,0,16,0,5,5,0,1.0,0,0,8,0,0,0.31,1280,2023,37.0
424,16,0,16,1,0,1,0,1.0,0,0,4,0,0,0.06,50630,2023,37.0
425,16,0,16,1,3,5,1,0.8,0,0,1,1,0,0.25,50638,2023,37.0
426,15,13,15,6,0,6,0,1.0,0,0,0,0,0,0.4,1428,2023,37.0
427,14,3,14,3,1,6,2,0.667,0,0,3,2,0,0.29,50641,2023,37.0
428,12,1,12,2,0,2,0,1.0,0,0,4,0,0,0.17,50633,2023,37.0
429,12,6,12,3,2,5,0,1.0,0,0,4,1,1,0.42,50624,2023,37.0
430,12,0,12,2,2,4,0,1.0,0,0,5,0,0,0.33,33408,2023,37.0
431,9,2,9,1,0,1,0,1.0,0,0,3,0,0,0.11,36965,2023,37.0
432,8,1,8,0,0,0,0,0.0,0,0,0,0,0,0.0,36960,2023,37.0
433,8,0,8,1,1,2,0,1.0,0,0,2,0,0,0.25,50637,2023,37.0
434,4,0,4,0,0,0,0,0.0,0,0,1,0,0,0.0,50625,2023,37.0
435,2,2,2,1,0,1,0,1.0,0,0,2,2,0,0.5,50636,2023,37.0
436,56,56,56,76,143,232,13,0.944,0,0,0,0,30,3.91,1531,2023,39.0
437,56,56,56,33,102,144,9,0.938,0,0,0,0,12,2.41,1553,2023,39.0
438,56,56,56,129,2,134,3,0.978,0,0,0,0,0,2.34,1538,2023,39.0
439,56,56,56,402,28,434,4,0.991,0,0,0,0,44,7.68,1536,2023,39.0
440,55,55,55,409,50,463,4,0.991,0,13,21,16,3,8.35,1525,2023,39.0
441,51,47,51,82,3,85,0,1.0,0,0,0,0,1,1.67,50663,2023,39.0
442,42,41,42,86,6,93,1,0.989,0,0,0,0,1,2.19,50667,2023,39.0
443,41,28,41,44,68,115,3,0.974,0,0,0,0,19,2.73,36986,2023,39.0
444,35,21,35,44,34,79,1,0.987,0,0,0,0,5,2.23,50664,2023,39.0
445,35,28,35,33,2,36,1,0.972,0,0,8,0,0,1.0,36991,2023,39.0
446,26,22,26,0,0,0,0,0.0,0,0,0,0,0,0.0,36988,2023,39.0
447,21,8,21,2,4,7,1,0.857,0,0,5,1,1,0.29,1526,2023,39.0
448,20,13,20,26,0,26,0,1.0,0,0,0,0,0,1.3,50668,2023,39.0
449,18,1,18,2,3,6,1,0.833,0,0,1,1,0,0.28,1530,2023,39.0
450,16,11,16,19,0,19,0,1.0,0,0,0,0,0,1.19,50672,2023,39.0
451,15,12,15,1,7,13,5,0.615,0,0,5,2,0,0.53,1552,2023,39.0
452,15,14,15,4,4,8,0,1.0,0,0,2,4,0,0.53,36990,2023,39.0
453,14,1,14,0,3,4,1,0.75,0,0,1,0,0,0.21,1548,2023,39.0
454,13,0,13,0,8,8,0,1.0,0,0,0,2,0,0.62,36993,2023,39.0
455,12,0,12,2,3,5,0,1.0,0,0,0,1,1,0.42,1533,2023,39.0
456,11,3,11,0,0,0,0,0.0,0,0,0,0,0,0.0,1557,2023,39.0
457,11,2,11,2,3,5,0,1.0,0,0,1,1,0,0.45,36985,2023,39.0
458,11,6,11,12,14,26,0,1.0,0,0,0,0,8,2.36,50674,2023,39.0
459,11,0,11,1,1,2,0,1.0,0,0,4,1,0,0.18,1549,2023,39.0
460,11,3,11,3,0,4,1,0.75,0,0,4,0,0,0.27,1539,2023,39.0
461,11,5,11,10,0,11,1,0.909,0,0,0,0,1,0.91,50670,2023,39.0
462,10,10,10,4,4,9,1,0.889,0,0,0,3,0,0.8,1540,2023,39.0
463,10,5,10,0,0,0,0,0.0,0,0,4,1,0,0.0,36992,2023,39.0
464,8,0,8,1,0,1,0,1.0,0,0,0,0,0,0.13,36989,2023,39.0
465,6,0,6,2,0,2,0,1.0,0,0,2,1,1,0.33,50669,2023,39.0
466,4,0,4,4,0,4,0,1.0,0,0,0,0,0,1.0,50673,2023,39.0
467,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,50665,2023,39.0
468,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,50671,2023,39.0
469,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,50666,2023,39.0
470,58,58,58,38,79,128,11,0.914,0,0,0,0,7,2.02,1680,2023,43.0
471,58,58,58,100,3,106,3,0.972,0,0,5,0,6,1.78,50733,2023,43.0
472,57,57,57,160,3,164,1,0.994,0,0,0,0,1,2.86,1662,2023,43.0
473,55,55,55,69,138,212,5,0.976,0,0,0,0,24,3.76,1654,2023,43.0
474,51,48,51,76,104,183,3,0.984,0,0,0,0,24,3.53,50730,2023,43.0
475,50,40,50,88,3,92,1,0.989,0,0,0,0,0,1.82,50740,2023,43.0
476,48,45,48,373,32,408,3,0.993,0,10,26,9,3,8.44,1663,2023,43.0
477,46,45,46,94,7,105,4,0.962,0,0,0,0,3,2.2,1669,2023,43.0
478,43,41,43,267,9,278,2,0.993,0,0,0,0,27,6.42,41864,2023,43.0
479,39,34,39,56,2,58,0,1.0,0,0,0,0,0,1.49,14217,2023,43.0
480,23,3,23,1,9,12,2,0.833,0,0,2,2,0,0.43,50728,2023,43.0
481,23,1,23,1,4,5,0,1.0,0,0,2,0,0,0.22,26288,2023,43.0
482,22,3,22,5,1,6,0,1.0,0,0,0,0,0,0.27,1660,2023,43.0
483,22,1,22,1,4,5,0,1.0,0,0,0,0,0,0.23,37061,2023,43.0
484,22,3,22,1,9,11,1,0.909,0,0,5,1,0,0.45,50726,2023,43.0
485,20,7,20,76,13,89,0,1.0,0,3,4,1,0,4.45,50741,2023,43.0
486,20,8,20,0,0,2,2,0.0,0,0,5,2,0,0.0,37059,2023,43.0
487,18,5,18,0,1,2,1,0.5,0,0,6,0,0,0.06,50738,2023,43.0
488,18,4,18,31,10,42,1,0.976,0,0,0,0,4,2.28,34189,2023,43.0
489,17,6,17,2,5,8,1,0.875,0,0,4,2,1,0.41,50729,2023,43.0
490,17,6,17,0,2,2,0,1.0,0,0,0,1,0,0.12,37066,2023,43.0
491,17,14,17,0,3,3,0,1.0,0,0,2,1,0,0.18,21777,2023,43.0
492,17,8,17,1,4,6,1,0.833,0,0,2,3,0,0.29,50731,2023,43.0
493,16,5,16,10,0,10,0,1.0,0,0,0,0,0,0.63,37062,2023,43.0
494,15,0,15,1,1,2,0,1.0,0,0,3,0,0,0.13,37065,2023,43.0
495,15,7,15,8,11,20,1,0.95,0,0,0,0,2,1.27,37069,2023,43.0
496,14,4,14,4,12,18,2,0.889,0,0,0,0,1,1.14,50736,2023,43.0
497,12,7,12,43,4,48,1,0.979,0,0,3,0,0,3.92,1651,2023,43.0
498,12,1,12,0,1,1,0,1.0,0,0,1,0,0,0.08,50737,2023,43.0
499,10,4,10,19,0,19,0,1.0,0,0,0,0,1,1.9,1661,2023,43.0
500,9,0,9,0,0,0,0,0.0,0,0,3,0,0,0.0,50732,2023,43.0
501,5,0,5,1,0,1,0,1.0,0,0,0,0,0,0.2,50734,2023,43.0
502,4,1,4,0,0,0,0,0.0,0,0,1,0,0,0.0,21773,2023,43.0
503,4,0,4,0,0,0,0,0.0,0,0,2,0,0,0.0,50739,2023,43.0
504,1,1,1,1,0,1,0,1.0,0,0,0,0,0,1.0,1658,2023,43.0
505,58,58,58,4,7,12,1,0.917,0,0,13,3,0,0.19,44928,2023,51.0
506,58,58,58,109,4,122,9,0.926,0,0,0,0,1,1.95,50856,2023,51.0
507,58,58,58,51,99,164,14,0.915,0,0,0,0,4,2.59,40910,2023,51.0
508,57,57,57,57,136,201,8,0.96,0,0,0,0,24,3.39,50854,2023,51.0
509,43,29,43,59,2,62,1,0.984,0,0,0,0,0,1.42,37160,2023,51.0
510,43,43,43,88,5,97,4,0.959,0,0,0,0,0,2.16,44926,2023,51.0
511,41,40,41,62,81,153,10,0.935,0,0,0,0,13,3.49,48612,2023,51.0
512,37,32,37,293,31,330,6,0.982,0,19,51,12,4,8.76,47845,2023,51.0
513,32,30,32,162,10,175,3,0.983,0,0,0,0,10,5.38,1978,2023,51.0
514,31,29,31,178,22,206,6,0.971,0,0,0,0,15,6.45,50855,2023,51.0
515,30,21,30,29,40,71,2,0.972,0,0,0,0,9,2.3,41173,2023,51.0
516,29,23,29,196,10,207,1,0.995,0,4,30,2,3,7.1,48354,2023,51.0
517,28,1,28,0,0,0,0,0.0,0,0,10,1,0,0.0,44503,2023,51.0
518,26,3,26,0,5,7,2,0.714,0,0,4,1,0,0.19,50858,2023,51.0
519,26,24,26,35,3,38,0,1.0,0,0,0,0,1,1.46,22427,2023,51.0
520,24,3,24,1,5,8,2,0.75,0,0,2,0,0,0.25,42163,2023,51.0
521,23,0,23,2,3,6,1,0.833,0,0,0,1,1,0.22,48825,2023,51.0
522,23,1,23,1,2,4,1,0.75,0,0,6,0,0,0.13,37171,2023,51.0
523,23,0,23,2,1,4,1,0.75,0,0,3,0,0,0.13,50857,2023,51.0
524,20,2,20,2,5,9,2,0.778,0,0,17,2,0,0.35,1990,2023,51.0
525,20,14,20,104,7,112,1,0.991,0,0,0,0,6,5.55,27424,2023,51.0
526,20,1,20,0,0,0,0,0.0,0,0,4,0,0,0.0,22315,2023,51.0
527,20,2,20,0,2,3,1,0.667,0,0,5,0,0,0.1,48360,2023,51.0
528,18,10,18,8,8,16,0,1.0,0,0,8,3,0,0.89,37170,2023,51.0
529,15,15,15,5,8,14,1,0.929,0,0,9,4,0,0.87,18796,2023,51.0
530,13,0,13,0,2,3,1,0.667,0,0,2,0,0,0.15,43594,2023,51.0
531,9,6,9,36,1,37,0,1.0,0,0,8,0,0,4.11,37162,2023,51.0
532,4,4,4,0,2,2,0,1.0,0,0,6,0,0,0.5,20889,2023,51.0
533,4,3,4,0,0,0,0,0.0,0,0,0,0,0,0.0,50862,2023,51.0
534,14,8,14,0,1,1,0,1.0,0,0,4,2,0,0.07,37225,2023,56.0
535,59,50,59,314,21,340,5,0.985,0,0,2,0,16,5.68,50906,2023,56.0
536,12,2,12,1,2,3,0,1.0,0,0,15,3,0,0.25,2196,2023,56.0
537,55,51,55,85,98,191,8,0.958,0,0,0,0,9,3.33,2199,2023,56.0
538,55,51,55,405,52,460,3,0.993,0,8,56,25,1,8.31,37227,2023,56.0
539,45,31,45,64,1,65,0,1.0,0,0,0,0,0,1.44,50907,2023,56.0
540,21,5,21,10,14,26,2,0.923,0,0,0,0,5,1.14,50908,2023,56.0
541,56,52,56,110,0,111,1,0.991,0,0,0,0,0,1.96,50909,2023,56.0
542,12,3,12,1,3,4,0,1.0,0,0,3,0,1,0.33,37230,2023,56.0
543,9,0,9,2,2,5,1,0.8,0,0,0,0,1,0.44,2203,2023,56.0
544,23,7,23,9,1,10,0,1.0,0,0,0,0,0,0.43,37231,2023,56.0
545,5,0,5,6,0,6,0,1.0,0,0,0,0,1,1.2,50910,2023,56.0
546,13,1,13,1,3,4,0,1.0,0,0,3,1,0,0.31,50911,2023,56.0
547,16,10,16,1,8,12,3,0.75,0,0,9,3,0,0.56,2206,2023,56.0
548,4,0,4,3,0,3,0,1.0,0,0,0,0,0,0.75,37232,2023,56.0
549,7,0,7,0,1,1,0,1.0,0,0,1,0,1,0.14,50912,2023,56.0
550,15,0,15,1,5,7,1,0.857,0,0,1,1,0,0.4,2207,2023,56.0
551,17,6,17,4,4,8,0,1.0,0,0,5,6,0,0.47,37233,2023,56.0
552,35,27,35,55,7,64,2,0.969,0,0,0,0,2,1.77,2208,2023,56.0
553,21,4,21,7,0,7,0,1.0,0,0,0,0,0,0.33,50913,2023,56.0
554,25,0,25,5,0,5,0,1.0,0,0,0,0,0,0.2,37235,2023,56.0
555,16,15,16,5,5,10,0,1.0,0,0,7,7,1,0.63,2215,2023,56.0
556,14,0,14,1,2,3,0,1.0,0,0,1,0,0,0.21,50914,2023,56.0
557,59,59,59,41,72,117,4,0.966,0,0,0,0,3,1.92,2217,2023,56.0
558,15,1,15,0,3,3,0,1.0,0,0,3,1,0,0.2,50915,2023,56.0
559,40,27,40,109,10,122,3,0.975,0,5,12,4,0,2.98,37236,2023,56.0
560,57,54,57,125,2,130,3,0.977,0,0,0,0,5,2.23,2222,2023,56.0
561,22,4,22,1,2,5,2,0.6,0,0,10,1,0,0.14,43425,2023,56.0
562,59,59,59,74,100,185,11,0.941,0,0,0,0,13,2.95,2226,2023,56.0
563,38,19,38,43,1,46,2,0.957,0,0,1,0,2,1.16,50918,2023,56.0
564,19,9,19,4,6,11,1,0.909,0,0,5,5,0,0.53,2229,2023,56.0
565,47,35,47,26,1,27,0,1.0,0,0,0,0,0,0.57,18540,2023,56.0
566,55,55,55,91,141,240,8,0.967,0,0,0,0,17,4.22,50986,2023,62.0
567,53,47,53,74,96,174,4,0.977,0,0,0,0,20,3.21,20410,2023,62.0
568,50,39,50,54,4,59,1,0.983,0,0,0,0,0,1.16,50987,2023,62.0
569,47,46,47,20,67,100,13,0.87,0,0,0,0,7,1.85,47682,2023,62.0
570,47,42,47,300,17,322,5,0.984,0,0,0,0,20,6.74,1650,2023,62.0
571,45,27,45,69,3,74,2,0.973,0,0,0,0,1,1.6,50985,2023,62.0
572,44,42,44,74,2,78,2,0.974,0,0,0,0,0,1.73,50998,2023,62.0
573,40,30,40,240,28,274,6,0.978,0,6,41,10,5,6.7,37300,2023,62.0
574,35,26,35,48,1,51,2,0.961,0,0,0,0,0,1.4,25478,2023,62.0
575,28,14,28,13,32,51,6,0.882,0,0,0,0,4,1.61,47796,2023,62.0
576,27,13,27,24,1,26,1,0.962,0,0,0,0,0,0.93,14893,2023,62.0
577,27,3,27,0,8,8,0,1.0,0,0,3,2,0,0.3,50988,2023,62.0
578,27,25,27,42,5,49,2,0.959,0,0,0,0,0,1.74,30168,2023,62.0
579,27,16,27,84,10,98,4,0.959,0,0,0,0,6,3.48,50990,2023,62.0
580,24,0,24,2,9,12,1,0.917,0,0,5,2,0,0.46,2424,2023,62.0
581,24,17,24,75,9,85,1,0.988,0,0,9,4,0,3.5,50992,2023,62.0
582,24,0,24,0,4,5,1,0.8,0,0,3,1,0,0.17,2422,2023,62.0
583,23,7,23,25,0,26,1,0.962,0,0,0,0,1,1.09,37306,2023,62.0
584,23,18,23,173,13,186,0,1.0,0,3,24,5,1,8.09,46,2023,62.0
585,22,0,22,2,1,5,2,0.6,0,0,7,0,0,0.14,2421,2023,62.0
586,21,14,21,0,0,0,0,0.0,0,0,0,0,0,0.0,50996,2023,62.0
587,21,10,21,2,9,11,0,1.0,0,0,4,4,0,0.52,2399,2023,62.0
588,19,0,19,1,8,10,1,0.9,0,0,4,4,0,0.47,2408,2023,62.0
589,18,0,18,1,1,2,0,1.0,0,0,5,0,0,0.11,30177,2023,62.0
590,18,2,18,1,4,6,1,0.833,0,0,4,1,0,0.28,37302,2023,62.0
591,17,0,17,2,4,7,1,0.857,0,0,3,2,0,0.35,2434,2023,62.0
592,16,3,16,7,1,9,1,0.889,0,0,0,0,1,0.5,30321,2023,62.0
593,15,10,15,27,9,36,0,1.0,0,0,0,0,0,2.4,12852,2023,62.0
594,15,8,15,0,3,4,1,0.75,0,0,4,4,0,0.2,50991,2023,62.0
595,14,11,14,1,8,10,1,0.9,0,0,5,2,0,0.64,2413,2023,62.0
596,14,14,14,5,12,21,4,0.81,0,0,14,2,1,1.21,37304,2023,62.0
597,10,8,10,3,1,4,0,1.0,0,0,11,1,0,0.4,2429,2023,62.0
598,4,1,4,0,0,0,0,0.0,0,0,1,0,0,0.0,50997,2023,62.0
599,4,0,4,0,0,3,3,0.0,0,0,0,0,0,0.0,50999,2023,62.0
600,3,0,3,0,0,0,0,0.0,0,0,1,2,0,0.0,50995,2023,62.0
601,54,52,54,133,7,145,5,0.966,0,0,0,0,2,2.59,51020,2023,64.0
602,51,51,51,21,43,70,6,0.914,0,0,0,0,6,1.25,37317,2023,64.0
603,49,49,49,82,4,94,8,0.915,0,0,1,0,2,1.76,37321,2023,64.0
604,47,47,47,63,94,169,12,0.929,0,0,0,0,20,3.34,2489,2023,64.0
605,44,43,44,71,35,110,4,0.964,0,0,0,0,5,2.41,2495,2023,64.0
606,40,36,40,115,2,117,0,1.0,0,0,0,0,2,2.93,2488,2023,64.0
607,39,26,39,95,18,115,2,0.983,0,0,0,0,12,2.9,51024,2023,64.0
608,36,31,36,31,59,95,5,0.947,0,0,1,0,12,2.5,51027,2023,64.0
609,36,34,36,40,77,120,3,0.975,0,0,0,0,13,3.25,2519,2023,64.0
610,35,32,35,218,16,240,6,0.975,0,0,0,0,20,6.69,2500,2023,64.0
611,35,33,35,243,25,276,8,0.971,1,15,41,13,1,7.66,2491,2023,64.0
612,31,26,31,44,0,47,3,0.936,0,0,0,0,0,1.42,2503,2023,64.0
613,23,1,23,2,5,7,0,1.0,0,0,3,0,0,0.3,2504,2023,64.0
614,22,4,22,2,4,6,0,1.0,0,0,8,1,0,0.27,2501,2023,64.0
615,22,17,22,102,11,115,2,0.983,0,4,25,3,1,5.14,51026,2023,64.0
616,21,4,21,0,3,4,1,0.75,0,0,4,1,0,0.14,37319,2023,64.0
617,20,8,20,41,4,46,1,0.978,0,2,11,0,0,2.25,37320,2023,64.0
618,20,1,20,2,4,7,1,0.857,0,0,2,0,0,0.3,2524,2023,64.0
619,19,1,19,0,3,3,0,1.0,0,0,3,0,1,0.16,2523,2023,64.0
620,19,0,19,3,6,11,2,0.818,0,0,4,3,0,0.47,2510,2023,64.0
621,15,0,15,0,0,0,0,0.0,0,0,2,1,0,0.0,51022,2023,64.0
622,14,14,14,5,7,12,0,1.0,0,0,12,5,1,0.86,2493,2023,64.0
623,14,14,14,5,4,9,0,1.0,0,0,14,3,0,0.64,2518,2023,64.0
624,14,1,14,1,3,4,0,1.0,0,0,10,1,0,0.29,51021,2023,64.0
625,13,1,13,11,0,11,0,1.0,0,0,0,0,0,0.85,51028,2023,64.0
626,12,11,12,3,6,11,2,0.818,0,0,11,1,0,0.75,2492,2023,64.0
627,12,1,12,14,0,14,0,1.0,0,0,0,0,0,1.17,51025,2023,64.0
628,12,0,12,0,3,3,0,1.0,0,0,2,0,0,0.25,2509,2023,64.0
629,11,3,11,12,0,12,0,1.0,0,0,0,0,0,1.09,51023,2023,64.0
630,6,5,6,4,0,5,1,0.8,0,0,0,0,0,0.67,2496,2023,64.0
631,58,55,58,66,7,76,3,0.961,0,0,0,0,3,1.26,51214,2023,77.0
632,58,54,58,66,115,190,9,0.953,0,0,0,0,12,3.12,37522,2023,77.0
633,57,54,57,100,5,107,2,0.981,0,0,2,0,1,1.84,49115,2023,77.0
