id,school_id,State,education,avg_port_add_2years,avg_port_add_2years_rank,avg_port_loss_2years,avg_port_loss_2years_rank,portal_ab,portal_ab_rank,portal_ip,portal_ip_rank,AB50_player_year_C,AB50_player_year_rank_C,AB50_player_year_1B,AB50_player_year_rank_1B,AB50_player_year_2B,AB50_player_year_rank_2B,AB50_player_year_SS,AB50_player_year_rank_SS,AB50_player_year_3B,AB50_player_year_rank_3B,AB50_player_year_LF,AB50_player_year_rank_LF,AB50_player_year_CF,AB50_player_year_rank_CF,AB50_player_year_RF,AB50_player_year_rank_RF,IP20_player_year,IP20_player_year_rank,Coach_2yr_win_percentage,3yr_wOBA,3yr_OPS,3yr_wRAA,3yr_k_bb,3yr_ISO,3yr_xFIP,3yr_WHIP,3yr_K_BB,3yr_A_OPS,3yr_BB_Per,3yr_K_percentage
1,1,43,0.1765,2.5,0.1873,11,0.977,194.6666667,0.4433,34.778,0.2939,0.568181818,0.0137,3,0.8065,3,0.8447,0,0,1.092436975,0.2,0.361702128,0.004,4,1,0.884057971,0.1008,0,0,0.463,0.135733333,0.1325,0.1117,0.338333333,0.058633333,0.440066667,0.459866667,0.468,0.518566667,0.578233333,0.4095
2,2,43,0.6029,4,0.4181,5,0.5099,171,0.3608,84.88866667,0.7736,1.5,0.2968,2,0.4875,1.620915033,0.3144,3,0.8826,2,0.5556,0.491803279,0.0316,0,0,1,0.2481,0.799369176,0.8201,0.562,0.667366667,0.6641,0.664233333,0.529633333,0.582666667,0.7254,0.623,0.7238,0.558733333,0.6602,0.740233333
3,3,6,,0,0,1.5,0.4303,0,0,0,0,0,0,2.235294118,0.6233,3.180327869,0.9064,2,0.6106,3,0.8413,2.834862385,0.7951,4,1,4,1,0,0,0.3,0.851066667,0.852366667,0.8474,0.366466667,0.811066667,0.398633333,0.1014,0.3665,0.0474,0.6118,0.237933333
4,4,32,,0,0,2,0.5574,0,0,0,0,0,0,0,0,2.644067797,0.7635,4,1,0,0,3.492957746,0.9024,0,0,0,0,0,0,0.591,0.3251,0.315833333,0.3171,0.524133333,0.177033333,0.422066667,0.337233333,0.360066667,0.442133333,0.169866667,0.636933333
5,5,22,,0,0,1.5,0.8088,2.666666667,0.0632,0,0,0.577319588,0.0183,0,0,1.774193548,0.3542,3,0.7676,3,0.7881,2,0.5072,3.781818182,0.8113,0,0,0,0,0.624,0.7093,0.735566667,0.737833333,0.7212,0.6729,0.789066667,0.883833333,0.814833333,0.849,0.875233333,0.5348
6,6,6,0.9382,0,0,2,0.0855,0,0,0,0,3.155963303,0.9041,3,0.8065,0.644859813,0.0379,3.894736842,0.9217,3.384615385,0.8222,0,0,2,0.4906,0,0,0,0,0.431,0.632233333,0.639833333,0.620333333,0.367433333,0.6119,0.527266667,0.2957,0.506366667,0.221966667,0.7284,0.282433333
7,7,35,0.2118,6,0.6689,4,0.3553,210,0.5292,44.88866667,0.4291,0,0,2,0.4875,1.824324324,0.3523,1,0.153,1.924050633,0.4111,3,0.8577,0,0,3.782608696,0.8682,0,0,0.479,0.332333333,0.2965,0.315966667,0.597133333,0.2759,0.2907,0.301433333,0.326033333,0.268733333,0.450266667,0.2849
8,8,1,0.7412,8,0.8528,7,0.7566,494.3333333,0.9038,70.22133333,0.652,3.031446541,0.8995,1.468085106,0.233,2.888888889,0.6894,3,0.8826,4,1,2.454545455,0.6403,2.735294118,0.5693,1.927710843,0.4225,0,0,0.623,0.805233333,0.797633333,0.8054,0.616266667,0.8324,0.868833333,0.8241,0.873633333,0.747933333,0.828433333,0.846633333
9,9,1,0.0265,5,0.505,1.5,0.0625,108.3333333,0.1993,36.444,0.3142,1.596330275,0.3425,0.392857143,0.0036,2.21875,0.5644,1.263157895,0.1815,3,0.8148,2.592,0.6838,3.923076923,0.8502,1,0.2481,0.288554024,0.1439,0.238,0.34,0.3139,0.349766667,0.7644,0.139,0.021966667,0.0283,0.026066667,0.053533333,0.075,0.0269
10,10,1,,2.5,0.5696,2,0.5574,0,0,48.444,0.8009,1.896551724,0.6296,1,0.2698,3.252336449,0.9163,1.868965517,0.4248,0,0,1.125,0.322,4,1,2,0.6283,0,0,0.582,0.5974,0.581566667,0.590733333,0.625933333,0.366933333,0.5048,0.2513,0.525466667,0.276433333,0.539066667,0.518933333
11,11,1,0.0471,3.5,0.3579,6,0.6546,164.3333333,0.3402,15,0.125,1.617647059,0.3516,0.989473684,0.0717,2,0.5265,1,0.153,0.990825688,0.1148,4,1,0,0,1,0.2481,0.38500885,0.3309,0.571,0.701066667,0.6913,0.694666667,0.7916,0.516233333,0.3206,0.370833333,0.309366667,0.560766667,0.353266667,0.320466667
12,12,10,,1.5,0.3924,2,0.5574,63,0.375,14.889,0.3575,1.8515625,0.6049,1.853333333,0.4884,1.02970297,0.266,4,1,4,1,1.962616822,0.5805,1,0.3041,1,0.2461,0,0,0.619,0.889333333,0.8696,0.8777,0.939566667,0.525433333,0.643866667,0.710966667,0.6658,0.654933333,0.571066667,0.665233333
13,13,7,,1,0.5292,1.5,0.8088,143.6666667,0.9289,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.4198,0.419833333,0.427733333,0.5209,0.433966667,0.1711,0.2324,0.175366667,0.1538,0.4539,0.1258
14,14,22,,1.5,0.6887,1.5,0.8088,19,0.2688,0,0,0,0,1.306930693,0.1847,2,0.5556,2,0.4757,0.869565217,0.0927,0,0,4,1,0,0,0,0,0.37,0.516,0.537866667,0.513533333,0.321166667,0.6986,0.569233333,0.664366667,0.6444,0.6195,0.5317,0.686533333
15,15,38,,0.5,0.3541,0.5,0.4044,29.33333333,0.3557,16.889,0.6927,0,0,0.927272727,0.0828,1.677419355,0.3125,1.968253968,0.3135,0,0,0,0,0,0,0,0,0,0,0.346,0.366533333,0.3814,0.3587,0.313,0.221033333,0.415766667,0.5208,0.389866667,0.471666667,0.5717,0.3153
16,16,24,0.1294,2.5,0.1873,3,0.2105,48.66666667,0.0653,18.111,0.1453,0,0,0.833333333,0.0502,2.016393443,0.5303,1.01010101,0.1566,1.217391304,0.2259,2.272727273,0.6008,3.603960396,0.839,1,0.2481,0,0,0.435,0.1512,0.1273,0.146666667,0.254733333,0.0216,0.005666667,0.0035,0.005333333,0.0207,0.006766667,0.0161
17,18,32,,1,0.5292,2,0.8971,67.33333333,0.7075,0.444333333,0.0634,0,0,4,1,0,0,0,0,0,0,0,0,2,0.4465,0.52,0.007,0,0,0.438,0.355633333,0.369666667,0.324933333,0.2335,0.4823,0.6661,0.559166667,0.700566667,0.384333333,0.843366667,0.330733333
18,19,38,,1,0.5292,2.5,0.9338,22.66666667,0.2846,0.333333333,0.0341,2.1375,0.5596,1.209302326,0.1656,3.641791045,0.8194,1,0.2054,0.925373134,0.1258,0,0,2,0.4465,2,0.4755,0,0,0.565,0.694266667,0.6802,0.690133333,0.3828,0.5486,0.592366667,0.742233333,0.574533333,0.793633333,0.474366667,0.624166667
19,21,22,,1,0.5292,0,0,62.66666667,0.6798,12.778,0.5902,0,0,0,0,2.086956522,0.5694,0.9,0.0486,2.4,0.4967,0,0,2,0.4465,3.948051948,0.8881,0,0,0.479,0.571466667,0.586366667,0.5923,0.4511,0.616866667,0.757066667,0.700933333,0.7861,0.616533333,0.733966667,0.748066667
20,22,38,,2.5,0.8833,1,0.6691,90.66666667,0.8221,0,0,0,0,3.866666667,0.8854,0,0,3,0.7676,3,0.7881,0,0,0,0,0,0,0,0,0.665,0.5369,0.513266667,0.544933333,0.737233333,0.466433333,0.5939,0.7109,0.665,0.716833333,0.553866667,0.704666667
21,23,21,,2.5,0.5696,4,0.8852,18.66666667,0.1295,38.77766667,0.7104,0,0,1,0.2698,0,0,3.818181818,0.8673,3,0.8413,4,1,2.956521739,0.7558,0,0,0.534656112,0.7308,0.337,0.238933333,0.238933333,0.270733333,0.2825,0.3881,0.3369,0.403933333,0.3633,0.499466667,0.3653,0.428433333
22,24,21,,0,0,0.5,0.4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535,0.747966667,0.7392,0.698933333,0.980166667,0.547,0.6057,0.7201,0.602233333,0.740966667,0.486,0.641433333
23,25,14,,1.5,0.6887,0,0,55.33333333,0.6285,1.555666667,0.161,2.201834862,0.578,3.952380952,0.9045,1.741935484,0.3264,4,1,2.154929577,0.4768,0,0,4,1,1.457943925,0.2168,0,0,0.5,0.764133333,0.7694,0.7678,0.7805,0.793866667,0.5638,0.6195,0.628,0.582466667,0.6318,0.554133333
24,26,40,,4,0.7595,1,0.2705,118,0.5893,55.111,0.8371,2.78125,0.9012,3.192307692,0.8651,1.433070866,0.3399,2,0.6106,0.973451327,0.1683,2.972477064,0.8293,2.9375,0.7512,4,1,0,0,0.487,0.445166667,0.451733333,0.448866667,0.6425,0.425466667,0.670933333,0.694366667,0.764766667,0.6276,0.855566667,0.574933333
25,27,43,,5,0.8608,2.5,0.6844,270.3333333,0.9018,90.55533333,0.9729,2.731707317,0.8889,2.758928571,0.7163,4,1,0.979381443,0.1018,0.860655738,0.1058,0,0,0.636363636,0.023,1,0.2461,0.254545149,0.141,0.698,0.8255,0.8149,0.841466667,0.801166667,0.680866667,0.874666667,0.871333333,0.8603,0.788833333,0.729133333,0.886166667
26,28,21,,0,0,2,0.8971,0,0,0,0,3.037974684,0.8716,0.919354839,0.0701,0,0,1,0.2054,0,0,0,0,0,0,0,0,0,0,0.484,0.252566667,0.248166667,0.240233333,0.3117,0.245433333,0.3911,0.4134,0.436166667,0.641633333,0.0574,0.8995
27,29,33,0.4941,6.5,0.7023,5.5,0.5757,428,0.8625,41,0.3818,0,0,1,0.1577,3,0.8447,0,0,2.462427746,0.6296,2.850393701,0.7431,0,0,1,0.2481,0.534658759,0.5899,0.524,0.666033333,0.664933333,0.6571,0.6018,0.606333333,0.5035,0.4727,0.460433333,0.434866667,0.342533333,0.591866667
28,30,38,,2.5,0.8833,1.5,0.8088,220,0.996,23.44433333,0.8195,0,0,1.841269841,0.2675,2,0.5556,2,0.4757,0,0,3,0.7754,3.388235294,0.7862,3.636363636,0.8252,0,0,0.656,0.878533333,0.8654,0.893233333,0.795933333,0.748933333,0.496733333,0.611866667,0.490633333,0.631866667,0.403233333,0.524133333
29,31,3,0.2853,5.5,0.6087,7,0.7566,219.6666667,0.5533,79.66633333,0.7399,2.181818182,0.5205,1,0.1577,0.537572254,0.0076,0,0,4,1,2.666666667,0.7115,2.835164835,0.5843,1,0.2481,0,0,0.598,0.466533333,0.491566667,0.459866667,0.219866667,0.596966667,0.935966667,0.793766667,0.937833333,0.8035,0.921866667,0.8389
30,32,3,0.5324,11,0.9732,6.5,0.6941,507.3333333,0.921,133.999,0.9662,0,0,3,0.8065,3,0.8447,3,0.8826,2.637362637,0.6481,1.192307692,0.2332,2,0.4906,1.913043478,0.4147,0.494394792,0.5108,0.551,0.932466667,0.933566667,0.932533333,0.788366667,0.926033333,0.872033333,0.581733333,0.75,0.576466667,0.325166667,0.935733333
31,33,4,,1,0.2405,1.5,0.4303,0,0,10.889,0.276,0,0,0.946808511,0.1349,0.550632911,0.0296,1,0.3053,1,0.2885,0.917525773,0.1854,2,0.659,1.078431373,0.2565,0.232084532,0.1154,0.511,0.296433333,0.307,0.274033333,0.2734,0.397766667,0.271266667,0.226933333,0.301333333,0.124533333,0.5308,0.128233333
32,34,4,,2.5,0.5696,1,0.2705,89.66666667,0.4777,27.55566667,0.5882,1.743119266,0.5679,0.905263158,0.1116,0.635514019,0.0493,1,0.3053,1,0.2885,1,0.3073,1,0.3041,3.096385542,0.8586,0,0,0.557,0.8571,0.8505,0.863466667,0.562266667,0.890833333,0.5283,0.710666667,0.605566667,0.5829,0.606966667,0.5795
33,35,4,0.0324,5,0.505,4.5,0.4309,186.3333333,0.4089,6.333333333,0.0574,0,0,0.785714286,0.0323,1,0.197,1.597484277,0.2278,1,0.1852,0.591304348,0.0632,4,1,2,0.5581,0,0,0.358,0.207233333,0.208333333,0.1921,0.582733333,0.0486,0.0902,0.3163,0.143133333,0.369533333,0.293466667,0.108366667
34,36,4,0.2118,9,0.9264,3,0.2105,722,0.9931,99.77733333,0.8615,2.964705882,0.8356,3.692307692,0.871,3,0.8447,1,0.153,3,0.8148,3.24,0.8814,4,1,3,0.8101,0,0,0.671,0.7673,0.768366667,0.7695,0.638166667,0.8391,0.994633333,0.9893,0.992166667,0.9795,0.8915,0.983466667
35,37,4,0.3265,8.5,0.8997,8.5,0.8882,297.3333333,0.6976,87.55533333,0.7872,0,0,2.368932039,0.5305,1,0.197,4,1,1.350649351,0.2519,0,0,3,0.8165,4,1,0.234741784,0.0719,0.57,0.268233333,0.284533333,0.259533333,0.322066667,0.430133333,0.621233333,0.721133333,0.594433333,0.719866667,0.703666667,0.475
36,38,4,,3.5,0.7173,1,0.2705,100,0.5223,32.222,0.6425,1.567901235,0.4815,4,1,2.383928571,0.7143,4,1,2.902173913,0.7404,1.448717949,0.4049,0.983333333,0.1475,1.209302326,0.2723,0,0,0.581,0.561866667,0.538166667,0.544566667,0.7389,0.425166667,0.540933333,0.6871,0.518066667,0.642533333,0.483433333,0.5847
37,39,32,0.9382,0,0,0,0,0,0,0,0,2.723404255,0.7443,4,1,3.546391753,0.875,4,1,0.909090909,0.0815,2.636363636,0.6996,4,1,0,0,0,0,0.541,0.390933333,0.373566667,0.394366667,0.683833333,0.3594,0.329666667,0.682666667,0.291266667,0.7773,0.402633333,0.238833333
38,40,17,,0,0,1,0.6691,0,0,0,0,0,0,0,0,2.922077922,0.7153,3.157894737,0.7784,2.961038961,0.6556,0.80733945,0.0362,4,1,3.666666667,0.8392,0,0,,0.358333333,0.353033333,0.335733333,0.3362,0.285833333,0.3557,0.343766667,0.393033333,0.2049,0.566366667,0.2337
39,41,35,,1,0.2405,1.5,0.4303,0,0,18.88866667,0.4344,0.974683544,0.1975,2.469565217,0.6744,0,0,4,1,4,1,3,0.8732,1.736263736,0.4562,4,1,0,0,0.645,0.613033333,0.6131,0.617033333,0.651566667,0.506366667,0.905366667,0.792466667,0.839166667,0.8503,0.5746,0.9484
40,42,21,,1,0.2405,3.5,0.8156,29,0.1875,1.333333333,0.0543,0,0,2.307692308,0.6279,3.428571429,0.936,0,0,3.785714286,0.9087,3.01369863,0.878,2.271428571,0.6774,0,0,0,0,0.368,0.130833333,0.133466667,0.136333333,0.0525,0.250466667,0.328533333,0.3587,0.338966667,0.3899,0.4171,0.3479
41,43,1,0.5324,8.5,0.8997,5.5,0.5757,404.6666667,0.8316,95.44433333,0.8378,1.87755102,0.4566,0.827160494,0.043,1.482269504,0.2727,0,0,2.092436975,0.5741,2,0.5652,1.732758621,0.2547,1,0.2481,0.344500904,0.259,0.587,0.792433333,0.783766667,0.788033333,0.758733333,0.751133333,0.9339,0.8143,0.936966667,0.731966667,0.896966667,0.915033333
42,44,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0.44,0.1788,0.206833333,0.2709,0.230933333,0.312366667,0.355333333,0.3365,0.424233333,0.466766667,0.5322,0.253033333
43,45,10,,1.5,0.3924,4,0.8852,54.66666667,0.3304,13,0.3394,1.58974359,0.5,1.237288136,0.293,0.741666667,0.0788,3.906976744,0.8894,1.814814815,0.4375,1.328571429,0.3756,0.935483871,0.106,3,0.8534,0,0,0.367,0.499666667,0.504933333,0.494533333,0.462333333,0.6679,0.317466667,0.3918,0.382733333,0.389733333,0.422,0.373366667
44,46,13,,0.5,0.3541,1,0.6691,0.333333333,0.0119,0,0,0.99047619,0.211,2.278481013,0.465,1,0.1875,1,0.2054,0,0,1.769230769,0.3478,2,0.4465,2,0.4755,0,0,0.671,0.538333333,0.513833333,0.519966667,0.748966667,0.4113,0.821033333,0.760133333,0.748866667,0.7859,0.5635,0.8165
45,47,41,,1.5,0.3924,0.5,0.1148,0,0,15.889,0.3801,2.373626374,0.784,2,0.6047,1.454545455,0.3448,2,0.6106,2.900584795,0.7356,0.688679245,0.0829,1.3125,0.3502,0,0,0,0,0.691,0.9288,0.9354,0.918166667,0.600766667,0.850066667,0.977933333,0.9028,0.919733333,0.9198,0.617366667,0.996033333
46,48,1,,1.5,0.3924,1.5,0.4303,26.66666667,0.1741,11.33333333,0.2986,0.653543307,0.0926,1.616161616,0.4093,0.846153846,0.1182,2,0.6106,1,0.2885,0.680327869,0.078,0.790697674,0.0737,0,0,0,0,0.421,0.333833333,0.351,0.3207,0.432366667,0.378666667,0.3447,0.2861,0.370333333,0.2126,0.4307,0.383666667
47,49,13,,1,0.5292,1,0.6691,43.33333333,0.5375,26.111,0.8488,3.851851852,0.9725,2,0.4331,0,0,1.962264151,0.3081,3,0.7881,0,0,0,0,0,0,0.48571551,0.8333,0.631,0.8907,0.899466667,0.880066667,0.733,0.838233333,0.782866667,0.6666,0.752833333,0.584566667,0.727033333,0.742666667
48,50,43,,0,0,1.5,0.8088,0,0,0,0,1.973684211,0.4954,2,0.4331,1,0.1875,0.876404494,0.0432,1.966101695,0.3576,0.8875,0.0725,0,0,2,0.4755,0,0,0.283,0.3098,0.28,0.306366667,0.452866667,0.200666667,0.389433333,0.300233333,0.403966667,0.232733333,0.603633333,0.257066667
49,51,42,0.5324,8,0.8528,2.5,0.125,377,0.8007,98.55533333,0.8514,3.972222222,0.9817,3,0.8065,2.617647059,0.625,3,0.8826,4,1,0.942857143,0.1462,4,1,3,0.8101,0.299063543,0.1655,0.603,0.8488,0.854233333,0.8488,0.859133333,0.839033333,0.4451,0.4461,0.4207,0.5459,0.313533333,0.624833333
50,52,46,,2,0.8093,0.5,0.4044,132,0.9249,2.333333333,0.2098,1.307692308,0.2477,2.753424658,0.5414,1.421052632,0.2431,4,1,1,0.2318,2.142857143,0.529,0,0,0,0,0,0,,0.359833333,0.368566667,0.332766667,0.465233333,0.379333333,0.252233333,0.2442,0.253866667,0.306466667,0.5571,0.090966667
51,53,5,,3.5,0.7173,2,0.5574,138.6666667,0.6563,34.222,0.6878,1.669811321,0.5494,3,0.8326,0.73,0.069,2,0.6106,1.913793103,0.4856,1.152777778,0.3317,2,0.659,1,0.2461,0,0,0.539,0.568133333,0.586566667,0.5655,0.149166667,0.814866667,0.5864,0.4428,0.579766667,0.341666667,0.561766667,0.572666667
52,54,21,,3,0.93,0,0,146.6666667,0.9328,37.55533333,0.9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607,0.5176,0.5062,0.5201,0.5247,0.5186,0.709866667,0.807633333,0.7183,0.7264,0.853133333,0.454033333
53,55,35,,3,0.93,0,0,202,0.9802,46.66666667,0.9707,0,0,2.25,0.4522,0,0,3.846153846,0.8324,4,1,0,0,4,1,0,0,0,0,0.619,0.852266667,0.84,0.8685,0.8093,0.831933333,0.893633333,0.9489,0.904666667,0.929533333,0.867133333,0.845866667
54,56,14,0.7941,3,0.2742,5.5,0.5757,93.33333333,0.1615,58.66666667,0.5642,1.642105263,0.3607,1,0.1577,1.08,0.2045,2,0.4875,1,0.1852,2.785714286,0.7273,1.567567568,0.236,0,0,0,0,0.604,0.586033333,0.607766667,0.576,0.294666667,0.728266667,0.6219,0.382766667,0.516033333,0.4155,0.340466667,0.664966667
55,57,32,,0.5,0.3541,1.5,0.8088,22.33333333,0.2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.332766667,0.331866667,0.342366667,0.21,0.256866667,0.161433333,0.060966667,0.184766667,0.1107,0.033033333,0.534066667
56,58,9,,5,0.8608,8.5,0.9918,194.6666667,0.7946,33.222,0.6697,1.471264368,0.4259,2.870689655,0.7349,1.150943396,0.2906,2,0.6106,1.958333333,0.5048,0.725925926,0.0976,2,0.659,0.990654206,0.0995,0.44813464,0.5385,0.529,0.353666667,0.3669,0.335466667,0.526833333,0.3191,0.443766667,0.693933333,0.502533333,0.7131,0.511766667,0.5156
57,59,33,,2,0.5021,8.5,0.9918,45.66666667,0.2589,2.333333333,0.086,1.390243902,0.3704,2.604651163,0.6977,1,0.2611,1.820224719,0.4159,0.644230769,0.0385,1.486725664,0.4146,0.688888889,0.0415,0,0,0,0,0.214,0.637566667,0.617833333,0.632233333,0.6728,0.3176,0.488466667,0.528133333,0.491933333,0.514866667,0.552833333,0.406966667
58,60,32,,0.5,0.3541,0.5,0.4044,38,0.4545,4.666666667,0.3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0.4682,0.4673,0.4785,0.352866667,0.467266667,0.519233333,0.3141,0.499366667,0.2821,0.5873,0.3612
59,61,19,,0.5,0.3541,1.5,0.8088,0,0,0.111,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.468033333,0.468033333,0.4677,0.381733333,0.520866667,0.5809,0.6444,0.5468,0.693833333,0.464966667,0.645866667
60,62,43,0.8118,4,0.4181,4,0.3553,250.6666667,0.6186,46.222,0.4527,0,0,4,1,1.389473684,0.25,3,0.8826,0.572815534,0.0111,0.761904762,0.1028,2.166666667,0.5019,1,0.2481,0,0,0.463,0.473966667,0.4533,0.4717,0.4285,0.390166667,0.719833333,0.6396,0.7154,0.625433333,0.711333333,0.649866667
61,63,24,,0.5,0.3541,0,0,0,0,1.222333333,0.1317,1.85915493,0.4404,1.555555556,0.2102,4,1,1,0.2054,2,0.4503,1.631578947,0.2826,1.507246377,0.1887,1.390243902,0.2028,0,0,1,0.635766667,0.605966667,0.663066667,0.5307,0.371966667,0.724833333,0.8547,0.741633333,0.8906,0.770533333,0.5829
62,64,17,0.6353,6.5,0.7023,3.5,0.2599,120.6666667,0.2234,56.111,0.5473,1.21875,0.21,1.909090909,0.3226,0.852941176,0.0871,2,0.4875,3.555555556,0.8481,0.672897196,0.0711,0,0,3,0.8101,0.439792878,0.4245,0.64,0.262733333,0.2638,0.2552,0.411233333,0.389833333,0.0968,0.0818,0.065,0.055533333,0.269466667,0.015133333
63,65,42,0.8441,3.5,0.3579,2.5,0.125,75.66666667,0.1409,44.44433333,0.4257,2.446601942,0.5936,2,0.4875,2,0.5265,2,0.4875,2.263157895,0.5889,0.888888889,0.1344,0,0,1,0.2481,0.382766433,0.3237,0.514,0.327266667,0.3392,0.309733333,0.2155,0.497666667,0.3818,0.429266667,0.346433333,0.243566667,0.3761,0.382566667
64,66,33,,4.5,0.8143,2.5,0.6844,42,0.25,69.444,0.9276,2.428571429,0.8025,1.751295337,0.4465,4,1,3.762711864,0.8584,4,1,3.088888889,0.8829,2.914285714,0.7419,1.901960784,0.4607,0,0,0.609,0.747233333,0.747233333,0.752466667,0.6333,0.741966667,0.628533333,0.641933333,0.5745,0.729966667,0.3881,0.7553
65,67,49,,0.5,0.3541,0.5,0.4044,17,0.2411,0,0,0,0,0,0,0,0,2.945454545,0.5946,2.5,0.5033,0,0,3.875,0.8302,2.55,0.5315,0,0,0.5,0.5009,0.507,0.505966667,0.503966667,0.4988,0.865,0.891466667,0.914266667,0.832366667,0.975633333,0.602366667
66,68,23,,1.5,0.3924,2.5,0.6844,62.66666667,0.3705,4.666666667,0.1584,0,0,2.766233766,0.7209,1.808219178,0.4433,3,0.823,0.855263158,0.0962,0,0,2,0.659,1,0.2461,0,0,0.103,0.092366667,0.104233333,0.100266667,0.0754,0.237633333,0.1307,0.0621,0.160233333,0.0581,0.207733333,0.177766667
67,69,40,,0.5,0.097,1,0.2705,0,0,1.666666667,0.0679,0,0,0.777777778,0.0698,3.571428571,0.9458,1,0.3053,2,0.5913,2,0.6634,0,0,0.604395604,0.0157,0,0,0.516,0.834933333,0.830966667,0.7952,0.897733333,0.721233333,0.056833333,0.105366667,0.048566667,0.195933333,0.035466667,0.1186
68,70,13,,2,0.8093,1,0.6691,98.33333333,0.8498,16.11133333,0.6732,0,0,0,0,0,0,0,0,1.456790123,0.2517,4,1,4,1,0.689655172,0.014,0,0,0.676,0.623866667,0.6221,0.613333333,0.608166667,0.627433333,0.5755,0.6871,0.6082,0.642766667,0.613566667,0.521966667
69,71,21,,1.5,0.3924,0,0,54.66666667,0.3304,24.55566667,0.5385,0,0,2.388349515,0.6558,1.922077922,0.5517,4,1,3,0.8413,4,1,2,0.659,3.863636364,0.911,0.662857143,0.8077,0.595,0.761366667,0.7535,0.742833333,0.6409,0.733833333,0.622866667,0.6871,0.6094,0.727466667,0.609466667,0.621
70,72,17,,0,0,0,0,0,0,0,0,0,0,4,1,1.914893617,0.3958,1,0.2054,2,0.4503,2.571428571,0.6304,0,0,3,0.7622,0,0,0.284,0.074433333,0.070033333,0.0729,0.1263,0.0884,0.0253,0.054133333,0.039633333,0.0412,0.264266667,0.0269
71,73,10,,2,0.8093,0.5,0.4044,39,0.4664,3,0.2488,2.676923077,0.6881,0,0,0,0,3.952380952,0.8541,4,1,3.636363636,0.8551,1.422222222,0.1761,0,0,0,0,0.602,0.696933333,0.674166667,0.706766667,0.858833333,0.2256,0.5801,0.6296,0.531266667,0.579133333,0.7636,0.291066667
72,74,48,,1.5,0.6887,0,0,40,0.4822,11.778,0.561,0,0,0,0,1.964912281,0.4583,0,0,0,0,0,0,0,0,3.793103448,0.8462,0,0,0.36,0.290466667,0.279933333,0.292033333,0.395333333,0.316066667,0.458066667,0.466133333,0.4351,0.5298,0.5342,0.358633333
73,75,23,,1.5,0.6887,1,0.6691,0,0,29.55566667,0.8927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.904133333,0.9006,0.8755,0.909066667,0.846766667,0.833733333,0.7594,0.8377,0.8153,0.542933333,0.924666667
74,76,23,,2.5,0.8833,1,0.6691,102,0.8617,7,0.4195,0,0,0,0,0,0,0,0,0,0,3.014492754,0.7826,0,0,0,0,0,0,0.656,0.735566667,0.7408,0.713733333,0.845633333,0.778266667,0.906533333,0.6965,0.901633333,0.593466667,0.837266667,0.8637
75,77,9,0.0088,3,0.2742,2,0.0855,189.6666667,0.4227,40.44433333,0.3716,0.79245283,0.1142,3,0.8065,2.75,0.6439,2,0.4875,1.743589744,0.3481,2,0.5652,3,0.8165,0,0,0,0,0.497,0.6666,0.6492,0.665366667,0.8282,0.395966667,0.591433333,0.681733333,0.5595,0.7891,0.5653,0.538966667
76,78,32,0.8882,3,0.2742,1,0.0263,212,0.5326,90.88866667,0.8108,1.092592593,0.1781,1.759036145,0.2939,3.064935065,0.8485,3.777777778,0.9146,2.516129032,0.6333,1.726027397,0.3874,2,0.4906,0,0,0,0,0.492,0.451333333,0.449166667,0.455666667,0.556866667,0.5371,0.5131,0.490433333,0.511633333,0.366266667,0.603366667,0.4419
77,79,5,,2,0.5021,3,0.7541,29,0.1875,20.222,0.4615,1.092592593,0.2222,1,0.2698,2.385826772,0.7192,1.419354839,0.3363,0.965909091,0.1538,3,0.8732,2.083333333,0.6682,3.102272727,0.8639,0,0,0.465,0.750466667,0.754333333,0.745166667,0.5098,0.751533333,0.430833333,0.3835,0.391166667,0.359833333,0.383733333,0.456833333
78,81,13,,0.5,0.3541,0,0,25.33333333,0.3162,9.333333333,0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0.215166667,0.216,0.213566667,0.3137,0.2459,0.256133333,0.283033333,0.2023,0.321833333,0.272533333,0.2172
79,82,30,,0.5,0.097,3,0.7541,21,0.1339,0.333333333,0.0136,,,,,,,,,,,,,,,,,,,0,0.001,0.001,0.109666667,0.003966667,0.025966667,0.001333333,0.001333333,0.001,0.002633333,0.001333333,0.001
80,83,38,,3,0.6624,2.5,0.6844,128.6666667,0.6295,20.77766667,0.4796,0,0,0,0,0,0,0,0,1.709677419,0.4135,0,0,2,0.659,3.733333333,0.8901,0.408263566,0.4487,0.485,0.476066667,0.458866667,0.4642,0.458266667,0.4409,0.4459,0.520733333,0.438833333,0.5965,0.3773,0.552666667
