id,school_id,State,education,avg_port_add_2years,avg_port_add_2years_rank,avg_port_loss_2years,avg_port_loss_2years_rank,portal_ab,portal_ab_rank,portal_ip,portal_ip_rank,AB50_player_year_C,AB50_player_year_rank_C,AB50_player_year_1B,AB50_player_year_rank_1B,AB50_player_year_2B,AB50_player_year_rank_2B,AB50_player_year_SS,AB50_player_year_rank_SS,AB50_player_year_3B,AB50_player_year_rank_3B,AB50_player_year_LF,AB50_player_year_rank_LF,AB50_player_year_CF,AB50_player_year_rank_CF,AB50_player_year_RF,AB50_player_year_rank_RF,IP20_player_year,IP20_player_year_rank,Coach_2yr_win_percentage,3yr_wOBA,3yr_OPS,3yr_wRAA,3yr_k_bb,3yr_ISO,3yr_xFIP,3yr_WHIP,3yr_K_BB,3yr_A_OPS,3yr_BB_Per,3yr_K_percentage
943,964,38,,1.5,0.6887,0.5,0.4044,46,0.5573,2.333333333,0.2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513,0.197266667,0.1841,0.200766667,0.325066667,0.174433333,0.127066667,0.1507,0.1253,0.2831,0.098033333,0.263866667
944,965,38,,1.5,0.3924,1,0.2705,47.33333333,0.2723,21.22233333,0.4887,0,0,0,0,0.696202532,0.064,2,0.6106,0,0,0,0,2,0.659,2,0.6283,0,0,0.642,0.459366667,0.458,0.4528,0.4322,0.582266667,0.545433333,0.633733333,0.591533333,0.5533,0.6561,0.332166667
945,966,24,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
946,967,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.41,0,0,0,0,0,0,0,0,0,0,0
947,968,4,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
948,970,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
949,971,1,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.417,0,0,0,0,0,0,0,0,0,0,0
950,972,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
951,973,25,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
952,974,24,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
953,975,33,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
954,976,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
955,977,4,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
956,978,4,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
957,979,22,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
958,980,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
959,981,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
960,982,22,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
961,983,15,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
962,984,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
963,985,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
964,986,37,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
965,987,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
966,988,22,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
967,989,35,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
968,990,15,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
969,991,1,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
970,992,14,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
971,993,17,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
972,994,13,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
973,995,34,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
974,996,34,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
975,998,24,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
976,999,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
977,1000,37,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
978,1001,9,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
979,1002,52,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
980,1003,25,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
981,1004,40,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
982,1005,1,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
983,1006,40,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
984,1007,36,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
985,1008,33,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
986,1009,35,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
987,1010,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.475,0,0,0,0,0,0,0,0,0,0,0
988,1011,10,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
989,1012,42,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
990,1013,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
991,1014,10,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
992,1015,9,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
993,1016,12,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
994,1017,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
995,1018,25,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
996,1019,16,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
997,1020,9,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
998,1021,24,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
999,1022,10,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1000,1023,13,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1001,1024,48,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1002,1025,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1003,1026,36,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1004,1027,37,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1005,1028,33,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1006,1029,16,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1007,1030,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1008,1031,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1009,1032,10,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1010,1033,41,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1011,1034,22,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1012,1035,35,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1013,1036,49,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1014,1037,9,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1015,1038,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1016,1039,36,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1017,1040,36,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1018,1041,46,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1019,1042,42,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1020,1043,34,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1021,1044,1,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1022,1045,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1023,1046,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1024,1047,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1025,1048,42,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1026,1049,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1027,1050,10,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1028,1051,37,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1029,1052,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1030,1053,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1031,1054,35,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1032,1055,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1033,1056,32,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.442,0,0,0,0,0,0,0,0,0,0,0
1034,1057,32,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1035,1058,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1036,1059,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1037,1060,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1038,1061,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1039,1062,15,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1040,1063,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1041,1064,32,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1042,1065,14,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1043,1066,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1044,1067,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1045,1068,43,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1046,1069,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1047,1070,3,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1048,1071,13,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1049,1072,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1050,1073,17,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1051,1074,35,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1052,1075,13,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1053,1076,32,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1054,1077,5,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1055,1078,25,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1056,1079,14,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1057,1080,33,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1058,1081,14,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1059,1082,38,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1060,1083,25,,0.5,0.097,0.5,0.1148,7.333333333,0.058,2.555666667,0.095,1.2,0.2654,1.47826087,0.3349,1.416666667,0.335,1,0.3053,1.878787879,0.476,0,0,0,0,0,0,0,0,0.206,0.249933333,0.260533333,0.239366667,0.021166667,0.402566667,0.021033333,0.011866667,0.019733333,0.021133333,0.074966667,0.022433333
1061,1084,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4757,0,0,0,0,0,0,0,0,0,0,0.179,0.1138,0.1103,0.1059,0.382733333,0.124366667,0.028933333,0.0377,0.016633333,0.040333333,0.121033333,0.020133333
1062,1085,43,0.6853,1.5,0.5057,0.5,0.1413,116.6666667,0.613,4.111,0.0493,4,1,3,0.7839,3.219512195,0.8197,2.589041096,0.5,0.56122449,0.0116,2.510638298,0.6417,3,0.6873,3.786666667,0.8921,0,0,0.789,0.978966667,0.979,0.9833,0.058666667,0.967133333,0.951633333,0.970633333,0.949466667,0.9684,0.909566667,0.8984
1063,1086,36,0.2706,3.5,0.8935,3.5,0.8587,170.3333333,0.7739,186.555,1,2.174698795,0.5417,1,0.1685,4,1,2,0.4545,1.290909091,0.2209,2.893617021,0.7208,1,0.1429,2.372727273,0.5851,1.157343207,0.6909,0.813,0.997633333,0.997633333,0.998933333,0.020566667,0.996333333,0.935466667,0.9728,0.937666667,0.928133333,0.803066667,0.934666667
1064,1087,35,0.8353,4.5,0.9658,4.5,0.9348,197.3333333,0.8429,108.2223333,0.9409,1.941176471,0.4458,3,0.7839,0.978947368,0.1189,2,0.4545,1.4921875,0.2713,0.531746032,0.0208,4,1,2,0.527,2.296932434,0.9545,0.634,0.912233333,0.9122,0.914133333,0.430533333,0.920866667,0.438033333,0.554066667,0.3953,0.5995,0.175966667,0.605033333
1065,1088,33,0.8912,6.5,0.9886,4,0.8913,437.3333333,0.9923,49.22233333,0.6453,3.5,0.9125,2.53125,0.5971,3,0.7869,0,0,3.888888889,0.8721,4,1,3,0.6873,3.733333333,0.8714,1.226868337,0.7364,0.632,0.952666667,0.9501,0.942766667,0.134666667,0.8154,0.633633333,0.7084,0.766166667,0.597133333,0.716566667,0.711333333
1066,1089,46,0.6029,1.5,0.5057,3.5,0.8587,90,0.5057,35.111,0.4631,3.270408163,0.8917,2.575,0.6081,4,1,3,0.7765,2,0.5,1.654545455,0.3292,3,0.6873,0.949494949,0.1245,0,0,0.745,0.9766,0.9766,0.9699,0.076566667,0.985666667,0.951066667,0.897333333,0.871233333,0.9286,0.1985,0.981566667
1067,1090,18,0.1529,3.5,0.8935,3,0.7971,138.3333333,0.7011,59.44433333,0.7389,1.75,0.325,2.076923077,0.4945,2,0.4754,3,0.7765,4,1,3.217391304,0.8292,2.898876404,0.4517,2.770053476,0.668,1.151334413,0.6818,0.623,0.798233333,0.791733333,0.812066667,0.253966667,0.4994,0.7917,0.942133333,0.767533333,0.9607,0.691533333,0.7337
1068,1091,28,0.1529,3,0.8175,1.5,0.5109,160,0.751,93.66666667,0.9163,1.862068966,0.3917,3.844660194,0.8681,1.833333333,0.3156,4,1,1,0.2054,3.647058824,0.9042,0,0,1.31372549,0.2324,0.551401869,0.2364,0.72,0.925,0.925,0.923933333,0.369366667,0.892933333,0.684933333,0.815666667,0.6852,0.8201,0.4762,0.7367
1069,1092,3,0.6853,2.5,0.7072,3.5,0.8587,202.3333333,0.8544,55.33333333,0.6995,2.32,0.5833,3.084210526,0.7949,1,0.1803,1.328244275,0.1818,1,0.2054,3.531914894,0.875,2,0.3861,0.709677419,0.0622,0.262008734,0.0364,0.743,0.935,0.935233333,0.944133333,0.195366667,0.842733333,0.867933333,0.9493,0.9407,0.9359,0.962433333,0.8402
1070,1093,51,0.3471,3,0.8175,1.5,0.5109,162,0.7586,85.44466667,0.8818,1.625,0.2708,2.444444444,0.5568,4,1,2.088607595,0.4659,0,0,3.037974684,0.8208,0,0,3,0.8257,1.809714091,0.9,0.502,0.498666667,0.496933333,0.4922,0.3565,0.1854,0.744666667,0.684633333,0.683766667,0.705833333,0.669966667,0.6313
1071,1094,9,0.4765,1,0.384,0.5,0.1413,22.33333333,0.1456,50.55566667,0.665,0.906666667,0.0958,0.610169492,0.0476,1,0.1803,3,0.7765,3,0.8101,,,1.818181818,0.1931,2.613496933,0.639,0,0,0.718,0.967533333,0.9686,0.970766667,0.020766667,0.957533333,0.882333333,0.804133333,0.769766667,0.7822,0.6594,0.779266667
1072,1095,9,0.5324,3.5,0.8935,2.5,0.721,323,0.9732,27.88866667,0.3892,3,0.8458,3.563535912,0.8388,1.831775701,0.3115,4,1,4,1,3,0.8125,1,0.1429,2,0.527,0,0,0.786,0.986166667,0.9851,0.989633333,0.011866667,0.983133333,0.522933333,0.904766667,0.721433333,0.874066667,0.6429,0.735766667
1073,1096,3,0.2853,4.5,0.9658,4.5,0.9348,144,0.7241,50.44466667,0.6601,3.187969925,0.8833,0.4,0.0037,2,0.4754,4,1,2,0.5,2,0.55,3,0.6873,3.415730337,0.8423,2.046854054,0.9091,0.673,0.955633333,0.9509,0.9567,0.131266667,0.9013,0.546433333,0.690666667,0.544933333,0.487366667,0.709866667,0.441933333
1074,1097,6,0.4941,0.5,0.2129,0.5,0.1413,0,0,14.44433333,0.2069,2.016393443,0.5083,3,0.7839,1.113207547,0.1885,3,0.7765,1.907407407,0.345,1.979381443,0.4125,2,0.3861,2.541666667,0.6141,0.633113041,0.3091,0.55,0.607266667,0.5988,0.592166667,0.211333333,0.580333333,0.500766667,0.406833333,0.386666667,0.4046,0.521166667,0.3579
1075,1098,33,0.9441,3,0.8175,1.5,0.5109,143.6666667,0.7203,30.889,0.4138,2.545454545,0.65,1,0.1685,4,1,3,0.7765,4,1,0,0,4,1,2.043010753,0.5353,1.096521999,0.6455,0.705,0.9005,0.909966667,0.921633333,0.3098,0.863933333,0.841366667,0.8524,0.852266667,0.725566667,0.733266667,0.856733333
1076,1099,21,0.9529,1.5,0.5057,1,0.2899,115.3333333,0.6092,0.222333333,0.0099,1.870967742,0.4,4,1,4,1,0.835820896,0.0417,3,0.8101,2.586206897,0.6542,2,0.3861,0.572289157,0.0207,0,0,0.692,0.784133333,0.785166667,0.8053,0.131133333,0.620233333,0.836733333,0.925133333,0.9598,0.917533333,0.915833333,0.919666667
1077,1100,44,0.3765,1,0.384,1.5,0.5109,167.3333333,0.7663,16.44433333,0.2562,1.705882353,0.3083,3.055555556,0.7912,1.185840708,0.2008,4,1,1.356321839,0.2364,4,1,0,0,1,0.1867,0.563805714,0.2455,0.67,0.759633333,0.7683,0.7499,0.3602,0.846566667,0.6621,0.338833333,0.460766667,0.344333333,0.2301,0.664933333
1078,1101,47,0.7412,4,0.9392,4,0.8913,177,0.7931,82.222,0.8768,1.721212121,0.3125,1.684210526,0.304,1.552941176,0.2541,0.6625,0.0152,3,0.8101,1.981651376,0.425,2,0.3861,0.550387597,0.0124,0,0,0.719,0.9225,0.923366667,0.9044,0.338,0.936366667,0.939466667,0.9075,0.936066667,0.8719,0.7513,0.953033333
1079,1102,18,0.0647,3.5,0.8935,4.5,0.9348,291.3333333,0.9579,58.77766667,0.7291,1.81443299,0.3583,2.31097561,0.5238,2.2,0.5082,4,1,3,0.8101,1,0.1792,3,0.6873,0,0,0.291923267,0.0545,0.566,0.707733333,0.702066667,0.714166667,0.1398,0.616366667,0.488,0.677866667,0.532133333,0.667433333,0.559833333,0.474
1080,1103,28,0.0735,6,0.9848,2,0.6087,180,0.8046,56.99966667,0.7094,1.244897959,0.1542,1,0.1685,4,1,1,0.1591,3,0.8101,3.327433628,0.8417,0,0,2.971428571,0.7261,0.722588779,0.3909,0.566,0.764633333,0.768966667,0.757533333,0.3441,0.754066667,0.546633333,0.4067,0.317966667,0.472366667,0.492066667,0.2499
1081,1104,5,0.7941,3,0.8175,3.5,0.8587,152,0.7318,21.33333333,0.3005,2.231578947,0.5542,3.596153846,0.8535,2,0.4754,2,0.4545,1,0.2054,1.613445378,0.3125,0.56122449,0.0077,3.783783784,0.888,0.301322034,0.0636,0.798,0.971533333,0.9655,0.971133333,0.1009,0.961633333,0.812933333,0.789133333,0.881266667,0.6817,0.7246,0.911666667
1082,1105,5,0.3265,3,0.8175,3,0.7971,175.3333333,0.7893,65.44433333,0.7882,0,0,3.138461538,0.8095,2.901098901,0.5984,0.795454545,0.0303,3,0.8101,2.89380531,0.725,3.766666667,0.7104,0,0,2.179232118,0.9455,0.73,0.551966667,0.547166667,0.5437,0.5967,0.503733333,0.510333333,0.6737,0.4419,0.684,0.610633333,0.384966667
1083,1106,48,0.3765,2.5,0.7072,1.5,0.5109,257.3333333,0.9349,60.66633333,0.7488,2.959349593,0.7792,2.769230769,0.652,3,0.7869,4,1,2,0.5,2,0.55,2,0.3861,1.551724138,0.2946,0,0,0.539,0.835066667,0.841566667,0.821233333,0.389333333,0.894833333,0.504766667,0.390666667,0.383266667,0.454466667,0.302,0.491833333
1084,1107,5,0.1176,1,0.384,4.5,0.9348,55.33333333,0.3793,0,0,3.905882353,0.9458,2.536585366,0.6044,3.909090909,0.8852,3,0.7765,2,0.5,0,0,3,0.6873,2,0.527,0,0,0.629,0.6607,0.669333333,0.662833333,0.6979,0.423566667,0.8092,0.764466667,0.7363,0.842566667,0.4878,0.8564
1085,1108,5,0.2324,5.5,0.981,4,0.8913,90.66666667,0.5134,57.66666667,0.7241,1.735294118,0.3167,1.724137931,0.315,3.632183908,0.8525,2.869565217,0.5189,3.105882353,0.8256,1.857142857,0.3833,4,1,3,0.8257,2.068953627,0.9182,0.47,0.445,0.454766667,0.4346,0.513533333,0.428933333,0.598733333,0.798766667,0.731466667,0.784166667,0.8036,0.531266667
1086,1109,43,0.2853,2.5,0.7072,2.5,0.721,134,0.6858,22,0.3153,2.159090909,0.5375,3,0.7839,0.663793103,0.0205,2,0.4545,3,0.8101,3,0.8125,4,1,1.986206897,0.4108,0.261307846,0.0273,0.515,0.7685,0.752733333,0.7672,0.122433333,0.602,0.5911,0.754166667,0.6806,0.725566667,0.4322,0.7961
1087,1110,21,1,0,0,1,0.2899,0,0,0,0,1.662337662,0.2875,1.280898876,0.1978,4,1,3,0.7765,1,0.2054,0.746835443,0.0708,3,0.6873,0,0,0,0,0.528,0.621133333,0.6268,0.6143,0.345066667,0.476966667,0.764733333,0.7505,0.6378,0.822333333,0.532166667,0.693633333
1088,1111,32,0.9265,1,0.384,0,0,42.33333333,0.272,23.111,0.33,2.911764706,0.7667,1,0.1685,0.631578947,0.0123,4,1,,,0,0,4,1,2.540816327,0.61,0.850663234,0.5273,0.542,0.813866667,0.818633333,0.814466667,0.299366667,0.805633333,0.8359,0.7073,0.7836,0.762033333,0.697,0.753766667
1089,1112,14,0.7176,3,0.8175,4,0.8913,99.66666667,0.5479,47.66633333,0.6256,2.752,0.7208,2,0.4725,3,0.7869,3,0.7765,2,0.5,3.636363636,0.9,4,1,1.252173913,0.2075,1.195166814,0.7182,0.582,0.959633333,0.959466667,0.967633333,0.082066667,0.949266667,0.679433333,0.619233333,0.606966667,0.590666667,0.425666667,0.709033333
1090,1113,43,0.1059,8,0.9962,7,0.9964,565.3333333,1,172.3336667,0.9951,2.782258065,0.7292,4,1,2.934065934,0.6066,2,0.4545,3.922330097,0.876,2.709677419,0.6792,4,1,0,0,1.029200677,0.6091,0.785,0.9157,0.915866667,0.9127,0.2261,0.9042,0.9036,0.698966667,0.711233333,0.691233333,0.686866667,0.757
