sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-05-22,Georgia Tech,ACC,45-9,0.99675,2.0,0.6306690494155502,1,46-10,0.9967,1,1-seed,1.0,True,,0.8333333333333334
baseball,2026-05-22,UCLA,Big Ten,48-6,1.0,1.0,0.6483161445120533,2,48-6,0.9446,2,1-seed,2.0,True,,0.9333333333333333
baseball,2026-05-22,North Carolina,ACC,43-10,0.98701,5.0,0.6188169524217,3,44-10,0.9381,3,1-seed,3.0,False,,0.7333333333333333
baseball,2026-05-22,Texas,SEC,40-12,0.99026,4.0,0.6129486348264273,4,40-12,0.9902,4,1-seed,4.0,False,,0.6551724137931034
baseball,2026-05-22,Auburn,SEC,36-18,0.99351,3.0,0.6238109503127458,5,38-18,0.9577,5,1-seed,5.0,False,,0.5666666666666667
baseball,2026-05-22,Florida St.,ACC,38-16,0.98052,7.0,0.6055197510860586,6,38-16,0.9642,6,1-seed,6.0,False,,0.6333333333333333
baseball,2026-05-22,Texas A&M,SEC,39-13,0.96753,11.0,0.5985650027764251,7,40-14,0.9316,7,1-seed,7.0,False,,0.6206896551724138
baseball,2026-05-22,Georgia,SEC,43-12,0.95779,14.0,0.5950490492687155,8,44-12,0.987,8,1-seed,8.0,True,,0.7666666666666667
baseball,2026-05-22,Nebraska,Big Ten,41-14,0.97403,9.0,0.6129081538656773,9,42-14,0.8795,9,1-seed,9.0,False,,0.7666666666666667
baseball,2026-05-22,Alabama,SEC,37-18,0.98377,6.0,0.606866913161602,10,38-18,0.8567,10,1-seed,10.0,False,,0.6
baseball,2026-05-22,Mississippi St.,SEC,39-16,0.96429,12.0,0.5995478706939104,11,40-16,1.0,11,1-seed,11.0,False,,0.5333333333333333
baseball,2026-05-22,Florida,SEC,37-18,0.97078,10.0,0.5971700704849816,12,38-18,0.9479,12,1-seed,12.0,False,,0.6
baseball,2026-05-22,Southern California,Big Ten,42-14,0.97727,8.0,0.6066321606120539,13,42-14,0.9283,13,1-seed,13.0,False,,0.6666666666666666
baseball,2026-05-22,West Virginia,Big 12,37-13,0.94481,18.0,0.5957870874981743,14,38-14,0.9739,14,1-seed,14.0,False,,0.7
baseball,2026-05-22,Oregon St.,Independent,43-12,0.94805,17.0,0.6059228798590077,15,43-12,0.886,15,1-seed,15.0,False,,0.0
baseball,2026-05-22,Ole Miss,SEC,36-21,0.95455,15.0,0.5928604074183517,16,36-21,0.9837,16,1-seed,16.0,False,,0.5
baseball,2026-05-22,Oregon,Big Ten,38-15,0.9513,16.0,0.6011523766681688,17,38-16,0.9349,17,2-seed,,False,,0.6666666666666666
baseball,2026-05-22,Wake Forest,ACC,38-18,0.94156,19.0,0.5816038045386367,18,38-19,0.9935,18,2-seed,,False,,0.5333333333333333
baseball,2026-05-22,Southern Miss.,Sun Belt,40-14,0.96104,13.0,0.6028301026765517,19,42-14,0.9023,19,2-seed,,True,,0.7333333333333333
baseball,2026-05-22,Kansas,Big 12,39-16,0.93831,20.0,0.5931526399496854,20,40-16,0.8925,20,2-seed,,True,,0.7333333333333333
baseball,2026-05-22,Arkansas,SEC,36-19,0.92532,24.0,0.575131144183423,21,38-20,0.899,21,2-seed,,False,,0.5666666666666667
baseball,2026-05-22,Cincinnati,Big 12,37-19,0.93506,21.0,0.5906110826861508,22,38-20,0.8762,22,2-seed,,False,,0.5666666666666667
baseball,2026-05-22,Oklahoma,SEC,32-21,0.93182,22.0,0.5713944016578303,23,32-21,0.9805,23,2-seed,,False,,0.4666666666666667
baseball,2026-05-22,Tennessee,SEC,38-19,0.9026,31.0,0.5687103195847574,24,38-20,0.9707,24,2-seed,,False,,0.5
baseball,2026-05-22,Oklahoma St.,Big 12,36-19,0.90909,29.0,0.5706856298835652,25,36-20,0.9088,25,2-seed,,False,,0.6
baseball,2026-05-22,Virginia,ACC,35-20,0.92857,23.0,0.576364507896544,26,36-20,0.8827,26,2-seed,,False,,0.4666666666666667
baseball,2026-05-22,Jacksonville St.,Conference USA,42-13,0.91234,28.0,0.5710929759913994,27,43-14,0.9544,27,2-seed,,True,,0.7666666666666667
baseball,2026-05-22,Miami (FL),ACC,36-17,0.90584,30.0,0.5618470349918312,28,38-18,0.9218,28,2-seed,,False,,0.5333333333333333
baseball,2026-05-22,UCF,Big 12,31-20,0.8961,33.0,0.5697089036688217,29,32-20,0.9121,29,2-seed,,False,,0.6333333333333333
baseball,2026-05-22,UC Santa Barbara,Big West,37-16,0.89286,34.0,0.5720665416830102,30,37-16,0.7231,30,2-seed,,True,,0.7333333333333333
baseball,2026-05-22,Coastal Carolina,Sun Belt,36-19,0.91883,26.0,0.5707890881867748,31,36-20,0.7687,31,2-seed,,False,,0.7
baseball,2026-05-22,Mercer,Southern,43-13,0.91558,27.0,0.5762607139445028,32,44-14,0.8078,32,2-seed,,True,,0.7142857142857143
baseball,2026-05-22,Arizona St.,Big 12,36-18,0.85065,47.0,0.5574811392377301,33,36-18,0.9772,33,3-seed,,False,,0.625
baseball,2026-05-22,Liberty,Conference USA,38-18,0.88961,35.0,0.5661477633111813,34,39-19,0.8306,34,3-seed,,False,,0.7
baseball,2026-05-22,Kentucky,SEC,31-21,0.88312,37.0,0.5545414044907799,35,31-21,0.9414,35,3-seed,,False,,0.43333333333333335
baseball,2026-05-22,Boston College,ACC,36-20,0.89935,32.0,0.5660878137161849,36,36-20,0.8436,36,3-seed,,False,,0.5666666666666667
baseball,2026-05-22,Missouri St.,Conference USA,32-18,0.92208,25.0,0.5663271514942219,37,33-19,0.873,37,3-seed,,False,,0.6666666666666666
baseball,2026-05-22,NC State,ACC,32-22,0.8474,48.0,0.5513254695993328,38,32-22,0.9511,38,3-seed,,False,,0.4666666666666667
baseball,2026-05-22,TCU,Big 12,33-20,0.8539,46.0,0.5524944223241497,39,33-21,0.8534,39,3-seed,,False,,0.5666666666666667
baseball,2026-05-22,Texas St.,Sun Belt,34-22,0.87338,40.0,0.5615766085448057,40,36-22,0.7948,40,3-seed,,False,last_in,0.5333333333333333
baseball,2026-05-22,East Carolina,American,33-21,0.85714,45.0,0.549893629225594,41,34-22,0.8599,41,3-seed,,True,,0.6296296296296297
baseball,2026-05-22,Virginia Tech,ACC,29-23,0.87013,41.0,0.5513633261347821,42,30-24,0.8958,42,3-seed,,False,last_in,0.5
baseball,2026-05-22,Louisiana,Sun Belt,35-21,0.88636,36.0,0.5640492037357674,43,36-22,0.7818,43,3-seed,,False,last_in,0.5333333333333333
baseball,2026-05-22,Pittsburgh,ACC,31-23,0.86688,42.0,0.5538046012674851,44,32-24,0.9251,44,3-seed,,False,last_in,0.36666666666666664
baseball,2026-05-22,Miami (OH),MAC,38-15,0.87662,39.0,0.5818897473971951,51,38-16,0.4104,45,3-seed,,True,,0.7575757575757576
baseball,2026-05-22,Gonzaga,West Coast,35-17,0.84091,50.0,0.5543220906998136,52,36-18,0.8664,46,3-seed,,True,,0.8148148148148148
baseball,2026-05-22,High Point,Big South,36-18,0.86364,43.0,0.5584969007009593,54,36-18,0.5831,47,3-seed,,True,,0.7083333333333334
baseball,2026-05-22,Campbell,Coastal Athletic,39-15,0.80844,60.0,0.5421445171211763,57,40-16,0.8502,48,3-seed,,True,,0.8666666666666667
baseball,2026-05-22,Tarleton St.,Western Athletic,34-19,0.78247,68.0,0.5493804072242041,66,34-20,0.4723,49,4-seed,,True,,0.6666666666666666
baseball,2026-05-22,Southeastern La.,Southland,34-21,0.76299,74.0,0.5370708329814651,77,34-21,0.4235,50,4-seed,,True,,0.6785714285714286
baseball,2026-05-22,Xavier,Big East,27-28,0.78571,67.0,0.5477295665184794,79,28-28,0.443,51,4-seed,,True,,0.7142857142857143
baseball,2026-05-22,Saint Joseph's,Atlantic 10,35-18,0.79221,65.0,0.5490671207385753,85,36-18,0.4853,52,4-seed,,True,,0.8333333333333334
baseball,2026-05-22,San Diego St.,Mountain West,33-22,0.68831,97.0,0.5178461574748325,99,34-22,0.6319,53,4-seed,,True,,0.6666666666666666
baseball,2026-05-22,SIUE,Ohio Valley,32-22,0.65584,107.0,0.5219654188215626,110,32-22,0.671,54,4-seed,,True,,0.7307692307692307
baseball,2026-05-22,Wright St.,Horizon League,25-26,0.5,155.0,0.5043188542428994,140,26-26,0.5244,55,4-seed,,True,,0.7083333333333334
baseball,2026-05-22,Oral Roberts,The Summit League,32-22,0.43182,176.0,0.5009117801649574,141,32-24,0.1433,56,4-seed,,True,,0.7857142857142857
baseball,2026-05-22,Binghamton,America East,28-20,0.57792,131.0,0.5088655187286513,146,28-20,0.2541,57,4-seed,,True,,0.7083333333333334
baseball,2026-05-22,Yale,Ivy League,30-13,0.53896,143.0,0.5065902422409594,147,30-13,0.4951,58,4-seed,,True,,0.7
baseball,2026-05-22,North Florida,ASUN,31-22,0.52922,146.0,0.48610554880995976,153,32-22,0.5896,59,4-seed,,True,,0.7333333333333333
baseball,2026-05-22,Rider,MAAC,30-17,0.56169,136.0,0.516731442793666,154,30-18,0.1564,60,4-seed,,True,,0.7333333333333333
baseball,2026-05-22,Bethune-Cookman,SWAC,37-18,0.44805,171.0,0.48877327705804735,166,38-20,0.2443,61,4-seed,,True,,0.7741935483870968
baseball,2026-05-22,Bucknell,Patriot League,27-23,0.50649,153.0,0.495175135485695,190,27-24,0.1303,62,4-seed,,True,,0.6538461538461539
baseball,2026-05-22,UIC,Missouri Valley,24-27,0.21429,243.0,0.4522719155571184,208,24-28,0.5603,63,4-seed,,True,,0.6666666666666666
baseball,2026-05-22,LIU,NEC,27-20,0.27597,224.0,0.4630114595743913,245,28-20,0.2182,64,4-seed,,True,,0.78125
baseball,2026-05-22,Clemson,ACC,31-26,0.84416,49.0,0.5477678117182017,45,31-26,0.9055,65,first_four_out,,False,first_out,0.3333333333333333
baseball,2026-05-22,Kansas St.,Big 12,29-26,0.82792,54.0,0.5596905928791687,48,30-26,0.9153,66,first_four_out,,False,first_out,0.3870967741935484
baseball,2026-05-22,Kent St.,Mid-American,40-13,0.83766,51.0,0.5766820880020571,46,40-14,0.4984,67,first_four_out,,False,first_out,0.7272727272727273
baseball,2026-05-22,UTSA,American,36-19,0.82468,55.0,0.5458352205862496,47,36-20,0.6743,68,first_four_out,,False,first_out,0.6296296296296297
