sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-05-18,UCLA,Big Ten,48-6,1.0,1.0,0.6509596259982096,1,48-6,0.9446,1,1-seed,1.0,True,,0.9333333333333333
baseball,2026-05-18,Georgia Tech,ACC,45-9,0.99675,2.0,0.6344517502650016,2,45-9,0.9967,2,1-seed,2.0,True,,0.8333333333333334
baseball,2026-05-18,Texas,SEC,40-12,0.99026,4.0,0.6147930749710493,3,40-12,0.9902,3,1-seed,3.0,False,,0.6551724137931034
baseball,2026-05-18,North Carolina,ACC,43-10,0.98701,5.0,0.6225571686149676,4,43-10,0.9381,4,1-seed,4.0,False,,0.7333333333333333
baseball,2026-05-18,Auburn,SEC,36-18,0.99351,3.0,0.6241563733220512,5,36-18,0.9577,5,1-seed,5.0,False,,0.5666666666666667
baseball,2026-05-18,Florida St.,ACC,38-16,0.98052,7.0,0.6075634185912713,6,38-16,0.9642,6,1-seed,6.0,False,,0.6333333333333333
baseball,2026-05-18,Texas A&M,SEC,39-13,0.96753,11.0,0.6001500232170114,7,39-13,0.9316,7,1-seed,7.0,False,,0.6206896551724138
baseball,2026-05-18,Georgia,SEC,43-12,0.95779,14.0,0.5964903428840285,8,43-12,0.987,8,1-seed,8.0,True,,0.7666666666666667
baseball,2026-05-18,Mississippi St.,SEC,39-16,0.96104,13.0,0.5996079031357404,9,39-16,1.0,9,1-seed,9.0,False,,0.5333333333333333
baseball,2026-05-18,Alabama,SEC,37-18,0.98377,6.0,0.6091957062770703,10,37-18,0.8567,10,1-seed,10.0,False,,0.6
baseball,2026-05-18,Nebraska,Big Ten,41-14,0.97078,10.0,0.6143030676656802,11,41-14,0.8795,11,1-seed,11.0,False,,0.7666666666666667
baseball,2026-05-18,Florida,SEC,37-18,0.97403,9.0,0.5987822200216093,12,37-18,0.9479,12,1-seed,12.0,False,,0.6
baseball,2026-05-18,Southern California,Big Ten,42-14,0.97727,8.0,0.6098029250818731,13,42-14,0.9283,13,1-seed,13.0,False,,0.6666666666666666
