sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-04-12,Texas,SEC,32-5,0.71036,2,0.615082149890172,1,38-12,0.9283,1,1-seed,1.0,False,,0.6923076923076923
softball,2026-04-12,Florida,SEC,38-5,0.70342,4,0.61737290433802,2,45-11,0.9967,2,1-seed,2.0,False,,0.75
softball,2026-04-12,Alabama,SEC,36-3,0.71351,1,0.6056802943665403,3,44-11,0.899,3,1-seed,3.0,False,,0.75
softball,2026-04-12,Arkansas,SEC,33-6,0.7096,3,0.6146224281302057,4,39-13,0.9837,4,1-seed,4.0,False,,0.6153846153846154
softball,2026-04-12,Oklahoma,SEC,39-3,0.67541,8,0.615756655899641,5,46-9,1.0,5,1-seed,5.0,True,,0.9230769230769231
softball,2026-04-12,Nebraska,Big Ten,31-6,0.70011,5,0.6165196607867793,6,38-12,0.8632,6,1-seed,6.0,False,,0.9230769230769231
softball,2026-04-12,Texas Tech,Big 12,39-2,0.6652,11,0.5973609571536318,7,48-9,0.9935,7,1-seed,7.0,True,,0.9375
softball,2026-04-12,Tennessee,SEC,34-6,0.68692,6,0.6071910311184977,8,40-11,0.9055,8,1-seed,8.0,False,,0.6
softball,2026-04-12,UCLA,Big Ten,35-5,0.68402,7,0.610569104261538,9,42-10,0.9902,9,1-seed,9.0,False,,0.875
softball,2026-04-12,Georgia,SEC,30-10,0.66711,10,0.5921637166730392,10,37-16,0.9739,10,1-seed,10.0,False,,0.6153846153846154
softball,2026-04-12,Florida St.,ACC,36-5,0.6679,9,0.5845992356722755,11,43-12,0.9772,11,1-seed,11.0,True,,0.9230769230769231
softball,2026-04-12,Mississippi St.,SEC,34-9,0.65439,14,0.5907917582993555,12,40-15,0.8664,12,1-seed,12.0,False,,0.46153846153846156
softball,2026-04-12,Oregon,Big Ten,30-9,0.65984,12,0.5853289463665647,13,37-16,0.8958,13,1-seed,13.0,False,,0.8461538461538461
softball,2026-04-12,Arizona,Big 12,29-10,0.65923,13,0.5870027402600789,14,35-15,0.9674,14,1-seed,14.0,False,,0.7333333333333333
softball,2026-04-12,Washington,Big Ten,32-9,0.62693,25,0.5899383703031499,15,38-14,0.9186,15,1-seed,15.0,True,,1.0
softball,2026-04-12,Texas A&M,SEC,28-12,0.64125,17,0.5655755382193917,16,34-21,0.9805,16,1-seed,16.0,False,,0.6923076923076923
softball,2026-04-12,Virginia Tech,ACC,34-6,0.63948,18,0.567113638229661,17,41-14,0.987,17,2-seed,,False,,0.6923076923076923
softball,2026-04-12,Duke,ACC,30-11,0.65305,15,0.5766243554574598,18,36-16,0.9544,18,2-seed,,False,,0.875
softball,2026-04-12,LSU,SEC,27-13,0.64738,16,0.5749701816864178,19,34-19,0.772,19,2-seed,,False,,0.4
softball,2026-04-12,Oklahoma St.,Big 12,26-11,0.62883,22,0.5694389377673279,20,33-20,0.8078,20,2-seed,,False,,0.5714285714285714
softball,2026-04-12,UCF,Big 12,30-11,0.62819,23,0.5663688413745438,21,36-18,0.9414,21,2-seed,,False,,0.5333333333333333
softball,2026-04-12,Ole Miss,SEC,26-16,0.63857,19,0.5738461027885997,22,33-22,0.7459,22,2-seed,,False,,0.15384615384615385
softball,2026-04-12,Grand Canyon,Mountain West,40-4,0.61334,29,0.5733525851475328,23,47-8,0.9577,23,2-seed,,True,,0.8666666666666667
softball,2026-04-12,Arizona St.,Big 12,31-11,0.61921,27,0.5612579523577524,24,38-17,0.9023,24,2-seed,,False,,0.38461538461538464
softball,2026-04-12,Virginia,ACC,33-6,0.62568,26,0.55295853532879,25,38-15,0.8893,25,2-seed,,False,,0.6666666666666666
softball,2026-04-12,South Carolina,SEC,23-18,0.61684,28,0.5577060680349584,26,29-25,0.9088,26,2-seed,,False,,0.23076923076923078
softball,2026-04-12,Marshall,Sun Belt,30-10,0.62695,24,0.5685306146305649,27,38-17,0.9153,27,2-seed,,True,,0.8461538461538461
softball,2026-04-12,Stanford,ACC,24-12,0.63575,20,0.5424942365639639,28,31-20,0.9218,28,2-seed,,False,,0.625
softball,2026-04-12,Auburn,SEC,23-16,0.61043,30,0.559632917109244,29,29-24,0.9349,29,2-seed,,False,,0.16666666666666666
softball,2026-04-12,Clemson,ACC,25-16,0.63098,21,0.5575185387097608,30,30-22,0.873,30,2-seed,,False,,0.4375
softball,2026-04-12,Michigan,Big Ten,25-14,0.58769,38,0.5588519296344421,31,33-20,0.798,31,2-seed,,False,,0.38461538461538464
softball,2026-04-12,Southeastern La.,Southland,36-9,0.58797,37,0.5642617722769496,32,43-13,0.8762,32,2-seed,,True,,1.0
softball,2026-04-12,Louisville,ACC,32-9,0.59894,31,0.5385555699490392,33,40-16,0.9707,33,3-seed,,False,,0.6153846153846154
softball,2026-04-12,Kansas,Big 12,28-12,0.57931,49,0.5408503388213743,34,34-21,0.9642,34,3-seed,,False,,0.6428571428571429
softball,2026-04-12,Baylor,Big 12,24-17,0.59054,35,0.5548357368709429,35,30-23,0.6547,35,3-seed,,False,,0.5
softball,2026-04-12,Omaha,Summit League,25-7,0.58036,45,0.5481888804671881,36,31-15,0.8143,36,3-seed,,True,,1.0
softball,2026-04-12,Jacksonville St.,CUSA,30-12,0.59485,33,0.5452772606861268,37,39-16,0.8306,37,3-seed,,True,,0.875
softball,2026-04-12,North Carolina,ACC,29-10,0.58398,42,0.5319104165380883,38,34-18,0.9511,38,3-seed,,False,last_in,0.5
softball,2026-04-12,Wisconsin,Big Ten,22-13,0.58956,36,0.557547510654273,39,31-19,0.7948,39,3-seed,,False,last_in,0.5384615384615384
softball,2026-04-12,Nevada,Mountain West,28-13,0.58181,44,0.5536089120402373,40,36-18,0.8436,40,3-seed,,False,last_in,0.7142857142857143
softball,2026-04-12,Indiana,Big Ten,29-10,0.57183,54,0.545757389341988,41,38-17,0.9446,41,3-seed,,False,last_in,0.6153846153846154
softball,2026-04-12,Belmont,MVC,28-9,0.58217,43,0.5480597695731263,43,37-15,0.8208,42,3-seed,,True,,0.8333333333333334
softball,2026-04-12,South Fla.,American,30-13,0.58399,41,0.540203611973495,46,37-18,0.7687,43,3-seed,,True,,0.75
softball,2026-04-12,North Ala.,ASUN,28-8,0.56708,57,0.5251192274083034,53,36-16,0.7362,44,3-seed,,True,,0.8333333333333334
softball,2026-04-12,Cal St. Fullerton,Big West,27-12,0.56239,62,0.5190981366081411,58,34-18,0.671,45,3-seed,,True,,0.8888888888888888
softball,2026-04-12,Boston U.,Patriot,30-11,0.55229,72,0.5172883269863638,64,40-17,0.7883,46,3-seed,,True,,0.8888888888888888
softball,2026-04-12,Saint Mary's (CA),WCC,27-11,0.55502,70,0.5239615170648676,72,37-18,0.6352,47,3-seed,,True,,1.0
softball,2026-04-12,California Baptist,WAC,33-14,0.53782,84,0.5188321607284399,80,40-16,0.5114,48,3-seed,,True,,0.75
softball,2026-04-12,UNC Greensboro,SoCon,28-14,0.53747,85,0.503115822135053,83,36-20,0.6743,49,4-seed,,True,,0.8888888888888888
softball,2026-04-12,Princeton,Ivy League,19-10,0.53218,93,0.4992116953215464,100,29-15,0.6612,50,4-seed,,True,,1.0
softball,2026-04-12,Akron,MAC,20-19,0.50662,131,0.5000082301951971,123,29-28,0.5765,51,4-seed,,True,,0.8
softball,2026-04-12,Oregon St.,WCC,17-25,0.49257,155,0.4923703233567173,126,25-32,0.645,52,4-seed,,True,,0.625
softball,2026-04-12,Eastern Ill.,OVC,21-18,0.51001,126,0.48341827339492793,134,31-24,0.6287,53,4-seed,,True,,0.9285714285714286
softball,2026-04-12,Prairie View,SWAC,21-14,0.48359,165,0.47407901462606244,155,27-21,0.2476,54,4-seed,,True,,0.9285714285714286
softball,2026-04-12,Providence,Big East,17-14,0.49074,159,0.4672764462272364,161,27-26,0.3322,55,4-seed,,True,,0.8
softball,2026-04-12,Winthrop,Big South,23-17,0.49385,150,0.46410522984882796,162,28-24,0.202,56,4-seed,,True,,0.8
softball,2026-04-12,Hofstra,CAA,21-17,0.46962,185,0.47242909835888613,175,28-24,0.8176,57,4-seed,,True,,0.875
softball,2026-04-12,Loyola Chicago,Atlantic 10,17-19,0.49269,154,0.4774231495556249,176,23-26,0.0945,58,4-seed,,True,,0.75
softball,2026-04-12,Howard,MEAC,18-13,0.47558,176,0.45986672905523274,177,25-21,0.2638,59,4-seed,,True,,0.9166666666666666
softball,2026-04-12,Marist,MAAC,19-18,0.44803,223,0.4643685654100728,195,27-27,0.3453,60,4-seed,,True,,0.8666666666666667
softball,2026-04-12,Youngstown St.,Horizon,22-14,0.44394,228,0.4388485273558114,200,32-24,0.6124,61,4-seed,,True,,0.7777777777777778
softball,2026-04-12,Binghamton,America East,9-18,0.45433,210,0.39800550144354013,216,17-33,0.3192,62,4-seed,,True,,0.8
softball,2026-04-12,LIU,NEC,15-26,0.39075,277,0.4155109561406727,267,21-33,0.0717,63,4-seed,,True,,0.9333333333333333
softball,2026-04-12,Idaho St.,Big Sky,28-16,0.50277,136,,999,0-0,0.8697,64,4-seed,,True,,0.625
softball,2026-04-12,Georgia Tech,ACC,24-21,0.58737,39,0.536766097304648,44,29-26,0.9381,65,first_four_out,,False,first_out,0.4444444444444444
softball,2026-04-12,Western Ky.,CUSA,28-9,0.57203,53,0.5160679999689955,45,36-15,0.9479,66,first_four_out,,False,first_out,0.6875
softball,2026-04-12,Kentucky,SEC,24-19,0.57688,50,0.5402144747008032,47,29-28,0.8469,67,first_four_out,,False,first_out,0.06666666666666667
softball,2026-04-12,Missouri,SEC,21-21,0.58004,47,0.5401336713235942,42,28-30,0.8534,68,first_four_out,,False,first_out,0.38461538461538464
