sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-06-03,Alabama,SEC,56-9,0.69594,2,0.663202761424221,1,56-9,0.9642,1,1-seed,1.0,False,,0.7916666666666666
softball,2026-06-03,Nebraska,Big Ten,52-8,0.69501,3,0.6745907145089493,2,52-8,0.9609,2,1-seed,2.0,True,,0.9583333333333334
softball,2026-06-03,Texas,SEC,51-12,0.69433,4,0.6591162150816078,3,52-14,0.9577,3,1-seed,3.0,False,,0.6666666666666666
softball,2026-06-03,Oklahoma,SEC,52-10,0.67191,6,0.6439970094070957,4,52-10,0.9902,4,1-seed,4.0,True,,0.8333333333333334
softball,2026-06-03,Arkansas,SEC,47-13,0.69756,1,0.6685649618293863,5,47-13,0.9805,5,1-seed,5.0,False,,0.625
softball,2026-06-03,Tennessee,SEC,49-12,0.66166,8,0.6418033161326603,6,49-12,0.9446,6,1-seed,6.0,False,,0.6666666666666666
softball,2026-06-03,UCLA,Big Ten,53-10,0.67145,7,0.6480316760161803,7,53-10,0.9707,7,1-seed,7.0,False,,0.8333333333333334
softball,2026-06-03,Texas Tech,Big 12,61-8,0.65035,13,0.6315120133640465,8,62-10,1.0,8,1-seed,8.0,True,,0.875
softball,2026-06-03,Florida,SEC,52-12,0.68806,5,0.6470165426787318,9,52-12,0.9967,9,1-seed,9.0,False,,0.7083333333333334
softball,2026-06-03,Florida St.,ACC,52-10,0.65868,10,0.6239571776745739,10,52-10,0.987,10,1-seed,10.0,True,,0.875
softball,2026-06-03,Oregon,Big Ten,41-14,0.65981,9,0.6352339616761582,11,41-14,0.9251,11,1-seed,11.0,False,,0.8333333333333334
softball,2026-06-03,Georgia,SEC,41-20,0.65401,11,0.6154039558864519,12,41-20,0.9772,12,1-seed,12.0,False,,0.5
softball,2026-06-03,LSU,SEC,40-19,0.65035,13,0.6107813132974759,13,40-19,0.8893,13,1-seed,13.0,False,,0.5416666666666666
softball,2026-06-03,Oklahoma St.,Big 12,41-17,0.64606,15,0.6247553278715802,14,41-17,0.873,14,1-seed,14.0,False,,0.6666666666666666
softball,2026-06-03,Texas A&M,SEC,38-19,0.63849,17,0.6114428531821113,15,38-19,0.9837,15,1-seed,15.0,False,,0.6666666666666666
softball,2026-06-03,Duke,ACC,43-17,0.65231,12,0.6157162623765087,16,43-17,0.9479,16,1-seed,16.0,False,,0.8333333333333334
softball,2026-06-03,Virginia Tech,ACC,48-12,0.6362,18,0.6097883661106697,17,48-12,0.9935,17,2-seed,,False,,0.75
softball,2026-06-03,Mississippi St.,SEC,43-21,0.63585,19,0.6192033775133254,18,43-21,0.8664,18,2-seed,,False,,0.375
softball,2026-06-03,Stanford,ACC,39-15,0.64032,16,0.6032313487103225,19,39-15,0.9218,19,2-seed,,False,,0.75
softball,2026-06-03,Arizona St.,Big 12,45-18,0.62919,21,0.5975670524787747,20,45-18,0.9121,20,2-seed,,False,,0.4583333333333333
softball,2026-06-03,UCF,Big 12,41-19,0.62771,23,0.6010631527252065,21,41-19,0.9316,21,2-seed,,False,,0.6086956521739131
softball,2026-06-03,Ole Miss,SEC,36-26,0.62837,22,0.6033064126870276,22,36-26,0.8632,22,2-seed,,False,,0.25
softball,2026-06-03,Arizona,Big 12,37-18,0.63006,20,0.6102358443758251,23,37-18,0.9153,23,2-seed,,False,,0.6666666666666666
softball,2026-06-03,Grand Canyon,Mountain West,54-10,0.6085,27,0.5883215660655762,24,54-10,0.9544,24,2-seed,,True,,0.84
softball,2026-06-03,Virginia,ACC,40-15,0.61042,26,0.5885709886630431,25,40-15,0.8697,25,2-seed,,False,,0.5652173913043478
softball,2026-06-03,Washington,Big Ten,37-20,0.59956,30,0.5977629442908285,26,37-20,0.9283,26,2-seed,,False,,0.6666666666666666
softball,2026-06-03,Clemson,ACC,34-22,0.61862,24,0.5879236605092243,27,34-22,0.9023,27,2-seed,,False,,0.5416666666666666
softball,2026-06-03,South Carolina,SEC,32-28,0.61185,25,0.585391593824025,28,32-28,0.8567,28,2-seed,,False,,0.2916666666666667
softball,2026-06-03,Louisville,ACC,44-14,0.60001,29,0.5826508901722264,29,44-14,0.9511,29,2-seed,,False,,0.75
