sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-05-14,Alabama,SEC,49-7,0.69594,2,0.6729406361861295,1,50-7,0.9642,1,1-seed,1.0,False,,0.7916666666666666
softball,2026-05-14,Texas,SEC,42-10,0.69433,4,0.6693633151586484,3,43-10,0.9577,2,1-seed,2.0,False,,0.6666666666666666
softball,2026-05-14,Arkansas,SEC,42-11,0.69756,1,0.6779611240967914,4,43-11,0.9805,3,1-seed,3.0,False,,0.625
softball,2026-05-14,Oklahoma,SEC,48-8,0.67191,6,0.6543730247162167,5,50-8,0.9902,4,1-seed,4.0,True,,0.8333333333333334
softball,2026-05-14,Florida,SEC,48-10,0.68806,5,0.6588321958505208,6,49-10,0.9967,5,1-seed,5.0,False,,0.7083333333333334
softball,2026-05-14,UCLA,Big Ten,47-8,0.67145,7,0.66153112394483,7,48-8,0.9707,6,1-seed,6.0,True,,0.8333333333333334
softball,2026-05-14,Tennessee,SEC,42-10,0.66166,8,0.6493724030424384,8,43-10,0.9446,7,1-seed,7.0,False,,0.6666666666666666
softball,2026-05-14,Texas Tech,Big 12,52-6,0.65035,13,0.6435142840171045,9,53-6,1.0,8,1-seed,8.0,True,,0.875
softball,2026-05-14,Florida St.,ACC,49-8,0.65868,10,0.6376628810354192,10,50-8,0.987,9,1-seed,9.0,True,,0.875
softball,2026-05-14,Oregon,Big Ten,40-12,0.65981,9,0.6480908493917683,11,40-12,0.9251,10,1-seed,10.0,False,,0.8333333333333334
softball,2026-05-14,Georgia,SEC,38-18,0.65401,11,0.6236239766633878,12,39-18,0.9772,11,1-seed,11.0,False,,0.5
softball,2026-05-14,Texas A&M,SEC,36-17,0.63849,17,0.6238370313946087,13,37-17,0.9837,12,1-seed,12.0,False,,0.6666666666666666
softball,2026-05-14,Oklahoma St.,Big 12,38-15,0.64606,15,0.633545836057272,14,39-15,0.873,13,1-seed,13.0,False,,0.6666666666666666
softball,2026-05-14,Duke,ACC,39-14,0.65231,12,0.6291934189795916,15,40-14,0.9479,14,1-seed,14.0,False,,0.8333333333333334
softball,2026-05-14,Virginia Tech,ACC,46-10,0.6362,18,0.6171680658969442,16,47-10,0.9935,15,1-seed,15.0,False,,0.75
softball,2026-05-14,LSU,SEC,37-17,0.65035,13,0.6189508186048469,17,38-17,0.8893,16,1-seed,16.0,False,,0.5416666666666666
