sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-05-22,Alabama,SEC,52-7,0.69594,2,0.6635638016457643,1,54-8,0.9642,1,1-seed,1.0,False,,0.7916666666666666
softball,2026-05-22,Oklahoma,SEC,51-8,0.67191,6,0.6491140120908271,3,52-10,0.9902,2,1-seed,2.0,True,,0.8333333333333334
softball,2026-05-22,Texas,SEC,45-10,0.69433,4,0.663205647994578,4,46-12,0.9577,3,1-seed,3.0,False,,0.6666666666666666
softball,2026-05-22,Arkansas,SEC,45-11,0.69756,1,0.6718714072206785,5,46-12,0.9805,4,1-seed,4.0,False,,0.625
softball,2026-05-22,Florida,SEC,51-10,0.68806,5,0.651441093246407,6,52-12,0.9967,5,1-seed,5.0,False,,0.7083333333333334
softball,2026-05-22,UCLA,Big Ten,50-8,0.67145,7,0.6496812931457441,7,52-10,0.9707,6,1-seed,6.0,True,,0.8333333333333334
softball,2026-05-22,Texas Tech,Big 12,55-6,0.65035,13,0.6374168174849767,8,56-8,1.0,7,1-seed,7.0,True,,0.875
softball,2026-05-22,Tennessee,SEC,45-10,0.66166,8,0.6424087296555634,9,46-12,0.9446,8,1-seed,8.0,False,,0.6666666666666666
softball,2026-05-22,Florida St.,ACC,52-10,0.65868,10,0.6245574830662066,10,52-10,0.987,9,1-seed,9.0,True,,0.875
softball,2026-05-22,Oregon,Big Ten,41-14,0.65981,9,0.6357073613203816,11,41-14,0.9251,10,1-seed,10.0,False,,0.8333333333333334
softball,2026-05-22,Georgia,SEC,41-18,0.65401,11,0.6232381442416574,12,42-20,0.9772,11,1-seed,11.0,False,,0.5
softball,2026-05-22,Oklahoma St.,Big 12,41-15,0.64606,15,0.631953861592476,13,42-16,0.873,12,1-seed,12.0,False,,0.6666666666666666
