sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-05-04,UCLA,Big Ten,41-4,1.0,1.0,0.6036981414205004,1,47-7,0.9446,1,1-seed,1.0,True,,1.0
baseball,2026-05-04,Georgia Tech,ACC,37-8,0.99675,2.0,0.5927480343275073,2,45-9,0.9935,2,1-seed,2.0,True,,0.7916666666666666
baseball,2026-05-04,Auburn,SEC,30-13,0.99351,3.0,0.5843552655276948,3,36-18,0.9707,3,1-seed,3.0,False,,0.5714285714285714
baseball,2026-05-04,North Carolina,ACC,36-9,0.98377,6.0,0.5788701809790399,4,43-13,0.9316,4,1-seed,4.0,False,,0.7083333333333334
baseball,2026-05-04,Texas,SEC,34-9,0.99026,4.0,0.5716872495822701,5,39-15,0.9967,5,1-seed,5.0,False,,0.6666666666666666
baseball,2026-05-04,Mississippi St.,SEC,35-11,0.97403,9.0,0.5737189894227639,6,40-15,1.0,6,1-seed,6.0,False,,0.5909090909090909
baseball,2026-05-04,Texas A&M,SEC,34-8,0.96753,11.0,0.5673937259884001,7,39-15,0.9349,7,1-seed,7.0,False,,0.7
baseball,2026-05-04,Ole Miss,SEC,31-16,0.96429,12.0,0.5719449611932389,8,37-19,0.9805,8,1-seed,8.0,False,,0.5
baseball,2026-05-04,Kansas,Big 12,35-11,0.95455,15.0,0.5743076968704586,9,41-14,0.9023,9,1-seed,9.0,True,,0.8181818181818182
baseball,2026-05-04,Oregon St.,Independent,34-11,0.9513,16.0,0.5758053662490641,10,43-12,0.9251,10,1-seed,10.0,False,,0.0
baseball,2026-05-04,Georgia,SEC,36-11,0.94156,19.0,0.5592448289807269,11,41-14,0.987,11,1-seed,11.0,True,,0.7272727272727273
baseball,2026-05-04,Florida St.,ACC,30-14,0.97727,8.0,0.5603387466509575,12,36-19,0.9674,12,1-seed,12.0,False,,0.5714285714285714
baseball,2026-05-04,Nebraska,Big Ten,34-12,0.94805,17.0,0.5769171894202267,13,40-15,0.899,13,1-seed,13.0,False,,0.7727272727272727
baseball,2026-05-04,Alabama,SEC,31-16,0.98701,5.0,0.5676842774563218,14,35-20,0.8534,14,1-seed,14.0,False,,0.5217391304347826
baseball,2026-05-04,Southern California,Big Ten,35-12,0.97078,10.0,0.574864488389521,15,41-15,0.9153,15,1-seed,15.0,False,,0.68
baseball,2026-05-04,Florida,SEC,29-17,0.96104,13.0,0.557700450009761,16,35-21,0.9381,16,1-seed,16.0,False,,0.5
baseball,2026-05-04,Oklahoma,SEC,30-14,0.94481,18.0,0.5515996405644734,17,34-20,0.9739,17,2-seed,,False,,0.5454545454545454
baseball,2026-05-04,Wake Forest,ACC,31-17,0.93506,21.0,0.555306766790961,18,36-20,0.9902,18,2-seed,,False,,0.5
baseball,2026-05-04,Oregon,Big Ten,34-11,0.92208,25.0,0.5635292198284966,19,39-16,0.9479,19,2-seed,,False,,0.7272727272727273
baseball,2026-05-04,Southern Miss.,Sun Belt,31-14,0.98052,7.0,0.5678507146982833,20,39-15,0.8827,20,2-seed,,False,,0.6190476190476191
baseball,2026-05-04,Coastal Carolina,Sun Belt,32-13,0.95779,14.0,0.5562708038280739,21,38-18,0.7818,21,2-seed,,True,,0.8181818181818182
baseball,2026-05-04,Virginia,ACC,30-16,0.93182,22.0,0.55164362114481,22,36-19,0.873,22,2-seed,,False,,0.5
baseball,2026-05-04,Tennessee,SEC,30-16,0.88636,36.0,0.5437668254181787,23,36-20,0.9609,23,2-seed,,False,,0.45454545454545453
