sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-04-27,UCLA,Big Ten,39-3,1.0,1.0,0.6042969865114797,1,47-7,0.9446,1,1-seed,1.0,True,,1.0
baseball,2026-04-27,Georgia Tech,ACC,35-7,0.99675,2.0,0.5930613629966638,2,45-9,0.9935,2,1-seed,2.0,True,,0.782608695652174
baseball,2026-04-27,North Carolina,ACC,36-8,0.99026,4.0,0.5796177753958304,3,44-12,0.9316,3,1-seed,3.0,False,,0.7083333333333334
baseball,2026-04-27,Auburn,SEC,29-12,0.98377,6.0,0.5826523304619912,4,35-19,0.9707,4,1-seed,4.0,False,,0.5789473684210527
baseball,2026-04-27,Texas,SEC,31-8,0.99351,3.0,0.5715782792777799,5,39-15,0.9967,5,1-seed,5.0,False,,0.6666666666666666
baseball,2026-04-27,Texas A&M,SEC,32-8,0.98701,5.0,0.5695489607907782,6,39-15,0.9349,6,1-seed,6.0,False,,0.6842105263157895
baseball,2026-04-27,Mississippi St.,SEC,32-10,0.95455,15.0,0.5738059853067492,7,40-15,1.0,7,1-seed,7.0,False,,0.5789473684210527
baseball,2026-04-27,Oregon St.,Independent,32-9,0.97078,10.0,0.5762593101699215,8,43-12,0.9251,8,1-seed,8.0,False,,0.0
baseball,2026-04-27,Ole Miss,SEC,31-13,0.96753,11.0,0.5704138612784837,9,37-19,0.9805,9,1-seed,9.0,False,,0.55
baseball,2026-04-27,Kansas,Big 12,32-11,0.96429,12.0,0.5734535612044137,10,41-14,0.9023,10,1-seed,10.0,True,,0.8
baseball,2026-04-27,Nebraska,Big Ten,32-11,0.96104,13.0,0.5774377792980752,11,40-15,0.899,11,1-seed,11.0,False,,0.8
baseball,2026-04-27,Georgia,SEC,33-11,0.94156,19.0,0.5601471054649809,12,41-14,0.987,12,1-seed,12.0,True,,0.7
baseball,2026-04-27,Florida St.,ACC,29-12,0.9513,16.0,0.5593675321898266,13,36-19,0.9674,13,1-seed,13.0,False,,0.631578947368421
baseball,2026-04-27,Southern California,Big Ten,33-11,0.97403,9.0,0.5740581848786805,14,41-15,0.9153,14,1-seed,14.0,False,,0.6521739130434783
baseball,2026-04-27,Alabama,SEC,29-16,0.98052,7.0,0.5675164455344279,15,35-20,0.8534,15,1-seed,15.0,False,,0.47619047619047616
baseball,2026-04-27,Florida,SEC,29-15,0.95779,14.0,0.5575664650409176,16,35-21,0.9381,16,1-seed,16.0,False,,0.55
baseball,2026-04-27,Oklahoma,SEC,28-13,0.94481,18.0,0.5516733502546153,17,34-20,0.9739,17,2-seed,,False,,0.5263157894736842
baseball,2026-04-27,Southern Miss.,Sun Belt,31-12,0.97727,8.0,0.567558343709641,18,39-15,0.8827,18,2-seed,,False,,0.65
baseball,2026-04-27,Oregon,Big Ten,31-11,0.91883,26.0,0.5632728878399761,19,39-16,0.9479,19,2-seed,,False,,0.7
baseball,2026-04-27,Wake Forest,ACC,28-16,0.93182,22.0,0.5542612781433184,20,36-20,0.9902,20,2-seed,,False,,0.4782608695652174
baseball,2026-04-27,Tennessee,SEC,29-15,0.90909,29.0,0.5438632375091809,21,36-20,0.9609,21,2-seed,,False,,0.47619047619047616
baseball,2026-04-27,Coastal Carolina,Sun Belt,30-12,0.94805,17.0,0.5553131852950972,22,38-18,0.7818,22,2-seed,,True,,0.85
baseball,2026-04-27,Virginia,ACC,29-15,0.93506,21.0,0.5506804300803204,23,36-19,0.873,23,2-seed,,False,,0.5217391304347826
baseball,2026-04-27,Arkansas,SEC,29-16,0.90584,30.0,0.546973939264649,24,35-21,0.8925,24,2-seed,,False,,0.5238095238095238
baseball,2026-04-27,West Virginia,Big 12,28-11,0.91558,27.0,0.5493623353963292,25,34-18,0.9577,25,2-seed,,False,,0.65
baseball,2026-04-27,Jacksonville St.,Conference USA,35-9,0.8961,33.0,0.5533636699054985,26,43-13,0.9511,26,2-seed,,True,,0.85
baseball,2026-04-27,Miami (FL),ACC,31-12,0.9026,31.0,0.541348805410705,27,38-17,0.9055,27,2-seed,,False,,0.55
baseball,2026-04-27,Boston College,ACC,32-14,0.92208,25.0,0.5464494313477177,28,40-19,0.8436,28,2-seed,,False,,0.6521739130434783
baseball,2026-04-27,Cincinnati,Big 12,28-17,0.93831,20.0,0.561242780157676,29,35-21,0.8469,29,2-seed,,False,,0.45
baseball,2026-04-27,Oklahoma St.,Big 12,27-16,0.89286,34.0,0.5449407684586686,30,35-20,0.8762,30,2-seed,,False,,0.5
baseball,2026-04-27,East Carolina,American,27-16,0.91234,28.0,0.5432111119898456,31,35-21,0.886,31,2-seed,,False,,0.6470588235294118
baseball,2026-04-27,UCF,Big 12,25-15,0.92532,24.0,0.5394413840248586,32,32-23,0.9218,32,2-seed,,False,,0.6666666666666666
baseball,2026-04-27,Liberty,Conference USA,30-13,0.88961,35.0,0.5449011276338959,33,39-17,0.8567,33,3-seed,,False,,0.7
baseball,2026-04-27,Arizona St.,Big 12,29-14,0.86364,43.0,0.5393761263954001,34,37-19,0.9837,34,3-seed,,False,,0.6190476190476191
baseball,2026-04-27,TCU,Big 12,27-15,0.87013,41.0,0.5379022401225797,35,33-21,0.8306,35,3-seed,,False,,0.6
baseball,2026-04-27,UC Santa Barbara,Big West,27-12,0.88636,36.0,0.5405024048531065,36,35-19,0.7622,36,3-seed,,False,,0.6842105263157895
baseball,2026-04-27,Missouri St.,Conference USA,26-14,0.92857,23.0,0.5396322863875687,37,33-21,0.8599,37,3-seed,,False,,0.7
baseball,2026-04-27,Gonzaga,West Coast,26-14,0.89935,32.0,0.5437263906419384,38,35-17,0.8795,38,3-seed,,True,,0.8235294117647058
baseball,2026-04-27,NC State,ACC,27-15,0.83442,52.0,0.530878741937519,39,33-22,0.9414,39,3-seed,,False,last_in,0.5
baseball,2026-04-27,Texas St.,Sun Belt,27-17,0.88312,37.0,0.5443011821244249,40,34-22,0.7752,40,3-seed,,False,last_in,0.47619047619047616
baseball,2026-04-27,UTSA,American,29-13,0.86039,44.0,0.5320481615203737,41,36-20,0.7003,41,3-seed,,True,,0.7058823529411765
baseball,2026-04-27,Kentucky,SEC,26-15,0.87662,39.0,0.5302462720412237,42,31-22,0.9121,42,3-seed,,False,last_in,0.4
baseball,2026-04-27,Kansas St.,Big 12,26-17,0.81169,59.0,0.5436073183607439,43,32-24,0.9283,43,3-seed,,False,last_in,0.45
baseball,2026-04-27,Kent St.,Mid-American,31-10,0.83117,53.0,0.5315311977180399,55,39-16,0.4723,44,3-seed,,True,,0.7391304347826086
baseball,2026-04-27,Campbell,Coastal Athletic,28-14,0.78896,66.0,0.5229632158881579,57,37-18,0.8208,45,3-seed,,True,,0.8260869565217391
baseball,2026-04-27,Saint Joseph's,Atlantic 10,29-14,0.8539,46.0,0.5350859727330244,72,34-17,0.4886,46,3-seed,,True,,0.9047619047619048
baseball,2026-04-27,Creighton,Big East,24-16,0.76623,73.0,0.5280615452489184,74,32-21,0.7166,47,3-seed,,True,,0.8181818181818182
baseball,2026-04-27,Cal Poly,Big West,23-18,0.73052,84.0,0.5090842870653786,85,31-24,0.6515,48,3-seed,,True,,0.7
