sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-06-23,Georgia Tech,ACC,50-11,0.99675,2.0,0.6201580193072078,1,50-11,0.9935,1,1-seed,1.0,True,,0.8333333333333334
baseball,2026-06-23,UCLA,Big Ten,52-8,1.0,1.0,0.6379521464467539,2,52-8,0.9446,2,1-seed,2.0,True,,0.9333333333333333
baseball,2026-06-23,North Carolina,ACC,50-12,0.99351,3.0,0.6109910291750313,3,54-14,0.9316,3,1-seed,3.0,False,,0.7333333333333333
baseball,2026-06-23,Texas,SEC,45-13,0.99026,4.0,0.6045103022196741,4,46-15,0.9967,4,1-seed,4.0,False,,0.6551724137931034
baseball,2026-06-23,Georgia,SEC,51-12,0.98701,5.0,0.5959752860280707,5,53-14,0.987,5,1-seed,5.0,True,,0.7666666666666667
baseball,2026-06-23,Auburn,SEC,42-22,0.97727,8.0,0.610851966542123,6,42-22,0.9544,6,1-seed,6.0,False,,0.5666666666666667
baseball,2026-06-23,Mississippi St.,SEC,43-19,0.97078,10.0,0.5900528038072042,7,43-19,1.0,7,1-seed,7.0,False,,0.5333333333333333
baseball,2026-06-23,Alabama,SEC,42-19,0.98377,6.0,0.6014078287367393,8,42-21,0.8599,8,1-seed,8.0,False,,0.6
baseball,2026-06-23,Florida,SEC,41-21,0.96753,11.0,0.5868290301075458,9,41-21,0.9805,9,1-seed,9.0,False,,0.6
baseball,2026-06-23,Ole Miss,SEC,41-21,0.96429,12.0,0.59320929999535,10,41-23,0.9772,10,1-seed,10.0,False,,0.5
baseball,2026-06-23,Texas A&M,SEC,41-16,0.96104,13.0,0.5856519291817524,11,41-16,0.9381,11,1-seed,11.0,False,,0.6206896551724138
baseball,2026-06-23,Southern California,Big Ten,48-18,0.98052,7.0,0.5991851603066152,12,48-18,0.9186,12,1-seed,12.0,False,,0.6666666666666666
baseball,2026-06-23,West Virginia,Big 12,45-15,0.95779,14.0,0.5860918026426125,13,47-17,0.9642,13,1-seed,13.0,False,,0.7
baseball,2026-06-23,Florida St.,ACC,40-19,0.9513,16.0,0.5883969477628213,14,40-19,0.9674,14,1-seed,14.0,False,,0.6333333333333333
baseball,2026-06-23,Oregon,Big Ten,43-18,0.95455,15.0,0.5933322940012935,15,43-18,0.9414,15,1-seed,15.0,False,,0.6666666666666666
baseball,2026-06-23,Nebraska,Big Ten,43-17,0.94481,18.0,0.5977637567759293,16,43-17,0.873,16,1-seed,16.0,False,,0.7666666666666667
