sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-06-22,Georgia Tech,ACC,50-11,0.99675,2.0,0.619811482848762,1,50-11,0.9935,1,1-seed,1.0,True,,0.8333333333333334
baseball,2026-06-22,UCLA,Big Ten,52-8,1.0,1.0,0.6379599488663443,2,52-8,0.9446,2,1-seed,2.0,True,,0.9333333333333333
baseball,2026-06-22,North Carolina,ACC,50-12,0.99351,3.0,0.6081673319690681,3,54-14,0.9316,3,1-seed,3.0,False,,0.7333333333333333
baseball,2026-06-22,Texas,SEC,45-13,0.99026,4.0,0.6048414096652601,4,46-15,0.9967,4,1-seed,4.0,False,,0.6551724137931034
baseball,2026-06-22,Auburn,SEC,42-22,0.97727,8.0,0.6111694232179035,5,42-22,0.9544,5,1-seed,5.0,False,,0.5666666666666667
baseball,2026-06-22,Georgia,SEC,51-12,0.98701,5.0,0.5960227944146843,6,53-14,0.987,6,1-seed,6.0,True,,0.7666666666666667
baseball,2026-06-22,Mississippi St.,SEC,43-19,0.97078,10.0,0.5901047407120816,7,43-19,1.0,7,1-seed,7.0,False,,0.5333333333333333
baseball,2026-06-22,Alabama,SEC,42-19,0.98377,6.0,0.6017241178037844,8,42-21,0.8599,8,1-seed,8.0,False,,0.6
baseball,2026-06-22,Florida,SEC,41-21,0.96753,11.0,0.5871352623779484,9,41-21,0.9805,9,1-seed,9.0,False,,0.6
baseball,2026-06-22,Ole Miss,SEC,41-21,0.96429,12.0,0.5932603480253797,10,41-23,0.9772,10,1-seed,10.0,False,,0.5
baseball,2026-06-22,Texas A&M,SEC,41-16,0.96104,13.0,0.5859885436716579,11,41-16,0.9381,11,1-seed,11.0,False,,0.6206896551724138
baseball,2026-06-22,Southern California,Big Ten,48-18,0.98052,7.0,0.5991851603066152,12,48-18,0.9186,12,1-seed,12.0,False,,0.6666666666666666
baseball,2026-06-22,West Virginia,Big 12,45-15,0.95779,14.0,0.5860999589230322,13,47-17,0.9642,13,1-seed,13.0,False,,0.7
baseball,2026-06-22,Florida St.,ACC,40-19,0.9513,16.0,0.5883459744226271,14,40-19,0.9674,14,1-seed,14.0,False,,0.6333333333333333
baseball,2026-06-22,Oregon,Big Ten,43-18,0.95455,15.0,0.5933290868266674,15,43-18,0.9414,15,1-seed,15.0,False,,0.6666666666666666
baseball,2026-06-22,Nebraska,Big Ten,43-17,0.94481,18.0,0.5977605690783303,16,43-17,0.873,16,1-seed,16.0,False,,0.7666666666666667
baseball,2026-06-22,Kansas,Big 12,45-18,0.94156,19.0,0.5865967171323745,17,45-18,0.9088,17,2-seed,,True,,0.7333333333333333
baseball,2026-06-22,Oregon St.,Independent,45-14,0.93831,20.0,0.597338008526304,18,45-14,0.8762,18,2-seed,,False,,0.0
baseball,2026-06-22,Arkansas,SEC,41-22,0.93506,21.0,0.574554749137228,19,41-22,0.9218,19,2-seed,,False,,0.5666666666666667
baseball,2026-06-22,Southern Miss.,Sun Belt,44-17,0.94805,17.0,0.5916640352747438,20,44-17,0.9153,20,2-seed,,True,,0.7333333333333333
baseball,2026-06-22,Wake Forest,ACC,39-21,0.93182,22.0,0.5695167220539863,21,39-21,0.9902,21,2-seed,,False,,0.5333333333333333
baseball,2026-06-22,Oklahoma,SEC,38-22,0.97403,9.0,0.5847900458938302,22,43-23,0.9837,22,2-seed,,False,,0.4666666666666667
baseball,2026-06-22,Jacksonville St.,Conference USA,48-15,0.92208,25.0,0.5692352798626517,23,48-15,0.9511,23,2-seed,,True,,0.7666666666666667
baseball,2026-06-22,Tennessee,SEC,38-22,0.89935,32.0,0.5612667908697775,24,38-22,0.9577,24,2-seed,,False,,0.5
baseball,2026-06-22,Cincinnati,Big 12,38-22,0.92857,23.0,0.5789293195859655,25,38-22,0.886,25,2-seed,,False,,0.5666666666666667
baseball,2026-06-22,Oklahoma St.,Big 12,39-22,0.9026,31.0,0.5643654470464661,26,39-22,0.9121,26,2-seed,,False,,0.6
baseball,2026-06-22,Virginia,ACC,37-23,0.92532,24.0,0.5629062217072558,27,37-23,0.8827,27,2-seed,,False,,0.4666666666666667
baseball,2026-06-22,Liberty,Conference USA,43-21,0.90909,29.0,0.5615517732288948,28,43-21,0.8339,28,2-seed,,False,,0.7
baseball,2026-06-22,Miami (FL),ACC,39-20,0.89286,34.0,0.5488216412877291,29,39-20,0.9251,29,2-seed,,False,,0.5333333333333333
baseball,2026-06-22,Coastal Carolina,Sun Belt,37-23,0.90584,30.0,0.5601413107604793,30,37-23,0.7818,30,2-seed,,False,,0.7
baseball,2026-06-22,UCF,Big 12,32-23,0.87662,39.0,0.5574845357097797,31,32-23,0.9055,31,2-seed,,False,,0.6333333333333333
