sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-05-13,Alabama,SEC,49-7,0.69594,2,0.6731046479318237,1,49-7,0.9642,1,1-seed,1.0,False,,0.7916666666666666
softball,2026-05-13,Texas,SEC,42-10,0.69433,4,0.6712961499237002,3,42-10,0.9577,2,1-seed,2.0,False,,0.6666666666666666
softball,2026-05-13,Arkansas,SEC,42-11,0.69756,1,0.6791341817646288,4,42-11,0.9805,3,1-seed,3.0,False,,0.625
softball,2026-05-13,Oklahoma,SEC,48-8,0.67191,6,0.6554902573574116,5,49-8,0.9902,4,1-seed,4.0,True,,0.8333333333333334
softball,2026-05-13,Florida,SEC,48-10,0.68806,5,0.6585196297140645,6,48-10,0.9967,5,1-seed,5.0,False,,0.7083333333333334
softball,2026-05-13,UCLA,Big Ten,47-8,0.67145,7,0.6611330609562597,7,47-8,0.9707,6,1-seed,6.0,True,,0.8333333333333334
softball,2026-05-13,Tennessee,SEC,42-10,0.66166,8,0.6496666705316517,8,42-10,0.9446,7,1-seed,7.0,False,,0.6666666666666666
softball,2026-05-13,Texas Tech,Big 12,52-6,0.65035,13,0.6426692751732518,9,52-6,1.0,8,1-seed,8.0,True,,0.875
softball,2026-05-13,Oregon,Big Ten,40-12,0.65981,9,0.6499625697770677,10,40-12,0.9251,9,1-seed,9.0,False,,0.8333333333333334
softball,2026-05-13,Florida St.,ACC,49-8,0.65868,10,0.6372208424940683,11,49-8,0.987,10,1-seed,10.0,True,,0.875
softball,2026-05-13,Georgia,SEC,38-18,0.65401,11,0.6241567150611441,12,38-18,0.9772,11,1-seed,11.0,False,,0.5
softball,2026-05-13,Texas A&M,SEC,36-17,0.63849,17,0.6234149122617086,13,36-17,0.9837,12,1-seed,12.0,False,,0.6666666666666666
softball,2026-05-13,Oklahoma St.,Big 12,38-15,0.64606,15,0.632906274682206,14,38-15,0.873,13,1-seed,13.0,False,,0.6666666666666666
softball,2026-05-13,Duke,ACC,39-14,0.65231,12,0.6284015622887412,15,39-14,0.9479,14,1-seed,14.0,False,,0.8333333333333334
