sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-04-08,UCLA,Big Ten,29-2,1.0,1.0,0.5896402324663415,1,44-10,0.9642,1,1-seed,1.0,True,,1.0
baseball,2026-04-08,Texas,SEC,26-5,0.99351,3.0,0.5732885877857318,2,39-15,0.987,2,1-seed,2.0,False,,0.75
baseball,2026-04-08,Florida St.,ACC,24-7,0.99026,4.0,0.5654738553001177,3,37-18,0.9805,3,1-seed,3.0,False,,0.75
baseball,2026-04-08,Alabama,SEC,25-8,0.99675,2.0,0.572325317072243,4,37-18,0.8762,4,1-seed,4.0,False,,0.6666666666666666
baseball,2026-04-08,Auburn,SEC,22-9,0.98701,5.0,0.5758687356088192,5,34-20,0.9609,5,1-seed,5.0,False,,0.5
baseball,2026-04-08,Georgia Tech,ACC,26-5,0.98052,7.0,0.5666016743341484,6,39-15,0.9967,6,1-seed,6.0,True,,0.8
baseball,2026-04-08,Mississippi St.,SEC,25-7,0.95455,15.0,0.5572382229866175,7,38-17,1.0,7,1-seed,7.0,False,,0.5833333333333334
baseball,2026-04-08,North Carolina,ACC,27-5,0.95779,14.0,0.5633731395972084,8,40-16,0.9349,8,1-seed,8.0,False,,0.7333333333333333
baseball,2026-04-08,Oregon St.,Independent,25-6,0.98377,6.0,0.5671654749109888,9,41-14,0.9707,9,1-seed,9.0,False,,0.0
baseball,2026-04-08,Florida,SEC,24-9,0.97727,8.0,0.5607722216350775,10,36-20,0.9674,10,1-seed,10.0,False,,0.5833333333333334
baseball,2026-04-08,Texas A&M,SEC,25-6,0.94481,18.0,0.5610876491339448,11,37-17,0.9283,11,1-seed,11.0,False,,0.5833333333333334
baseball,2026-04-08,Ole Miss,SEC,22-11,0.97078,10.0,0.5606783372144419,13,35-21,0.9446,12,1-seed,12.0,False,,0.4166666666666667
baseball,2026-04-08,Georgia,SEC,27-6,0.93506,21.0,0.5498699885294367,14,39-16,0.9837,13,1-seed,13.0,True,,0.8333333333333334
baseball,2026-04-08,Virginia,ACC,24-9,0.96429,12.0,0.5557159638660933,15,37-18,0.8241,14,1-seed,14.0,False,,0.5333333333333333
baseball,2026-04-08,Coastal Carolina,Sun Belt,23-8,0.96104,13.0,0.5545418880446893,16,38-18,0.772,15,1-seed,15.0,True,,0.9166666666666666
