sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-05-17,Alabama,SEC,50-7,0.69594,2,0.6704750615914044,1,50-8,0.9642,1,1-seed,1.0,False,,0.7916666666666666
softball,2026-05-17,Texas,SEC,43-10,0.69433,4,0.6700376873999452,3,44-10,0.9577,2,1-seed,2.0,False,,0.6666666666666666
softball,2026-05-17,Arkansas,SEC,43-11,0.69756,1,0.6765019793561365,4,44-12,0.9805,3,1-seed,3.0,False,,0.625
softball,2026-05-17,Oklahoma,SEC,49-8,0.67191,6,0.6548423520976712,5,50-8,0.9902,4,1-seed,4.0,True,,0.8333333333333334
softball,2026-05-17,Florida,SEC,49-10,0.68806,5,0.6565392696480846,6,50-10,0.9967,5,1-seed,5.0,False,,0.7083333333333334
softball,2026-05-17,UCLA,Big Ten,48-8,0.67145,7,0.6571125700017658,7,48-8,0.9707,6,1-seed,6.0,True,,0.8333333333333334
softball,2026-05-17,Tennessee,SEC,43-10,0.66166,8,0.6476943118945417,8,44-10,0.9446,7,1-seed,7.0,False,,0.6666666666666666
softball,2026-05-17,Texas Tech,Big 12,53-6,0.65035,13,0.6414904137838492,9,54-6,1.0,8,1-seed,8.0,True,,0.875
softball,2026-05-17,Oregon,Big Ten,41-12,0.65981,9,0.64693898973582,10,42-12,0.9251,9,1-seed,9.0,False,,0.8333333333333334
softball,2026-05-17,Florida St.,ACC,49-9,0.65868,10,0.6282458321938783,11,50-10,0.987,10,1-seed,10.0,True,,0.875
softball,2026-05-17,Georgia,SEC,39-18,0.65401,11,0.6230116289900643,12,40-18,0.9772,11,1-seed,11.0,False,,0.5
softball,2026-05-17,Texas A&M,SEC,37-17,0.63849,17,0.6226009143528182,13,38-18,0.9837,12,1-seed,12.0,False,,0.6666666666666666
softball,2026-05-17,Oklahoma St.,Big 12,39-15,0.64606,15,0.632261940602169,14,40-16,0.873,13,1-seed,13.0,False,,0.6666666666666666
softball,2026-05-17,Duke,ACC,40-14,0.65231,12,0.6270342027208954,15,40-14,0.9479,14,1-seed,14.0,False,,0.8333333333333334
softball,2026-05-17,Virginia Tech,ACC,47-10,0.6362,18,0.6164054253319261,16,48-10,0.9935,15,1-seed,15.0,False,,0.75
softball,2026-05-17,LSU,SEC,38-17,0.65035,13,0.6174379393253059,17,38-18,0.8893,16,1-seed,16.0,False,,0.5416666666666666
softball,2026-05-17,Mississippi St.,SEC,39-18,0.63585,19,0.6231540343499478,18,40-18,0.8664,17,2-seed,,False,,0.375
softball,2026-05-17,Stanford,ACC,38-13,0.64032,16,0.6108263708377084,19,38-14,0.9218,18,2-seed,,False,,0.75
softball,2026-05-17,Arizona St.,Big 12,42-16,0.62919,21,0.6011119054029526,20,42-16,0.9121,19,2-seed,,False,,0.4583333333333333
softball,2026-05-17,UCF,Big 12,39-16,0.62771,23,0.6099481565658623,21,40-16,0.9316,20,2-seed,,False,,0.6086956521739131
softball,2026-05-17,Arizona,Big 12,36-16,0.63006,20,0.6174061307420746,22,36-16,0.9153,21,2-seed,,False,,0.6666666666666666
softball,2026-05-17,Ole Miss,SEC,35-24,0.62837,22,0.6098293288683184,23,36-24,0.8632,22,2-seed,,False,,0.25
softball,2026-05-17,Grand Canyon,Mountain West,53-8,0.6085,27,0.596261917876727,24,54-8,0.9544,23,2-seed,,True,,0.84
softball,2026-05-17,Virginia,ACC,39-13,0.61042,26,0.5941190725102349,25,40-14,0.8697,24,2-seed,,False,,0.5652173913043478
softball,2026-05-17,Washington,Big Ten,36-19,0.59956,30,0.6027667427881694,26,37-19,0.9283,25,2-seed,,False,,0.6666666666666666
softball,2026-05-17,Louisville,ACC,44-13,0.60001,29,0.5892254455086373,27,45-13,0.9511,26,2-seed,,False,,0.75
softball,2026-05-17,Clemson,ACC,32-21,0.61862,24,0.5909212942870018,28,33-21,0.9023,27,2-seed,,False,,0.5416666666666666
softball,2026-05-17,South Carolina,SEC,31-26,0.61185,25,0.59199167525091,29,32-26,0.8567,28,2-seed,,False,,0.2916666666666667
softball,2026-05-17,Indiana,Big Ten,42-15,0.5885,36,0.5825905610649055,30,43-15,0.9674,29,2-seed,,False,,0.7083333333333334
softball,2026-05-17,Marshall,Sun Belt,37-18,0.60245,28,0.6001590420876932,31,38-18,0.9381,30,2-seed,,False,,0.7083333333333334
softball,2026-05-17,Southeastern La.,Southland,46-15,0.58692,37,0.5845511201063522,32,47-15,0.9349,31,2-seed,,True,,0.8888888888888888
softball,2026-05-17,Kansas,Big 12,36-19,0.5846,39,0.5771862705403538,33,36-20,0.9414,32,2-seed,,False,,0.5833333333333334
