sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-05-05,Alabama,SEC,45-6,0.69238,2,0.6198138688921444,1,48-8,0.9674,1,1-seed,1.0,False,,0.7727272727272727
softball,2026-05-05,Oklahoma,SEC,46-6,0.6775,6,0.6229882326077695,2,48-8,0.9935,2,1-seed,2.0,True,,0.8571428571428571
softball,2026-05-05,Arkansas,SEC,40-9,0.69952,1,0.6256486157179446,3,42-12,0.9805,3,1-seed,3.0,False,,0.6363636363636364
softball,2026-05-05,Florida,SEC,47-7,0.68864,5,0.6236653727120691,5,48-10,0.9967,4,1-seed,4.0,False,,0.7727272727272727
softball,2026-05-05,UCLA,Big Ten,44-5,0.66956,7,0.627769477681333,6,45-7,0.9707,5,1-seed,5.0,True,,0.9047619047619048
softball,2026-05-05,Texas,SEC,38-9,0.69218,3,0.6193669075564745,7,40-12,0.9609,6,1-seed,6.0,False,,0.6818181818181818
softball,2026-05-05,Tennessee,SEC,41-8,0.66823,8,0.6153892872381677,8,42-10,0.9414,7,1-seed,7.0,False,,0.6818181818181818
softball,2026-05-05,Texas Tech,Big 12,49-4,0.65273,12,0.6080701515582301,9,50-7,1.0,8,1-seed,8.0,True,,0.9090909090909091
softball,2026-05-05,Oregon,Big Ten,38-10,0.66596,9,0.6028813488233651,10,40-13,0.9446,9,1-seed,9.0,False,,0.8571428571428571
softball,2026-05-05,Florida St.,ACC,43-8,0.65149,13,0.5956459898570924,11,46-9,0.9837,10,1-seed,10.0,True,,0.8571428571428571
softball,2026-05-05,LSU,SEC,35-16,0.65501,10,0.5921950659407083,12,38-16,0.899,11,1-seed,11.0,False,,0.5
softball,2026-05-05,Texas A&M,SEC,35-14,0.64704,16,0.5767587414532505,13,36-20,0.987,12,1-seed,12.0,False,,0.7142857142857143
softball,2026-05-05,Oklahoma St.,Big 12,35-13,0.64853,15,0.5981009583860706,14,37-16,0.8404,13,1-seed,13.0,False,,0.6666666666666666
softball,2026-05-05,Georgia,SEC,34-17,0.64989,14,0.5877496881103232,15,36-18,0.9772,14,1-seed,14.0,False,,0.45454545454545453
softball,2026-05-05,Duke,ACC,38-13,0.65396,11,0.5919877463967519,16,38-14,0.9479,15,1-seed,15.0,False,,0.8333333333333334
softball,2026-05-05,Virginia Tech,ACC,41-9,0.63141,20,0.5698156209032912,17,44-11,0.9902,16,1-seed,16.0,False,,0.7142857142857143
softball,2026-05-05,Mississippi St.,SEC,37-15,0.63861,18,0.5854700500673387,18,38-18,0.886,17,2-seed,,False,,0.4090909090909091
softball,2026-05-05,Arizona,Big 12,34-13,0.63636,19,0.5904307726479994,19,35-15,0.9121,18,2-seed,,False,,0.7142857142857143
