sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-04-28,Oklahoma,SEC,46-6,0.67964,6,0.6243479687589875,1,48-7,0.9935,1,1-seed,1.0,True,,0.8571428571428571
softball,2026-04-28,Alabama,SEC,44-5,0.69642,2,0.619151147532031,2,47-8,0.9577,2,1-seed,2.0,False,,0.8
softball,2026-04-28,Florida,SEC,45-7,0.69091,5,0.6284919186848491,3,48-8,1.0,3,1-seed,3.0,False,,0.7619047619047619
softball,2026-04-28,Texas,SEC,38-8,0.69594,3,0.6235055710820097,4,40-10,0.9544,4,1-seed,4.0,False,,0.7142857142857143
softball,2026-04-28,Nebraska,Big Ten,40-6,0.69404,4,0.6376684038732818,5,42-8,0.9446,5,1-seed,5.0,True,,0.9523809523809523
softball,2026-04-28,Arkansas,SEC,39-9,0.69659,1,0.624133818787893,6,40-13,0.9772,6,1-seed,6.0,False,,0.6190476190476191
softball,2026-04-28,UCLA,Big Ten,44-5,0.67671,7,0.6327942500079069,7,46-6,0.9805,7,1-seed,7.0,False,,0.9047619047619048
softball,2026-04-28,Tennessee,SEC,39-8,0.67054,8,0.6151608009062257,8,41-10,0.9479,8,1-seed,8.0,False,,0.65
softball,2026-04-28,Texas Tech,Big 12,47-4,0.65702,11,0.6095746532318643,9,50-7,0.9967,9,1-seed,9.0,True,,0.9047619047619048
softball,2026-04-28,Oregon,Big Ten,38-10,0.66284,9,0.6001622355533669,10,39-14,0.9153,10,1-seed,10.0,False,,0.8571428571428571
softball,2026-04-28,Florida St.,ACC,42-7,0.65829,10,0.5917462350633224,11,45-10,0.9837,11,1-seed,11.0,True,,0.85
softball,2026-04-28,Oklahoma St.,Big 12,34-13,0.65056,14,0.5952280932108209,12,37-16,0.8567,12,1-seed,12.0,False,,0.6666666666666666
softball,2026-04-28,Duke,ACC,38-13,0.6556,12,0.5909289480213561,13,38-14,0.9674,13,1-seed,13.0,False,,0.8333333333333334
softball,2026-04-28,Texas A&M,SEC,35-14,0.64806,15,0.579242376926654,14,36-19,0.987,14,1-seed,14.0,False,,0.7142857142857143
softball,2026-04-28,LSU,SEC,33-16,0.65532,13,0.5879595144570658,15,35-18,0.8697,15,1-seed,15.0,False,,0.47619047619047616
softball,2026-04-28,Georgia,SEC,34-16,0.64548,16,0.5861162146315331,16,35-18,0.9739,16,1-seed,16.0,False,,0.47619047619047616
softball,2026-04-28,Mississippi St.,SEC,36-15,0.64483,17,0.5877474999790786,17,38-17,0.8925,17,2-seed,,False,,0.38095238095238093
softball,2026-04-28,Arizona,Big 12,34-13,0.64008,19,0.5927479552225884,18,36-14,0.9283,18,2-seed,,False,,0.7142857142857143
softball,2026-04-28,Virginia Tech,ACC,41-9,0.63098,21,0.5673813147484346,19,43-12,0.9902,19,2-seed,,False,,0.7142857142857143
softball,2026-04-28,Stanford,ACC,34-12,0.64243,18,0.5625836923453216,20,35-16,0.9381,20,2-seed,,False,,0.75
