sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-06-10,Georgia Tech,ACC,50-11,0.99675,2.0,0.6202657020027498,1,50-11,0.9935,1,1-seed,1.0,True,,0.8333333333333334
baseball,2026-06-10,UCLA,Big Ten,52-8,1.0,1.0,0.6380571849379033,2,52-8,0.9446,2,1-seed,2.0,True,,0.9333333333333333
baseball,2026-06-10,Texas,SEC,43-13,0.99351,3.0,0.6115498434003797,3,46-14,0.9967,3,1-seed,3.0,False,,0.6551724137931034
baseball,2026-06-10,Georgia,SEC,49-12,0.98701,5.0,0.6017178655932325,4,52-12,0.987,4,1-seed,4.0,True,,0.7666666666666667
baseball,2026-06-10,North Carolina,ACC,48-11,0.99026,4.0,0.6100334058862549,5,50-12,0.9316,5,1-seed,5.0,False,,0.7333333333333333
baseball,2026-06-10,Auburn,SEC,42-20,0.98052,7.0,0.6125231932800219,6,42-22,0.9544,6,1-seed,6.0,False,,0.5666666666666667
baseball,2026-06-10,Mississippi St.,SEC,43-17,0.97078,10.0,0.5925168027177037,7,43-19,1.0,7,1-seed,7.0,False,,0.5333333333333333
baseball,2026-06-10,Ole Miss,SEC,39-21,0.97403,9.0,0.6013411527521257,8,42-22,0.9772,8,1-seed,8.0,False,,0.5
baseball,2026-06-10,Alabama,SEC,40-19,0.98377,6.0,0.60909142346448,9,42-20,0.8599,9,1-seed,9.0,False,,0.6
baseball,2026-06-10,Texas A&M,SEC,41-16,0.96429,12.0,0.5871141225339898,10,41-16,0.9381,10,1-seed,10.0,False,,0.6206896551724138
baseball,2026-06-10,Florida,SEC,41-21,0.96753,11.0,0.5884942476374804,11,41-21,0.9805,11,1-seed,11.0,False,,0.6
baseball,2026-06-10,West Virginia,Big 12,43-15,0.95779,14.0,0.5900282615179573,12,46-16,0.9642,12,1-seed,12.0,False,,0.7
baseball,2026-06-10,Southern California,Big Ten,47-16,0.97727,8.0,0.5992273855008294,13,48-18,0.9186,13,1-seed,13.0,False,,0.6666666666666666
baseball,2026-06-10,Oregon,Big Ten,43-16,0.96104,13.0,0.5933420694917881,14,43-18,0.9414,14,1-seed,14.0,False,,0.6666666666666666
baseball,2026-06-10,Florida St.,ACC,40-19,0.95455,15.0,0.5884517821833903,15,40-19,0.9674,15,1-seed,15.0,False,,0.6333333333333333
baseball,2026-06-10,Nebraska,Big Ten,43-17,0.94481,18.0,0.5978536392143667,16,43-17,0.873,16,1-seed,16.0,False,,0.7666666666666667
baseball,2026-06-10,Kansas,Big 12,45-16,0.94156,19.0,0.5870771359852236,17,45-18,0.9088,17,2-seed,,True,,0.7333333333333333
baseball,2026-06-10,Oregon St.,Independent,45-14,0.93831,20.0,0.597628343655489,18,45-14,0.8762,18,2-seed,,False,,0.0
baseball,2026-06-10,Arkansas,SEC,41-22,0.93506,21.0,0.5759132640600353,19,41-22,0.9218,19,2-seed,,False,,0.5666666666666667
baseball,2026-06-10,Southern Miss.,Sun Belt,44-17,0.94805,17.0,0.5928622707904687,20,44-17,0.9153,20,2-seed,,True,,0.7333333333333333
baseball,2026-06-10,Wake Forest,ACC,39-21,0.93182,22.0,0.5696077176601704,21,39-21,0.9902,21,2-seed,,False,,0.5333333333333333
baseball,2026-06-10,Oklahoma,SEC,36-22,0.9513,16.0,0.5790512303187592,22,38-22,0.9837,22,2-seed,,False,,0.4666666666666667
baseball,2026-06-10,Jacksonville St.,Conference USA,48-15,0.92532,24.0,0.5699032930753001,23,48-15,0.9511,23,2-seed,,True,,0.7666666666666667
baseball,2026-06-10,Tennessee,SEC,38-22,0.8961,33.0,0.5631697241034614,24,38-22,0.9577,24,2-seed,,False,,0.5
baseball,2026-06-10,Cincinnati,Big 12,38-22,0.92857,23.0,0.5794716525042045,25,38-22,0.886,25,2-seed,,False,,0.5666666666666667
baseball,2026-06-10,Oklahoma St.,Big 12,39-22,0.89935,32.0,0.563961227587205,26,39-22,0.9121,26,2-seed,,False,,0.6
baseball,2026-06-10,Virginia,ACC,37-23,0.92208,25.0,0.5631506178379411,27,37-23,0.8827,27,2-seed,,False,,0.4666666666666667
baseball,2026-06-10,Liberty,Conference USA,43-21,0.90909,29.0,0.5619987761700487,28,43-21,0.8339,28,2-seed,,False,,0.7
baseball,2026-06-10,UCF,Big 12,32-23,0.88312,37.0,0.5579890773042906,29,32-23,0.9055,29,2-seed,,False,,0.6333333333333333
baseball,2026-06-10,Miami (FL),ACC,39-20,0.89286,34.0,0.5488831636419673,30,39-20,0.9251,30,2-seed,,False,,0.5333333333333333
baseball,2026-06-10,Arizona St.,Big 12,39-21,0.86688,42.0,0.5514898231971734,31,39-21,0.9707,31,2-seed,,False,,0.625
baseball,2026-06-10,Mercer,Southern,44-15,0.91558,27.0,0.5692730930299383,32,44-15,0.7883,32,2-seed,,True,,0.7142857142857143
baseball,2026-06-10,Coastal Carolina,Sun Belt,37-23,0.90584,30.0,0.5607924777402149,33,37-23,0.7818,33,3-seed,,False,,0.7
baseball,2026-06-10,Kentucky,SEC,33-23,0.9026,31.0,0.5544811960500271,34,33-23,0.9349,34,3-seed,,False,,0.43333333333333335
baseball,2026-06-10,UC Santa Barbara,Big West,40-20,0.87987,38.0,0.5600407846463271,35,40-20,0.7166,35,3-seed,,True,,0.7333333333333333
baseball,2026-06-10,Missouri St.,Conference USA,34-21,0.91234,28.0,0.5603886519361254,36,34-21,0.8664,36,3-seed,,False,,0.6666666666666666
baseball,2026-06-10,East Carolina,American,38-24,0.88636,36.0,0.5495908878148945,37,38-24,0.8925,37,3-seed,,True,,0.6296296296296297
baseball,2026-06-10,Troy,Sun Belt,36-30,0.91883,26.0,0.5639488684602227,38,38-30,0.7915,38,3-seed,,False,,0.5666666666666667
baseball,2026-06-10,TCU,Big 12,33-22,0.8539,46.0,0.5482997138824457,39,33-21,0.8534,39,3-seed,,False,,0.5483870967741935
baseball,2026-06-10,Boston College,ACC,37-23,0.87662,39.0,0.551987324313673,40,37-23,0.8306,40,3-seed,,False,,0.5666666666666667
baseball,2026-06-10,Louisiana,Sun Belt,41-25,0.88961,35.0,0.5584772369108921,41,41-25,0.798,41,3-seed,,False,last_in,0.5333333333333333
baseball,2026-06-10,UTSA,American,38-20,0.84091,50.0,0.5440397802003369,42,38-20,0.7134,42,3-seed,,False,last_in,0.6296296296296297
baseball,2026-06-10,NC State,ACC,32-24,0.81169,59.0,0.5377911674732272,43,32-24,0.9479,43,3-seed,,False,last_in,0.4666666666666667
baseball,2026-06-10,Texas St.,Sun Belt,37-26,0.87013,41.0,0.55124339696042,44,37-26,0.8176,44,3-seed,,False,last_in,0.5333333333333333
baseball,2026-06-10,Miami (OH),MAC,38-17,0.86039,44.0,0.5708000020838975,55,38-17,0.4267,45,3-seed,,True,,0.7575757575757576
baseball,2026-06-10,Gonzaga,West Coast,35-19,0.82143,56.0,0.5465904259780503,56,35-19,0.8632,46,3-seed,,True,,0.8148148148148148
baseball,2026-06-10,Campbell,Coastal Athletic,41-17,0.81494,58.0,0.5361372909917805,57,41-17,0.8469,47,3-seed,,True,,0.8666666666666667
baseball,2026-06-10,Tarleton St.,Western Athletic,38-21,0.83117,53.0,0.5476445021933427,58,38-21,0.4919,48,3-seed,,True,,0.6666666666666666
baseball,2026-06-10,High Point,Big South,37-20,0.8474,48.0,0.5499281598691985,59,37-20,0.5375,49,4-seed,,True,,0.7083333333333334
baseball,2026-06-10,Southeastern La.,Southland,34-21,0.75649,76.0,0.5337285245599586,79,34-21,0.4397,50,4-seed,,True,,0.6785714285714286
baseball,2026-06-10,Xavier,Big East,28-30,0.76948,72.0,0.5410095416064169,80,28-30,0.456,51,4-seed,,True,,0.7142857142857143
baseball,2026-06-10,Saint Joseph's,Atlantic 10,36-19,0.77597,70.0,0.5420773390743707,92,36-20,0.4625,52,4-seed,,True,,0.8333333333333334
baseball,2026-06-10,San Diego St.,Mountain West,36-24,0.69805,94.0,0.5158435401181063,96,36-24,0.6124,53,4-seed,,True,,0.6666666666666666
