sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
baseball,2026-05-10,UCLA,Big Ten,45-4,1.0,1.0,0.6200991469158164,1,48-6,0.9381,1,1-seed,1.0,True,,1.0
baseball,2026-05-10,Georgia Tech,ACC,40-8,0.99675,2.0,0.6042400724180832,2,44-10,0.9902,2,1-seed,2.0,True,,0.8
baseball,2026-05-10,Auburn,SEC,34-15,0.99351,3.0,0.5945214167604981,3,37-17,0.9772,3,1-seed,3.0,False,,0.5769230769230769
baseball,2026-05-10,Texas,SEC,36-11,0.99026,4.0,0.5861113407513581,4,40-12,0.9967,4,1-seed,4.0,False,,0.625
baseball,2026-05-10,North Carolina,ACC,38-9,0.98377,6.0,0.5900671224763421,5,42-11,0.9283,5,1-seed,5.0,False,,0.72
baseball,2026-05-10,Mississippi St.,SEC,38-13,0.97403,9.0,0.5831750288207925,6,40-15,1.0,6,1-seed,6.0,False,,0.5769230769230769
baseball,2026-05-10,Texas A&M,SEC,36-11,0.96429,12.0,0.5761335898985371,7,38-14,0.9218,7,1-seed,7.0,False,,0.625
baseball,2026-05-10,Florida St.,ACC,35-14,0.98701,5.0,0.5827866921673963,8,38-16,0.9609,8,1-seed,8.0,False,,0.64
baseball,2026-05-10,Georgia,SEC,39-11,0.95455,15.0,0.5719513948441738,9,42-13,0.987,9,1-seed,9.0,True,,0.76
baseball,2026-05-10,Ole Miss,SEC,33-17,0.96104,13.0,0.5777780228236356,10,37-19,0.9805,10,1-seed,10.0,False,,0.52
baseball,2026-05-10,Kansas,Big 12,37-13,0.9513,16.0,0.5793733768627031,11,40-15,0.9088,11,1-seed,11.0,True,,0.8
baseball,2026-05-10,Oregon St.,Independent,38-11,0.95779,14.0,0.5808474919948828,12,43-12,0.8893,12,1-seed,12.0,False,,0.0
baseball,2026-05-10,Southern California,Big Ten,40-12,0.97727,8.0,0.5861678341979359,13,42-14,0.9414,13,1-seed,13.0,False,,0.7037037037037037
baseball,2026-05-10,Alabama,SEC,33-17,0.98052,7.0,0.5781230651376577,14,36-19,0.8632,14,1-seed,14.0,False,,0.56
baseball,2026-05-10,Florida,SEC,33-17,0.96753,11.0,0.5721948503708514,15,36-19,0.9511,15,1-seed,15.0,False,,0.56
baseball,2026-05-10,Southern Miss.,Sun Belt,35-14,0.97078,10.0,0.5743938850161036,16,39-15,0.8925,16,1-seed,16.0,False,,0.68
baseball,2026-05-10,Wake Forest,ACC,33-17,0.94481,18.0,0.5672023644581206,17,37-19,0.9935,17,2-seed,,False,,0.5185185185185185
baseball,2026-05-10,Nebraska,Big Ten,35-14,0.94805,17.0,0.5799256012068204,18,39-16,0.8762,18,2-seed,,False,,0.72
baseball,2026-05-10,Oregon,Big Ten,35-13,0.91883,26.0,0.5757651460791466,19,37-16,0.9446,19,2-seed,,False,,0.68
baseball,2026-05-10,West Virginia,Big 12,33-12,0.92857,23.0,0.5714154878439067,20,36-14,0.9739,20,2-seed,,False,,0.68
baseball,2026-05-10,Oklahoma,SEC,30-17,0.93506,21.0,0.5609312909107638,21,32-20,0.9642,21,2-seed,,False,,0.48
baseball,2026-05-10,Arkansas,SEC,33-17,0.91558,27.0,0.5598951522686204,22,36-19,0.8958,22,2-seed,,False,,0.56
baseball,2026-05-10,Tennessee,SEC,33-17,0.89935,32.0,0.5539984133147768,23,37-19,0.9577,23,2-seed,,False,,0.48
baseball,2026-05-10,Coastal Carolina,Sun Belt,34-15,0.93831,20.0,0.5669259643673848,24,38-17,0.7948,24,2-seed,,True,,0.8
baseball,2026-05-10,Virginia,ACC,32-17,0.93182,22.0,0.5631547970593468,25,36-19,0.8795,25,2-seed,,False,,0.48
baseball,2026-05-10,Cincinnati,Big 12,34-17,0.94156,19.0,0.5736818723173204,26,37-19,0.8827,26,2-seed,,False,,0.56
baseball,2026-05-10,Boston College,ACC,35-16,0.92208,25.0,0.5597450108301709,27,38-19,0.8664,27,2-seed,,False,,0.6296296296296297
baseball,2026-05-10,Oklahoma St.,Big 12,32-17,0.91234,28.0,0.5564978668005509,28,36-19,0.9055,28,2-seed,,False,,0.6
baseball,2026-05-10,Liberty,Conference USA,35-15,0.9026,31.0,0.5567595603539883,29,39-17,0.8567,29,2-seed,,False,,0.72
