sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-04-19,Texas,SEC,33-6,0.70866,2,0.70866,999,33-6,0.9542,1,1-seed,1.0,False,,0.6666666666666666
softball,2026-04-19,Oklahoma,SEC,41-5,0.67578,7,0.67578,999,41-5,0.9935,2,1-seed,2.0,True,,0.875
softball,2026-04-19,Miami (OH),MAC,32-14,0.55264,66,0.55264,999,32-14,0.8725,3,1-seed,3.0,False,,0.65
softball,2026-04-19,North Carolina,ACC,31-12,0.58731,37,0.58731,999,31-12,0.8954,4,1-seed,4.0,False,,0.47368421052631576
softball,2026-04-19,Virginia Tech,ACC,38-6,0.64723,19,0.64723,999,38-6,0.9902,5,1-seed,5.0,False,,0.75
softball,2026-04-19,Southeastern La.,Southland,40-11,0.59526,34,0.59526,999,40-11,0.9183,6,1-seed,6.0,True,,0.9130434782608695
softball,2026-04-19,Nevada,Mountain West,30-14,0.5741,52,0.5741,999,30-14,0.8824,7,1-seed,7.0,False,,0.6875
softball,2026-04-19,Grand Canyon,Mountain West,42-5,0.60654,30,0.60654,999,42-5,0.9641,8,1-seed,8.0,True,,0.8823529411764706
softball,2026-04-19,Howard,MEAC,21-14,0.47584,180,0.47584,999,21-14,0.3137,9,1-seed,9.0,True,,0.9333333333333333
softball,2026-04-19,Florida St.,ACC,37-7,0.64952,16,0.64952,999,37-7,0.9804,10,1-seed,10.0,False,,0.8125
softball,2026-04-19,Florida,SEC,42-5,0.70172,5,0.70172,999,42-5,1.0,11,1-seed,11.0,False,,0.7894736842105263
softball,2026-04-19,Arizona,Big 12,30-12,0.64917,17,0.64917,999,30-12,0.9216,12,1-seed,12.0,False,,0.6875
softball,2026-04-19,Colorado St.,Mountain West,20-21,0.48012,172,0.48012,999,20-21,0.5784,13,1-seed,13.0,False,,0.5
softball,2026-04-19,Duke,ACC,33-12,0.66841,9,0.66841,999,33-12,0.9248,14,1-seed,14.0,True,,0.8421052631578947
softball,2026-04-19,Boston U.,Patriot,34-13,0.56091,61,0.56091,999,34-13,0.866,15,1-seed,15.0,True,,0.8461538461538461
softball,2026-04-19,BYU,Big 12,16-27,0.53721,86,0.53721,999,16-27,0.5359,16,1-seed,16.0,False,,0.35294117647058826
softball,2026-04-19,Washington,Big Ten,34-10,0.624,25,0.624,999,34-10,0.951,17,2-seed,,False,,0.9375
softball,2026-04-19,Louisiana,Sun Belt,23-22,0.56374,58,0.56374,999,23-22,0.817,18,2-seed,,False,,0.375
softball,2026-04-19,UNLV,Mountain West,24-18,0.50719,129,0.50719,999,24-18,0.7059,19,2-seed,,False,,0.6875
softball,2026-04-19,UCLA,Big Ten,39-5,0.67429,8,0.67429,999,39-5,0.9673,20,2-seed,,False,,0.8888888888888888
softball,2026-04-19,California Baptist,WAC,35-14,0.53336,91,0.53336,999,35-14,0.6863,21,2-seed,,True,,0.8333333333333334
softball,2026-04-19,Marshall,Sun Belt,32-11,0.62891,23,0.62891,999,32-11,0.9444,22,2-seed,,True,,0.8666666666666667
softball,2026-04-19,Cal St. Fullerton,Big West,28-12,0.56013,62,0.56013,999,28-12,0.7745,23,2-seed,,True,,0.8888888888888888
softball,2026-04-19,Fresno St.,Mountain West,20-18,0.53213,93,0.53213,999,20-18,0.5817,24,2-seed,,False,,0.5294117647058824
softball,2026-04-19,UIW,Southland,30-17,0.51987,112,0.51987,999,30-17,0.6732,25,2-seed,,False,,0.6521739130434783
softball,2026-04-19,Harvard,Ivy League,16-16,0.46279,200,0.46279,999,16-16,0.5392,26,2-seed,,False,,0.6666666666666666
softball,2026-04-19,Marist,MAAC,23-19,0.45449,215,0.45449,999,23-19,0.4771,27,2-seed,,True,,0.85
softball,2026-04-19,Indiana,Big Ten,32-11,0.58291,41,0.58291,999,32-11,0.9575,28,2-seed,,False,,0.6666666666666666
softball,2026-04-19,Texas Tech,Big 12,42-4,0.65983,10,0.65983,999,42-4,0.9967,29,2-seed,,True,,0.8888888888888888
softball,2026-04-19,James Madison,Sun Belt,20-21,0.52672,101,0.52672,999,20-21,0.8856,30,2-seed,,False,,0.4375
softball,2026-04-19,Florida A&M,SWAC,25-17,0.47072,184,0.47072,999,25-17,0.4641,31,2-seed,,False,,0.8
softball,2026-04-19,Georgia Tech,ACC,27-23,0.57812,47,0.57812,999,27-23,0.9118,32,2-seed,,False,,0.42105263157894735
softball,2026-04-19,Oregon,Big Ten,33-9,0.65597,13,0.65597,999,33-9,0.9281,33,3-seed,,False,,0.875
softball,2026-04-19,California,ACC,13-31,0.50728,128,0.50728,999,13-31,0.4314,34,3-seed,,False,,0.16666666666666666
softball,2026-04-19,Oklahoma St.,Big 12,29-11,0.64118,20,0.64118,999,29-11,0.8399,35,3-seed,,False,,0.625
softball,2026-04-19,Texas A&M,SEC,32-12,0.65085,15,0.65085,999,32-12,0.9869,36,3-seed,,False,,0.75
softball,2026-04-19,Toledo,MAC,13-28,0.45802,209,0.45802,999,13-28,0.1307,37,3-seed,,False,,0.47368421052631576
softball,2026-04-19,East Carolina,American,26-21,0.53305,92,0.53305,999,26-21,0.6993,38,3-seed,,False,,0.5263157894736842
softball,2026-04-19,Utah,Big 12,29-16,0.56205,59,0.56205,999,29-16,0.8203,39,3-seed,,False,,0.3333333333333333
