sport,snapshot_date,name,display_conference,record_str,rpi,rpi_rank,projected_rpi,projected_rpi_rank,proj_record_str,sixty_four_rank,overall_seed,seed_tier,national_seed,is_auto_bid,bubble_status,conf_win_pct
softball,2026-05-15,Alabama,SEC,49-7,0.69594,2,0.6729639214421582,1,50-7,0.9642,1,1-seed,1.0,False,,0.7916666666666666
softball,2026-05-15,Texas,SEC,42-10,0.69433,4,0.6693682785102335,3,43-10,0.9577,2,1-seed,2.0,False,,0.6666666666666666
softball,2026-05-15,Arkansas,SEC,42-11,0.69756,1,0.6779648984206684,4,43-11,0.9805,3,1-seed,3.0,False,,0.625
softball,2026-05-15,Oklahoma,SEC,48-8,0.67191,6,0.6543846182959194,5,50-8,0.9902,4,1-seed,4.0,True,,0.8333333333333334
softball,2026-05-15,Florida,SEC,48-10,0.68806,5,0.658843149672327,6,49-10,0.9967,5,1-seed,5.0,False,,0.7083333333333334
softball,2026-05-15,UCLA,Big Ten,47-8,0.67145,7,0.6615412692002222,7,48-8,0.9707,6,1-seed,6.0,True,,0.8333333333333334
softball,2026-05-15,Tennessee,SEC,42-10,0.66166,8,0.6493744459310229,8,43-10,0.9446,7,1-seed,7.0,False,,0.6666666666666666
softball,2026-05-15,Texas Tech,Big 12,52-6,0.65035,13,0.6435225476145677,9,53-6,1.0,8,1-seed,8.0,True,,0.875
softball,2026-05-15,Florida St.,ACC,49-8,0.65868,10,0.6376607902580245,10,50-8,0.987,9,1-seed,9.0,True,,0.875
softball,2026-05-15,Oregon,Big Ten,40-12,0.65981,9,0.648107560398562,11,40-12,0.9251,10,1-seed,10.0,False,,0.8333333333333334
softball,2026-05-15,Georgia,SEC,38-18,0.65401,11,0.6236414546162503,12,39-18,0.9772,11,1-seed,11.0,False,,0.5
softball,2026-05-15,Texas A&M,SEC,36-17,0.63849,17,0.6238418434228973,13,37-17,0.9837,12,1-seed,12.0,False,,0.6666666666666666
softball,2026-05-15,Oklahoma St.,Big 12,38-15,0.64606,15,0.6335471472392998,14,39-15,0.873,13,1-seed,13.0,False,,0.6666666666666666
softball,2026-05-15,Duke,ACC,39-14,0.65231,12,0.6291948673838144,15,40-14,0.9479,14,1-seed,14.0,False,,0.8333333333333334
softball,2026-05-15,Virginia Tech,ACC,46-10,0.6362,18,0.6172072891530647,16,47-10,0.9935,15,1-seed,15.0,False,,0.75
softball,2026-05-15,LSU,SEC,37-17,0.65035,13,0.6189576885113931,17,38-17,0.8893,16,1-seed,16.0,False,,0.5416666666666666
softball,2026-05-15,Stanford,ACC,37-13,0.64032,16,0.612411134543962,18,38-13,0.9218,17,2-seed,,False,,0.75
softball,2026-05-15,Mississippi St.,SEC,38-18,0.63585,19,0.6225601238186614,19,39-18,0.8664,18,2-seed,,False,,0.375
softball,2026-05-15,Arizona St.,Big 12,41-16,0.62919,21,0.6004855461297742,20,42-16,0.9121,19,2-seed,,False,,0.4583333333333333
softball,2026-05-15,Arizona,Big 12,35-16,0.63006,20,0.6161077499281469,21,36-16,0.9153,20,2-seed,,False,,0.6666666666666666
softball,2026-05-15,UCF,Big 12,38-16,0.62771,23,0.6078168926616454,22,39-16,0.9316,21,2-seed,,False,,0.6086956521739131
softball,2026-05-15,Ole Miss,SEC,34-24,0.62837,22,0.6092870361588781,23,35-24,0.8632,22,2-seed,,False,,0.25
softball,2026-05-15,Grand Canyon,Mountain West,52-8,0.6085,27,0.5953436444310914,24,52-8,0.9544,23,2-seed,,True,,0.84
softball,2026-05-15,Washington,Big Ten,36-18,0.59956,30,0.6076017617081781,25,37-18,0.9283,24,2-seed,,False,,0.6666666666666666
softball,2026-05-15,Virginia,ACC,38-13,0.61042,26,0.5932406721431277,26,39-13,0.8697,25,2-seed,,False,,0.5652173913043478
softball,2026-05-15,Louisville,ACC,44-12,0.60001,29,0.5930437399482492,27,44-13,0.9511,26,2-seed,,False,,0.75
softball,2026-05-15,Clemson,ACC,32-20,0.61862,24,0.5961011104990627,28,33-20,0.9023,27,2-seed,,False,,0.5416666666666666
softball,2026-05-15,South Carolina,SEC,30-26,0.61185,25,0.5915623151002825,29,31-26,0.8567,28,2-seed,,False,,0.2916666666666667
softball,2026-05-15,Marshall,Sun Belt,37-17,0.60245,28,0.6041369311508046,30,38-18,0.9381,29,2-seed,,False,,0.7083333333333334
